Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
ARIZONA DIAMONDBACKS,Josh Rojas,advanced,Batter,Handedness,2022,vs L as L,12.1%,28.8%,0.42,.268,.369,.339,.709,.071,.389,8,0.7,.324,106
ARIZONA DIAMONDBACKS,Josh Rojas,advanced,Batter,Handedness,2022,vs R as L,7.7%,17.3%,0.45,.287,.337,.453,.791,.167,.325,23,3.8,.339,116
ARIZONA DIAMONDBACKS,Josh Rojas,advanced,Batter,Handedness,2022,vs L,12.1%,28.8%,0.42,.268,.369,.339,.709,.071,.389,8,0.7,.324,106
ARIZONA DIAMONDBACKS,Josh Rojas,advanced,Batter,Handedness,2022,vs R,7.7%,17.3%,0.45,.287,.337,.453,.791,.167,.325,23,3.8,.339,116
ARIZONA DIAMONDBACKS,Alek Thomas,advanced,Batter,Handedness,2022,vs L as L,4.6%,15.4%,0.30,.226,.262,.274,.536,.048,.255,4,-3.6,.241,50
ARIZONA DIAMONDBACKS,Alek Thomas,advanced,Batter,Handedness,2022,vs R as L,7.2%,20.4%,0.35,.261,.322,.471,.793,.210,.294,22,3.9,.343,119
ARIZONA DIAMONDBACKS,Alek Thomas,advanced,Batter,Handedness,2022,vs L,4.6%,15.4%,0.30,.226,.262,.274,.536,.048,.255,4,-3.6,.241,50
ARIZONA DIAMONDBACKS,Alek Thomas,advanced,Batter,Handedness,2022,vs R,7.2%,20.4%,0.35,.261,.322,.471,.793,.210,.294,22,3.9,.343,119
ARIZONA DIAMONDBACKS,Ketel Marte,advanced,Batter,Handedness,2022,vs R as L,14.5%,18.8%,0.77,.242,.355,.409,.764,.167,.287,32,4.8,.336,114
ARIZONA DIAMONDBACKS,Ketel Marte,advanced,Batter,Handedness,2022,vs L as R,6.0%,13.3%,0.45,.316,.373,.474,.847,.158,.359,14,3.9,.370,137
ARIZONA DIAMONDBACKS,Ketel Marte,advanced,Batter,Handedness,2022,vs L,6.0%,13.3%,0.45,.316,.373,.474,.847,.158,.359,14,3.9,.370,137
ARIZONA DIAMONDBACKS,Ketel Marte,advanced,Batter,Handedness,2022,vs R,14.5%,18.8%,0.77,.246,.357,.417,.775,.171,.291,33,5.5,.340,117
ARIZONA DIAMONDBACKS,Christian Walker,advanced,Batter,Handedness,2022,vs L as R,16.5%,11.8%,1.40,.300,.412,.614,1.026,.314,.286,18,7.9,.426,175
ARIZONA DIAMONDBACKS,Christian Walker,advanced,Batter,Handedness,2022,vs R as R,12.3%,21.6%,0.57,.179,.291,.419,.710,.240,.159,31,0.3,.311,98
ARIZONA DIAMONDBACKS,Christian Walker,advanced,Batter,Handedness,2022,vs L,16.5%,11.8%,1.40,.300,.412,.614,1.026,.314,.286,18,7.9,.426,175
ARIZONA DIAMONDBACKS,Christian Walker,advanced,Batter,Handedness,2022,vs R,12.3%,21.6%,0.57,.179,.291,.419,.710,.240,.159,31,0.3,.311,98
ARIZONA DIAMONDBACKS,David Peralta,advanced,Batter,Handedness,2022,vs L as L,15.0%,25.0%,0.60,.118,.250,.206,.456,.088,.130,2,-2.8,.222,37
ARIZONA DIAMONDBACKS,David Peralta,advanced,Batter,Handedness,2022,vs R as L,7.6%,23.7%,0.32,.256,.314,.479,.793,.223,.298,32,4.6,.334,113
