Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
TAMPA BAY RAYS,Brett Phillips,batted-ball,Pitcher,Handedness,2022,vs L,0.50,10.0%,30.0%,60.0%,16.7%,16.7%,0.0%,0.0%,20.0%,50.0%,30.0%,10.0%,40.0%,50.0%,38,18,20
TAMPA BAY RAYS,Brett Phillips,batted-ball,Pitcher,Handedness,2022,vs R,0.33,20.0%,20.0%,60.0%,0.0%,33.3%,0.0%,0.0%,60.0%,40.0%,0.0%,0.0%,40.0%,60.0%,21,7,14
TAMPA BAY RAYS,Christian Bethancourt,batted-ball,Pitcher,Handedness,2022,vs L,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,3,1,2
TAMPA BAY RAYS,Christian Bethancourt,batted-ball,Pitcher,Handedness,2022,vs R,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,50.0%,50.0%,9,5,4
TAMPA BAY RAYS,Shane McClanahan,batted-ball,Pitcher,Handedness,2022,vs L,3.50,20.6%,61.8%,17.6%,16.7%,33.3%,4.8%,0.0%,52.9%,29.4%,17.6%,20.6%,47.1%,32.4%,191,57,134
TAMPA BAY RAYS,Shane McClanahan,batted-ball,Pitcher,Handedness,2022,vs R,1.48,18.5%,48.7%,32.8%,6.3%,15.6%,4.2%,100.0%,37.8%,35.7%,26.5%,11.2%,61.7%,27.0%,1345,433,912
TAMPA BAY RAYS,Drew Rasmussen,batted-ball,Pitcher,Handedness,2022,vs L,1.95,22.6%,51.2%,26.2%,9.1%,4.5%,7.0%,0.0%,44.7%,34.1%,21.2%,9.4%,62.4%,28.2%,457,159,298
TAMPA BAY RAYS,Drew Rasmussen,batted-ball,Pitcher,Handedness,2022,vs R,1.33,25.0%,42.9%,32.1%,11.1%,16.7%,6.3%,0.0%,38.4%,31.3%,30.4%,17.0%,46.4%,36.6%,642,224,418
TAMPA BAY RAYS,Shane Baz,batted-ball,Pitcher,Handedness,2022,vs L,0.67,25.9%,29.6%,44.4%,8.3%,16.7%,0.0%,0.0%,37.0%,51.9%,11.1%,11.1%,51.9%,37.0%,189,79,110
TAMPA BAY RAYS,Shane Baz,batted-ball,Pitcher,Handedness,2022,vs R,1.79,22.0%,50.0%,28.0%,0.0%,21.4%,0.0%,0.0%,42.0%,36.0%,22.0%,14.0%,40.0%,46.0%,255,85,170
TAMPA BAY RAYS,Corey Kluber,batted-ball,Pitcher,Handedness,2022,vs L,0.78,23.0%,33.6%,43.4%,14.3%,4.1%,2.6%,0.0%,44.0%,37.9%,18.1%,19.0%,50.9%,30.2%,620,208,412
TAMPA BAY RAYS,Corey Kluber,batted-ball,Pitcher,Handedness,2022,vs R,1.02,20.1%,40.3%,39.6%,22.8%,12.3%,3.4%,0.0%,39.6%,36.1%,24.3%,19.4%,47.9%,32.6%,682,212,470
