Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
COLORADO ROCKIES,Randal Grichuk,advanced,Pitcher,Handedness,2022,vs R,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,3.11,4.60
COLORADO ROCKIES,Germán Márquez,advanced,Pitcher,Handedness,2022,vs L,7.59,4.22,1.80,1.18,19.0%,10.5%,8.4%,.274,1.54,.314,68.3%,4.59,4.28
COLORADO ROCKIES,Germán Márquez,advanced,Pitcher,Handedness,2022,vs R,7.42,2.47,3.00,2.27,19.0%,6.3%,12.7%,.280,1.40,.295,60.1%,5.63,3.89
COLORADO ROCKIES,José Ureña,advanced,Pitcher,Handedness,2022,vs L,3.24,6.48,0.50,2.16,6.8%,13.6%,-6.8%,.368,2.40,.364,93.0%,7.67,5.98
COLORADO ROCKIES,José Ureña,advanced,Pitcher,Handedness,2022,vs R,3.75,3.75,1.00,0.00,11.1%,11.1%,0.0%,.135,0.83,.143,60.0%,3.53,5.51
COLORADO ROCKIES,Austin Gomber,advanced,Pitcher,Handedness,2022,vs L,6.20,1.77,3.50,0.44,17.7%,5.1%,12.7%,.216,0.98,.254,71.4%,3.11,4.30
COLORADO ROCKIES,Austin Gomber,advanced,Pitcher,Handedness,2022,vs R,6.79,2.83,2.40,1.84,17.1%,7.1%,10.0%,.314,1.57,.338,59.2%,5.25,4.25
COLORADO ROCKIES,Chad Kuhl,advanced,Pitcher,Handedness,2022,vs L,6.89,4.60,1.50,1.34,17.0%,11.3%,5.7%,.259,1.53,.283,74.0%,5.05,5.01
COLORADO ROCKIES,Chad Kuhl,advanced,Pitcher,Handedness,2022,vs R,6.02,2.01,3.00,0.67,16.9%,5.6%,11.3%,.245,1.14,.281,74.2%,3.41,4.36
COLORADO ROCKIES,Kyle Freeland,advanced,Pitcher,Handedness,2022,vs L,8.06,2.42,3.33,2.01,18.7%,5.6%,13.1%,.323,1.66,.366,74.3%,5.71,4.80
COLORADO ROCKIES,Kyle Freeland,advanced,Pitcher,Handedness,2022,vs R,5.50,2.75,2.00,0.72,14.4%,7.2%,7.2%,.257,1.29,.282,65.9%,4.00,4.57
COLORADO ROCKIES,Daniel Bard,advanced,Pitcher,Handedness,2022,vs L,11.29,4.42,2.56,0.98,30.3%,11.8%,18.4%,.179,1.15,.238,93.4%,3.49,2.97
COLORADO ROCKIES,Daniel Bard,advanced,Pitcher,Handedness,2022,vs R,10.57,4.70,2.25,0.59,28.6%,12.7%,15.9%,.115,0.91,.147,68.5%,3.57,3.88
COLORADO ROCKIES,Alex Colomé,advanced,Pitcher,Handedness,2022,vs L,9.39,2.93,3.20,0.00,25.0%,7.8%,17.2%,.241,1.24,.326,63.2%,2.00,2.88
COLORADO ROCKIES,Alex Colomé,advanced,Pitcher,Handedness,2022,vs R,3.93,2.95,1.33,0.00,9.6%,7.2%,2.4%,.316,1.64,.348,66.7%,3.22,4.93
COLORADO ROCKIES,Carlos Estévez,advanced,Pitcher,Handedness,2022,vs L,5.87,3.52,1.67,2.35,15.2%,9.1%,6.1%,.250,1.37,.239,39.0%,6.37,5.22
COLORADO ROCKIES,Carlos Estévez,advanced,Pitcher,Handedness,2022,vs R,9.64,5.79,1.67,0.00,24.2%,14.5%,9.7%,.235,1.50,.324,86.4%,3.11,4.60
COLORADO ROCKIES,Lucas Gilbreath,advanced,Pitcher,Handedness,2022,vs L,12.71,6.35,2.00,0.00,32.7%,16.3%,16.3%,.205,1.41,.333,76.5%,2.67,3.59
COLORADO ROCKIES,Lucas Gilbreath,advanced,Pitcher,Handedness,2022,vs R,8.22,5.28,1.56,1.17,20.9%,13.4%,7.5%,.273,1.57,.317,76.6%,4.94,4.50
