Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
BOSTON RED SOX,Jackie Bradley Jr.,batted-ball,Pitcher,Handedness,2022,vs L,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,9,5,4
BOSTON RED SOX,Jackie Bradley Jr.,batted-ball,Pitcher,Handedness,2022,vs R,1.00,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,50.0%,50.0%,21,12,9
BOSTON RED SOX,Kevin Plawecki,batted-ball,Pitcher,Handedness,2022,vs L,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,100.0%,5,2,3
BOSTON RED SOX,Kevin Plawecki,batted-ball,Pitcher,Handedness,2022,vs R,0.00,33.3%,0.0%,66.7%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,0.0%,66.7%,33.3%,13,4,9
BOSTON RED SOX,Nick Pivetta,batted-ball,Pitcher,Handedness,2022,vs L,0.70,19.3%,33.3%,47.4%,14.8%,11.1%,13.2%,0.0%,49.1%,27.2%,23.7%,16.7%,57.0%,26.3%,680,263,417
BOSTON RED SOX,Nick Pivetta,batted-ball,Pitcher,Handedness,2022,vs R,0.88,23.3%,35.8%,40.9%,16.7%,8.3%,4.8%,0.0%,40.3%,36.9%,22.7%,16.5%,44.9%,38.6%,983,318,665
BOSTON RED SOX,Chris Sale,batted-ball,Pitcher,Handedness,2022,vs L,1.00,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,18,7,11
BOSTON RED SOX,Chris Sale,batted-ball,Pitcher,Handedness,2022,vs R,1.67,33.3%,41.7%,25.0%,0.0%,0.0%,0.0%,0.0%,25.0%,50.0%,25.0%,16.7%,33.3%,50.0%,60,18,42
BOSTON RED SOX,Josh Winckowski,batted-ball,Pitcher,Handedness,2022,vs L,1.27,12.8%,48.7%,38.5%,0.0%,13.3%,10.5%,0.0%,48.7%,28.2%,23.1%,25.6%,46.2%,28.2%,215,85,130
BOSTON RED SOX,Josh Winckowski,batted-ball,Pitcher,Handedness,2022,vs R,2.33,19.4%,56.5%,24.2%,6.7%,6.7%,8.6%,50.0%,31.3%,42.2%,26.6%,17.2%,59.4%,23.4%,287,103,184
BOSTON RED SOX,Kutter Crawford,batted-ball,Pitcher,Handedness,2022,vs L,0.43,14.3%,25.7%,60.0%,14.3%,19.0%,0.0%,0.0%,45.7%,28.6%,25.7%,17.1%,42.9%,40.0%,281,112,169
BOSTON RED SOX,Kutter Crawford,batted-ball,Pitcher,Handedness,2022,vs R,0.67,20.5%,31.8%,47.7%,19.0%,4.8%,7.1%,0.0%,43.2%,31.8%,25.0%,20.5%,50.0%,29.5%,288,103,185
BOSTON RED SOX,Tanner Houck,batted-ball,Pitcher,Handedness,2022,vs L,2.08,29.8%,47.4%,22.8%,0.0%,15.4%,7.4%,0.0%,28.1%,35.1%,36.8%,17.5%,52.6%,29.8%,321,132,189
BOSTON RED SOX,Tanner Houck,batted-ball,Pitcher,Handedness,2022,vs R,1.46,23.4%,45.5%,31.2%,4.2%,0.0%,5.7%,0.0%,41.0%,38.5%,20.5%,17.9%,53.8%,28.2%,483,165,318
BOSTON RED SOX,John Schreiber,batted-ball,Pitcher,Handedness,2022,vs L,1.50,11.8%,52.9%,35.3%,16.7%,0.0%,0.0%,0.0%,23.5%,58.8%,17.6%,17.6%,41.2%,41.2%,121,46,75
BOSTON RED SOX,John Schreiber,batted-ball,Pitcher,Handedness,2022,vs R,2.15,12.8%,59.6%,27.7%,23.1%,7.7%,10.7%,0.0%,40.4%,34.0%,25.5%,23.4%,48.9%,27.7%,326,108,218
BOSTON RED SOX,Matt Strahm,batted-ball,Pitcher,Handedness,2022,vs L,0.55,22.7%,27.3%,50.0%,9.1%,0.0%,0.0%,100.0%,34.8%,26.1%,39.1%,17.4%,65.2%,17.4%,131,38,93
BOSTON RED SOX,Matt Strahm,batted-ball,Pitcher,Handedness,2022,vs R,0.69,18.5%,33.3%,48.1%,11.5%,7.7%,5.6%,0.0%,30.9%,40.0%,29.1%,16.4%,63.6%,20.0%,326,105,221
BOSTON RED SOX,Jake Diekman,batted-ball,Pitcher,Handedness,2022,vs L,2.00,40.0%,40.0%,20.0%,0.0%,0.0%,0.0%,0.0%,20.0%,52.0%,28.0%,16.0%,64.0%,20.0%,193,69,124
BOSTON RED SOX,Jake Diekman,batted-ball,Pitcher,Handedness,2022,vs R,0.59,18.6%,30.2%,51.2%,4.5%,18.2%,0.0%,0.0%,32.6%,44.2%,23.3%,11.6%,53.5%,34.9%,417,180,237
BOSTON RED SOX,Austin Davis,batted-ball,Pitcher,Handedness,2022,vs L,0.58,23.1%,28.2%,48.7%,15.8%,0.0%,0.0%,0.0%,52.4%,28.6%,19.0%,19.0%,59.5%,21.4%,211,77,134
BOSTON RED SOX,Austin Davis,batted-ball,Pitcher,Handedness,2022,vs R,0.75,20.8%,34.0%,45.3%,12.5%,8.3%,5.6%,0.0%,29.6%,37.0%,33.3%,20.4%,59.3%,20.4%,410,167,243
BOSTON RED SOX,Hirokazu Sawamura,batted-ball,Pitcher,Handedness,2022,vs L,1.31,11.8%,50.0%,38.2%,7.7%,15.4%,11.8%,0.0%,45.7%,28.6%,25.7%,8.6%,37.1%,54.3%,184,67,117
BOSTON RED SOX,Hirokazu Sawamura,batted-ball,Pitcher,Handedness,2022,vs R,1.88,23.3%,50.0%,26.7%,31.3%,0.0%,0.0%,0.0%,41.0%,32.8%,26.2%,19.7%,44.3%,36.1%,338,126,212
BOSTON RED SOX,Ryan Brasier,batted-ball,Pitcher,Handedness,2022,vs L,0.93,18.2%,39.4%,42.4%,14.3%,7.1%,7.7%,0.0%,30.3%,42.4%,27.3%,15.2%,45.5%,39.4%,166,54,112
BOSTON RED SOX,Ryan Brasier,batted-ball,Pitcher,Handedness,2022,vs R,1.12,20.9%,41.8%,37.3%,16.0%,16.0%,7.1%,0.0%,31.3%,37.3%,31.3%,17.9%,47.8%,34.3%,354,106,248
BOSTON RED SOX,Kaleb Ort,batted-ball,Pitcher,Handedness,2022,vs L,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,33.3%,66.7%,0.0%,13,6,7
BOSTON RED SOX,Kaleb Ort,batted-ball,Pitcher,Handedness,2022,vs R,0.50,40.0%,20.0%,40.0%,50.0%,0.0%,0.0%,0.0%,20.0%,20.0%,60.0%,40.0%,40.0%,20.0%,25,6,19
BOSTON RED SOX,Phillips Valdez,batted-ball,Pitcher,Handedness,2022,vs L,1.71,9.5%,57.1%,33.3%,14.3%,0.0%,0.0%,0.0%,52.4%,28.6%,19.0%,23.8%,57.1%,19.0%,117,45,72
BOSTON RED SOX,Phillips Valdez,batted-ball,Pitcher,Handedness,2022,vs R,2.17,13.6%,59.1%,27.3%,16.7%,0.0%,7.7%,0.0%,36.4%,31.8%,31.8%,18.2%,54.5%,27.3%,157,62,95
BOSTON RED SOX,Nathan Eovaldi,batted-ball,Pitcher,Handedness,2022,vs L,0.76,10.8%,38.5%,50.8%,0.0%,21.2%,4.0%,0.0%,31.8%,50.0%,18.2%,9.1%,51.5%,39.4%,442,152,290
BOSTON RED SOX,Nathan Eovaldi,batted-ball,Pitcher,Handedness,2022,vs R,1.54,20.0%,48.5%,31.5%,17.1%,22.0%,7.9%,0.0%,40.8%,35.4%,23.8%,13.8%,45.4%,40.8%,621,173,448
BOSTON RED SOX,Rich Hill,batted-ball,Pitcher,Handedness,2022,vs L,0.82,23.1%,34.6%,42.3%,36.4%,9.1%,0.0%,100.0%,40.7%,33.3%,25.9%,18.5%,55.6%,25.9%,162,56,106
BOSTON RED SOX,Rich Hill,batted-ball,Pitcher,Handedness,2022,vs R,1.06,20.9%,40.6%,38.5%,9.7%,9.7%,7.9%,0.0%,42.8%,37.4%,19.8%,17.1%,55.6%,27.3%,972,326,646
BOSTON RED SOX,Connor Seabold,batted-ball,Pitcher,Handedness,2022,vs L,0.25,23.1%,15.4%,61.5%,0.0%,0.0%,0.0%,0.0%,46.2%,38.5%,15.4%,15.4%,61.5%,23.1%,72,24,48
BOSTON RED SOX,Connor Seabold,batted-ball,Pitcher,Handedness,2022,vs R,1.18,20.0%,43.3%,36.7%,18.2%,36.4%,0.0%,0.0%,43.3%,43.3%,13.3%,16.7%,40.0%,43.3%,157,62,95
BOSTON RED SOX,Michael Wacha,batted-ball,Pitcher,Handedness,2022,vs L,0.79,23.6%,33.7%,42.7%,18.4%,7.9%,3.3%,0.0%,48.3%,29.2%,22.5%,21.3%,49.4%,29.2%,513,195,318
BOSTON RED SOX,Michael Wacha,batted-ball,Pitcher,Handedness,2022,vs R,1.46,21.3%,46.7%,32.0%,10.3%,10.3%,8.8%,0.0%,41.8%,36.1%,22.1%,13.1%,59.0%,27.9%,578,195,383
