Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
PHILADELPHIA PHILLIES,Kyle Schwarber,batted-ball,Batter,Handedness,2022,vs L as L,0.71,13.0%,36.2%,50.7%,11.4%,20.0%,4.0%,100.0%,45.7%,35.7%,18.6%,15.7%,45.7%,38.6%,571,230,341
PHILADELPHIA PHILLIES,Kyle Schwarber,batted-ball,Batter,Handedness,2022,vs R as L,0.68,11.4%,35.7%,52.9%,10.8%,28.4%,4.0%,100.0%,46.1%,31.2%,22.7%,16.3%,48.2%,35.5%,1053,439,614
PHILADELPHIA PHILLIES,Kyle Schwarber,batted-ball,Batter,Handedness,2022,vs L,0.71,13.0%,36.2%,50.7%,11.4%,20.0%,4.0%,100.0%,45.7%,35.7%,18.6%,15.7%,45.7%,38.6%,571,230,341
PHILADELPHIA PHILLIES,Kyle Schwarber,batted-ball,Batter,Handedness,2022,vs R,0.68,11.4%,35.7%,52.9%,10.8%,28.4%,4.0%,100.0%,46.1%,31.2%,22.7%,16.3%,48.2%,35.5%,1053,439,614
PHILADELPHIA PHILLIES,Rhys Hoskins,batted-ball,Batter,Handedness,2022,vs L as R,0.30,24.6%,17.5%,57.9%,12.1%,15.2%,20.0%,0.0%,50.9%,31.6%,17.5%,10.5%,50.9%,38.6%,424,190,234
PHILADELPHIA PHILLIES,Rhys Hoskins,batted-ball,Batter,Handedness,2022,vs R as R,1.04,20.8%,40.5%,38.7%,14.9%,19.4%,7.1%,0.0%,48.6%,30.6%,20.8%,16.2%,51.4%,32.4%,1198,461,737
PHILADELPHIA PHILLIES,Rhys Hoskins,batted-ball,Batter,Handedness,2022,vs L,0.30,24.6%,17.5%,57.9%,12.1%,15.2%,20.0%,0.0%,50.9%,31.6%,17.5%,10.5%,50.9%,38.6%,424,190,234
PHILADELPHIA PHILLIES,Rhys Hoskins,batted-ball,Batter,Handedness,2022,vs R,1.04,20.8%,40.5%,38.7%,14.9%,19.4%,7.1%,0.0%,48.6%,30.6%,20.8%,16.2%,51.4%,32.4%,1198,461,737
PHILADELPHIA PHILLIES,Nick Castellanos,batted-ball,Batter,Handedness,2022,vs L as R,1.68,22.7%,48.5%,28.8%,5.3%,10.5%,9.4%,0.0%,43.9%,24.2%,31.8%,19.7%,53.0%,27.3%,321,103,218
PHILADELPHIA PHILLIES,Nick Castellanos,batted-ball,Batter,Handedness,2022,vs R as R,1.00,20.6%,39.7%,39.7%,6.7%,8.0%,6.7%,0.0%,39.7%,31.2%,29.1%,13.2%,57.1%,29.6%,1016,324,692
