Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
TEXAS RANGERS,Charlie Culberson,batted-ball,Pitcher,Handedness,2022,vs L,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,4,1,3
TEXAS RANGERS,Charlie Culberson,batted-ball,Pitcher,Handedness,2022,vs R,1.00,0.0%,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,100.0%,0.0%,7,4,3
TEXAS RANGERS,Jon Gray,batted-ball,Pitcher,Handedness,2022,vs L,1.52,26.4%,44.3%,29.2%,3.2%,9.7%,4.3%,0.0%,33.0%,46.2%,20.8%,17.9%,51.9%,30.2%,633,236,397
TEXAS RANGERS,Jon Gray,batted-ball,Pitcher,Handedness,2022,vs R,1.07,19.8%,41.4%,38.8%,13.3%,15.6%,2.1%,0.0%,36.8%,37.6%,25.6%,17.9%,51.3%,30.8%,717,226,491
TEXAS RANGERS,Martín Pérez,batted-ball,Pitcher,Handedness,2022,vs L,1.60,11.9%,54.2%,33.9%,10.0%,0.0%,12.5%,25.0%,30.2%,44.4%,25.4%,19.0%,61.9%,19.0%,273,99,174
TEXAS RANGERS,Martín Pérez,batted-ball,Pitcher,Handedness,2022,vs R,1.67,16.9%,52.0%,31.1%,6.3%,7.6%,6.8%,33.3%,39.7%,36.2%,24.1%,13.2%,60.7%,26.1%,1289,465,824
TEXAS RANGERS,Spencer Howard,batted-ball,Pitcher,Handedness,2022,vs L,0.78,11.1%,38.9%,50.0%,0.0%,0.0%,0.0%,100.0%,5.3%,63.2%,31.6%,5.3%,47.4%,47.4%,90,32,58
TEXAS RANGERS,Spencer Howard,batted-ball,Pitcher,Handedness,2022,vs R,1.25,20.6%,44.1%,35.3%,0.0%,58.3%,6.7%,0.0%,44.1%,38.2%,17.6%,11.8%,47.1%,41.2%,201,69,132
TEXAS RANGERS,Glenn Otto,batted-ball,Pitcher,Handedness,2022,vs L,1.15,25.6%,39.7%,34.6%,11.1%,11.1%,0.0%,0.0%,43.2%,33.3%,23.5%,7.4%,55.6%,37.0%,507,210,297
TEXAS RANGERS,Glenn Otto,batted-ball,Pitcher,Handedness,2022,vs R,1.48,20.2%,47.6%,32.1%,29.6%,11.1%,15.0%,0.0%,59.5%,20.2%,20.2%,20.2%,42.9%,36.9%,483,187,296
TEXAS RANGERS,Brett Martin,batted-ball,Pitcher,Handedness,2022,vs L,2.63,12.1%,63.6%,24.2%,25.0%,0.0%,14.3%,0.0%,38.2%,38.2%,23.5%,14.7%,52.9%,32.4%,133,42,91
TEXAS RANGERS,Brett Martin,batted-ball,Pitcher,Handedness,2022,vs R,2.36,26.0%,52.0%,22.0%,9.1%,9.1%,11.5%,0.0%,44.0%,32.0%,24.0%,10.0%,60.0%,30.0%,290,97,193
TEXAS RANGERS,Matt Moore,batted-ball,Pitcher,Handedness,2022,vs L,2.13,21.9%,53.1%,25.0%,12.5%,0.0%,11.8%,100.0%,24.2%,42.4%,33.3%,21.2%,54.5%,24.2%,187,62,125
TEXAS RANGERS,Matt Moore,batted-ball,Pitcher,Handedness,2022,vs R,1.62,9.8%,55.7%,34.4%,4.8%,0.0%,8.8%,0.0%,40.3%,38.7%,21.0%,24.2%,58.1%,17.7%,484,179,305
TEXAS RANGERS,Matt Bush,batted-ball,Pitcher,Handedness,2022,vs L,0.54,20.0%,28.0%,52.0%,0.0%,23.1%,0.0%,0.0%,30.8%,34.6%,34.6%,15.4%,57.7%,26.9%,188,59,129
TEXAS RANGERS,Matt Bush,batted-ball,Pitcher,Handedness,2022,vs R,1.33,25.5%,42.6%,31.9%,6.7%,13.3%,20.0%,0.0%,29.2%,37.5%,33.3%,10.4%,60.4%,29.2%,256,82,174
TEXAS RANGERS,Brock Burke,batted-ball,Pitcher,Handedness,2022,vs L,1.44,21.4%,46.4%,32.1%,11.1%,0.0%,0.0%,0.0%,27.6%,41.4%,31.0%,13.8%,72.4%,13.8%,161,59,102
TEXAS RANGERS,Brock Burke,batted-ball,Pitcher,Handedness,2022,vs R,0.73,17.4%,34.9%,47.7%,9.8%,7.3%,0.0%,0.0%,36.4%,31.8%,31.8%,11.4%,55.7%,33.0%,534,190,344
TEXAS RANGERS,Dennis Santana,batted-ball,Pitcher,Handedness,2022,vs L,1.00,22.0%,39.0%,39.0%,12.5%,0.0%,0.0%,0.0%,26.8%,43.9%,29.3%,14.6%,56.1%,29.3%,209,90,119
TEXAS RANGERS,Dennis Santana,batted-ball,Pitcher,Handedness,2022,vs R,2.44,14.1%,60.9%,25.0%,18.8%,0.0%,15.4%,0.0%,49.2%,41.5%,9.2%,18.5%,49.2%,32.3%,341,120,221
TEXAS RANGERS,José Leclerc,batted-ball,Pitcher,Handedness,2022,vs L,0.33,7.7%,23.1%,69.2%,33.3%,11.1%,0.0%,0.0%,53.8%,15.4%,30.8%,30.8%,30.8%,38.5%,81,31,50
TEXAS RANGERS,José Leclerc,batted-ball,Pitcher,Handedness,2022,vs R,0.75,17.6%,35.3%,47.1%,25.0%,0.0%,0.0%,0.0%,41.2%,35.3%,23.5%,29.4%,47.1%,23.5%,67,22,45
TEXAS RANGERS,Garrett Richards,batted-ball,Pitcher,Handedness,2022,vs L,2.50,12.5%,62.5%,25.0%,10.0%,0.0%,4.0%,0.0%,35.0%,42.5%,22.5%,7.5%,65.0%,27.5%,214,75,139
TEXAS RANGERS,Garrett Richards,batted-ball,Pitcher,Handedness,2022,vs R,1.38,15.6%,48.9%,35.6%,18.8%,12.5%,9.1%,0.0%,37.8%,35.6%,26.7%,13.3%,48.9%,37.8%,284,97,187
TEXAS RANGERS,Josh Sborz,batted-ball,Pitcher,Handedness,2022,vs L,0.20,33.3%,11.1%,55.6%,20.0%,20.0%,0.0%,0.0%,22.2%,33.3%,44.4%,22.2%,44.4%,33.3%,66,31,35
TEXAS RANGERS,Josh Sborz,batted-ball,Pitcher,Handedness,2022,vs R,0.71,33.3%,27.8%,38.9%,42.9%,14.3%,0.0%,0.0%,22.2%,33.3%,44.4%,16.7%,38.9%,44.4%,146,64,82
TEXAS RANGERS,Dane Dunning,batted-ball,Pitcher,Handedness,2022,vs L,1.62,24.7%,46.6%,28.8%,4.8%,16.7%,7.4%,75.0%,46.0%,36.7%,17.3%,9.3%,55.3%,35.3%,801,309,492
TEXAS RANGERS,Dane Dunning,batted-ball,Pitcher,Handedness,2022,vs R,2.21,12.9%,60.0%,27.1%,7.9%,10.5%,9.5%,0.0%,49.6%,31.9%,18.4%,19.9%,46.1%,34.0%,751,260,491
TEXAS RANGERS,Joe Barlow,batted-ball,Pitcher,Handedness,2022,vs L,1.12,10.0%,47.5%,42.5%,0.0%,5.9%,0.0%,0.0%,56.1%,26.8%,17.1%,2.4%,65.9%,31.7%,212,74,138
TEXAS RANGERS,Joe Barlow,batted-ball,Pitcher,Handedness,2022,vs R,0.50,23.4%,25.5%,51.1%,8.3%,12.5%,8.3%,0.0%,38.3%,36.2%,25.5%,21.3%,42.6%,36.2%,237,79,158
