Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
NEW YORK METS,Brandon Nimmo,advanced,Batter,Handedness,2022,vs L as L,9.8%,19.5%,0.50,.259,.359,.438,.796,.179,.318,20,4.2,.349,132
NEW YORK METS,Brandon Nimmo,advanced,Batter,Handedness,2022,vs R as L,9.6%,15.5%,0.62,.271,.352,.427,.779,.156,.299,31,5.6,.342,127
NEW YORK METS,Brandon Nimmo,advanced,Batter,Handedness,2022,vs L,9.8%,19.5%,0.50,.259,.359,.438,.796,.179,.318,20,4.2,.349,132
NEW YORK METS,Brandon Nimmo,advanced,Batter,Handedness,2022,vs R,9.6%,15.5%,0.62,.271,.352,.427,.779,.156,.299,31,5.6,.342,127
NEW YORK METS,Starling Marte,advanced,Batter,Handedness,2022,vs L as R,7.1%,22.2%,0.32,.337,.384,.543,.927,.207,.409,19,7.1,.400,166
NEW YORK METS,Starling Marte,advanced,Batter,Handedness,2022,vs R as R,4.0%,15.7%,0.26,.271,.323,.425,.748,.155,.305,29,3.1,.327,117
NEW YORK METS,Starling Marte,advanced,Batter,Handedness,2022,vs L,7.1%,22.2%,0.32,.337,.384,.543,.927,.207,.409,19,7.1,.400,166
NEW YORK METS,Starling Marte,advanced,Batter,Handedness,2022,vs R,4.0%,15.7%,0.26,.271,.323,.425,.748,.155,.305,29,3.1,.327,117
NEW YORK METS,Francisco Lindor,advanced,Batter,Handedness,2022,vs R as L,7.5%,19.9%,0.38,.245,.316,.435,.750,.190,.271,34,3.1,.325,115
NEW YORK METS,Francisco Lindor,advanced,Batter,Handedness,2022,vs L as R,10.3%,18.8%,0.55,.245,.325,.412,.737,.167,.260,15,1.2,.323,114
NEW YORK METS,Francisco Lindor,advanced,Batter,Handedness,2022,vs L,10.3%,18.8%,0.55,.245,.325,.412,.737,.167,.260,15,1.2,.323,114
NEW YORK METS,Francisco Lindor,advanced,Batter,Handedness,2022,vs R,7.5%,19.9%,0.38,.245,.316,.435,.750,.190,.271,34,3.1,.325,115
NEW YORK METS,Pete Alonso,advanced,Batter,Handedness,2022,vs L as R,13.4%,19.6%,0.68,.210,.320,.457,.776,.247,.190,13,1.7,.332,120
NEW YORK METS,Pete Alonso,advanced,Batter,Handedness,2022,vs R as R,7.7%,20.8%,0.37,.289,.354,.550,.904,.260,.306,46,14.8,.378,151
NEW YORK METS,Pete Alonso,advanced,Batter,Handedness,2022,vs L,13.4%,19.6%,0.68,.210,.320,.457,.776,.247,.190,13,1.7,.332,120
NEW YORK METS,Pete Alonso,advanced,Batter,Handedness,2022,vs R,7.7%,20.8%,0.37,.289,.354,.550,.904,.260,.306,46,14.8,.378,151
NEW YORK METS,Luis Guillorme,advanced,Batter,Handedness,2022,vs L as L,11.1%,11.1%,1.00,.232,.317,.286,.603,.054,.265,6,-1.7,.277,83
NEW YORK METS,Luis Guillorme,advanced,Batter,Handedness,2022,vs R as L,10.6%,14.1%,0.75,.344,.414,.432,.846,.088,.398,24,7.2,.374,148
NEW YORK METS,Luis Guillorme,advanced,Batter,Handedness,2022,vs L,11.1%,11.1%,1.00,.232,.317,.286,.603,.054,.265,6,-1.7,.277,83
NEW YORK METS,Luis Guillorme,advanced,Batter,Handedness,2022,vs R,10.6%,14.1%,0.75,.344,.414,.432,.846,.088,.398,24,7.2,.374,148
NEW YORK METS,Mark Canha,advanced,Batter,Handedness,2022,vs L as R,11.4%,18.1%,0.63,.239,.333,.359,.692,.120,.271,12,0.2,.312,106
NEW YORK METS,Mark Canha,advanced,Batter,Handedness,2022,vs R as R,9.7%,18.9%,0.51,.293,.395,.382,.777,.089,.358,27,6.1,.352,133
NEW YORK METS,Mark Canha,advanced,Batter,Handedness,2022,vs L,11.4%,18.1%,0.63,.239,.333,.359,.692,.120,.271,12,0.2,.312,106
NEW YORK METS,Mark Canha,advanced,Batter,Handedness,2022,vs R,9.7%,18.9%,0.51,.293,.395,.382,.777,.089,.358,27,6.1,.352,133
NEW YORK METS,Dominic Smith,advanced,Batter,Handedness,2022,vs L as L,9.5%,23.8%,0.40,.188,.333,.250,.583,.063,.250,2,-0.5,.279,84
NEW YORK METS,Dominic Smith,advanced,Batter,Handedness,2022,vs R as L,6.8%,23.7%,0.29,.206,.271,.308,.580,.103,.275,9,-4.8,.259,70
NEW YORK METS,Dominic Smith,advanced,Batter,Handedness,2022,vs L,9.5%,23.8%,0.40,.188,.333,.250,.583,.063,.250,2,-0.5,.279,84
NEW YORK METS,Dominic Smith,advanced,Batter,Handedness,2022,vs R,6.8%,23.7%,0.29,.206,.271,.308,.580,.103,.275,9,-4.8,.259,70
NEW YORK METS,Eduardo Escobar,advanced,Batter,Handedness,2022,vs R as L,8.5%,24.4%,0.35,.199,.265,.327,.592,.128,.243,18,-8.9,.262,73
NEW YORK METS,Eduardo Escobar,advanced,Batter,Handedness,2022,vs L as R,4.7%,25.5%,0.19,.255,.292,.490,.782,.235,.304,14,1.8,.331,119
NEW YORK METS,Eduardo Escobar,advanced,Batter,Handedness,2022,vs L,4.7%,25.5%,0.19,.255,.292,.490,.782,.235,.304,14,1.8,.331,119
