Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
NEW YORK YANKEES,DJ LeMahieu,advanced,Batter,Handedness,2022,vs L as R,11.2%,11.2%,1.00,.294,.388,.471,.858,.176,.300,17,5.3,.378,150
NEW YORK YANKEES,DJ LeMahieu,advanced,Batter,Handedness,2022,vs R as R,14.1%,12.8%,1.10,.256,.363,.367,.730,.111,.283,31,3.6,.330,116
NEW YORK YANKEES,DJ LeMahieu,advanced,Batter,Handedness,2022,vs L,11.2%,11.2%,1.00,.294,.388,.471,.858,.176,.300,17,5.3,.378,150
NEW YORK YANKEES,DJ LeMahieu,advanced,Batter,Handedness,2022,vs R,14.1%,12.8%,1.10,.256,.363,.367,.730,.111,.283,31,3.6,.330,116
NEW YORK YANKEES,Aaron Judge,advanced,Batter,Handedness,2022,vs L as R,11.0%,31.2%,0.35,.247,.324,.581,.905,.333,.264,18,5.1,.369,143
NEW YORK YANKEES,Aaron Judge,advanced,Batter,Handedness,2022,vs R as R,11.3%,23.3%,0.48,.296,.375,.619,.994,.323,.315,52,22.1,.418,178
NEW YORK YANKEES,Aaron Judge,advanced,Batter,Handedness,2022,vs L,11.0%,31.2%,0.35,.247,.324,.581,.905,.333,.264,18,5.1,.369,143
NEW YORK YANKEES,Aaron Judge,advanced,Batter,Handedness,2022,vs R,11.3%,23.3%,0.48,.296,.375,.619,.994,.323,.315,52,22.1,.418,178
NEW YORK YANKEES,Anthony Rizzo,advanced,Batter,Handedness,2022,vs L as L,10.1%,16.2%,0.63,.218,.313,.494,.807,.276,.200,14,3.0,.349,129
NEW YORK YANKEES,Anthony Rizzo,advanced,Batter,Handedness,2022,vs R as L,11.8%,18.5%,0.64,.231,.349,.518,.866,.286,.213,39,11.2,.369,144
NEW YORK YANKEES,Anthony Rizzo,advanced,Batter,Handedness,2022,vs L,10.1%,16.2%,0.63,.218,.313,.494,.807,.276,.200,14,3.0,.349,129
NEW YORK YANKEES,Anthony Rizzo,advanced,Batter,Handedness,2022,vs R,11.8%,18.5%,0.64,.231,.349,.518,.866,.286,.213,39,11.2,.369,144
NEW YORK YANKEES,Giancarlo Stanton,advanced,Batter,Handedness,2022,vs L as R,7.4%,28.4%,0.26,.247,.300,.479,.779,.233,.283,11,1.5,.334,119
NEW YORK YANKEES,Giancarlo Stanton,advanced,Batter,Handedness,2022,vs R as R,12.4%,27.1%,0.46,.233,.326,.519,.844,.286,.235,34,8.4,.358,136
NEW YORK YANKEES,Giancarlo Stanton,advanced,Batter,Handedness,2022,vs L,7.4%,28.4%,0.26,.247,.300,.479,.779,.233,.283,11,1.5,.334,119
NEW YORK YANKEES,Giancarlo Stanton,advanced,Batter,Handedness,2022,vs R,12.4%,27.1%,0.46,.233,.326,.519,.844,.286,.235,34,8.4,.358,136
NEW YORK YANKEES,Gleyber Torres,advanced,Batter,Handedness,2022,vs L as R,5.7%,19.3%,0.29,.293,.333,.659,.992,.366,.281,18,7.3,.415,176
NEW YORK YANKEES,Gleyber Torres,advanced,Batter,Handedness,2022,vs R as R,8.2%,17.8%,0.46,.267,.332,.422,.754,.155,.306,27,3.3,.330,116
NEW YORK YANKEES,Gleyber Torres,advanced,Batter,Handedness,2022,vs L,5.7%,19.3%,0.29,.293,.333,.659,.992,.366,.281,18,7.3,.415,176
