Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
SAN FRANCISCO GIANTS,Alex Cobb,batted-ball,Pitcher,Handedness,2022,vs L,2.84,18.0%,60.7%,21.3%,0.0%,10.5%,5.6%,33.3%,43.5%,37.0%,19.6%,19.6%,58.7%,21.7%,488,181,307
SAN FRANCISCO GIANTS,Alex Cobb,batted-ball,Pitcher,Handedness,2022,vs R,3.59,17.9%,64.2%,17.9%,0.0%,17.6%,18.0%,0.0%,49.5%,24.2%,26.3%,22.1%,50.5%,27.4%,527,173,354
SAN FRANCISCO GIANTS,Camilo Doval,batted-ball,Pitcher,Handedness,2022,vs L,1.25,22.9%,42.9%,34.3%,8.3%,25.0%,13.3%,0.0%,33.3%,36.1%,30.6%,11.1%,58.3%,30.6%,268,103,165
SAN FRANCISCO GIANTS,Camilo Doval,batted-ball,Pitcher,Handedness,2022,vs R,1.67,15.8%,52.6%,31.6%,16.7%,5.6%,6.7%,0.0%,33.3%,40.4%,26.3%,22.8%,52.6%,24.6%,332,113,219
SAN FRANCISCO GIANTS,Dominic Leone,batted-ball,Pitcher,Handedness,2022,vs L,0.79,24.2%,33.3%,42.4%,7.1%,21.4%,0.0%,100.0%,41.2%,26.5%,32.4%,11.8%,52.9%,35.3%,192,72,120
SAN FRANCISCO GIANTS,Dominic Leone,batted-ball,Pitcher,Handedness,2022,vs R,1.63,25.0%,46.4%,28.6%,12.5%,6.3%,11.5%,0.0%,30.4%,37.5%,32.1%,16.1%,51.8%,32.1%,307,97,210
SAN FRANCISCO GIANTS,Tyler Rogers,batted-ball,Pitcher,Handedness,2022,vs L,4.75,19.3%,66.7%,14.0%,12.5%,12.5%,10.5%,50.0%,32.2%,35.6%,32.2%,30.5%,45.8%,23.7%,237,68,169
SAN FRANCISCO GIANTS,Tyler Rogers,batted-ball,Pitcher,Handedness,2022,vs R,1.48,16.2%,50.0%,33.8%,12.0%,0.0%,8.1%,0.0%,24.3%,45.9%,29.7%,21.6%,56.8%,21.6%,377,137,240
SAN FRANCISCO GIANTS,John Brebbia,batted-ball,Pitcher,Handedness,2022,vs L,0.53,21.2%,27.3%,51.5%,5.9%,0.0%,11.1%,0.0%,26.5%,35.3%,38.2%,14.7%,52.9%,32.4%,199,64,135
SAN FRANCISCO GIANTS,John Brebbia,batted-ball,Pitcher,Handedness,2022,vs R,1.00,17.3%,41.3%,41.3%,16.1%,0.0%,6.5%,0.0%,38.7%,37.3%,24.0%,25.3%,45.3%,29.3%,401,130,271
SAN FRANCISCO GIANTS,Jarlín García,batted-ball,Pitcher,Handedness,2022,vs L,1.55,9.7%,54.8%,35.5%,9.1%,18.2%,5.9%,50.0%,51.5%,24.2%,24.2%,9.1%,57.6%,33.3%,162,54,108
SAN FRANCISCO GIANTS,Jarlín García,batted-ball,Pitcher,Handedness,2022,vs R,0.85,13.8%,39.7%,46.6%,7.4%,3.7%,8.7%,0.0%,41.4%,31.0%,27.6%,19.0%,56.9%,24.1%,302,112,190
SAN FRANCISCO GIANTS,Mauricio Llovera,batted-ball,Pitcher,Handedness,2022,vs L,1.17,18.8%,43.8%,37.5%,16.7%,16.7%,14.3%,0.0%,43.8%,25.0%,31.3%,12.5%,62.5%,25.0%,145,63,82
SAN FRANCISCO GIANTS,Mauricio Llovera,batted-ball,Pitcher,Handedness,2022,vs R,1.43,19.0%,47.6%,33.3%,28.6%,14.3%,20.0%,100.0%,22.7%,59.1%,18.2%,31.8%,40.9%,27.3%,120,33,87
SAN FRANCISCO GIANTS,Yunior Marte,batted-ball,Pitcher,Handedness,2022,vs L,1.25,28.0%,40.0%,32.0%,0.0%,0.0%,0.0%,0.0%,32.0%,44.0%,24.0%,12.0%,68.0%,20.0%,137,52,85
SAN FRANCISCO GIANTS,Yunior Marte,batted-ball,Pitcher,Handedness,2022,vs R,3.67,33.3%,52.4%,14.3%,16.7%,16.7%,18.2%,0.0%,47.6%,31.0%,21.4%,28.6%,52.4%,19.0%,206,66,140
SAN FRANCISCO GIANTS,Sam Long,batted-ball,Pitcher,Handedness,2022,vs L,1.71,26.9%,46.2%,26.9%,0.0%,14.3%,25.0%,0.0%,40.7%,37.0%,22.2%,7.4%,59.3%,33.3%,137,41,96
SAN FRANCISCO GIANTS,Sam Long,batted-ball,Pitcher,Handedness,2022,vs R,0.68,13.5%,35.1%,51.4%,7.9%,7.9%,3.8%,100.0%,31.6%,38.2%,30.3%,19.7%,53.9%,26.3%,401,141,260
SAN FRANCISCO GIANTS,Anthony DeSclafani,batted-ball,Pitcher,Handedness,2022,vs L,1.08,16.7%,43.3%,40.0%,8.3%,25.0%,7.7%,0.0%,36.7%,43.3%,20.0%,13.3%,56.7%,30.0%,134,50,84
SAN FRANCISCO GIANTS,Anthony DeSclafani,batted-ball,Pitcher,Handedness,2022,vs R,1.29,22.0%,43.9%,34.1%,0.0%,7.1%,5.6%,0.0%,45.2%,35.7%,19.0%,9.5%,61.9%,28.6%,195,67,128
SAN FRANCISCO GIANTS,Jakob Junis,batted-ball,Pitcher,Handedness,2022,vs L,1.45,18.3%,48.3%,33.3%,10.0%,20.0%,0.0%,0.0%,50.0%,28.3%,21.7%,10.0%,65.0%,25.0%,274,88,186
SAN FRANCISCO GIANTS,Jakob Junis,batted-ball,Pitcher,Handedness,2022,vs R,1.33,17.1%,47.4%,35.5%,11.1%,7.4%,2.8%,0.0%,27.6%,44.7%,27.6%,17.1%,51.3%,31.6%,431,157,274
SAN FRANCISCO GIANTS,José Álvarez,batted-ball,Pitcher,Handedness,2022,vs L,2.00,11.8%,58.8%,29.4%,0.0%,40.0%,0.0%,0.0%,57.9%,21.1%,21.1%,15.8%,63.2%,21.1%,123,47,76
SAN FRANCISCO GIANTS,José Álvarez,batted-ball,Pitcher,Handedness,2022,vs R,1.09,23.3%,40.0%,36.7%,0.0%,9.1%,8.3%,0.0%,43.3%,30.0%,26.7%,16.7%,53.3%,30.0%,154,57,97
SAN FRANCISCO GIANTS,Zack Littell,batted-ball,Pitcher,Handedness,2022,vs L,1.10,16.0%,44.0%,40.0%,0.0%,10.0%,9.1%,0.0%,32.0%,32.0%,36.0%,16.0%,72.0%,12.0%,143,47,96
SAN FRANCISCO GIANTS,Zack Littell,batted-ball,Pitcher,Handedness,2022,vs R,1.19,14.9%,46.3%,38.8%,11.5%,23.1%,6.5%,0.0%,44.8%,34.3%,20.9%,16.4%,58.2%,25.4%,372,120,252
