Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
ST. LOUIS CARDINALS,Brendan Donovan,batted-ball,Batter,Handedness,2022,vs L as L,4.50,24.1%,62.1%,13.8%,0.0%,0.0%,5.6%,0.0%,37.9%,20.7%,41.4%,17.2%,58.6%,24.1%,166,71,95
ST. LOUIS CARDINALS,Brendan Donovan,batted-ball,Batter,Handedness,2022,vs R as L,2.00,26.1%,49.3%,24.6%,6.1%,6.1%,7.6%,0.0%,35.1%,33.6%,31.3%,17.2%,64.2%,18.7%,880,332,548
ST. LOUIS CARDINALS,Brendan Donovan,batted-ball,Batter,Handedness,2022,vs L,4.50,24.1%,62.1%,13.8%,0.0%,0.0%,5.6%,0.0%,37.9%,20.7%,41.4%,17.2%,58.6%,24.1%,166,71,95
ST. LOUIS CARDINALS,Brendan Donovan,batted-ball,Batter,Handedness,2022,vs R,2.00,26.1%,49.3%,24.6%,6.1%,6.1%,7.6%,0.0%,35.1%,33.6%,31.3%,17.2%,64.2%,18.7%,880,332,548
ST. LOUIS CARDINALS,Dylan Carlson,batted-ball,Batter,Handedness,2022,vs R as L,1.48,20.0%,47.7%,32.3%,12.0%,6.0%,5.4%,100.0%,37.8%,38.5%,23.7%,19.2%,55.1%,25.6%,842,315,527
ST. LOUIS CARDINALS,Dylan Carlson,batted-ball,Batter,Handedness,2022,vs L as R,0.72,26.2%,31.0%,42.9%,0.0%,11.1%,15.4%,0.0%,40.5%,35.7%,23.8%,11.9%,64.3%,23.8%,238,83,155
ST. LOUIS CARDINALS,Dylan Carlson,batted-ball,Batter,Handedness,2022,vs L,0.72,26.2%,31.0%,42.9%,0.0%,11.1%,15.4%,0.0%,40.5%,35.7%,23.8%,11.9%,64.3%,23.8%,238,83,155
ST. LOUIS CARDINALS,Dylan Carlson,batted-ball,Batter,Handedness,2022,vs R,1.48,20.0%,47.7%,32.3%,12.0%,6.0%,5.4%,100.0%,37.8%,38.5%,23.7%,19.2%,55.1%,25.6%,842,315,527
ST. LOUIS CARDINALS,Paul Goldschmidt,batted-ball,Batter,Handedness,2022,vs L as R,0.65,26.7%,28.9%,44.4%,5.0%,20.0%,15.4%,0.0%,33.3%,48.9%,17.8%,13.3%,55.6%,31.1%,294,108,186
ST. LOUIS CARDINALS,Paul Goldschmidt,batted-ball,Batter,Handedness,2022,vs R as R,0.94,18.3%,39.6%,42.1%,10.6%,17.6%,5.0%,0.0%,36.6%,37.1%,26.2%,15.8%,50.5%,33.7%,1232,465,767
ST. LOUIS CARDINALS,Paul Goldschmidt,batted-ball,Batter,Handedness,2022,vs L,0.65,26.7%,28.9%,44.4%,5.0%,20.0%,15.4%,0.0%,33.3%,48.9%,17.8%,13.3%,55.6%,31.1%,294,108,186
ST. LOUIS CARDINALS,Paul Goldschmidt,batted-ball,Batter,Handedness,2022,vs R,0.94,18.3%,39.6%,42.1%,10.6%,17.6%,5.0%,0.0%,36.6%,37.1%,26.2%,15.8%,50.5%,33.7%,1232,465,767
ST. LOUIS CARDINALS,Nolan Arenado,batted-ball,Batter,Handedness,2022,vs L as R,0.48,15.7%,27.5%,56.9%,17.2%,20.7%,0.0%,0.0%,54.9%,29.4%,15.7%,13.7%,49.0%,37.3%,236,85,151
ST. LOUIS CARDINALS,Nolan Arenado,batted-ball,Batter,Handedness,2022,vs R as R,0.67,20.4%,31.9%,47.8%,20.4%,10.2%,8.3%,0.0%,47.8%,33.6%,18.6%,23.6%,47.6%,28.9%,1118,403,715
ST. LOUIS CARDINALS,Nolan Arenado,batted-ball,Batter,Handedness,2022,vs L,0.48,15.7%,27.5%,56.9%,17.2%,20.7%,0.0%,0.0%,54.9%,29.4%,15.7%,13.7%,49.0%,37.3%,236,85,151
ST. LOUIS CARDINALS,Nolan Arenado,batted-ball,Batter,Handedness,2022,vs R,0.67,20.4%,31.9%,47.8%,20.4%,10.2%,8.3%,0.0%,47.8%,33.6%,18.6%,23.6%,47.6%,28.9%,1118,403,715
ST. LOUIS CARDINALS,Nolan Gorman,batted-ball,Batter,Handedness,2022,vs L as L,0.50,25.0%,25.0%,50.0%,0.0%,0.0%,0.0%,0.0%,25.0%,37.5%,37.5%,25.0%,37.5%,37.5%,70,29,41
ST. LOUIS CARDINALS,Nolan Gorman,batted-ball,Batter,Handedness,2022,vs R as L,0.57,29.8%,25.5%,44.7%,7.1%,19.0%,4.2%,0.0%,45.7%,34.0%,20.2%,13.8%,50.0%,36.2%,626,220,406
ST. LOUIS CARDINALS,Nolan Gorman,batted-ball,Batter,Handedness,2022,vs L,0.50,25.0%,25.0%,50.0%,0.0%,0.0%,0.0%,0.0%,25.0%,37.5%,37.5%,25.0%,37.5%,37.5%,70,29,41
ST. LOUIS CARDINALS,Nolan Gorman,batted-ball,Batter,Handedness,2022,vs R,0.57,29.8%,25.5%,44.7%,7.1%,19.0%,4.2%,0.0%,45.7%,34.0%,20.2%,13.8%,50.0%,36.2%,626,220,406
