Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
BALTIMORE ORIOLES,Cedric Mullins,batted-ball,Batter,Handedness,2022,vs L as L,0.87,18.4%,37.9%,43.7%,23.7%,5.3%,9.1%,50.0%,46.1%,32.6%,21.3%,24.7%,56.2%,19.1%,483,149,334
BALTIMORE ORIOLES,Cedric Mullins,batted-ball,Batter,Handedness,2022,vs R as L,0.76,18.6%,35.1%,46.3%,9.2%,5.7%,6.1%,60.0%,45.1%,32.6%,22.3%,17.1%,54.9%,28.0%,907,318,589
BALTIMORE ORIOLES,Cedric Mullins,batted-ball,Batter,Handedness,2022,vs L,0.87,18.4%,37.9%,43.7%,23.7%,5.3%,9.1%,50.0%,46.1%,32.6%,21.3%,24.7%,56.2%,19.1%,483,149,334
BALTIMORE ORIOLES,Cedric Mullins,batted-ball,Batter,Handedness,2022,vs R,0.76,18.6%,35.1%,46.3%,9.2%,5.7%,6.1%,60.0%,45.1%,32.6%,22.3%,17.1%,54.9%,28.0%,907,318,589
BALTIMORE ORIOLES,Trey Mancini,batted-ball,Batter,Handedness,2022,vs L as R,1.03,20.3%,40.5%,39.2%,3.2%,6.5%,6.3%,0.0%,38.0%,35.4%,26.6%,12.7%,55.7%,31.6%,468,162,306
BALTIMORE ORIOLES,Trey Mancini,batted-ball,Batter,Handedness,2022,vs R as R,0.97,26.9%,35.9%,37.2%,10.3%,10.3%,16.1%,0.0%,44.9%,31.4%,23.7%,16.7%,47.4%,35.9%,911,351,560
BALTIMORE ORIOLES,Trey Mancini,batted-ball,Batter,Handedness,2022,vs L,1.03,20.3%,40.5%,39.2%,3.2%,6.5%,6.3%,0.0%,38.0%,35.4%,26.6%,12.7%,55.7%,31.6%,468,162,306
BALTIMORE ORIOLES,Trey Mancini,batted-ball,Batter,Handedness,2022,vs R,0.97,26.9%,35.9%,37.2%,10.3%,10.3%,16.1%,0.0%,44.9%,31.4%,23.7%,16.7%,47.4%,35.9%,911,351,560
BALTIMORE ORIOLES,Anthony Santander,batted-ball,Batter,Handedness,2022,vs R as L,0.60,21.1%,29.5%,49.4%,28.0%,13.4%,2.0%,100.0%,40.7%,38.3%,21.0%,25.1%,44.3%,30.5%,964,337,627
BALTIMORE ORIOLES,Anthony Santander,batted-ball,Batter,Handedness,2022,vs L as R,0.93,15.9%,40.6%,43.5%,3.3%,13.3%,3.6%,0.0%,42.0%,26.1%,31.9%,20.3%,44.9%,34.8%,429,167,262
