Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
CHICAGO CUBS,Rafael Ortega,advanced,Batter,Handedness,2022,vs L as L,10.5%,10.5%,1.00,.235,.316,.235,.551,.000,.267,1,-0.8,.259,63
CHICAGO CUBS,Rafael Ortega,advanced,Batter,Handedness,2022,vs R as L,12.6%,21.2%,0.60,.257,.350,.396,.746,.139,.314,29,3.4,.329,111
CHICAGO CUBS,Rafael Ortega,advanced,Batter,Handedness,2022,vs L,10.5%,10.5%,1.00,.235,.316,.235,.551,.000,.267,1,-0.8,.259,63
CHICAGO CUBS,Rafael Ortega,advanced,Batter,Handedness,2022,vs R,12.6%,21.2%,0.60,.257,.350,.396,.746,.139,.314,29,3.4,.329,111
CHICAGO CUBS,Willson Contreras,advanced,Batter,Handedness,2022,vs L as R,8.3%,22.6%,0.37,.296,.405,.704,1.109,.408,.311,20,10.3,.464,202
CHICAGO CUBS,Willson Contreras,advanced,Batter,Handedness,2022,vs R as R,11.8%,19.7%,0.60,.255,.374,.400,.774,.145,.306,35,7.2,.348,123
CHICAGO CUBS,Willson Contreras,advanced,Batter,Handedness,2022,vs L,8.3%,22.6%,0.37,.296,.405,.704,1.109,.408,.311,20,10.3,.464,202
CHICAGO CUBS,Willson Contreras,advanced,Batter,Handedness,2022,vs R,11.8%,19.7%,0.60,.255,.374,.400,.774,.145,.306,35,7.2,.348,123
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs R as L,13.1%,19.8%,0.66,.251,.354,.432,.786,.181,.294,38,6.7,.341,119
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs L as R,7.5%,25.0%,0.30,.347,.413,.528,.940,.181,.460,16,6.3,.408,164
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs R as R,0.0%,0.0%,0.00,.500,.500,.500,1.000,.000,.500,0,0.2,.442,187
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs L,7.5%,25.0%,0.30,.347,.413,.528,.940,.181,.460,16,6.3,.408,164
CHICAGO CUBS,Ian Happ,advanced,Batter,Handedness,2022,vs R,13.0%,19.6%,0.66,.253,.356,.432,.788,.179,.297,38,6.9,.342,119
