Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
LOS ANGELES DODGERS,Mookie Betts,advanced,Batter,Handedness,2022,vs L as R,9.9%,16.5%,0.60,.309,.374,.556,.929,.247,.323,17,6.3,.397,160
LOS ANGELES DODGERS,Mookie Betts,advanced,Batter,Handedness,2022,vs R as R,9.8%,17.8%,0.55,.256,.338,.533,.870,.276,.248,37,11.3,.373,144
LOS ANGELES DODGERS,Mookie Betts,advanced,Batter,Handedness,2022,vs L,9.9%,16.5%,0.60,.309,.374,.556,.929,.247,.323,17,6.3,.397,160
LOS ANGELES DODGERS,Mookie Betts,advanced,Batter,Handedness,2022,vs R,9.8%,17.8%,0.55,.256,.338,.533,.870,.276,.248,37,11.3,.373,144
LOS ANGELES DODGERS,Trea Turner,advanced,Batter,Handedness,2022,vs L as R,8.7%,18.3%,0.47,.293,.365,.500,.865,.207,.329,17,5.0,.371,143
LOS ANGELES DODGERS,Trea Turner,advanced,Batter,Handedness,2022,vs R as R,6.2%,19.9%,0.31,.307,.347,.476,.823,.169,.361,42,9.9,.355,132
LOS ANGELES DODGERS,Trea Turner,advanced,Batter,Handedness,2022,vs L,8.7%,18.3%,0.47,.293,.365,.500,.865,.207,.329,17,5.0,.371,143
LOS ANGELES DODGERS,Trea Turner,advanced,Batter,Handedness,2022,vs R,6.2%,19.9%,0.31,.307,.347,.476,.823,.169,.361,42,9.9,.355,132
LOS ANGELES DODGERS,Freddie Freeman,advanced,Batter,Handedness,2022,vs L as L,9.9%,24.8%,0.40,.283,.364,.453,.816,.170,.365,18,4.5,.357,133
LOS ANGELES DODGERS,Freddie Freeman,advanced,Batter,Handedness,2022,vs R as L,10.9%,13.1%,0.83,.323,.397,.536,.933,.213,.347,49,18.3,.396,160
LOS ANGELES DODGERS,Freddie Freeman,advanced,Batter,Handedness,2022,vs L,9.9%,24.8%,0.40,.283,.364,.453,.816,.170,.365,18,4.5,.357,133
LOS ANGELES DODGERS,Freddie Freeman,advanced,Batter,Handedness,2022,vs R,10.9%,13.1%,0.83,.323,.397,.536,.933,.213,.347,49,18.3,.396,160
LOS ANGELES DODGERS,Will Smith,advanced,Batter,Handedness,2022,vs L as R,12.7%,8.5%,1.50,.317,.423,.550,.973,.233,.300,14,6.1,.418,175
