Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
OAKLAND ATHLETICS,Vimael Machín,batted-ball,Batter,Handedness,2022,vs L as L,1.00,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,0.0%,100.0%,0.0%,7,3,4
OAKLAND ATHLETICS,Vimael Machín,batted-ball,Batter,Handedness,2022,vs R as L,1.38,9.5%,52.4%,38.1%,0.0%,12.5%,9.1%,0.0%,28.6%,52.4%,19.0%,4.8%,47.6%,47.6%,113,35,78
OAKLAND ATHLETICS,Vimael Machín,batted-ball,Batter,Handedness,2022,vs L,1.00,50.0%,50.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,0.0%,100.0%,0.0%,7,3,4
OAKLAND ATHLETICS,Vimael Machín,batted-ball,Batter,Handedness,2022,vs R,1.38,9.5%,52.4%,38.1%,0.0%,12.5%,9.1%,0.0%,28.6%,52.4%,19.0%,4.8%,47.6%,47.6%,113,35,78
OAKLAND ATHLETICS,Ramón Laureano,batted-ball,Batter,Handedness,2022,vs L as R,1.46,27.3%,43.2%,29.5%,0.0%,15.4%,0.0%,0.0%,43.2%,18.2%,38.6%,11.4%,50.0%,38.6%,269,107,162
OAKLAND ATHLETICS,Ramón Laureano,batted-ball,Batter,Handedness,2022,vs R as R,1.67,13.5%,54.1%,32.4%,13.9%,13.9%,10.0%,0.0%,45.9%,30.6%,23.4%,13.5%,54.1%,32.4%,687,246,441
OAKLAND ATHLETICS,Ramón Laureano,batted-ball,Batter,Handedness,2022,vs L,1.46,27.3%,43.2%,29.5%,0.0%,15.4%,0.0%,0.0%,43.2%,18.2%,38.6%,11.4%,50.0%,38.6%,269,107,162
OAKLAND ATHLETICS,Ramón Laureano,batted-ball,Batter,Handedness,2022,vs R,1.67,13.5%,54.1%,32.4%,13.9%,13.9%,10.0%,0.0%,45.9%,30.6%,23.4%,13.5%,54.1%,32.4%,687,246,441
OAKLAND ATHLETICS,Sean Murphy,batted-ball,Batter,Handedness,2022,vs L as R,0.89,17.7%,38.7%,43.5%,7.4%,14.8%,0.0%,0.0%,41.9%,35.5%,22.6%,14.5%,43.5%,41.9%,391,148,243
OAKLAND ATHLETICS,Sean Murphy,batted-ball,Batter,Handedness,2022,vs R as R,0.92,24.4%,36.3%,39.4%,11.1%,7.9%,6.9%,0.0%,39.4%,40.0%,20.6%,18.1%,53.8%,28.1%,801,249,552
