Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
SAN FRANCISCO GIANTS,Luis González,advanced,Pitcher,Handedness,2022,vs L,0.00,6.75,0.00,0.00,0.0%,16.7%,-16.7%,.200,1.50,.200,100.0%,5.36,7.60
SAN FRANCISCO GIANTS,Luis González,advanced,Pitcher,Handedness,2022,vs R,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.316,1.50,.316,50.0%,3.11,4.60
SAN FRANCISCO GIANTS,Austin Wynns,advanced,Pitcher,Handedness,2022,vs L,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,1.000,1.00,1.000,100.0%,3.11,3.11
SAN FRANCISCO GIANTS,Austin Wynns,advanced,Pitcher,Handedness,2022,vs R,0.00,9.00,0.00,0.00,0.0%,20.0%,-20.0%,.250,2.00,.250,0.0%,6.11,9.09
SAN FRANCISCO GIANTS,Logan Webb,advanced,Pitcher,Handedness,2022,vs L,7.15,2.78,2.57,0.60,18.3%,7.1%,11.2%,.267,1.37,.317,76.9%,3.44,3.63
SAN FRANCISCO GIANTS,Logan Webb,advanced,Pitcher,Handedness,2022,vs R,8.14,1.63,5.00,0.54,23.6%,4.7%,18.9%,.208,0.93,.261,73.6%,2.72,3.03
SAN FRANCISCO GIANTS,Carlos Rodón,advanced,Pitcher,Handedness,2022,vs L,13.27,3.66,3.63,0.00,37.2%,10.3%,26.9%,.176,1.02,.300,85.7%,1.53,2.82
SAN FRANCISCO GIANTS,Carlos Rodón,advanced,Pitcher,Handedness,2022,vs R,10.64,2.69,3.96,0.45,29.5%,7.5%,22.0%,.210,1.07,.291,72.1%,2.29,3.13
SAN FRANCISCO GIANTS,Alex Wood,advanced,Pitcher,Handedness,2022,vs L,8.74,1.19,7.33,0.40,26.8%,3.7%,23.2%,.192,0.79,.250,72.3%,2.14,2.29
SAN FRANCISCO GIANTS,Alex Wood,advanced,Pitcher,Handedness,2022,vs R,8.76,2.59,3.39,1.01,22.1%,6.5%,15.6%,.288,1.44,.349,67.7%,3.67,3.57
SAN FRANCISCO GIANTS,Alex Cobb,advanced,Pitcher,Handedness,2022,vs L,8.28,3.68,2.25,0.61,20.6%,9.2%,11.5%,.286,1.57,.356,53.2%,3.38,3.46
SAN FRANCISCO GIANTS,Alex Cobb,advanced,Pitcher,Handedness,2022,vs R,9.62,2.14,4.50,0.80,25.5%,5.7%,19.9%,.252,1.22,.323,63.5%,2.93,2.53
SAN FRANCISCO GIANTS,Camilo Doval,advanced,Pitcher,Handedness,2022,vs L,13.14,7.30,1.80,2.19,27.7%,15.4%,12.3%,.302,2.11,.394,78.9%,6.03,4.32
SAN FRANCISCO GIANTS,Camilo Doval,advanced,Pitcher,Handedness,2022,vs R,9.64,2.31,4.17,0.39,28.4%,6.8%,21.6%,.165,0.81,.214,62.5%,2.30,2.89
SAN FRANCISCO GIANTS,Dominic Leone,advanced,Pitcher,Handedness,2022,vs L,9.00,7.00,1.29,3.00,18.0%,14.0%,4.0%,.395,2.67,.452,75.8%,7.78,5.76
SAN FRANCISCO GIANTS,Dominic Leone,advanced,Pitcher,Handedness,2022,vs R,9.97,2.08,4.80,0.42,28.2%,5.9%,22.4%,.213,1.02,.291,87.4%,2.19,2.69
SAN FRANCISCO GIANTS,Tyler Rogers,advanced,Pitcher,Handedness,2022,vs L,2.51,1.26,2.00,0.63,6.0%,3.0%,3.0%,.371,1.74,.379,62.5%,4.30,4.22
SAN FRANCISCO GIANTS,Tyler Rogers,advanced,Pitcher,Handedness,2022,vs R,7.01,3.16,2.22,0.00,19.2%,8.7%,10.6%,.204,1.09,.257,65.5%,2.72,4.17
SAN FRANCISCO GIANTS,John Brebbia,advanced,Pitcher,Handedness,2022,vs L,8.03,2.92,2.75,0.00,22.4%,8.2%,14.3%,.186,0.97,.235,58.3%,2.30,4.35
SAN FRANCISCO GIANTS,John Brebbia,advanced,Pitcher,Handedness,2022,vs R,8.53,2.49,3.43,0.00,22.6%,6.6%,16.0%,.245,1.22,.320,77.4%,2.04,3.87
SAN FRANCISCO GIANTS,Jarlín García,advanced,Pitcher,Handedness,2022,vs L,6.17,2.31,2.67,1.54,18.2%,6.8%,11.4%,.200,0.94,.194,73.2%,4.74,3.92
SAN FRANCISCO GIANTS,Jarlín García,advanced,Pitcher,Handedness,2022,vs R,6.38,3.44,1.86,0.49,16.7%,9.0%,7.7%,.239,1.31,.281,75.2%,3.55,5.03
SAN FRANCISCO GIANTS,Mauricio Llovera,advanced,Pitcher,Handedness,2022,vs L,12.00,7.50,1.60,1.50,27.6%,17.2%,10.3%,.250,1.83,.333,41.7%,5.11,4.43
SAN FRANCISCO GIANTS,Mauricio Llovera,advanced,Pitcher,Handedness,2022,vs R,10.57,2.35,4.50,1.17,27.3%,6.1%,21.2%,.258,1.30,.333,100.0%,3.24,2.91
SAN FRANCISCO GIANTS,Yunior Marte,advanced,Pitcher,Handedness,2022,vs L,7.27,5.19,1.40,0.00,18.9%,13.5%,5.4%,.281,1.62,.360,78.6%,3.22,4.60
SAN FRANCISCO GIANTS,Yunior Marte,advanced,Pitcher,Handedness,2022,vs R,7.62,2.08,3.67,0.69,18.6%,5.1%,13.6%,.288,1.38,.341,45.9%,3.80,3.49
SAN FRANCISCO GIANTS,Sam Long,advanced,Pitcher,Handedness,2022,vs L,9.00,1.50,6.00,1.50,17.6%,2.9%,14.7%,.438,2.50,.500,73.5%,3.78,3.35
SAN FRANCISCO GIANTS,Sam Long,advanced,Pitcher,Handedness,2022,vs R,5.27,2.30,2.29,0.99,16.2%,7.1%,9.1%,.143,0.73,.137,88.6%,4.13,4.78
SAN FRANCISCO GIANTS,Anthony DeSclafani,advanced,Pitcher,Handedness,2022,vs L,6.48,1.08,6.00,3.24,16.2%,2.7%,13.5%,.382,1.68,.370,61.2%,6.71,4.18
SAN FRANCISCO GIANTS,Anthony DeSclafani,advanced,Pitcher,Handedness,2022,vs R,9.28,2.53,3.67,0.84,19.3%,5.3%,14.0%,.431,2.34,.512,52.8%,3.39,4.13
SAN FRANCISCO GIANTS,Jakob Junis,advanced,Pitcher,Handedness,2022,vs L,6.64,0.89,7.50,1.77,19.5%,2.6%,16.9%,.200,0.84,.196,78.9%,4.49,3.40
SAN FRANCISCO GIANTS,Jakob Junis,advanced,Pitcher,Handedness,2022,vs R,8.13,2.60,3.13,0.65,22.7%,7.3%,15.5%,.208,1.05,.257,88.2%,3.22,3.73
SAN FRANCISCO GIANTS,José Álvarez,advanced,Pitcher,Handedness,2022,vs L,9.95,8.53,1.17,2.84,20.6%,17.6%,2.9%,.240,1.89,.235,98.2%,8.79,5.87
SAN FRANCISCO GIANTS,José Álvarez,advanced,Pitcher,Handedness,2022,vs R,8.00,3.00,2.67,1.00,19.0%,7.1%,11.9%,.289,1.56,.333,55.6%,3.78,4.15
SAN FRANCISCO GIANTS,Zack Littell,advanced,Pitcher,Handedness,2022,vs L,7.56,2.16,3.50,1.08,20.0%,5.7%,14.3%,.219,1.08,.250,34.9%,4.07,4.30
