Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
HOUSTON ASTROS,Framber Valdez,batted-ball,Pitcher,Handedness,2022,vs L,3.67,31.7%,53.7%,14.6%,16.7%,0.0%,0.0%,0.0%,34.1%,39.0%,26.8%,22.0%,51.2%,26.8%,270,91,179
HOUSTON ASTROS,Framber Valdez,batted-ball,Pitcher,Handedness,2022,vs R,4.63,16.1%,69.0%,14.9%,7.9%,15.8%,3.4%,33.3%,42.2%,33.7%,24.0%,15.1%,56.6%,28.3%,1355,484,871
HOUSTON ASTROS,Justin Verlander,batted-ball,Pitcher,Handedness,2022,vs L,0.94,22.2%,37.6%,40.2%,17.0%,6.4%,6.8%,50.0%,35.3%,36.1%,28.6%,21.8%,49.6%,28.6%,703,224,479
HOUSTON ASTROS,Justin Verlander,batted-ball,Pitcher,Handedness,2022,vs R,1.00,18.2%,40.9%,40.9%,21.5%,12.3%,3.1%,0.0%,31.4%,40.3%,28.3%,18.2%,51.6%,30.2%,808,249,559
HOUSTON ASTROS,José Urquidy,batted-ball,Pitcher,Handedness,2022,vs L,0.85,16.4%,38.5%,45.1%,5.5%,5.5%,19.1%,100.0%,42.7%,30.6%,26.6%,21.8%,43.5%,34.7%,627,188,439
HOUSTON ASTROS,José Urquidy,batted-ball,Pitcher,Handedness,2022,vs R,0.75,20.6%,33.9%,45.5%,12.0%,17.3%,7.1%,0.0%,42.4%,33.9%,23.6%,12.7%,55.8%,31.5%,787,268,519
HOUSTON ASTROS,Jake Odorizzi,batted-ball,Pitcher,Handedness,2022,vs L,0.58,21.2%,28.8%,50.0%,24.2%,3.0%,5.3%,0.0%,28.4%,37.3%,34.3%,25.4%,53.7%,20.9%,341,128,213
HOUSTON ASTROS,Jake Odorizzi,batted-ball,Pitcher,Handedness,2022,vs R,1.04,24.2%,38.7%,37.1%,13.0%,4.3%,8.3%,0.0%,25.8%,35.5%,38.7%,19.4%,51.6%,29.0%,342,122,220
HOUSTON ASTROS,Luis Garcia,batted-ball,Pitcher,Handedness,2022,vs L,0.93,22.0%,37.6%,40.4%,13.6%,15.9%,2.4%,0.0%,44.1%,31.5%,24.3%,17.1%,54.1%,28.8%,639,222,417
HOUSTON ASTROS,Luis Garcia,batted-ball,Pitcher,Handedness,2022,vs R,0.77,17.8%,35.7%,46.5%,10.0%,13.3%,6.5%,0.0%,37.2%,34.9%,27.9%,15.5%,50.4%,34.1%,729,258,471
HOUSTON ASTROS,Cristian Javier,batted-ball,Pitcher,Handedness,2022,vs L,0.45,17.5%,25.8%,56.7%,12.7%,7.3%,4.0%,50.0%,25.3%,37.4%,37.4%,19.2%,52.5%,28.3%,672,265,407
HOUSTON ASTROS,Cristian Javier,batted-ball,Pitcher,Handedness,2022,vs R,0.33,12.3%,21.5%,66.2%,7.0%,9.3%,14.3%,100.0%,48.5%,28.8%,22.7%,15.2%,50.0%,34.8%,614,232,382
HOUSTON ASTROS,Ryan Pressly,batted-ball,Pitcher,Handedness,2022,vs L,1.33,27.6%,41.4%,31.0%,0.0%,22.2%,8.3%,0.0%,48.4%,35.5%,16.1%,6.5%,58.1%,35.5%,183,64,119
HOUSTON ASTROS,Ryan Pressly,batted-ball,Pitcher,Handedness,2022,vs R,1.30,25.8%,41.9%,32.3%,0.0%,0.0%,0.0%,0.0%,32.3%,35.5%,32.3%,16.1%,67.7%,16.1%,167,62,105
HOUSTON ASTROS,Rafael Montero,batted-ball,Pitcher,Handedness,2022,vs L,1.46,15.8%,50.0%,34.2%,0.0%,7.7%,5.3%,0.0%,35.9%,28.2%,35.9%,7.7%,69.2%,23.1%,279,101,178
HOUSTON ASTROS,Rafael Montero,batted-ball,Pitcher,Handedness,2022,vs R,2.17,13.6%,59.1%,27.3%,16.7%,0.0%,11.5%,0.0%,46.7%,35.6%,17.8%,22.2%,51.1%,26.7%,263,86,177
HOUSTON ASTROS,Héctor Neris,batted-ball,Pitcher,Handedness,2022,vs L,0.50,21.4%,26.2%,52.4%,0.0%,0.0%,0.0%,0.0%,40.5%,42.9%,16.7%,9.5%,52.4%,38.1%,279,98,181
