Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
PITTSBURGH PIRATES,Ben Gamel,advanced,Batter,Handedness,2022,vs L as L,12.8%,27.7%,0.46,.244,.340,.317,.657,.073,.357,5,-0.4,.300,93
PITTSBURGH PIRATES,Ben Gamel,advanced,Batter,Handedness,2022,vs R as L,10.7%,25.7%,0.42,.248,.329,.408,.737,.160,.318,18,1.6,.325,110
PITTSBURGH PIRATES,Ben Gamel,advanced,Batter,Handedness,2022,vs L,12.8%,27.7%,0.46,.244,.340,.317,.657,.073,.357,5,-0.4,.300,93
PITTSBURGH PIRATES,Ben Gamel,advanced,Batter,Handedness,2022,vs R,10.7%,25.7%,0.42,.248,.329,.408,.737,.160,.318,18,1.6,.325,110
PITTSBURGH PIRATES,Daniel Vogelbach,advanced,Batter,Handedness,2022,vs L as L,13.0%,24.6%,0.53,.133,.246,.150,.396,.017,.186,2,-6.2,.198,24
PITTSBURGH PIRATES,Daniel Vogelbach,advanced,Batter,Handedness,2022,vs R as L,13.7%,23.7%,0.58,.276,.374,.564,.938,.288,.308,35,13.4,.399,160
PITTSBURGH PIRATES,Daniel Vogelbach,advanced,Batter,Handedness,2022,vs L,13.0%,24.6%,0.53,.133,.246,.150,.396,.017,.186,2,-6.2,.198,24
PITTSBURGH PIRATES,Daniel Vogelbach,advanced,Batter,Handedness,2022,vs R,13.7%,23.7%,0.58,.276,.374,.564,.938,.288,.308,35,13.4,.399,160
PITTSBURGH PIRATES,Ke'Bryan Hayes,advanced,Batter,Handedness,2022,vs L as R,8.4%,11.2%,0.75,.330,.393,.495,.887,.165,.354,19,6.6,.387,152
PITTSBURGH PIRATES,Ke'Bryan Hayes,advanced,Batter,Handedness,2022,vs R as R,9.5%,26.8%,0.35,.213,.290,.290,.580,.077,.297,18,-8.6,.263,68
PITTSBURGH PIRATES,Ke'Bryan Hayes,advanced,Batter,Handedness,2022,vs L,8.4%,11.2%,0.75,.330,.393,.495,.887,.165,.354,19,6.6,.387,152
PITTSBURGH PIRATES,Ke'Bryan Hayes,advanced,Batter,Handedness,2022,vs R,9.5%,26.8%,0.35,.213,.290,.290,.580,.077,.297,18,-8.6,.263,68
PITTSBURGH PIRATES,Yoshi Tsutsugo,advanced,Batter,Handedness,2022,vs L as L,9.6%,32.7%,0.29,.178,.250,.267,.517,.089,.241,3,-3.2,.232,47
PITTSBURGH PIRATES,Yoshi Tsutsugo,advanced,Batter,Handedness,2022,vs R as L,13.2%,17.9%,0.74,.189,.292,.256,.548,.067,.222,8,-4.7,.255,62
PITTSBURGH PIRATES,Yoshi Tsutsugo,advanced,Batter,Handedness,2022,vs L,9.6%,32.7%,0.29,.178,.250,.267,.517,.089,.241,3,-3.2,.232,47
PITTSBURGH PIRATES,Yoshi Tsutsugo,advanced,Batter,Handedness,2022,vs R,13.2%,17.9%,0.74,.189,.292,.256,.548,.067,.222,8,-4.7,.255,62
PITTSBURGH PIRATES,Oneil Cruz,advanced,Batter,Handedness,2022,vs L as L,3.0%,57.6%,0.05,.194,.212,.387,.599,.194,.417,2,-1.6,.251,59
PITTSBURGH PIRATES,Oneil Cruz,advanced,Batter,Handedness,2022,vs R as L,4.1%,20.4%,0.20,.234,.265,.511,.776,.277,.235,6,0.8,.330,113
PITTSBURGH PIRATES,Oneil Cruz,advanced,Batter,Handedness,2022,vs L,3.0%,57.6%,0.05,.194,.212,.387,.599,.194,.417,2,-1.6,.251,59
PITTSBURGH PIRATES,Oneil Cruz,advanced,Batter,Handedness,2022,vs R,4.1%,20.4%,0.20,.234,.265,.511,.776,.277,.235,6,0.8,.330,113
PITTSBURGH PIRATES,Kevin Newman,advanced,Batter,Handedness,2022,vs L as R,3.3%,6.7%,0.50,.345,.367,.448,.815,.103,.370,5,1.1,.356,130
PITTSBURGH PIRATES,Kevin Newman,advanced,Batter,Handedness,2022,vs R as R,6.8%,18.2%,0.38,.244,.295,.341,.637,.098,.303,4,-1.0,.281,80
PITTSBURGH PIRATES,Kevin Newman,advanced,Batter,Handedness,2022,vs L,3.3%,6.7%,0.50,.345,.367,.448,.815,.103,.370,5,1.1,.356,130
PITTSBURGH PIRATES,Kevin Newman,advanced,Batter,Handedness,2022,vs R,6.8%,18.2%,0.38,.244,.295,.341,.637,.098,.303,4,-1.0,.281,80
