Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
OAKLAND ATHLETICS,Sheldon Neuse,advanced,Pitcher,Handedness,2022,vs L,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,3.11,7.58
OAKLAND ATHLETICS,Chad Pinder,advanced,Pitcher,Handedness,2022,vs L,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.500,3.00,.500,0.0%,3.11,7.58
OAKLAND ATHLETICS,Chad Pinder,advanced,Pitcher,Handedness,2022,vs R,0.00,27.00,0.00,0.00,0.0%,40.0%,-40.0%,.500,4.50,.500,50.0%,16.61,16.61
OAKLAND ATHLETICS,Frankie Montas,advanced,Pitcher,Handedness,2022,vs L,8.08,3.12,2.59,1.29,22.2%,8.6%,13.6%,.217,1.14,.246,69.3%,4.21,3.63
OAKLAND ATHLETICS,Frankie Montas,advanced,Pitcher,Handedness,2022,vs R,10.57,1.32,8.00,0.76,29.6%,3.7%,25.9%,.236,1.03,.314,74.3%,2.35,2.64
OAKLAND ATHLETICS,Cole Irvin,advanced,Pitcher,Handedness,2022,vs L,4.95,1.80,2.75,0.90,14.1%,5.1%,9.0%,.222,1.00,.233,71.4%,4.06,4.10
OAKLAND ATHLETICS,Cole Irvin,advanced,Pitcher,Handedness,2022,vs R,6.10,1.82,3.36,1.17,16.5%,4.9%,11.6%,.248,1.17,.271,79.3%,4.09,4.55
OAKLAND ATHLETICS,James Kaprielian,advanced,Pitcher,Handedness,2022,vs L,5.35,3.57,1.50,1.78,13.9%,9.3%,4.6%,.231,1.27,.226,78.5%,5.94,5.01
OAKLAND ATHLETICS,James Kaprielian,advanced,Pitcher,Handedness,2022,vs R,6.42,4.54,1.41,1.60,16.6%,11.7%,4.8%,.246,1.43,.258,66.5%,5.60,5.72
OAKLAND ATHLETICS,Paul Blackburn,advanced,Pitcher,Handedness,2022,vs L,7.63,2.47,3.08,1.03,20.1%,6.5%,13.6%,.267,1.33,.315,80.4%,3.73,3.71
OAKLAND ATHLETICS,Paul Blackburn,advanced,Pitcher,Handedness,2022,vs R,6.85,2.09,3.27,0.76,18.8%,5.7%,13.0%,.226,1.08,.261,76.4%,3.57,3.64
OAKLAND ATHLETICS,Lou Trivino,advanced,Pitcher,Handedness,2022,vs L,9.72,8.64,1.13,1.08,18.0%,16.0%,2.0%,.405,3.00,.500,63.6%,5.39,5.98
OAKLAND ATHLETICS,Lou Trivino,advanced,Pitcher,Handedness,2022,vs R,14.82,2.65,5.60,1.06,35.4%,6.3%,29.1%,.301,1.59,.465,63.5%,2.40,1.75
OAKLAND ATHLETICS,Zach Jackson,advanced,Pitcher,Handedness,2022,vs L,14.18,8.10,1.75,0.00,35.6%,20.3%,15.3%,.152,1.43,.280,80.0%,2.88,4.11
OAKLAND ATHLETICS,Zach Jackson,advanced,Pitcher,Handedness,2022,vs R,11.22,6.23,1.80,0.00,30.3%,16.9%,13.5%,.194,1.34,.298,65.5%,2.69,4.35
