Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
MILWAUKEE BREWERS,Christian Yelich,advanced,Batter,Handedness,2022,vs L as L,8.6%,21.0%,0.41,.274,.337,.368,.705,.095,.338,12,0.3,.314,100
MILWAUKEE BREWERS,Christian Yelich,advanced,Batter,Handedness,2022,vs R as L,13.4%,24.9%,0.54,.240,.349,.389,.738,.149,.309,34,3.6,.328,109
MILWAUKEE BREWERS,Christian Yelich,advanced,Batter,Handedness,2022,vs L,8.6%,21.0%,0.41,.274,.337,.368,.705,.095,.338,12,0.3,.314,100
MILWAUKEE BREWERS,Christian Yelich,advanced,Batter,Handedness,2022,vs R,13.4%,24.9%,0.54,.240,.349,.389,.738,.149,.309,34,3.6,.328,109
MILWAUKEE BREWERS,Willy Adames,advanced,Batter,Handedness,2022,vs L as R,10.3%,27.9%,0.37,.230,.309,.508,.817,.279,.263,10,2.2,.350,125
MILWAUKEE BREWERS,Willy Adames,advanced,Batter,Handedness,2022,vs R as R,8.8%,27.3%,0.32,.214,.287,.474,.762,.260,.228,28,3.1,.328,110
MILWAUKEE BREWERS,Willy Adames,advanced,Batter,Handedness,2022,vs L,10.3%,27.9%,0.37,.230,.309,.508,.817,.279,.263,10,2.2,.350,125
MILWAUKEE BREWERS,Willy Adames,advanced,Batter,Handedness,2022,vs R,8.8%,27.3%,0.32,.214,.287,.474,.762,.260,.228,28,3.1,.328,110
MILWAUKEE BREWERS,Rowdy Tellez,advanced,Batter,Handedness,2022,vs L as L,9.7%,26.4%,0.37,.219,.306,.344,.649,.125,.279,7,-1.0,.292,85
MILWAUKEE BREWERS,Rowdy Tellez,advanced,Batter,Handedness,2022,vs R as L,8.3%,17.9%,0.47,.233,.306,.498,.803,.264,.226,35,5.9,.339,117
MILWAUKEE BREWERS,Rowdy Tellez,advanced,Batter,Handedness,2022,vs L,9.7%,26.4%,0.37,.219,.306,.344,.649,.125,.279,7,-1.0,.292,85
MILWAUKEE BREWERS,Rowdy Tellez,advanced,Batter,Handedness,2022,vs R,8.3%,17.9%,0.47,.233,.306,.498,.803,.264,.226,35,5.9,.339,117
MILWAUKEE BREWERS,Andrew McCutchen,advanced,Batter,Handedness,2022,vs L as R,7.1%,21.2%,0.33,.208,.271,.390,.660,.182,.228,8,-1.5,.288,82
MILWAUKEE BREWERS,Andrew McCutchen,advanced,Batter,Handedness,2022,vs R as R,8.3%,18.3%,0.45,.274,.339,.394,.733,.120,.317,29,2.7,.325,107
MILWAUKEE BREWERS,Andrew McCutchen,advanced,Batter,Handedness,2022,vs L,7.1%,21.2%,0.33,.208,.271,.390,.660,.182,.228,8,-1.5,.288,82
MILWAUKEE BREWERS,Andrew McCutchen,advanced,Batter,Handedness,2022,vs R,8.3%,18.3%,0.45,.274,.339,.394,.733,.120,.317,29,2.7,.325,107
MILWAUKEE BREWERS,Kolten Wong,advanced,Batter,Handedness,2022,vs L as L,12.5%,12.5%,1.00,.104,.232,.104,.336,.000,.122,1,-5.9,.178,8
MILWAUKEE BREWERS,Kolten Wong,advanced,Batter,Handedness,2022,vs R as L,8.6%,18.7%,0.46,.266,.343,.480,.823,.214,.301,30,7.0,.354,127
MILWAUKEE BREWERS,Kolten Wong,advanced,Batter,Handedness,2022,vs L,12.5%,12.5%,1.00,.104,.232,.104,.336,.000,.122,1,-5.9,.178,8
MILWAUKEE BREWERS,Kolten Wong,advanced,Batter,Handedness,2022,vs R,8.6%,18.7%,0.46,.266,.343,.480,.823,.214,.301,30,7.0,.354,127
MILWAUKEE BREWERS,Luis Urías,advanced,Batter,Handedness,2022,vs L as R,9.5%,12.7%,0.75,.296,.381,.463,.844,.167,.311,10,2.9,.369,137
MILWAUKEE BREWERS,Luis Urías,advanced,Batter,Handedness,2022,vs R as R,10.7%,26.7%,0.40,.202,.294,.374,.668,.172,.234,20,-2.1,.296,88
MILWAUKEE BREWERS,Luis Urías,advanced,Batter,Handedness,2022,vs L,9.5%,12.7%,0.75,.296,.381,.463,.844,.167,.311,10,2.9,.369,137
MILWAUKEE BREWERS,Luis Urías,advanced,Batter,Handedness,2022,vs R,10.7%,26.7%,0.40,.202,.294,.374,.668,.172,.234,20,-2.1,.296,88
MILWAUKEE BREWERS,Jace Peterson,advanced,Batter,Handedness,2022,vs L as L,8.3%,16.7%,0.50,.286,.375,.429,.804,.143,.353,4,0.8,.354,127
MILWAUKEE BREWERS,Jace Peterson,advanced,Batter,Handedness,2022,vs R as L,8.8%,27.0%,0.33,.247,.315,.434,.749,.187,.311,26,2.2,.324,107
MILWAUKEE BREWERS,Jace Peterson,advanced,Batter,Handedness,2022,vs L,8.3%,16.7%,0.50,.286,.375,.429,.804,.143,.353,4,0.8,.354,127
MILWAUKEE BREWERS,Jace Peterson,advanced,Batter,Handedness,2022,vs R,8.8%,27.0%,0.33,.247,.315,.434,.749,.187,.311,26,2.2,.324,107
MILWAUKEE BREWERS,Hunter Renfroe,advanced,Batter,Handedness,2022,vs L as R,6.7%,26.7%,0.25,.245,.300,.566,.866,.321,.235,9,2.4,.361,132
MILWAUKEE BREWERS,Hunter Renfroe,advanced,Batter,Handedness,2022,vs R as R,6.8%,24.2%,0.28,.242,.292,.450,.742,.208,.272,20,1.3,.320,104
MILWAUKEE BREWERS,Hunter Renfroe,advanced,Batter,Handedness,2022,vs L,6.7%,26.7%,0.25,.245,.300,.566,.866,.321,.235,9,2.4,.361,132
MILWAUKEE BREWERS,Hunter Renfroe,advanced,Batter,Handedness,2022,vs R,6.8%,24.2%,0.28,.242,.292,.450,.742,.208,.272,20,1.3,.320,104
MILWAUKEE BREWERS,Omar Narváez,advanced,Batter,Handedness,2022,vs L as L,13.8%,24.1%,0.57,.250,.379,.292,.671,.042,.353,3,0.1,.316,101
MILWAUKEE BREWERS,Omar Narváez,advanced,Batter,Handedness,2022,vs R as L,10.6%,19.3%,0.55,.246,.335,.387,.723,.141,.296,20,1.2,.319,104
MILWAUKEE BREWERS,Omar Narváez,advanced,Batter,Handedness,2022,vs L,13.8%,24.1%,0.57,.250,.379,.292,.671,.042,.353,3,0.1,.316,101
MILWAUKEE BREWERS,Omar Narváez,advanced,Batter,Handedness,2022,vs R,10.6%,19.3%,0.55,.246,.335,.387,.723,.141,.296,20,1.2,.319,104
MILWAUKEE BREWERS,Victor Caratini,advanced,Batter,Handedness,2022,vs R as L,11.9%,19.0%,0.63,.250,.345,.458,.804,.208,.264,12,2.7,.350,124
MILWAUKEE BREWERS,Victor Caratini,advanced,Batter,Handedness,2022,vs L as R,13.6%,25.4%,0.53,.234,.390,.447,.837,.213,.276,10,3.0,.374,141
MILWAUKEE BREWERS,Victor Caratini,advanced,Batter,Handedness,2022,vs L,13.6%,25.4%,0.53,.234,.390,.447,.837,.213,.276,10,3.0,.374,141
MILWAUKEE BREWERS,Victor Caratini,advanced,Batter,Handedness,2022,vs R,11.9%,19.0%,0.63,.250,.345,.458,.804,.208,.264,12,2.7,.350,124
MILWAUKEE BREWERS,Pedro Severino,advanced,Batter,Handedness,2022,vs L as R,0.0%,33.3%,0.00,.167,.167,.333,.500,.167,.250,0,-0.5,.210,30
MILWAUKEE BREWERS,Pedro Severino,advanced,Batter,Handedness,2022,vs L,0.0%,33.3%,0.00,.167,.167,.333,.500,.167,.250,0,-0.5,.210,30
MILWAUKEE BREWERS,Mike Brosseau,advanced,Batter,Handedness,2022,vs L as R,9.1%,20.0%,0.45,.347,.418,.592,1.010,.245,.400,12,5.4,.434,182
MILWAUKEE BREWERS,Mike Brosseau,advanced,Batter,Handedness,2022,vs R as R,13.2%,28.9%,0.45,.212,.316,.303,.619,.091,.286,4,-0.8,.285,80
MILWAUKEE BREWERS,Mike Brosseau,advanced,Batter,Handedness,2022,vs L,9.1%,20.0%,0.45,.347,.418,.592,1.010,.245,.400,12,5.4,.434,182
MILWAUKEE BREWERS,Mike Brosseau,advanced,Batter,Handedness,2022,vs R,13.2%,28.9%,0.45,.212,.316,.303,.619,.091,.286,4,-0.8,.285,80
MILWAUKEE BREWERS,Jonathan Davis,advanced,Batter,Handedness,2022,vs L as R,28.6%,35.7%,0.80,.300,.500,.400,.900,.100,.600,3,1.2,.414,168
MILWAUKEE BREWERS,Jonathan Davis,advanced,Batter,Handedness,2022,vs R as R,10.5%,21.1%,0.50,.206,.289,.206,.495,.000,.269,2,-2.3,.236,47
MILWAUKEE BREWERS,Jonathan Davis,advanced,Batter,Handedness,2022,vs L,28.6%,35.7%,0.80,.300,.500,.400,.900,.100,.600,3,1.2,.414,168
MILWAUKEE BREWERS,Jonathan Davis,advanced,Batter,Handedness,2022,vs R,10.5%,21.1%,0.50,.206,.289,.206,.495,.000,.269,2,-2.3,.236,47
MILWAUKEE BREWERS,Alex Jackson,advanced,Batter,Handedness,2022,vs L as R,0.0%,37.5%,0.00,.375,.375,.375,.750,.000,.600,1,0.1,.332,112
MILWAUKEE BREWERS,Alex Jackson,advanced,Batter,Handedness,2022,vs R as R,0.0%,100.0%,0.00,.000,.000,.000,.000,.000,.000,-1,-1.0,.000,-100
MILWAUKEE BREWERS,Alex Jackson,advanced,Batter,Handedness,2022,vs L,0.0%,37.5%,0.00,.375,.375,.375,.750,.000,.600,1,0.1,.332,112
MILWAUKEE BREWERS,Alex Jackson,advanced,Batter,Handedness,2022,vs R,0.0%,100.0%,0.00,.000,.000,.000,.000,.000,.000,-1,-1.0,.000,-100
MILWAUKEE BREWERS,Tyrone Taylor,advanced,Batter,Handedness,2022,vs L as R,9.1%,22.7%,0.40,.186,.273,.322,.595,.136,.233,5,-2.3,.267,68
MILWAUKEE BREWERS,Tyrone Taylor,advanced,Batter,Handedness,2022,vs R as R,3.6%,22.4%,0.16,.244,.279,.462,.740,.218,.268,20,1.0,.318,103
MILWAUKEE BREWERS,Tyrone Taylor,advanced,Batter,Handedness,2022,vs L,9.1%,22.7%,0.40,.186,.273,.322,.595,.136,.233,5,-2.3,.267,68
MILWAUKEE BREWERS,Tyrone Taylor,advanced,Batter,Handedness,2022,vs R,3.6%,22.4%,0.16,.244,.279,.462,.740,.218,.268,20,1.0,.318,103
