Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
DETROIT TIGERS,Riley Greene,batted-ball,Batter,Handedness,2022,vs L as L,3.00,30.4%,52.2%,17.4%,0.0%,0.0%,8.3%,0.0%,21.7%,43.5%,34.8%,21.7%,43.5%,34.8%,150,57,93
DETROIT TIGERS,Riley Greene,batted-ball,Batter,Handedness,2022,vs R as L,2.17,19.1%,55.3%,25.5%,0.0%,8.3%,3.8%,0.0%,44.7%,25.5%,29.8%,17.0%,55.3%,27.7%,296,122,174
DETROIT TIGERS,Riley Greene,batted-ball,Batter,Handedness,2022,vs L,3.00,30.4%,52.2%,17.4%,0.0%,0.0%,8.3%,0.0%,21.7%,43.5%,34.8%,21.7%,43.5%,34.8%,150,57,93
DETROIT TIGERS,Riley Greene,batted-ball,Batter,Handedness,2022,vs R,2.17,19.1%,55.3%,25.5%,0.0%,8.3%,3.8%,0.0%,44.7%,25.5%,29.8%,17.0%,55.3%,27.7%,296,122,174
DETROIT TIGERS,Javier Báez,batted-ball,Batter,Handedness,2022,vs L as R,1.30,22.0%,44.1%,33.9%,10.0%,10.0%,11.5%,0.0%,47.5%,25.4%,27.1%,11.9%,64.4%,23.7%,271,88,183
DETROIT TIGERS,Javier Báez,batted-ball,Batter,Handedness,2022,vs R as R,1.67,13.9%,53.8%,32.3%,7.8%,13.7%,12.9%,0.0%,44.3%,31.0%,24.7%,15.8%,57.0%,27.2%,822,261,561
DETROIT TIGERS,Javier Báez,batted-ball,Batter,Handedness,2022,vs L,1.30,22.0%,44.1%,33.9%,10.0%,10.0%,11.5%,0.0%,47.5%,25.4%,27.1%,11.9%,64.4%,23.7%,271,88,183
DETROIT TIGERS,Javier Báez,batted-ball,Batter,Handedness,2022,vs R,1.67,13.9%,53.8%,32.3%,7.8%,13.7%,12.9%,0.0%,44.3%,31.0%,24.7%,15.8%,57.0%,27.2%,822,261,561
DETROIT TIGERS,Miguel Cabrera,batted-ball,Batter,Handedness,2022,vs L as R,1.73,26.8%,46.4%,26.8%,0.0%,0.0%,3.8%,0.0%,25.0%,48.2%,26.8%,12.5%,66.1%,21.4%,331,130,201
DETROIT TIGERS,Miguel Cabrera,batted-ball,Batter,Handedness,2022,vs R as R,2.53,24.7%,54.0%,21.3%,3.1%,9.4%,4.9%,0.0%,36.7%,33.3%,30.0%,10.0%,66.7%,23.3%,781,256,525
DETROIT TIGERS,Miguel Cabrera,batted-ball,Batter,Handedness,2022,vs L,1.73,26.8%,46.4%,26.8%,0.0%,0.0%,3.8%,0.0%,25.0%,48.2%,26.8%,12.5%,66.1%,21.4%,331,130,201
DETROIT TIGERS,Miguel Cabrera,batted-ball,Batter,Handedness,2022,vs R,2.53,24.7%,54.0%,21.3%,3.1%,9.4%,4.9%,0.0%,36.7%,33.3%,30.0%,10.0%,66.7%,23.3%,781,256,525
DETROIT TIGERS,Jonathan Schoop,batted-ball,Batter,Handedness,2022,vs L as R,1.50,16.7%,50.0%,33.3%,10.0%,5.0%,3.3%,0.0%,40.0%,38.3%,21.7%,25.0%,53.3%,21.7%,312,104,208
DETROIT TIGERS,Jonathan Schoop,batted-ball,Batter,Handedness,2022,vs R as R,1.42,21.5%,46.1%,32.5%,16.1%,8.1%,4.5%,0.0%,41.9%,37.2%,20.9%,20.9%,48.7%,30.4%,875,263,612
DETROIT TIGERS,Jonathan Schoop,batted-ball,Batter,Handedness,2022,vs L,1.50,16.7%,50.0%,33.3%,10.0%,5.0%,3.3%,0.0%,40.0%,38.3%,21.7%,25.0%,53.3%,21.7%,312,104,208
DETROIT TIGERS,Jonathan Schoop,batted-ball,Batter,Handedness,2022,vs R,1.42,21.5%,46.1%,32.5%,16.1%,8.1%,4.5%,0.0%,41.9%,37.2%,20.9%,20.9%,48.7%,30.4%,875,263,612
DETROIT TIGERS,Jeimer Candelario,batted-ball,Batter,Handedness,2022,vs R as L,1.06,20.8%,40.8%,38.5%,10.0%,8.0%,11.3%,0.0%,38.5%,36.2%,25.4%,17.7%,55.4%,26.9%,719,246,473
