Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
ST. LOUIS CARDINALS,Andrew Knizner,advanced,Batter,Handedness,2022,vs R as R,9.3%,20.9%,0.44,.211,.297,.237,.534,.026,.276,9,-6.1,.251,62
ST. LOUIS CARDINALS,Andrew Knizner,advanced,Batter,Handedness,2022,vs L,9.4%,18.8%,0.50,.143,.250,.286,.536,.143,.143,2,-1.6,.247,60
ST. LOUIS CARDINALS,Andrew Knizner,advanced,Batter,Handedness,2022,vs R,9.3%,20.9%,0.44,.211,.297,.237,.534,.026,.276,9,-6.1,.251,62
ST. LOUIS CARDINALS,Austin Romine,advanced,Batter,Handedness,2022,vs L as R,11.1%,33.3%,0.33,.250,.333,.250,.583,.000,.400,1,-0.3,.273,78
ST. LOUIS CARDINALS,Austin Romine,advanced,Batter,Handedness,2022,vs R as R,0.0%,31.3%,0.00,.133,.133,.133,.267,.000,.200,-1,-2.4,.118,-29
ST. LOUIS CARDINALS,Austin Romine,advanced,Batter,Handedness,2022,vs L,11.1%,33.3%,0.33,.250,.333,.250,.583,.000,.400,1,-0.3,.273,78
ST. LOUIS CARDINALS,Austin Romine,advanced,Batter,Handedness,2022,vs R,0.0%,31.3%,0.00,.133,.133,.133,.267,.000,.200,-1,-2.4,.118,-29
ST. LOUIS CARDINALS,Albert Pujols,advanced,Batter,Handedness,2022,vs L as R,4.9%,18.0%,0.27,.302,.328,.547,.875,.245,.302,9,2.2,.355,133
ST. LOUIS CARDINALS,Albert Pujols,advanced,Batter,Handedness,2022,vs R as R,12.1%,18.2%,0.67,.167,.293,.298,.591,.131,.175,9,-2.8,.274,78
ST. LOUIS CARDINALS,Albert Pujols,advanced,Batter,Handedness,2022,vs L,4.9%,18.0%,0.27,.302,.328,.547,.875,.245,.302,9,2.2,.355,133
ST. LOUIS CARDINALS,Albert Pujols,advanced,Batter,Handedness,2022,vs R,12.1%,18.2%,0.67,.167,.293,.298,.591,.131,.175,9,-2.8,.274,78
ST. LOUIS CARDINALS,Edmundo Sosa,advanced,Batter,Handedness,2022,vs L as R,2.0%,40.8%,0.05,.106,.143,.213,.356,.106,.185,0,-6.0,.156,-2
ST. LOUIS CARDINALS,Edmundo Sosa,advanced,Batter,Handedness,2022,vs R as R,2.7%,19.2%,0.14,.235,.288,.294,.582,.059,.296,6,-2.8,.263,71
ST. LOUIS CARDINALS,Edmundo Sosa,advanced,Batter,Handedness,2022,vs L,2.0%,40.8%,0.05,.106,.143,.213,.356,.106,.185,0,-6.0,.156,-2
ST. LOUIS CARDINALS,Edmundo Sosa,advanced,Batter,Handedness,2022,vs R,2.7%,19.2%,0.14,.235,.288,.294,.582,.059,.296,6,-2.8,.263,71
ST. LOUIS CARDINALS,Lars Nootbaar,advanced,Batter,Handedness,2022,vs L as L,7.7%,23.1%,0.33,.182,.231,.273,.503,.091,.222,1,-1.0,.218,40
ST. LOUIS CARDINALS,Lars Nootbaar,advanced,Batter,Handedness,2022,vs R as L,10.1%,30.4%,0.33,.183,.266,.352,.618,.169,.227,7,-2.2,.275,79
ST. LOUIS CARDINALS,Lars Nootbaar,advanced,Batter,Handedness,2022,vs L,7.7%,23.1%,0.33,.182,.231,.273,.503,.091,.222,1,-1.0,.218,40
ST. LOUIS CARDINALS,Lars Nootbaar,advanced,Batter,Handedness,2022,vs R,10.1%,30.4%,0.33,.183,.266,.352,.618,.169,.227,7,-2.2,.275,79
ST. LOUIS CARDINALS,Yadier Molina,advanced,Batter,Handedness,2022,vs L as R,3.1%,18.8%,0.17,.194,.219,.226,.445,.032,.240,1,-2.8,.199,28
ST. LOUIS CARDINALS,Yadier Molina,advanced,Batter,Handedness,2022,vs R as R,0.9%,16.0%,0.06,.219,.226,.314,.541,.095,.244,6,-6.4,.235,52
ST. LOUIS CARDINALS,Yadier Molina,advanced,Batter,Handedness,2022,vs L,3.1%,18.8%,0.17,.194,.219,.226,.445,.032,.240,1,-2.8,.199,28
ST. LOUIS CARDINALS,Yadier Molina,advanced,Batter,Handedness,2022,vs R,0.9%,16.0%,0.06,.219,.226,.314,.541,.095,.244,6,-6.4,.235,52
ST. LOUIS CARDINALS,Harrison Bader,advanced,Batter,Handedness,2022,vs L as R,7.7%,23.1%,0.33,.191,.269,.234,.503,.043,.257,3,-3.2,.234,51
ST. LOUIS CARDINALS,Harrison Bader,advanced,Batter,Handedness,2022,vs R as R,4.2%,16.5%,0.26,.271,.311,.402,.713,.131,.306,25,0.3,.312,104
ST. LOUIS CARDINALS,Harrison Bader,advanced,Batter,Handedness,2022,vs L,7.7%,23.1%,0.33,.191,.269,.234,.503,.043,.257,3,-3.2,.234,51
ST. LOUIS CARDINALS,Harrison Bader,advanced,Batter,Handedness,2022,vs R,4.2%,16.5%,0.26,.271,.311,.402,.713,.131,.306,25,0.3,.312,104
ST. LOUIS CARDINALS,Tyler O'Neill,advanced,Batter,Handedness,2022,vs L as R,8.8%,26.5%,0.33,.300,.353,.333,.686,.033,.409,4,-0.1,.306,100
ST. LOUIS CARDINALS,Tyler O'Neill,advanced,Batter,Handedness,2022,vs R as R,7.3%,29.8%,0.24,.228,.278,.368,.646,.140,.297,14,-3.6,.280,83
ST. LOUIS CARDINALS,Tyler O'Neill,advanced,Batter,Handedness,2022,vs L,8.8%,26.5%,0.33,.300,.353,.333,.686,.033,.409,4,-0.1,.306,100
ST. LOUIS CARDINALS,Tyler O'Neill,advanced,Batter,Handedness,2022,vs R,7.3%,29.8%,0.24,.228,.278,.368,.646,.140,.297,14,-3.6,.280,83
