Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
LOS ANGELES DODGERS,Hanser Alberto,advanced,Pitcher,Handedness,2022,vs L,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.429,2.25,.429,100.0%,3.11,7.58
LOS ANGELES DODGERS,Hanser Alberto,advanced,Pitcher,Handedness,2022,vs R,0.00,0.00,0.00,0.00,0.0%,0.0%,0.0%,.000,0.00,.000,100.0%,3.11,3.11
LOS ANGELES DODGERS,Clayton Kershaw,advanced,Pitcher,Handedness,2022,vs L,8.64,4.32,2.00,0.00,20.0%,10.0%,10.0%,.343,1.92,.429,81.3%,2.63,4.06
LOS ANGELES DODGERS,Clayton Kershaw,advanced,Pitcher,Handedness,2022,vs R,9.92,1.30,7.63,0.81,29.0%,3.8%,25.2%,.200,0.87,.259,81.0%,2.57,2.74
LOS ANGELES DODGERS,Julio Urías,advanced,Pitcher,Handedness,2022,vs L,10.89,0.44,25.00,2.18,32.5%,1.3%,31.2%,.178,0.68,.178,37.5%,4.13,3.43
LOS ANGELES DODGERS,Julio Urías,advanced,Pitcher,Handedness,2022,vs R,7.96,2.74,2.90,1.17,21.6%,7.4%,14.1%,.228,1.16,.265,82.4%,4.08,4.05
LOS ANGELES DODGERS,Mitch White,advanced,Pitcher,Handedness,2022,vs L,5.85,3.15,1.86,1.35,15.9%,8.5%,7.3%,.227,1.20,.237,85.9%,4.81,4.28
LOS ANGELES DODGERS,Mitch White,advanced,Pitcher,Handedness,2022,vs R,10.44,3.60,2.90,1.08,26.1%,9.0%,17.1%,.245,1.36,.313,62.9%,3.79,4.08
LOS ANGELES DODGERS,Tony Gonsolin,advanced,Pitcher,Handedness,2022,vs L,8.81,2.30,3.83,0.57,25.4%,6.6%,18.8%,.168,0.85,.210,84.2%,2.81,3.60
LOS ANGELES DODGERS,Tony Gonsolin,advanced,Pitcher,Handedness,2022,vs R,7.34,2.38,3.09,1.08,22.4%,7.2%,15.1%,.144,0.74,.150,100.0%,3.97,4.06
LOS ANGELES DODGERS,Tyler Anderson,advanced,Pitcher,Handedness,2022,vs L,9.50,0.50,19.00,1.00,25.7%,1.4%,24.3%,.221,0.89,.265,80.2%,3.11,3.07
LOS ANGELES DODGERS,Tyler Anderson,advanced,Pitcher,Handedness,2022,vs R,7.12,1.72,4.14,0.86,19.9%,4.8%,15.1%,.235,1.06,.271,75.5%,3.42,4.13
