Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
LOS ANGELES DODGERS,Craig Kimbrel,advanced,Pitcher,Handedness,2022,vs L,13.50,3.55,3.80,0.71,28.4%,7.5%,20.9%,.361,2.13,.512,60.2%,2.56,3.06
LOS ANGELES DODGERS,Craig Kimbrel,advanced,Pitcher,Handedness,2022,vs R,14.33,4.96,2.89,0.00,40.0%,13.8%,26.2%,.145,1.04,.267,64.7%,1.58,3.13
LOS ANGELES DODGERS,Brusdar Graterol,advanced,Pitcher,Handedness,2022,vs L,7.20,3.00,2.40,0.60,18.8%,7.8%,10.9%,.246,1.27,.283,73.9%,3.38,3.90
LOS ANGELES DODGERS,Brusdar Graterol,advanced,Pitcher,Handedness,2022,vs R,8.17,1.78,4.60,0.71,24.0%,5.2%,18.8%,.172,0.79,.206,64.4%,3.27,3.12
LOS ANGELES DODGERS,Evan Phillips,advanced,Pitcher,Handedness,2022,vs L,9.72,1.08,9.00,0.00,30.0%,3.3%,26.7%,.179,0.72,.256,76.9%,1.49,2.21
LOS ANGELES DODGERS,Evan Phillips,advanced,Pitcher,Handedness,2022,vs R,10.90,3.12,3.50,1.04,30.4%,8.7%,21.7%,.164,0.92,.205,77.5%,3.40,3.62
LOS ANGELES DODGERS,Alex Vesia,advanced,Pitcher,Handedness,2022,vs L,11.81,5.06,2.33,0.00,31.8%,13.6%,18.2%,.139,1.03,.208,72.7%,2.17,3.99
LOS ANGELES DODGERS,Alex Vesia,advanced,Pitcher,Handedness,2022,vs R,11.65,4.24,2.75,0.53,27.5%,10.0%,17.5%,.286,1.65,.396,79.7%,2.87,3.34
LOS ANGELES DODGERS,Yency Almonte,advanced,Pitcher,Handedness,2022,vs L,5.00,3.00,1.67,0.00,15.6%,9.4%,6.3%,.103,0.67,.125,100.0%,3.00,4.49
LOS ANGELES DODGERS,Yency Almonte,advanced,Pitcher,Handedness,2022,vs R,10.91,2.87,3.80,1.15,29.7%,7.8%,21.9%,.214,1.09,.278,92.6%,3.68,2.88
LOS ANGELES DODGERS,Phil Bickford,advanced,Pitcher,Handedness,2022,vs L,7.27,1.04,7.00,1.04,20.0%,2.9%,17.1%,.273,1.15,.320,93.8%,3.69,4.42
LOS ANGELES DODGERS,Phil Bickford,advanced,Pitcher,Handedness,2022,vs R,8.27,1.74,4.75,2.18,23.5%,4.9%,18.5%,.240,1.06,.245,46.7%,5.00,3.65
LOS ANGELES DODGERS,Caleb Ferguson,advanced,Pitcher,Handedness,2022,vs L,4.50,9.00,0.50,0.00,11.1%,22.2%,-11.1%,.000,1.00,.000,100.0%,6.61,6.61
LOS ANGELES DODGERS,Caleb Ferguson,advanced,Pitcher,Handedness,2022,vs R,9.00,3.60,2.50,0.00,31.3%,12.5%,18.8%,.000,0.40,.000,100.0%,2.31,3.50
LOS ANGELES DODGERS,David Price,advanced,Pitcher,Handedness,2022,vs L,9.31,0.93,10.00,0.93,25.6%,2.6%,23.1%,.270,1.14,.333,93.8%,2.70,2.74
LOS ANGELES DODGERS,David Price,advanced,Pitcher,Handedness,2022,vs R,11.37,2.84,4.00,2.13,27.1%,6.8%,20.3%,.327,1.74,.417,84.3%,4.61,2.83
LOS ANGELES DODGERS,Walker Buehler,advanced,Pitcher,Handedness,2022,vs L,7.61,2.45,3.10,0.98,19.9%,6.4%,13.5%,.271,1.34,.321,77.1%,3.82,3.70
LOS ANGELES DODGERS,Walker Buehler,advanced,Pitcher,Handedness,2022,vs R,8.58,2.22,3.86,1.27,22.9%,5.9%,16.9%,.252,1.24,.300,71.4%,3.78,3.58
LOS ANGELES DODGERS,Andrew Heaney,advanced,Pitcher,Handedness,2022,vs L,15.43,1.93,8.00,0.00,44.4%,5.6%,38.9%,.118,0.64,.222,66.7%,0.32,0.96
LOS ANGELES DODGERS,Andrew Heaney,advanced,Pitcher,Handedness,2022,vs R,12.66,2.53,5.00,0.84,33.3%,6.7%,26.7%,.179,0.94,.250,94.3%,2.92,3.38
LOS ANGELES DODGERS,Daniel Hudson,advanced,Pitcher,Handedness,2022,vs L,10.80,1.35,8.00,0.68,30.8%,3.8%,26.9%,.174,0.75,.226,66.0%,2.58,2.84
LOS ANGELES DODGERS,Daniel Hudson,advanced,Pitcher,Handedness,2022,vs R,11.45,2.45,4.67,0.00,31.1%,6.7%,24.4%,.214,1.09,.321,83.3%,1.38,1.92
LOS ANGELES DODGERS,Tommy Kahnle,advanced,Pitcher,Handedness,2022,vs L,12.00,6.00,2.00,6.00,30.8%,15.4%,15.4%,.273,1.67,.200,90.9%,11.11,3.93
LOS ANGELES DODGERS,Tommy Kahnle,advanced,Pitcher,Handedness,2022,vs R,9.00,0.00,1.00,0.00,33.3%,0.0%,33.3%,.000,0.00,.000,100.0%,4.11,4.11
LOS ANGELES DODGERS,Blake Treinen,advanced,Pitcher,Handedness,2022,vs L,21.60,0.00,4.00,0.00,80.0%,0.0%,80.0%,.000,0.00,.000,100.0%,-1.69,-0.80
LOS ANGELES DODGERS,Blake Treinen,advanced,Pitcher,Handedness,2022,vs R,6.75,0.00,1.00,6.75,20.0%,0.0%,20.0%,.200,0.75,.000,100.0%,11.36,2.73
