Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
BOSTON RED SOX,Jarren Duran,batted-ball,Batter,Handedness,2022,vs L as L,2.25,18.8%,56.3%,25.0%,25.0%,0.0%,11.1%,0.0%,12.5%,43.8%,43.8%,18.8%,81.3%,0.0%,122,36,86
BOSTON RED SOX,Jarren Duran,batted-ball,Batter,Handedness,2022,vs R as L,1.47,19.2%,48.1%,32.7%,0.0%,5.9%,4.0%,50.0%,33.3%,38.9%,27.8%,5.6%,57.4%,37.0%,289,103,186
BOSTON RED SOX,Jarren Duran,batted-ball,Batter,Handedness,2022,vs L,2.25,18.8%,56.3%,25.0%,25.0%,0.0%,11.1%,0.0%,12.5%,43.8%,43.8%,18.8%,81.3%,0.0%,122,36,86
BOSTON RED SOX,Jarren Duran,batted-ball,Batter,Handedness,2022,vs R,1.47,19.2%,48.1%,32.7%,0.0%,5.9%,4.0%,50.0%,33.3%,38.9%,27.8%,5.6%,57.4%,37.0%,289,103,186
BOSTON RED SOX,Rafael Devers,batted-ball,Batter,Handedness,2022,vs L as L,2.62,27.7%,52.3%,20.0%,15.4%,23.1%,5.9%,0.0%,29.2%,40.0%,30.8%,15.4%,52.3%,32.3%,335,101,234
BOSTON RED SOX,Rafael Devers,batted-ball,Batter,Handedness,2022,vs R as L,1.00,19.2%,40.4%,40.4%,11.3%,20.0%,5.0%,100.0%,35.7%,41.7%,22.6%,13.1%,45.7%,41.2%,953,341,612
BOSTON RED SOX,Rafael Devers,batted-ball,Batter,Handedness,2022,vs L,2.62,27.7%,52.3%,20.0%,15.4%,23.1%,5.9%,0.0%,29.2%,40.0%,30.8%,15.4%,52.3%,32.3%,335,101,234
BOSTON RED SOX,Rafael Devers,batted-ball,Batter,Handedness,2022,vs R,1.00,19.2%,40.4%,40.4%,11.3%,20.0%,5.0%,100.0%,35.7%,41.7%,22.6%,13.1%,45.7%,41.2%,953,341,612
BOSTON RED SOX,J.D. Martinez,batted-ball,Batter,Handedness,2022,vs L as R,0.89,26.5%,34.7%,38.8%,0.0%,10.5%,5.9%,0.0%,34.7%,32.7%,32.7%,12.2%,53.1%,34.7%,344,136,208
BOSTON RED SOX,J.D. Martinez,batted-ball,Batter,Handedness,2022,vs R as R,1.14,28.4%,38.1%,33.5%,6.8%,11.9%,4.5%,0.0%,30.7%,36.4%,33.0%,8.5%,54.5%,36.9%,1032,360,672
BOSTON RED SOX,J.D. Martinez,batted-ball,Batter,Handedness,2022,vs L,0.89,26.5%,34.7%,38.8%,0.0%,10.5%,5.9%,0.0%,34.7%,32.7%,32.7%,12.2%,53.1%,34.7%,344,136,208
BOSTON RED SOX,J.D. Martinez,batted-ball,Batter,Handedness,2022,vs R,1.14,28.4%,38.1%,33.5%,6.8%,11.9%,4.5%,0.0%,30.7%,36.4%,33.0%,8.5%,54.5%,36.9%,1032,360,672
BOSTON RED SOX,Xander Bogaerts,batted-ball,Batter,Handedness,2022,vs L as R,1.81,18.2%,52.7%,29.1%,6.3%,12.5%,17.2%,0.0%,36.4%,32.7%,30.9%,18.2%,56.4%,25.5%,337,141,196
BOSTON RED SOX,Xander Bogaerts,batted-ball,Batter,Handedness,2022,vs R as R,1.36,24.2%,43.7%,32.1%,14.8%,8.2%,7.2%,0.0%,40.0%,39.5%,20.5%,17.9%,49.5%,32.6%,1104,403,701
BOSTON RED SOX,Xander Bogaerts,batted-ball,Batter,Handedness,2022,vs L,1.81,18.2%,52.7%,29.1%,6.3%,12.5%,17.2%,0.0%,36.4%,32.7%,30.9%,18.2%,56.4%,25.5%,337,141,196
BOSTON RED SOX,Xander Bogaerts,batted-ball,Batter,Handedness,2022,vs R,1.36,24.2%,43.7%,32.1%,14.8%,8.2%,7.2%,0.0%,40.0%,39.5%,20.5%,17.9%,49.5%,32.6%,1104,403,701
BOSTON RED SOX,Alex Verdugo,batted-ball,Batter,Handedness,2022,vs L as L,2.63,21.6%,56.8%,21.6%,18.8%,0.0%,9.5%,0.0%,29.7%,44.6%,25.7%,24.3%,48.6%,27.0%,328,127,201
BOSTON RED SOX,Alex Verdugo,batted-ball,Batter,Handedness,2022,vs R as L,1.32,18.9%,46.2%,34.9%,6.8%,8.1%,4.1%,0.0%,35.8%,39.6%,24.5%,16.0%,50.9%,33.0%,948,331,617
BOSTON RED SOX,Alex Verdugo,batted-ball,Batter,Handedness,2022,vs L,2.63,21.6%,56.8%,21.6%,18.8%,0.0%,9.5%,0.0%,29.7%,44.6%,25.7%,24.3%,48.6%,27.0%,328,127,201
