Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
NEW YORK METS,Max Scherzer,advanced,Pitcher,Handedness,2022,vs L,10.99,2.51,4.38,1.57,31.0%,7.1%,23.9%,.180,0.91,.213,78.3%,4.19,3.74
NEW YORK METS,Max Scherzer,advanced,Pitcher,Handedness,2022,vs R,11.65,0.79,14.67,0.26,35.2%,2.4%,32.8%,.190,0.76,.289,89.8%,1.26,2.36
NEW YORK METS,David Peterson,advanced,Pitcher,Handedness,2022,vs L,9.87,3.12,3.17,2.60,29.2%,9.2%,20.0%,.172,0.92,.147,60.0%,5.88,3.33
NEW YORK METS,David Peterson,advanced,Pitcher,Handedness,2022,vs R,10.26,4.32,2.38,0.54,26.1%,11.0%,15.1%,.237,1.36,.318,78.5%,3.35,3.58
NEW YORK METS,Chris Bassitt,advanced,Pitcher,Handedness,2022,vs L,9.61,3.43,2.80,1.83,24.6%,8.8%,15.8%,.250,1.35,.291,71.4%,4.99,4.24
NEW YORK METS,Chris Bassitt,advanced,Pitcher,Handedness,2022,vs R,8.89,1.75,5.09,0.79,25.1%,4.9%,20.2%,.215,0.99,.268,76.5%,2.97,3.14
NEW YORK METS,Carlos Carrasco,advanced,Pitcher,Handedness,2022,vs L,9.76,2.70,3.62,1.25,25.7%,7.1%,18.6%,.275,1.36,.348,64.6%,3.78,3.32
NEW YORK METS,Carlos Carrasco,advanced,Pitcher,Handedness,2022,vs R,8.52,1.99,4.27,0.91,22.0%,5.1%,16.8%,.278,1.33,.340,79.4%,3.43,3.74
NEW YORK METS,Taijuan Walker,advanced,Pitcher,Handedness,2022,vs L,8.51,4.11,2.07,0.59,22.7%,10.9%,11.7%,.221,1.27,.280,88.7%,3.53,4.10
NEW YORK METS,Taijuan Walker,advanced,Pitcher,Handedness,2022,vs R,6.38,1.47,4.33,0.33,18.4%,4.2%,14.2%,.228,1.00,.273,69.5%,2.71,3.43
NEW YORK METS,Edwin Díaz,advanced,Pitcher,Handedness,2022,vs L,17.82,3.78,4.71,1.62,55.0%,11.7%,43.3%,.113,0.78,.176,90.9%,2.75,1.30
NEW YORK METS,Edwin Díaz,advanced,Pitcher,Handedness,2022,vs R,18.31,2.29,8.00,0.00,48.8%,6.1%,42.7%,.250,1.22,.528,92.0%,-0.04,0.49
