Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
SEATTLE MARINERS,Julio Rodríguez,batted-ball,Batter,Handedness,2022,vs L as R,0.86,20.4%,36.7%,42.9%,0.0%,23.8%,11.1%,0.0%,34.7%,32.7%,32.7%,12.2%,55.1%,32.7%,341,134,207
SEATTLE MARINERS,Julio Rodríguez,batted-ball,Batter,Handedness,2022,vs R as R,1.52,16.6%,50.3%,33.1%,18.3%,16.7%,12.1%,0.0%,45.9%,33.7%,20.4%,16.0%,47.0%,37.0%,983,330,653
SEATTLE MARINERS,Julio Rodríguez,batted-ball,Batter,Handedness,2022,vs L,0.86,20.4%,36.7%,42.9%,0.0%,23.8%,11.1%,0.0%,34.7%,32.7%,32.7%,12.2%,55.1%,32.7%,341,134,207
SEATTLE MARINERS,Julio Rodríguez,batted-ball,Batter,Handedness,2022,vs R,1.52,16.6%,50.3%,33.1%,18.3%,16.7%,12.1%,0.0%,45.9%,33.7%,20.4%,16.0%,47.0%,37.0%,983,330,653
SEATTLE MARINERS,Ty France,batted-ball,Batter,Handedness,2022,vs L as R,2.23,23.6%,52.7%,23.6%,0.0%,15.4%,3.4%,0.0%,38.2%,38.2%,23.6%,20.0%,47.3%,32.7%,285,111,174
SEATTLE MARINERS,Ty France,batted-ball,Batter,Handedness,2022,vs R as R,1.35,22.1%,44.7%,33.2%,9.5%,12.7%,4.7%,0.0%,37.4%,34.2%,28.4%,16.3%,51.6%,32.1%,906,325,581
SEATTLE MARINERS,Ty France,batted-ball,Batter,Handedness,2022,vs L,2.23,23.6%,52.7%,23.6%,0.0%,15.4%,3.4%,0.0%,38.2%,38.2%,23.6%,20.0%,47.3%,32.7%,285,111,174
SEATTLE MARINERS,Ty France,batted-ball,Batter,Handedness,2022,vs R,1.35,22.1%,44.7%,33.2%,9.5%,12.7%,4.7%,0.0%,37.4%,34.2%,28.4%,16.3%,51.6%,32.1%,906,325,581
SEATTLE MARINERS,J.P. Crawford,batted-ball,Batter,Handedness,2022,vs L as L,1.04,23.9%,38.8%,37.3%,20.0%,12.0%,3.8%,0.0%,40.3%,44.8%,14.9%,29.9%,43.3%,26.9%,343,130,213
SEATTLE MARINERS,J.P. Crawford,batted-ball,Batter,Handedness,2022,vs R as L,1.34,27.6%,41.4%,30.9%,16.1%,3.6%,6.7%,0.0%,37.4%,35.7%,26.9%,20.9%,56.0%,23.1%,972,393,579
SEATTLE MARINERS,J.P. Crawford,batted-ball,Batter,Handedness,2022,vs L,1.04,23.9%,38.8%,37.3%,20.0%,12.0%,3.8%,0.0%,40.3%,44.8%,14.9%,29.9%,43.3%,26.9%,343,130,213
SEATTLE MARINERS,J.P. Crawford,batted-ball,Batter,Handedness,2022,vs R,1.34,27.6%,41.4%,30.9%,16.1%,3.6%,6.7%,0.0%,37.4%,35.7%,26.9%,20.9%,56.0%,23.1%,972,393,579
SEATTLE MARINERS,Carlos Santana,batted-ball,Batter,Handedness,2022,vs R as L,0.68,14.8%,34.4%,50.8%,16.9%,9.2%,6.8%,0.0%,50.0%,32.8%,17.2%,15.6%,52.3%,32.0%,789,310,479
SEATTLE MARINERS,Carlos Santana,batted-ball,Batter,Handedness,2022,vs L as R,3.22,22.4%,59.2%,18.4%,11.1%,11.1%,10.3%,0.0%,46.9%,32.7%,20.4%,20.4%,38.8%,40.8%,264,121,143
SEATTLE MARINERS,Carlos Santana,batted-ball,Batter,Handedness,2022,vs L,3.22,22.4%,59.2%,18.4%,11.1%,11.1%,10.3%,0.0%,46.9%,32.7%,20.4%,20.4%,38.8%,40.8%,264,121,143
SEATTLE MARINERS,Carlos Santana,batted-ball,Batter,Handedness,2022,vs R,0.68,14.8%,34.4%,50.8%,16.9%,9.2%,6.8%,0.0%,50.0%,32.8%,17.2%,15.6%,52.3%,32.0%,789,310,479
SEATTLE MARINERS,Jesse Winker,batted-ball,Batter,Handedness,2022,vs L as L,1.25,22.4%,43.1%,34.5%,25.0%,15.0%,12.0%,0.0%,30.5%,30.5%,39.0%,22.0%,49.2%,28.8%,364,141,223
