Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
OAKLAND ATHLETICS,Sheldon Neuse,batted-ball,Pitcher,Handedness,2022,vs L,0.00,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,33.3%,66.7%,0.0%,0.0%,0.0%,100.0%,12,5,7
OAKLAND ATHLETICS,Chad Pinder,batted-ball,Pitcher,Handedness,2022,vs L,0.00,50.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,0.0%,100.0%,0.0%,7,2,5
OAKLAND ATHLETICS,Chad Pinder,batted-ball,Pitcher,Handedness,2022,vs R,0.00,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,50.0%,50.0%,0.0%,0.0%,50.0%,50.0%,19,12,7
OAKLAND ATHLETICS,Frankie Montas,batted-ball,Pitcher,Handedness,2022,vs L,1.71,15.6%,53.3%,31.1%,14.3%,16.7%,4.2%,100.0%,41.6%,33.6%,24.8%,18.2%,54.7%,27.0%,754,270,484
OAKLAND ATHLETICS,Frankie Montas,batted-ball,Pitcher,Handedness,2022,vs R,1.14,24.2%,40.3%,35.5%,13.6%,9.1%,6.0%,0.0%,40.0%,38.4%,21.6%,15.2%,56.0%,28.8%,746,244,502
OAKLAND ATHLETICS,Cole Irvin,batted-ball,Pitcher,Handedness,2022,vs L,1.39,27.1%,42.4%,30.5%,5.6%,11.1%,0.0%,0.0%,30.6%,38.7%,30.6%,9.7%,67.7%,22.6%,281,94,187
OAKLAND ATHLETICS,Cole Irvin,batted-ball,Pitcher,Handedness,2022,vs R,0.83,17.9%,37.2%,44.8%,6.0%,9.0%,8.4%,0.0%,38.1%,36.3%,25.6%,12.1%,52.0%,35.9%,1033,344,689
OAKLAND ATHLETICS,James Kaprielian,batted-ball,Pitcher,Handedness,2022,vs L,1.28,20.5%,44.6%,34.8%,7.7%,17.9%,4.0%,0.0%,48.7%,29.2%,22.1%,14.2%,48.7%,37.2%,566,214,352
OAKLAND ATHLETICS,James Kaprielian,batted-ball,Pitcher,Handedness,2022,vs R,0.65,11.7%,35.0%,53.4%,5.5%,10.9%,2.8%,0.0%,34.0%,36.9%,29.1%,13.6%,55.3%,31.1%,565,210,355
OAKLAND ATHLETICS,Paul Blackburn,batted-ball,Pitcher,Handedness,2022,vs L,1.28,26.3%,41.4%,32.3%,9.3%,11.6%,3.6%,50.0%,40.7%,37.8%,21.5%,16.3%,54.8%,28.9%,696,259,437
OAKLAND ATHLETICS,Paul Blackburn,batted-ball,Pitcher,Handedness,2022,vs R,2.05,19.9%,53.9%,26.2%,8.1%,10.8%,7.9%,0.0%,43.0%,34.5%,22.5%,16.2%,53.5%,30.3%,732,275,457
