Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
TAMPA BAY RAYS,Yandy Díaz,advanced,Batter,Handedness,2022,vs L as R,12.5%,4.5%,2.75,.312,.398,.481,.878,.169,.310,15,5.2,.384,159
TAMPA BAY RAYS,Yandy Díaz,advanced,Batter,Handedness,2022,vs R as R,15.9%,12.5%,1.28,.300,.422,.374,.796,.074,.348,37,9.7,.363,144
TAMPA BAY RAYS,Yandy Díaz,advanced,Batter,Handedness,2022,vs L,12.5%,4.5%,2.75,.312,.398,.481,.878,.169,.310,15,5.2,.384,159
TAMPA BAY RAYS,Yandy Díaz,advanced,Batter,Handedness,2022,vs R,15.9%,12.5%,1.28,.300,.422,.374,.796,.074,.348,37,9.7,.363,144
TAMPA BAY RAYS,Ji-Man Choi,advanced,Batter,Handedness,2022,vs L as L,2.9%,44.1%,0.07,.394,.412,.515,.927,.121,.722,6,2.5,.403,172
TAMPA BAY RAYS,Ji-Man Choi,advanced,Batter,Handedness,2022,vs R as L,18.0%,25.7%,0.70,.257,.388,.443,.831,.186,.330,33,8.8,.364,145
TAMPA BAY RAYS,Ji-Man Choi,advanced,Batter,Handedness,2022,vs L,2.9%,44.1%,0.07,.394,.412,.515,.927,.121,.722,6,2.5,.403,172
TAMPA BAY RAYS,Ji-Man Choi,advanced,Batter,Handedness,2022,vs R,18.0%,25.7%,0.70,.257,.388,.443,.831,.186,.330,33,8.8,.364,145
TAMPA BAY RAYS,Harold Ramírez,advanced,Batter,Handedness,2022,vs L as R,10.3%,11.5%,0.89,.377,.449,.478,.927,.101,.424,15,5.9,.406,174
TAMPA BAY RAYS,Harold Ramírez,advanced,Batter,Handedness,2022,vs R as R,4.7%,14.8%,0.32,.314,.349,.442,.791,.128,.351,24,4.5,.343,130
TAMPA BAY RAYS,Harold Ramírez,advanced,Batter,Handedness,2022,vs L,10.3%,11.5%,0.89,.377,.449,.478,.927,.101,.424,15,5.9,.406,174
TAMPA BAY RAYS,Harold Ramírez,advanced,Batter,Handedness,2022,vs R,4.7%,14.8%,0.32,.314,.349,.442,.791,.128,.351,24,4.5,.343,130
TAMPA BAY RAYS,Isaac Paredes,advanced,Batter,Handedness,2022,vs L as R,6.1%,16.3%,0.38,.239,.286,.609,.894,.370,.182,8,2.6,.377,154
TAMPA BAY RAYS,Isaac Paredes,advanced,Batter,Handedness,2022,vs R as R,9.5%,18.1%,0.52,.243,.319,.524,.843,.282,.227,18,4.6,.360,142
TAMPA BAY RAYS,Isaac Paredes,advanced,Batter,Handedness,2022,vs L,6.1%,16.3%,0.38,.239,.286,.609,.894,.370,.182,8,2.6,.377,154
TAMPA BAY RAYS,Isaac Paredes,advanced,Batter,Handedness,2022,vs R,9.5%,18.1%,0.52,.243,.319,.524,.843,.282,.227,18,4.6,.360,142
TAMPA BAY RAYS,Randy Arozarena,advanced,Batter,Handedness,2022,vs L as R,7.9%,22.4%,0.35,.243,.303,.386,.688,.143,.294,8,-1.0,.293,95
TAMPA BAY RAYS,Randy Arozarena,advanced,Batter,Handedness,2022,vs R as R,5.1%,26.7%,0.19,.255,.310,.427,.738,.173,.328,35,2.6,.322,115
TAMPA BAY RAYS,Randy Arozarena,advanced,Batter,Handedness,2022,vs L,7.9%,22.4%,0.35,.243,.303,.386,.688,.143,.294,8,-1.0,.293,95
TAMPA BAY RAYS,Randy Arozarena,advanced,Batter,Handedness,2022,vs R,5.1%,26.7%,0.19,.255,.310,.427,.738,.173,.328,35,2.6,.322,115
TAMPA BAY RAYS,Taylor Walls,advanced,Batter,Handedness,2022,vs R as L,8.3%,29.3%,0.28,.159,.232,.274,.506,.116,.211,9,-11.8,.228,50
TAMPA BAY RAYS,Taylor Walls,advanced,Batter,Handedness,2022,vs L as R,11.3%,19.7%,0.57,.177,.282,.226,.507,.048,.229,4,-3.9,.241,58
TAMPA BAY RAYS,Taylor Walls,advanced,Batter,Handedness,2022,vs L,11.3%,19.7%,0.57,.177,.282,.226,.507,.048,.229,4,-3.9,.241,58
TAMPA BAY RAYS,Taylor Walls,advanced,Batter,Handedness,2022,vs R,8.3%,29.3%,0.28,.159,.232,.274,.506,.116,.211,9,-11.8,.228,50
TAMPA BAY RAYS,Josh Lowe,advanced,Batter,Handedness,2022,vs L as L,9.1%,33.3%,0.27,.100,.182,.100,.282,.000,.158,-1,-4.4,.143,-10
TAMPA BAY RAYS,Josh Lowe,advanced,Batter,Handedness,2022,vs R as L,5.4%,33.3%,0.16,.212,.255,.375,.630,.163,.308,9,-3.6,.269,78
TAMPA BAY RAYS,Josh Lowe,advanced,Batter,Handedness,2022,vs L,9.1%,33.3%,0.27,.100,.182,.100,.282,.000,.158,-1,-4.4,.143,-10
TAMPA BAY RAYS,Josh Lowe,advanced,Batter,Handedness,2022,vs R,5.4%,33.3%,0.16,.212,.255,.375,.630,.163,.308,9,-3.6,.269,78
TAMPA BAY RAYS,Francisco Mejía,advanced,Batter,Handedness,2022,vs R as L,0.9%,30.4%,0.03,.186,.191,.372,.563,.186,.216,7,-6.6,.239,57
TAMPA BAY RAYS,Francisco Mejía,advanced,Batter,Handedness,2022,vs L as R,2.2%,10.9%,0.20,.356,.370,.444,.814,.089,.400,7,1.7,.355,139
TAMPA BAY RAYS,Francisco Mejía,advanced,Batter,Handedness,2022,vs R as R,0.0%,0.0%,0.00,1.000,1.000,1.000,2.000,.000,1.000,1,0.5,.885,510
TAMPA BAY RAYS,Francisco Mejía,advanced,Batter,Handedness,2022,vs L,2.2%,10.9%,0.20,.356,.370,.444,.814,.089,.400,7,1.7,.355,139
TAMPA BAY RAYS,Francisco Mejía,advanced,Batter,Handedness,2022,vs R,0.9%,30.2%,0.03,.193,.198,.377,.575,.184,.227,7,-6.1,.244,61
TAMPA BAY RAYS,Brett Phillips,advanced,Batter,Handedness,2022,vs L as L,3.0%,48.5%,0.06,.000,.063,.000,.063,.000,.000,-3,-7.0,.044,-80
TAMPA BAY RAYS,Brett Phillips,advanced,Batter,Handedness,2022,vs R as L,7.3%,40.7%,0.18,.178,.248,.296,.545,.119,.282,10,-7.8,.245,61
TAMPA BAY RAYS,Brett Phillips,advanced,Batter,Handedness,2022,vs L,3.0%,48.5%,0.06,.000,.063,.000,.063,.000,.000,-3,-7.0,.044,-80
TAMPA BAY RAYS,Brett Phillips,advanced,Batter,Handedness,2022,vs R,7.3%,40.7%,0.18,.178,.248,.296,.545,.119,.282,10,-7.8,.245,61
TAMPA BAY RAYS,Christian Bethancourt,advanced,Batter,Handedness,2022,vs L as R,7.8%,22.2%,0.35,.259,.333,.383,.716,.123,.322,11,0.6,.319,112
TAMPA BAY RAYS,Christian Bethancourt,advanced,Batter,Handedness,2022,vs R as R,3.2%,23.2%,0.14,.231,.255,.374,.629,.143,.284,8,-2.8,.273,80
TAMPA BAY RAYS,Christian Bethancourt,advanced,Batter,Handedness,2022,vs L,7.8%,22.2%,0.35,.259,.333,.383,.716,.123,.322,11,0.6,.319,112
