Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
ATLANTA BRAVES,Max Fried,advanced,Pitcher,Handedness,2022,vs L,9.24,1.78,5.20,0.36,25.7%,5.0%,20.8%,.221,1.03,.294,70.3%,2.28,2.59
ATLANTA BRAVES,Max Fried,advanced,Pitcher,Handedness,2022,vs R,8.17,1.76,4.65,0.52,22.6%,4.9%,17.8%,.236,1.08,.293,80.9%,2.70,3.25
ATLANTA BRAVES,Spencer Strider,advanced,Pitcher,Handedness,2022,vs L,12.25,2.50,4.91,0.45,35.1%,7.1%,27.9%,.179,0.91,.267,78.9%,1.95,2.46
ATLANTA BRAVES,Spencer Strider,advanced,Pitcher,Handedness,2022,vs R,16.43,4.99,3.29,0.29,43.4%,13.2%,30.2%,.171,1.17,.333,70.2%,1.64,2.34
ATLANTA BRAVES,Charlie Morton,advanced,Pitcher,Handedness,2022,vs L,11.25,4.30,2.62,1.64,28.6%,10.9%,17.7%,.245,1.39,.314,78.9%,4.81,4.14
ATLANTA BRAVES,Charlie Morton,advanced,Pitcher,Handedness,2022,vs R,9.54,2.34,4.08,0.72,26.0%,6.4%,19.6%,.220,1.08,.285,68.7%,3.05,3.20
ATLANTA BRAVES,Kyle Wright,advanced,Pitcher,Handedness,2022,vs L,8.94,3.78,2.36,0.69,24.0%,10.1%,13.8%,.211,1.18,.265,74.1%,3.55,4.01
ATLANTA BRAVES,Kyle Wright,advanced,Pitcher,Handedness,2022,vs R,9.06,1.95,4.64,0.71,25.1%,5.4%,19.7%,.246,1.13,.316,81.2%,3.01,2.93
ATLANTA BRAVES,Ian Anderson,advanced,Pitcher,Handedness,2022,vs L,7.90,5.05,1.57,0.44,20.9%,13.4%,7.6%,.201,1.29,.252,83.7%,3.67,4.24
ATLANTA BRAVES,Ian Anderson,advanced,Pitcher,Handedness,2022,vs R,7.49,3.74,2.00,1.58,18.1%,9.0%,9.0%,.314,1.71,.354,60.5%,5.04,4.29
ATLANTA BRAVES,Kenley Jansen,advanced,Pitcher,Handedness,2022,vs L,14.44,1.88,7.67,1.88,39.7%,5.2%,34.5%,.241,1.12,.345,67.8%,3.25,2.09
ATLANTA BRAVES,Kenley Jansen,advanced,Pitcher,Handedness,2022,vs R,11.78,2.45,4.80,0.00,33.8%,7.0%,26.8%,.152,0.82,.238,60.0%,1.31,3.02
ATLANTA BRAVES,A.J. Minter,advanced,Pitcher,Handedness,2022,vs L,11.12,1.59,7.00,0.00,35.9%,5.1%,30.8%,.118,0.53,.182,71.4%,1.43,3.54
ATLANTA BRAVES,A.J. Minter,advanced,Pitcher,Handedness,2022,vs R,12.15,1.35,9.00,0.34,34.0%,3.8%,30.2%,.235,1.01,.349,79.7%,1.57,2.20
ATLANTA BRAVES,Will Smith,advanced,Pitcher,Handedness,2022,vs L,10.22,2.92,3.50,1.46,25.9%,7.4%,18.5%,.240,1.30,.294,68.2%,3.92,3.50
ATLANTA BRAVES,Will Smith,advanced,Pitcher,Handedness,2022,vs R,9.97,5.82,1.71,1.25,24.2%,14.1%,10.1%,.210,1.43,.250,72.9%,4.91,4.90
ATLANTA BRAVES,Collin McHugh,advanced,Pitcher,Handedness,2022,vs L,10.42,1.89,5.50,0.95,30.1%,5.5%,24.7%,.217,1.00,.289,92.6%,2.79,2.92
ATLANTA BRAVES,Collin McHugh,advanced,Pitcher,Handedness,2022,vs R,9.86,2.14,4.60,0.43,26.1%,5.7%,20.5%,.241,1.14,.316,65.0%,2.54,3.55
ATLANTA BRAVES,Tyler Matzek,advanced,Pitcher,Handedness,2022,vs L,7.71,13.50,0.57,0.00,17.4%,30.4%,-13.0%,.188,2.14,.250,70.0%,5.90,7.81
ATLANTA BRAVES,Tyler Matzek,advanced,Pitcher,Handedness,2022,vs R,7.50,2.25,3.33,0.75,22.2%,6.7%,15.6%,.154,0.75,.172,41.7%,3.78,4.31
ATLANTA BRAVES,Jesse Chavez,advanced,Pitcher,Handedness,2022,vs L,10.26,3.24,3.17,1.08,26.4%,8.3%,18.1%,.288,1.50,.378,81.1%,3.47,3.43
ATLANTA BRAVES,Jesse Chavez,advanced,Pitcher,Handedness,2022,vs R,10.45,2.18,4.80,0.87,27.9%,5.8%,22.1%,.269,1.26,.352,86.8%,2.92,2.96
ATLANTA BRAVES,Dylan Lee,advanced,Pitcher,Handedness,2022,vs L,9.72,0.00,9.00,1.08,30.0%,0.0%,30.0%,.167,0.60,.200,83.3%,2.51,2.38
ATLANTA BRAVES,Dylan Lee,advanced,Pitcher,Handedness,2022,vs R,6.17,1.54,4.00,1.54,17.0%,4.3%,12.8%,.244,1.11,.257,100.0%,4.48,4.30
ATLANTA BRAVES,Jackson Stephens,advanced,Pitcher,Handedness,2022,vs L,8.49,5.40,1.57,0.77,19.6%,12.5%,7.1%,.245,1.63,.297,79.5%,4.14,4.17
ATLANTA BRAVES,Jackson Stephens,advanced,Pitcher,Handedness,2022,vs R,8.47,1.59,5.33,0.53,24.2%,4.5%,19.7%,.194,0.88,.244,34.2%,2.70,3.16
ATLANTA BRAVES,Darren O'Day,advanced,Pitcher,Handedness,2022,vs L,10.29,6.43,1.60,2.57,26.7%,16.7%,10.0%,.167,1.29,.143,55.6%,7.11,5.31
ATLANTA BRAVES,Darren O'Day,advanced,Pitcher,Handedness,2022,vs R,11.05,3.07,3.60,0.61,28.1%,7.8%,20.3%,.268,1.36,.350,75.3%,2.56,3.61
