Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
ARIZONA DIAMONDBACKS,Carson Kelly,batted-ball,Pitcher,Handedness,2022,vs L,0.00,33.3%,0.0%,66.7%,0.0%,0.0%,0.0%,0.0%,66.7%,0.0%,33.3%,33.3%,0.0%,66.7%,9,4,5
ARIZONA DIAMONDBACKS,Carson Kelly,batted-ball,Pitcher,Handedness,2022,vs R,0.50,50.0%,16.7%,33.3%,0.0%,0.0%,0.0%,0.0%,33.3%,50.0%,16.7%,0.0%,66.7%,33.3%,26,10,16
ARIZONA DIAMONDBACKS,Madison Bumgarner,batted-ball,Pitcher,Handedness,2022,vs L,0.75,22.2%,33.3%,44.4%,6.3%,6.3%,12.5%,0.0%,41.1%,30.1%,28.8%,11.0%,54.8%,34.2%,387,140,247
ARIZONA DIAMONDBACKS,Madison Bumgarner,batted-ball,Pitcher,Handedness,2022,vs R,1.06,16.3%,43.0%,40.7%,8.9%,12.2%,6.3%,0.0%,50.0%,33.0%,17.0%,14.3%,44.6%,41.1%,1202,434,768
ARIZONA DIAMONDBACKS,Tyler Gilbert,batted-ball,Pitcher,Handedness,2022,vs L,0.70,10.5%,36.8%,52.6%,0.0%,10.0%,0.0%,0.0%,21.1%,42.1%,36.8%,5.3%,57.9%,36.8%,123,43,80
ARIZONA DIAMONDBACKS,Tyler Gilbert,batted-ball,Pitcher,Handedness,2022,vs R,0.55,21.3%,27.9%,50.8%,3.2%,19.4%,0.0%,0.0%,37.1%,38.7%,24.2%,17.7%,46.8%,35.5%,293,104,189
ARIZONA DIAMONDBACKS,Merrill Kelly,batted-ball,Pitcher,Handedness,2022,vs L,1.00,20.9%,39.6%,39.6%,5.7%,5.7%,3.8%,0.0%,38.5%,41.5%,20.0%,12.6%,65.2%,22.2%,676,239,437
ARIZONA DIAMONDBACKS,Merrill Kelly,batted-ball,Pitcher,Handedness,2022,vs R,1.35,18.5%,46.8%,34.7%,8.3%,5.0%,4.9%,0.0%,43.4%,35.3%,21.4%,15.6%,50.3%,34.1%,969,332,637
ARIZONA DIAMONDBACKS,Dallas Keuchel,batted-ball,Pitcher,Handedness,2022,vs L,2.71,25.7%,54.3%,20.0%,0.0%,0.0%,15.8%,0.0%,62.9%,25.7%,11.4%,22.9%,54.3%,22.9%,202,84,118
ARIZONA DIAMONDBACKS,Dallas Keuchel,batted-ball,Pitcher,Handedness,2022,vs R,1.70,22.2%,49.0%,28.8%,4.5%,22.7%,6.7%,0.0%,47.1%,32.0%,20.9%,16.3%,54.2%,29.4%,774,314,460
ARIZONA DIAMONDBACKS,Zac Gallen,batted-ball,Pitcher,Handedness,2022,vs L,1.46,15.7%,50.0%,34.3%,8.1%,13.5%,3.7%,100.0%,42.7%,37.3%,20.0%,16.4%,59.1%,24.5%,663,234,429
