Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
LOS ANGELES ANGELS,Shohei Ohtani,batted-ball,Pitcher,Handedness,2022,vs L,1.48,22.6%,46.2%,31.2%,10.3%,13.8%,2.3%,0.0%,38.7%,35.5%,25.8%,21.5%,52.7%,25.8%,638,226,412
LOS ANGELES ANGELS,Shohei Ohtani,batted-ball,Pitcher,Handedness,2022,vs R,0.68,19.4%,32.7%,48.0%,6.4%,8.5%,6.3%,0.0%,38.8%,30.6%,30.6%,19.4%,56.1%,24.5%,639,210,429
LOS ANGELES ANGELS,Shohei Ohtani,batted-ball,Pitcher,Handedness,2022,vs L,1.48,22.6%,46.2%,31.2%,10.3%,13.8%,2.3%,0.0%,38.7%,35.5%,25.8%,21.5%,52.7%,25.8%,638,226,412
LOS ANGELES ANGELS,Shohei Ohtani,batted-ball,Pitcher,Handedness,2022,vs R,0.68,19.4%,32.7%,48.0%,6.4%,8.5%,6.3%,0.0%,38.8%,30.6%,30.6%,19.4%,56.1%,24.5%,639,210,429
LOS ANGELES ANGELS,Reid Detmers,batted-ball,Pitcher,Handedness,2022,vs L,1.31,15.9%,47.7%,36.4%,6.3%,18.8%,9.5%,0.0%,43.2%,38.6%,18.2%,13.6%,56.8%,29.5%,227,71,156
LOS ANGELES ANGELS,Reid Detmers,batted-ball,Pitcher,Handedness,2022,vs R,0.73,21.3%,33.1%,45.6%,11.3%,12.9%,6.7%,0.0%,40.1%,33.6%,26.3%,19.7%,47.4%,32.8%,831,310,521
LOS ANGELES ANGELS,Patrick Sandoval,batted-ball,Pitcher,Handedness,2022,vs L,1.11,13.0%,45.7%,41.3%,10.5%,0.0%,14.3%,0.0%,31.9%,46.8%,21.3%,17.0%,66.0%,17.0%,258,92,166
LOS ANGELES ANGELS,Patrick Sandoval,batted-ball,Pitcher,Handedness,2022,vs R,1.44,23.5%,45.2%,31.3%,9.6%,7.7%,1.3%,0.0%,45.8%,31.5%,22.6%,16.1%,51.2%,32.7%,1007,371,636
LOS ANGELES ANGELS,José Suarez,batted-ball,Pitcher,Handedness,2022,vs L,1.57,35.7%,39.3%,25.0%,14.3%,0.0%,9.1%,100.0%,34.5%,41.4%,24.1%,10.3%,62.1%,27.6%,135,52,83
LOS ANGELES ANGELS,José Suarez,batted-ball,Pitcher,Handedness,2022,vs R,0.71,25.0%,31.3%,43.8%,2.4%,14.3%,6.7%,0.0%,38.5%,38.5%,22.9%,7.3%,61.5%,31.3%,587,213,374
LOS ANGELES ANGELS,Noah Syndergaard,batted-ball,Pitcher,Handedness,2022,vs L,1.30,13.3%,49.0%,37.8%,5.4%,10.8%,10.4%,0.0%,45.9%,33.7%,20.4%,18.4%,50.0%,31.6%,479,165,314
LOS ANGELES ANGELS,Noah Syndergaard,batted-ball,Pitcher,Handedness,2022,vs R,1.21,19.7%,43.9%,36.4%,14.6%,10.4%,8.6%,0.0%,45.9%,36.1%,18.0%,15.8%,51.9%,32.3%,667,209,458
LOS ANGELES ANGELS,Raisel Iglesias,batted-ball,Pitcher,Handedness,2022,vs L,0.79,21.9%,34.4%,43.8%,7.1%,28.6%,0.0%,0.0%,39.4%,33.3%,27.3%,15.2%,54.5%,30.3%,207,64,143
