Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,oppHandedness,Cluster
MILWAUKEE BREWERS,Hunter Renfroe,advanced,Batter,Handedness,2022,vs R as R,0.068,0.242,0.28,0.242,0.292,0.45,0.742,0.208,0.272,0.18,0.33299999999999996,0.486,0.07400000000000001,0.14800000000000002,0.054000000000000006,0.47700000000000004,0.306,0.21600000000000003,0.18,0.45899999999999996,0.36,89.7,15.7,13.6,R,6
MILWAUKEE BREWERS,Omar Narvaez,advanced,Batter,Handedness,2022,vs L as L,0.138,0.24100000000000002,0.57,0.25,0.379,0.292,0.671,0.042,0.353,0.17600000000000002,0.235,0.588,0.0,0.0,0.0,0.294,0.41200000000000003,0.294,0.235,0.588,0.17600000000000002,88.4898305084745,12.98549152542372,7.5555254237288105,L,6
MILWAUKEE BREWERS,Jonathan Davis,advanced,Batter,Handedness,2022,vs L as R,0.28600000000000003,0.35700000000000004,0.8,0.3,0.5,0.4,0.9,0.1,0.6,0.4,0.2,0.4,0.0,0.0,0.0,0.2,0.6,0.2,0.0,0.4,0.6,83.4,7.5,0.0,L,6
MILWAUKEE BREWERS,Alex Jackson,advanced,Batter,Handedness,2022,vs L as R,0.0,0.375,0.0,0.375,0.375,0.375,0.75,0.0,0.6,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.8,0.2,0.0,1.0,0.0,79.7,17.0,0.0,L,6
ST. LOUIS CARDINALS,Lars Nootbaar,advanced,Batter,Handedness,2022,vs R as L,0.10099999999999999,0.304,0.33,0.183,0.266,0.352,0.618,0.169,0.227,0.261,0.5,0.239,0.182,0.273,0.0,0.426,0.298,0.27699999999999997,0.17,0.596,0.23399999999999999,90.6,5.2,5.5,R,6
ST. LOUIS CARDINALS,Yadier Molina,advanced,Batter,Handedness,2022,vs L as R,0.031,0.188,0.17,0.194,0.219,0.226,0.445,0.032,0.24,0.2,0.36,0.44,0.0,0.0,0.111,0.48,0.32,0.2,0.2,0.56,0.24,87.2,15.1,3.5,L,6
CHICAGO CUBS,P.J. Higgins,advanced,Batter,Handedness,2022,vs R as R,0.077,0.212,0.36,0.304,0.373,0.565,0.938,0.261,0.344,0.303,0.273,0.424,0.071,0.214,0.111,0.361,0.222,0.41700000000000004,0.19399999999999998,0.556,0.25,86.1,12.9,3.2,R,6
CHICAGO CUBS,Jason Heyward,advanced,Batter,Handedness,2022,vs R as L,0.086,0.203,0.42,0.202,0.289,0.289,0.579,0.088,0.253,0.17,0.43200000000000005,0.39799999999999996,0.171,0.028999999999999998,0.079,0.557,0.284,0.159,0.193,0.545,0.261,87.6,13.1,4.8,R,6
ARIZONA DIAMONDBACKS,Buddy Kennedy,advanced,Batter,Handedness,2022,vs R as R,0.073,0.171,0.43,0.2,0.268,0.257,0.525,0.057,0.233,0.267,0.33299999999999996,0.4,0.16699999999999998,0.0,0.1,0.33299999999999996,0.233,0.433,0.2,0.633,0.16699999999999998,88.8,12.6,2.1,R,6
LOS ANGELES DODGERS,Justin Turner,advanced,Batter,Handedness,2022,vs L as R,0.105,0.221,0.48,0.229,0.305,0.325,0.631,0.096,0.274,0.21899999999999997,0.375,0.406,0.0,0.077,0.042,0.391,0.281,0.32799999999999996,0.109,0.563,0.32799999999999996,88.9,19.0,8.4,L,6
LOS ANGELES DODGERS,Gavin Lux,advanced,Batter,Handedness,2022,vs L as L,0.094,0.23399999999999999,0.4,0.293,0.359,0.345,0.704,0.052,0.395,0.233,0.512,0.256,0.091,0.0,0.182,0.442,0.442,0.11599999999999999,0.302,0.465,0.233,87.4,8.7,6.0,L,6
LOS ANGELES DODGERS,Edwin Rios,advanced,Batter,Handedness,2022,vs L as L,0.0,0.308,0.0,0.231,0.231,0.692,0.923,0.462,0.143,0.111,0.222,0.667,0.0,0.33299999999999996,0.0,0.444,0.33299999999999996,0.222,0.0,0.444,0.556,88.4898305084745,12.98549152542372,7.5555254237288105,L,6
LOS ANGELES DODGERS,Brusdar Graterol,advanced,Batter,Handedness,2022,vs R as R,0.071,0.253,0.28,0.288,0.346,0.457,0.803,0.169,0.368,0.281,0.382,0.337,0.067,0.11699999999999999,0.044000000000000004,0.303,0.371,0.326,0.084,0.545,0.371,88.4898305084745,12.98549152542372,7.5555254237288105,R,6
LOS ANGELES DODGERS,Daniel Hudson,advanced,Batter,Handedness,2022,vs R as R,0.085,0.21600000000000003,0.39,0.3,0.367,0.432,0.799,0.132,0.372,0.244,0.435,0.321,0.145,0.081,0.071,0.39899999999999997,0.39399999999999996,0.207,0.17600000000000002,0.49700000000000005,0.326,88.4898305084745,12.98549152542372,7.5555254237288105,R,6
LOS ANGELES DODGERS,Tommy Kahnle,advanced,Batter,Handedness,2022,vs L as L,0.086,0.09699999999999999,0.89,0.31,0.366,0.405,0.77,0.095,0.342,0.22399999999999998,0.5529999999999999,0.22399999999999998,0.17600000000000002,0.0,0.095,0.303,0.447,0.25,0.237,0.5,0.263,88.4898305084745,12.98549152542372,7.5555254237288105,L,6
SAN FRANCISCO GIANTS,Joc Pederson,advanced,Batter,Handedness,2022,vs R as L,0.1,0.205,0.49,0.262,0.347,0.545,0.892,0.283,0.263,0.177,0.374,0.449,0.03,0.22699999999999998,0.073,0.37799999999999995,0.405,0.21600000000000003,0.128,0.45299999999999996,0.419,93.8,14.4,17.5,R,6
SAN FRANCISCO GIANTS,Wilmer Flores,advanced,Batter,Handedness,2022,vs L as R,0.10400000000000001,0.188,0.56,0.225,0.333,0.4,0.733,0.175,0.246,0.125,0.297,0.578,0.135,0.081,0.105,0.469,0.297,0.23399999999999999,0.172,0.578,0.25,88.6,19.8,6.5,L,6
SAN FRANCISCO GIANTS,Luis Gonzalez,advanced,Batter,Handedness,2022,vs L as L,0.085,0.255,0.33,0.195,0.277,0.244,0.52,0.049,0.267,0.14800000000000002,0.519,0.33299999999999996,0.111,0.0,0.071,0.2,0.33299999999999996,0.467,0.267,0.633,0.1,88.4898305084745,12.98549152542372,7.5555254237288105,L,6
SAN FRANCISCO GIANTS,Joey Bart,advanced,Batter,Handedness,2022,vs R as R,0.133,0.429,0.31,0.183,0.316,0.317,0.633,0.134,0.324,0.25,0.45,0.3,0.083,0.25,0.0,0.675,0.125,0.2,0.175,0.5,0.325,88.8,13.1,8.2,R,6
SAN FRANCISCO GIANTS,Thairo Estrada,advanced,Batter,Handedness,2022,vs R as R,0.054000000000000006,0.16699999999999998,0.32,0.258,0.31,0.376,0.687,0.118,0.293,0.193,0.573,0.233,0.171,0.114,0.11599999999999999,0.442,0.364,0.195,0.22699999999999998,0.5710000000000001,0.201,86.5,5.0,3.3,R,6
