Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,oppHandedness,Cluster
HOUSTON ASTROS,Aledmys Diaz,advanced,Batter,Handedness,2022,vs R as R,0.044000000000000004,0.19899999999999998,0.22,0.24,0.279,0.388,0.667,0.147,0.268,0.248,0.446,0.307,0.09699999999999999,0.161,0.067,0.5,0.324,0.17600000000000002,0.18600000000000003,0.52,0.294,88.4898305084745,12.98549152542372,7.5555254237288105,R,6
HOUSTON ASTROS,Alex Bregman,advanced,Batter,Handedness,2022,vs L as R,0.136,0.153,0.89,0.18,0.305,0.29,0.595,0.11,0.21,0.146,0.366,0.488,0.1,0.025,0.067,0.451,0.39,0.159,0.171,0.488,0.341,89.8,18.9,7.4,L,6
HOUSTON ASTROS,Chas McCormick,advanced,Batter,Handedness,2022,vs R as R,0.11800000000000001,0.278,0.43,0.192,0.292,0.36,0.652,0.168,0.235,0.151,0.47700000000000004,0.37200000000000005,0.094,0.156,0.049,0.384,0.37200000000000005,0.244,0.105,0.605,0.29100000000000004,87.9,13.8,10.0,R,6
HOUSTON ASTROS,Jose Siri,advanced,Batter,Handedness,2022,vs L as R,0.086,0.486,0.18,0.063,0.143,0.156,0.299,0.094,0.071,0.067,0.33299999999999996,0.6,0.0,0.111,0.0,0.133,0.6,0.267,0.0,0.667,0.33299999999999996,89.1,15.6,7.1,L,6
HOUSTON ASTROS,Jose Siri,advanced,Batter,Handedness,2022,vs R as R,0.057,0.264,0.21,0.224,0.283,0.367,0.65,0.143,0.294,0.203,0.46399999999999997,0.33299999999999996,0.174,0.087,0.031,0.414,0.32899999999999996,0.257,0.22899999999999998,0.5429999999999999,0.22899999999999998,89.1,15.6,7.1,R,6
OAKLAND ATHLETICS,Seth Brown,advanced,Batter,Handedness,2022,vs R as L,0.071,0.245,0.29,0.231,0.29,0.434,0.725,0.204,0.273,0.24100000000000002,0.34,0.42,0.11800000000000001,0.132,0.018000000000000002,0.442,0.331,0.22699999999999998,0.172,0.442,0.387,89.6,15.0,9.9,R,6
TORONTO BLUE JAYS,Danny Jansen,advanced,Batter,Handedness,2022,vs L as R,0.063,0.063,1.0,0.231,0.313,0.308,0.62,0.077,0.231,0.077,0.385,0.5379999999999999,0.429,0.0,0.2,0.462,0.231,0.308,0.385,0.385,0.231,89.0,22.1,21.3,L,6
TORONTO BLUE JAYS,Bradley Zimmer,advanced,Batter,Handedness,2022,vs L as L,0.045,0.455,0.1,0.105,0.227,0.158,0.385,0.053,0.222,0.14300000000000002,0.7140000000000001,0.14300000000000002,1.0,0.0,0.0,0.444,0.444,0.111,0.33299999999999996,0.556,0.111,87.6,10.1,12.2,L,6
ATLANTA BRAVES,Matt Olson,advanced,Batter,Handedness,2022,vs R as L,0.113,0.23800000000000002,0.48,0.256,0.343,0.496,0.839,0.239,0.306,0.2,0.406,0.39399999999999996,0.10400000000000001,0.16399999999999998,0.028999999999999998,0.409,0.35700000000000004,0.23399999999999999,0.135,0.444,0.42100000000000004,92.4,15.1,11.6,R,6
ATLANTA BRAVES,Austin Riley,advanced,Batter,Handedness,2022,vs R as R,0.051,0.254,0.2,0.271,0.322,0.518,0.84,0.247,0.308,0.237,0.382,0.382,0.055999999999999994,0.239,0.055999999999999994,0.39799999999999996,0.36,0.242,0.124,0.473,0.40299999999999997,93.7,13.8,14.9,R,6
