Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,oppHandedness,Cluster
HOUSTON ASTROS,Aledmys Diaz,advanced,Batter,Handedness,2022,vs L as R,0.128,0.149,0.86,0.244,0.34,0.366,0.706,0.122,0.273,0.17600000000000002,0.324,0.5,0.17600000000000002,0.059000000000000004,0.091,0.353,0.441,0.20600000000000002,0.294,0.41200000000000003,0.294,88.4898305084745,12.98549152542372,7.5555254237288105,L,0
HOUSTON ASTROS,J.J. Matijevic,advanced,Batter,Handedness,2022,vs R as L,0.0,0.379,0.0,0.214,0.241,0.5,0.741,0.286,0.267,0.235,0.41200000000000003,0.353,0.0,0.33299999999999996,0.0,0.41200000000000003,0.353,0.235,0.059000000000000004,0.47100000000000003,0.47100000000000003,94.5,16.7,6.3,R,0
HOUSTON ASTROS,Mauricio Dubon,advanced,Batter,Handedness,2022,vs L as R,0.039,0.11800000000000001,0.33,0.277,0.3,0.447,0.747,0.17,0.275,0.16699999999999998,0.429,0.405,0.059000000000000004,0.11800000000000001,0.111,0.326,0.465,0.209,0.163,0.535,0.302,88.4898305084745,12.98549152542372,7.5555254237288105,L,0
HOUSTON ASTROS,Yordan Alvarez,advanced,Batter,Handedness,2022,vs L as L,0.153,0.225,0.68,0.239,0.36,0.457,0.817,0.217,0.27,0.221,0.397,0.382,0.0,0.192,0.037000000000000005,0.382,0.382,0.235,0.07400000000000001,0.47100000000000003,0.456,96.0,12.6,19.2,L,0
HOUSTON ASTROS,Michael Brantley,advanced,Batter,Handedness,2022,vs L as L,0.08,0.126,0.64,0.295,0.36,0.372,0.732,0.077,0.333,0.22399999999999998,0.5670000000000001,0.209,0.14300000000000002,0.071,0.026000000000000002,0.397,0.441,0.162,0.147,0.574,0.27899999999999997,88.4898305084745,12.98549152542372,7.5555254237288105,L,0
OAKLAND ATHLETICS,Ramon Laureano,advanced,Batter,Handedness,2022,vs L as R,0.14300000000000002,0.18600000000000003,0.77,0.298,0.429,0.509,0.937,0.211,0.357,0.273,0.43200000000000005,0.295,0.0,0.154,0.0,0.43200000000000005,0.182,0.386,0.114,0.5,0.386,88.4898305084745,12.98549152542372,7.5555254237288105,L,0
OAKLAND ATHLETICS,Ramon Laureano,advanced,Batter,Handedness,2022,vs R as R,0.066,0.24600000000000002,0.27,0.217,0.287,0.355,0.643,0.138,0.264,0.135,0.541,0.324,0.139,0.139,0.1,0.45899999999999996,0.306,0.23399999999999999,0.135,0.541,0.324,88.4898305084745,12.98549152542372,7.5555254237288105,R,0
OAKLAND ATHLETICS,Sean Murphy,advanced,Batter,Handedness,2022,vs L as R,0.14,0.21,0.67,0.222,0.35,0.444,0.794,0.222,0.241,0.177,0.387,0.435,0.07400000000000001,0.14800000000000002,0.0,0.419,0.355,0.226,0.145,0.435,0.419,89.0,14.0,11.1,L,0
OAKLAND ATHLETICS,Skye Bolt,advanced,Batter,Handedness,2022,vs R as L,0.045,0.273,0.17,0.095,0.136,0.095,0.232,0.0,0.133,0.067,0.5329999999999999,0.4,0.16699999999999998,0.0,0.0,0.4,0.2,0.4,0.133,0.467,0.4,90.5,14.6,0.0,R,0
OAKLAND ATHLETICS,Skye Bolt,advanced,Batter,Handedness,2022,vs L as R,0.0,0.33299999999999996,0.0,0.222,0.222,0.222,0.444,0.0,0.333,0.16699999999999998,0.5,0.33299999999999996,0.5,0.0,0.0,0.5,0.16699999999999998,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.33299999999999996,90.5,14.6,0.0,L,0
OAKLAND ATHLETICS,Nick Allen,advanced,Batter,Handedness,2022,vs L as R,0.083,0.139,0.6,0.242,0.306,0.394,0.699,0.152,0.259,0.071,0.5710000000000001,0.35700000000000004,0.1,0.1,0.063,0.35700000000000004,0.214,0.429,0.107,0.607,0.28600000000000003,84.7,5.9,1.5,L,0
OAKLAND ATHLETICS,Jonah Bride,advanced,Batter,Handedness,2022,vs R as R,0.091,0.091,1.0,0.167,0.242,0.2,0.442,0.033,0.185,0.14800000000000002,0.40700000000000003,0.444,0.083,0.0,0.0,0.40700000000000003,0.37,0.222,0.111,0.444,0.444,86.0,11.7,2.6,R,0
TORONTO BLUE JAYS,Teoscar Hernandez,advanced,Batter,Handedness,2022,vs R as R,0.065,0.28800000000000003,0.23,0.261,0.316,0.422,0.738,0.161,0.351,0.212,0.48200000000000004,0.307,0.024,0.14300000000000002,0.091,0.43799999999999994,0.314,0.248,0.095,0.504,0.401,88.4898305084745,12.98549152542372,7.5555254237288105,R,0
ATLANTA BRAVES,Marcell Ozuna,advanced,Batter,Handedness,2022,vs L as R,0.079,0.248,0.32,0.185,0.257,0.239,0.497,0.054,0.242,0.179,0.507,0.313,0.14300000000000002,0.048,0.0,0.418,0.32799999999999996,0.254,0.179,0.5820000000000001,0.239,89.8,15.6,14.3,L,0
