Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,oppHandedness,Cluster
HOUSTON ASTROS,Yuli Gurriel,advanced,Batter,Handedness,2022,vs L as R,0.063,0.095,0.67,0.25,0.295,0.455,0.749,0.205,0.247,0.175,0.3,0.525,0.14300000000000002,0.071,0.042,0.363,0.325,0.313,0.163,0.563,0.275,87.8,17.1,2.5,L,18
OAKLAND ATHLETICS,Chad Pinder,advanced,Batter,Handedness,2022,vs L as R,0.033,0.297,0.11,0.221,0.244,0.407,0.651,0.186,0.268,0.16699999999999998,0.5670000000000001,0.267,0.125,0.25,0.08800000000000001,0.508,0.311,0.18,0.19699999999999998,0.508,0.295,88.6,8.3,5.9,L,18
OAKLAND ATHLETICS,Jed Lowrie,advanced,Batter,Handedness,2022,vs R as L,0.099,0.223,0.44,0.178,0.256,0.28,0.537,0.103,0.203,0.136,0.37,0.494,0.075,0.075,0.067,0.488,0.317,0.195,0.183,0.622,0.195,85.8,18.3,2.6,R,18
TORONTO BLUE JAYS,Alejandro Kirk,advanced,Batter,Handedness,2022,vs R as R,0.127,0.095,1.33,0.319,0.412,0.495,0.906,0.176,0.323,0.231,0.43200000000000005,0.337,0.105,0.14,0.08199999999999999,0.414,0.29600000000000004,0.29,0.142,0.49700000000000005,0.361,91.3,11.1,10.0,R,18
ATLANTA BRAVES,Eddie Rosario,advanced,Batter,Handedness,2022,vs L as L,0.154,0.077,2.0,0.182,0.308,0.182,0.49,0.0,0.2,0.1,0.6,0.3,0.0,0.0,0.16699999999999998,0.4,0.5,0.1,0.1,0.9,0.0,87.0,12.1,1.8,L,18
MILWAUKEE BREWERS,Alex Jackson,advanced,Batter,Handedness,2022,vs R as R,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3953482056256066,0.3575451018428688,0.24715082444228947,0.16502861299708976,0.5406260911736154,0.2943646944713867,79.7,17.0,0.0,R,18
ST. LOUIS CARDINALS,Paul Goldschmidt,advanced,Batter,Handedness,2022,vs R as R,0.109,0.212,0.52,0.306,0.385,0.543,0.929,0.238,0.353,0.183,0.396,0.42100000000000004,0.106,0.17600000000000002,0.05,0.366,0.371,0.262,0.158,0.505,0.337,90.4,16.4,11.5,R,18
ST. LOUIS CARDINALS,Edmundo Sosa,advanced,Batter,Handedness,2022,vs L as R,0.02,0.408,0.05,0.106,0.143,0.213,0.356,0.106,0.185,0.111,0.444,0.444,0.083,0.0,0.0,0.33299999999999996,0.33299999999999996,0.33299999999999996,0.14800000000000002,0.667,0.185,87.1,11.1,3.7,L,18
ST. LOUIS CARDINALS,Edmundo Sosa,advanced,Batter,Handedness,2022,vs R as R,0.027000000000000003,0.192,0.14,0.235,0.288,0.294,0.582,0.059,0.296,0.14800000000000002,0.519,0.33299999999999996,0.111,0.0,0.14300000000000002,0.537,0.24100000000000002,0.222,0.14800000000000002,0.519,0.33299999999999996,87.1,11.1,3.7,R,18
ST. LOUIS CARDINALS,Harrison Bader,advanced,Batter,Handedness,2022,vs L as R,0.077,0.231,0.33,0.191,0.269,0.234,0.503,0.043,0.257,0.2,0.28600000000000003,0.514,0.278,0.0,0.0,0.28600000000000003,0.486,0.22899999999999998,0.257,0.457,0.28600000000000003,83.5,17.3,4.0,L,18
ST. LOUIS CARDINALS,Tyler O'Neill,advanced,Batter,Handedness,2022,vs L as R,0.08800000000000001,0.265,0.33,0.3,0.353,0.333,0.686,0.033,0.409,0.409,0.273,0.318,0.0,0.0,0.0,0.455,0.409,0.136,0.091,0.591,0.318,88.8,11.8,9.4,L,18
ARIZONA DIAMONDBACKS,David Peralta,advanced,Batter,Handedness,2022,vs L as L,0.15,0.25,0.6,0.118,0.25,0.206,0.456,0.088,0.13,0.16699999999999998,0.45799999999999996,0.375,0.111,0.111,0.0,0.41700000000000004,0.375,0.20800000000000002,0.16699999999999998,0.542,0.292,90.9,17.2,12.0,L,18
ARIZONA DIAMONDBACKS,Daulton Varsho,advanced,Batter,Handedness,2022,vs R as L,0.084,0.23199999999999998,0.36,0.243,0.317,0.459,0.777,0.216,0.273,0.182,0.38799999999999996,0.43,0.085,0.16899999999999998,0.063,0.575,0.287,0.138,0.18600000000000003,0.43700000000000006,0.377,87.9,13.6,9.2,R,18
LOS ANGELES DODGERS,Will Smith,advanced,Batter,Handedness,2022,vs R as R,0.113,0.174,0.65,0.244,0.33,0.423,0.753,0.179,0.26,0.221,0.307,0.47200000000000003,0.065,0.11699999999999999,0.02,0.38,0.337,0.282,0.11699999999999999,0.5579999999999999,0.325,90.6,19.2,10.7,R,18
LOS ANGELES DODGERS,Hanser Alberto,advanced,Batter,Handedness,2022,vs L as R,0.0,0.193,0.0,0.246,0.246,0.333,0.579,0.088,0.289,0.17800000000000002,0.489,0.33299999999999996,0.067,0.067,0.045,0.5,0.28300000000000003,0.217,0.196,0.5870000000000001,0.217,82.8,9.0,1.6,L,18
LOS ANGELES DODGERS,Trayce Thompson,advanced,Batter,Handedness,2022,vs R as R,0.14300000000000002,0.28600000000000003,0.5,0.267,0.371,0.433,0.805,0.167,0.368,0.45,0.3,0.25,0.0,0.2,0.0,0.55,0.3,0.15,0.1,0.55,0.35,88.4,15.0,15.6,R,18
LOS ANGELES DODGERS,Edwin Rios,advanced,Batter,Handedness,2022,vs R as L,0.063,0.405,0.16,0.247,0.304,0.466,0.77,0.219,0.361,0.317,0.415,0.268,0.0,0.455,0.0,0.512,0.244,0.244,0.146,0.585,0.268,88.4898305084745,12.98549152542372,7.5555254237288105,R,18
LOS ANGELES DODGERS,Kevin Pillar,advanced,Batter,Handedness,2022,vs L as R,0.25,0.25,1.0,0.333,0.5,0.667,1.167,0.333,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.5,88.2,10.7,12.5,L,18
