Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,oppHandedness,Cluster
HOUSTON ASTROS,Kyle Tucker,advanced,Batter,Handedness,2022,vs L as L,0.094,0.113,0.83,0.263,0.33,0.495,0.825,0.232,0.244,0.19,0.321,0.488,0.049,0.146,0.111,0.369,0.369,0.262,0.11900000000000001,0.512,0.369,89.5,21.4,11.3,L,16
HOUSTON ASTROS,Mauricio Dubon,advanced,Batter,Handedness,2022,vs R as R,0.059000000000000004,0.059000000000000004,1.0,0.169,0.214,0.234,0.448,0.065,0.164,0.11,0.37,0.521,0.184,0.026000000000000002,0.037000000000000005,0.4,0.44,0.16,0.22699999999999998,0.56,0.213,88.4898305084745,12.98549152542372,7.5555254237288105,R,16
HOUSTON ASTROS,Blake Taylor,advanced,Batter,Handedness,2022,vs L as L,0.038,0.34600000000000003,0.11,0.16,0.192,0.2,0.392,0.04,0.25,0.188,0.563,0.25,0.25,0.0,0.111,0.125,0.43799999999999994,0.43799999999999994,0.188,0.813,0.0,88.4898305084745,12.98549152542372,7.5555254237288105,L,16
OAKLAND ATHLETICS,Vimael Machin,advanced,Batter,Handedness,2022,vs R as L,0.071,0.179,0.4,0.24,0.286,0.36,0.646,0.12,0.25,0.095,0.524,0.381,0.0,0.125,0.091,0.28600000000000003,0.524,0.19,0.048,0.47600000000000003,0.47600000000000003,88.4898305084745,12.98549152542372,7.5555254237288105,R,16
OAKLAND ATHLETICS,Elvis Andrus,advanced,Batter,Handedness,2022,vs L as R,0.106,0.16,0.67,0.226,0.309,0.357,0.666,0.131,0.254,0.17600000000000002,0.47100000000000003,0.353,0.125,0.083,0.0,0.304,0.348,0.348,0.145,0.623,0.23199999999999998,88.2,14.2,3.6,L,16
OAKLAND ATHLETICS,Stephen Vogt,advanced,Batter,Handedness,2022,vs L as L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.667,0.0,0.33299999999999996,0.0,0.0,0.0,0.667,0.33299999999999996,0.0,0.0,0.0,1.0,86.9,24.7,8.5,L,16
ATLANTA BRAVES,Ronald Acuna Jr.,advanced,Batter,Handedness,2022,vs L as R,0.177,0.242,0.73,0.26,0.403,0.48,0.883,0.22,0.313,0.114,0.5710000000000001,0.314,0.091,0.273,0.1,0.486,0.371,0.14300000000000002,0.171,0.514,0.314,88.4898305084745,12.98549152542372,7.5555254237288105,L,16
ATLANTA BRAVES,William Contreras,advanced,Batter,Handedness,2022,vs R as R,0.1,0.29100000000000004,0.34,0.263,0.336,0.556,0.892,0.293,0.305,0.134,0.537,0.32799999999999996,0.045,0.364,0.111,0.44799999999999995,0.34299999999999997,0.209,0.209,0.46299999999999997,0.32799999999999996,90.3,5.1,16.0,R,16
ATLANTA BRAVES,Ozzie Albies,advanced,Batter,Handedness,2022,vs R as L,0.079,0.203,0.39,0.231,0.294,0.35,0.644,0.119,0.27,0.183,0.389,0.429,0.055999999999999994,0.07400000000000001,0.08199999999999999,0.484,0.381,0.135,0.151,0.49200000000000005,0.35700000000000004,87.1,16.7,5.5,R,16
MILWAUKEE BREWERS,Christian Yelich,advanced,Batter,Handedness,2022,vs R as L,0.134,0.249,0.54,0.24,0.349,0.389,0.738,0.149,0.309,0.192,0.494,0.314,0.040999999999999995,0.122,0.052000000000000005,0.32899999999999996,0.39899999999999997,0.272,0.10099999999999999,0.557,0.342,90.9,5.4,9.5,R,16
MILWAUKEE BREWERS,Willy Adames,advanced,Batter,Handedness,2022,vs L as R,0.10300000000000001,0.27899999999999997,0.37,0.23,0.309,0.508,0.817,0.279,0.263,0.16699999999999998,0.262,0.5710000000000001,0.042,0.16699999999999998,0.0,0.35700000000000004,0.35700000000000004,0.28600000000000003,0.19,0.405,0.405,89.9,20.6,15.3,L,16
MILWAUKEE BREWERS,Rowdy Tellez,advanced,Batter,Handedness,2022,vs R as L,0.083,0.179,0.47,0.233,0.306,0.498,0.803,0.264,0.226,0.153,0.39899999999999997,0.44799999999999995,0.11,0.183,0.027000000000000003,0.44799999999999995,0.37200000000000005,0.18,0.175,0.44299999999999995,0.38299999999999995,91.1,14.9,12.5,R,16
ST. LOUIS CARDINALS,Brendan Donovan,advanced,Batter,Handedness,2022,vs R as L,0.10800000000000001,0.196,0.55,0.272,0.377,0.387,0.765,0.116,0.341,0.261,0.493,0.24600000000000002,0.061,0.061,0.076,0.35100000000000003,0.336,0.313,0.172,0.642,0.187,86.6,7.4,1.2,R,16
ST. LOUIS CARDINALS,Austin Romine,advanced,Batter,Handedness,2022,vs L as R,0.111,0.33299999999999996,0.33,0.25,0.333,0.25,0.583,0.0,0.4,0.4,0.4,0.2,0.0,0.0,0.0,0.2,0.6,0.2,0.2,0.6,0.2,88.7,15.4,0.0,L,16
CHICAGO CUBS,Andrelton Simmons,advanced,Batter,Handedness,2022,vs L as R,0.043,0.217,0.2,0.05,0.095,0.05,0.145,0.0,0.067,0.0,0.667,0.33299999999999996,0.6,0.0,0.0,0.47100000000000003,0.294,0.235,0.41200000000000003,0.41200000000000003,0.17600000000000002,81.4,1.1,0.0,L,16
CHICAGO CUBS,Andrelton Simmons,advanced,Batter,Handedness,2022,vs R as R,0.09699999999999999,0.129,0.75,0.218,0.295,0.236,0.531,0.018,0.255,0.106,0.638,0.255,0.083,0.0,0.1,0.396,0.45799999999999996,0.146,0.22899999999999998,0.6459999999999999,0.125,81.4,1.1,0.0,R,16
CHICAGO CUBS,Nelson Velazquez,advanced,Batter,Handedness,2022,vs L as R,0.07400000000000001,0.40700000000000003,0.18,0.24,0.296,0.6,0.896,0.36,0.333,0.071,0.429,0.5,0.0,0.28600000000000003,0.33299999999999996,0.5,0.214,0.28600000000000003,0.214,0.214,0.5710000000000001,88.4898305084745,12.98549152542372,7.5555254237288105,L,16
ARIZONA DIAMONDBACKS,Christian Walker,advanced,Batter,Handedness,2022,vs R as R,0.12300000000000001,0.21600000000000003,0.57,0.179,0.291,0.419,0.71,0.24,0.159,0.121,0.405,0.474,0.073,0.195,0.086,0.428,0.353,0.22,0.127,0.48,0.39299999999999996,90.3,17.1,14.6,R,16
ARIZONA DIAMONDBACKS,Nick Ahmed,advanced,Batter,Handedness,2022,vs L as R,0.0,0.375,0.0,0.063,0.063,0.25,0.313,0.188,0.0,0.0,0.6,0.4,0.0,0.25,0.0,0.6,0.4,0.0,0.2,0.4,0.4,86.9,4.4,5.4,L,16
LOS ANGELES DODGERS,Chris Taylor,advanced,Batter,Handedness,2022,vs R as R,0.08900000000000001,0.369,0.24,0.238,0.31,0.409,0.719,0.171,0.375,0.278,0.34299999999999997,0.38,0.098,0.098,0.054000000000000006,0.47200000000000003,0.29600000000000004,0.231,0.13,0.491,0.38,87.9,19.0,11.1,R,16
