Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,oppHandedness,Cluster
HOUSTON ASTROS,Jake Meyers,advanced,Batter,Handedness,2022,vs L as R,0.063,0.43799999999999994,0.14,0.333,0.375,0.4,0.775,0.067,0.625,0.375,0.5,0.125,0.0,0.0,0.0,0.5,0.375,0.125,0.125,0.5,0.375,89.9,6.8,8.3,L,19
HOUSTON ASTROS,Jake Meyers,advanced,Batter,Handedness,2022,vs R as R,0.048,0.262,0.18,0.282,0.31,0.462,0.771,0.179,0.357,0.179,0.536,0.28600000000000003,0.0,0.125,0.133,0.345,0.379,0.276,0.069,0.621,0.31,89.9,6.8,8.3,R,19
HOUSTON ASTROS,Chas McCormick,advanced,Batter,Handedness,2022,vs L as R,0.085,0.16899999999999998,0.5,0.315,0.373,0.537,0.91,0.222,0.341,0.182,0.455,0.364,0.0,0.188,0.15,0.341,0.364,0.295,0.068,0.591,0.341,87.9,13.8,10.0,L,19
HOUSTON ASTROS,Yordan Alvarez,advanced,Batter,Handedness,2022,vs R as L,0.127,0.156,0.81,0.341,0.429,0.756,1.185,0.415,0.315,0.23399999999999999,0.37200000000000005,0.39299999999999996,0.035,0.368,0.07400000000000001,0.386,0.4,0.214,0.09699999999999999,0.462,0.441,96.0,12.6,19.2,R,19
OAKLAND ATHLETICS,Vimael Machin,advanced,Batter,Handedness,2022,vs L as L,0.0,0.0,0.0,0.5,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,1.0,0.0,88.4898305084745,12.98549152542372,7.5555254237288105,L,19
TORONTO BLUE JAYS,Zack Collins,advanced,Batter,Handedness,2022,vs L as L,0.0,0.5,0.0,0.2,0.2,0.2,0.4,0.0,0.4,0.2,0.6,0.2,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.8,0.2,93.2,26.7,13.2,L,19
ATLANTA BRAVES,Matt Olson,advanced,Batter,Handedness,2022,vs L as L,0.133,0.23399999999999999,0.57,0.239,0.336,0.413,0.749,0.174,0.295,0.185,0.40700000000000003,0.40700000000000003,0.121,0.091,0.061,0.321,0.506,0.17300000000000001,0.21,0.506,0.284,92.4,15.1,11.6,L,19
ATLANTA BRAVES,Travis d'Arnaud,advanced,Batter,Handedness,2022,vs R as R,0.052000000000000005,0.207,0.25,0.237,0.301,0.441,0.741,0.203,0.264,0.182,0.431,0.387,0.132,0.151,0.034,0.489,0.27,0.24100000000000002,0.175,0.518,0.307,88.2,11.1,8.9,R,19
ATLANTA BRAVES,Michael Harris II,advanced,Batter,Handedness,2022,vs L as L,0.04,0.26,0.15,0.25,0.28,0.354,0.634,0.104,0.343,0.171,0.629,0.2,0.14300000000000002,0.0,0.045,0.4,0.486,0.114,0.2,0.6,0.2,89.4,5.3,10.2,L,19
MILWAUKEE BREWERS,Victor Caratini,advanced,Batter,Handedness,2022,vs R as L,0.11900000000000001,0.19,0.63,0.25,0.345,0.458,0.804,0.208,0.264,0.193,0.474,0.33299999999999996,0.105,0.21100000000000002,0.037000000000000005,0.40399999999999997,0.368,0.228,0.193,0.474,0.33299999999999996,88.7,7.5,12.4,R,19
