Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,EV,LA,Barrel%,oppHandedness,Cluster
HOUSTON ASTROS,Jose Altuve,advanced,Batter,Handedness,2022,vs L as R,0.095,0.203,0.47,0.313,0.378,0.731,1.11,0.418,0.311,0.21600000000000003,0.33299999999999996,0.451,0.0,0.304,0.17600000000000002,0.654,0.28800000000000003,0.057999999999999996,0.096,0.365,0.5379999999999999,86.1,16.6,8.7,L,4
HOUSTON ASTROS,Jose Altuve,advanced,Batter,Handedness,2022,vs R as R,0.11900000000000001,0.14,0.85,0.269,0.37,0.468,0.838,0.199,0.277,0.192,0.419,0.389,0.12300000000000001,0.154,0.114,0.509,0.337,0.154,0.213,0.527,0.26,86.1,16.6,8.7,R,4
HOUSTON ASTROS,Korey Lee,advanced,Batter,Handedness,2022,vs R as R,0.16699999999999998,0.0,1.0,0.4,0.5,0.6,1.1,0.2,0.4,0.0,0.4,0.6,0.0,0.0,0.5,0.4,0.4,0.2,0.2,0.8,0.0,88.4898305084745,12.98549152542372,7.5555254237288105,R,4
OAKLAND ATHLETICS,Stephen Piscotty,advanced,Batter,Handedness,2022,vs L as R,0.207,0.31,0.67,0.217,0.379,0.261,0.64,0.043,0.357,0.28600000000000003,0.429,0.28600000000000003,0.0,0.0,0.0,0.14300000000000002,0.5,0.35700000000000004,0.14300000000000002,0.5710000000000001,0.28600000000000003,87.6,8.6,4.0,L,4
OAKLAND ATHLETICS,Stephen Piscotty,advanced,Batter,Handedness,2022,vs R as R,0.018000000000000002,0.316,0.06,0.189,0.228,0.321,0.549,0.132,0.235,0.25,0.5,0.25,0.0,0.222,0.0,0.47200000000000003,0.361,0.16699999999999998,0.111,0.6940000000000001,0.19399999999999998,87.6,8.6,4.0,R,4
OAKLAND ATHLETICS,Stephen Vogt,advanced,Batter,Handedness,2022,vs R as L,0.081,0.284,0.29,0.152,0.23,0.333,0.563,0.182,0.143,0.222,0.267,0.511,0.174,0.174,0.0,0.478,0.326,0.196,0.13,0.652,0.217,86.9,24.7,8.5,R,4
OAKLAND ATHLETICS,Dermis Garcia,advanced,Batter,Handedness,2022,vs L as R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,88.4898305084745,12.98549152542372,7.5555254237288105,L,4
TORONTO BLUE JAYS,George Springer,advanced,Batter,Handedness,2022,vs L as R,0.125,0.18100000000000002,0.69,0.213,0.319,0.41,0.729,0.197,0.217,0.122,0.449,0.429,0.095,0.14300000000000002,0.0,0.36700000000000005,0.408,0.22399999999999998,0.163,0.429,0.408,88.4898305084745,12.98549152542372,7.5555254237288105,L,4
ATLANTA BRAVES,Ozzie Albies,advanced,Batter,Handedness,2022,vs L as R,0.012,0.11800000000000001,0.1,0.259,0.271,0.469,0.74,0.21,0.257,0.192,0.35600000000000004,0.452,0.152,0.091,0.115,0.479,0.301,0.21899999999999997,0.205,0.521,0.27399999999999997,87.1,16.7,5.5,L,4
MILWAUKEE BREWERS,Pedro Severino,advanced,Batter,Handedness,2022,vs L as R,0.0,0.33299999999999996,0.0,0.167,0.167,0.333,0.5,0.167,0.25,0.5,0.25,0.25,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.75,0.25,88.4898305084745,12.98549152542372,7.5555254237288105,L,4
MILWAUKEE BREWERS,Mike Brosseau,advanced,Batter,Handedness,2022,vs L as R,0.091,0.2,0.45,0.347,0.418,0.592,1.01,0.245,0.4,0.237,0.316,0.447,0.059000000000000004,0.17600000000000002,0.0,0.316,0.42100000000000004,0.263,0.184,0.42100000000000004,0.395,88.0,12.9,6.7,L,4
ST. LOUIS CARDINALS,Nolan Arenado,advanced,Batter,Handedness,2022,vs R as R,0.08800000000000001,0.139,0.63,0.302,0.366,0.494,0.86,0.192,0.321,0.204,0.319,0.478,0.204,0.102,0.083,0.478,0.336,0.18600000000000003,0.23600000000000002,0.47600000000000003,0.289,88.2,23.2,7.3,R,4
ST. LOUIS CARDINALS,Albert Pujols,advanced,Batter,Handedness,2022,vs L as R,0.049,0.18,0.27,0.302,0.328,0.547,0.875,0.245,0.302,0.217,0.457,0.326,0.2,0.2,0.095,0.478,0.28300000000000003,0.239,0.217,0.348,0.435,89.8,14.0,8.2,L,4
ARIZONA DIAMONDBACKS,Josh Rojas,advanced,Batter,Handedness,2022,vs L as L,0.121,0.28800000000000003,0.42,0.268,0.369,0.339,0.709,0.071,0.389,0.33299999999999996,0.41700000000000004,0.25,0.0,0.111,0.0,0.395,0.447,0.158,0.184,0.474,0.342,88.2,13.8,3.1,L,4
ARIZONA DIAMONDBACKS,David Peralta,advanced,Batter,Handedness,2022,vs R as L,0.076,0.237,0.32,0.256,0.314,0.479,0.793,0.223,0.298,0.23,0.304,0.466,0.12,0.133,0.02,0.366,0.435,0.19899999999999998,0.18,0.447,0.373,90.9,17.2,12.0,R,4
ARIZONA DIAMONDBACKS,Buddy Kennedy,advanced,Batter,Handedness,2022,vs L as R,0.037000000000000005,0.29600000000000004,0.13,0.231,0.259,0.423,0.682,0.192,0.294,0.16699999999999998,0.5,0.33299999999999996,0.0,0.16699999999999998,0.111,0.278,0.5,0.222,0.0,0.667,0.33299999999999996,88.8,12.6,2.1,L,4
ARIZONA DIAMONDBACKS,Geraldo Perdomo,advanced,Batter,Handedness,2022,vs L as R,0.08199999999999999,0.16399999999999998,0.5,0.262,0.324,0.277,0.601,0.015,0.321,0.275,0.51,0.21600000000000003,0.091,0.0,0.0,0.23600000000000002,0.564,0.2,0.182,0.5820000000000001,0.23600000000000002,84.9,11.8,2.8,L,4
SAN FRANCISCO GIANTS,Mike Yastrzemski,advanced,Batter,Handedness,2022,vs L as L,0.042,0.282,0.15,0.185,0.239,0.385,0.624,0.2,0.209,0.065,0.457,0.478,0.091,0.136,0.0,0.391,0.413,0.196,0.109,0.63,0.261,90.4,18.4,11.0,L,4
