Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
TEXAS RANGERS,Josh H. Smith,advanced,Batter,Handedness,2022,vs L as L,12.5%,12.5%,1.0,0.091,0.313,0.364,0.676,0.273,0.0,2,-0.1,0.306,99
TEXAS RANGERS,Josh H. Smith,advanced,Batter,Handedness,2022,vs R as L,14.1%,15.5%,0.91,0.293,0.4,0.345,0.745,0.052,0.354,10,1.7,0.34,123
TEXAS RANGERS,Josh H. Smith,advanced,Batter,Handedness,2022,vs L,12.5%,12.5%,1.0,0.091,0.313,0.364,0.676,0.273,0.0,2,-0.1,0.306,99
TEXAS RANGERS,Josh H. Smith,advanced,Batter,Handedness,2022,vs R,14.1%,15.5%,0.91,0.293,0.4,0.345,0.745,0.052,0.354,10,1.7,0.34,123
TEXAS RANGERS,Marcus Semien,advanced,Batter,Handedness,2022,vs L as R,10.2%,14.3%,0.71,0.259,0.337,0.471,0.807,0.212,0.261,14,2.9,0.347,129
TEXAS RANGERS,Marcus Semien,advanced,Batter,Handedness,2022,vs R as R,6.1%,17.3%,0.35,0.23,0.278,0.375,0.653,0.145,0.251,26,-5.5,0.285,85
TEXAS RANGERS,Marcus Semien,advanced,Batter,Handedness,2022,vs L,10.2%,14.3%,0.71,0.259,0.337,0.471,0.807,0.212,0.261,14,2.9,0.347,129
TEXAS RANGERS,Marcus Semien,advanced,Batter,Handedness,2022,vs R,6.1%,17.3%,0.35,0.23,0.278,0.375,0.653,0.145,0.251,26,-5.5,0.285,85
TEXAS RANGERS,Corey Seager,advanced,Batter,Handedness,2022,vs L as L,9.5%,15.2%,0.63,0.258,0.333,0.548,0.882,0.29,0.229,18,5.5,0.376,149
TEXAS RANGERS,Corey Seager,advanced,Batter,Handedness,2022,vs R as L,9.2%,16.0%,0.57,0.239,0.313,0.436,0.749,0.197,0.238,32,1.9,0.319,109
TEXAS RANGERS,Corey Seager,advanced,Batter,Handedness,2022,vs L,9.5%,15.2%,0.63,0.258,0.333,0.548,0.882,0.29,0.229,18,5.5,0.376,149
TEXAS RANGERS,Corey Seager,advanced,Batter,Handedness,2022,vs R,9.2%,16.0%,0.57,0.239,0.313,0.436,0.749,0.197,0.238,32,1.9,0.319,109
TEXAS RANGERS,Adolis García,advanced,Batter,Handedness,2022,vs L as R,6.5%,31.5%,0.21,0.186,0.239,0.384,0.623,0.198,0.226,7,-3.3,0.266,71
