Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
TAMPA BAY RAYS,Yandy Díaz,advanced,Batter,Handedness,2022,vs L as R,12.5%,4.5%,2.75,0.312,0.398,0.481,0.878,0.169,0.31,15,5.2,0.384,159
TAMPA BAY RAYS,Yandy Díaz,advanced,Batter,Handedness,2022,vs R as R,15.9%,12.5%,1.28,0.3,0.422,0.374,0.796,0.074,0.348,37,9.7,0.363,144
TAMPA BAY RAYS,Yandy Díaz,advanced,Batter,Handedness,2022,vs L,12.5%,4.5%,2.75,0.312,0.398,0.481,0.878,0.169,0.31,15,5.2,0.384,159
TAMPA BAY RAYS,Yandy Díaz,advanced,Batter,Handedness,2022,vs R,15.9%,12.5%,1.28,0.3,0.422,0.374,0.796,0.074,0.348,37,9.7,0.363,144
TAMPA BAY RAYS,Ji-Man Choi,advanced,Batter,Handedness,2022,vs L as L,2.9%,44.1%,0.07,0.394,0.412,0.515,0.927,0.121,0.722,6,2.5,0.403,172
TAMPA BAY RAYS,Ji-Man Choi,advanced,Batter,Handedness,2022,vs R as L,18.0%,25.7%,0.7,0.257,0.388,0.443,0.831,0.186,0.33,33,8.8,0.364,145
TAMPA BAY RAYS,Ji-Man Choi,advanced,Batter,Handedness,2022,vs L,2.9%,44.1%,0.07,0.394,0.412,0.515,0.927,0.121,0.722,6,2.5,0.403,172
TAMPA BAY RAYS,Ji-Man Choi,advanced,Batter,Handedness,2022,vs R,18.0%,25.7%,0.7,0.257,0.388,0.443,0.831,0.186,0.33,33,8.8,0.364,145
TAMPA BAY RAYS,Harold Ramírez,advanced,Batter,Handedness,2022,vs L as R,10.3%,11.5%,0.89,0.377,0.449,0.478,0.927,0.101,0.424,15,5.9,0.406,174
TAMPA BAY RAYS,Harold Ramírez,advanced,Batter,Handedness,2022,vs R as R,4.7%,14.8%,0.32,0.314,0.349,0.442,0.791,0.128,0.351,24,4.5,0.343,130
TAMPA BAY RAYS,Harold Ramírez,advanced,Batter,Handedness,2022,vs L,10.3%,11.5%,0.89,0.377,0.449,0.478,0.927,0.101,0.424,15,5.9,0.406,174
TAMPA BAY RAYS,Harold Ramírez,advanced,Batter,Handedness,2022,vs R,4.7%,14.8%,0.32,0.314,0.349,0.442,0.791,0.128,0.351,24,4.5,0.343,130
TAMPA BAY RAYS,Isaac Paredes,advanced,Batter,Handedness,2022,vs L as R,6.1%,16.3%,0.38,0.239,0.286,0.609,0.894,0.37,0.182,8,2.6,0.377,154
TAMPA BAY RAYS,Isaac Paredes,advanced,Batter,Handedness,2022,vs R as R,9.5%,18.1%,0.52,0.243,0.319,0.524,0.843,0.282,0.227,18,4.6,0.36,142
TAMPA BAY RAYS,Isaac Paredes,advanced,Batter,Handedness,2022,vs L,6.1%,16.3%,0.38,0.239,0.286,0.609,0.894,0.37,0.182,8,2.6,0.377,154
