Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
PHILADELPHIA PHILLIES,Kyle Schwarber,advanced,Batter,Handedness,2022,vs L as L,15.7%,31.3%,0.5,0.198,0.328,0.423,0.752,0.225,0.238,18,2.3,0.332,112
PHILADELPHIA PHILLIES,Kyle Schwarber,advanced,Batter,Handedness,2022,vs R as L,12.9%,27.9%,0.46,0.226,0.329,0.567,0.896,0.341,0.217,41,12.9,0.377,143
PHILADELPHIA PHILLIES,Kyle Schwarber,advanced,Batter,Handedness,2022,vs L,15.7%,31.3%,0.5,0.198,0.328,0.423,0.752,0.225,0.238,18,2.3,0.332,112
PHILADELPHIA PHILLIES,Kyle Schwarber,advanced,Batter,Handedness,2022,vs R,12.9%,27.9%,0.46,0.226,0.329,0.567,0.896,0.341,0.217,41,12.9,0.377,143
PHILADELPHIA PHILLIES,Rhys Hoskins,advanced,Batter,Handedness,2022,vs L as R,14.9%,22.3%,0.67,0.286,0.404,0.597,1.002,0.312,0.327,19,8.5,0.423,174
PHILADELPHIA PHILLIES,Rhys Hoskins,advanced,Batter,Handedness,2022,vs R as R,10.9%,26.4%,0.41,0.241,0.322,0.453,0.776,0.212,0.288,38,6.0,0.338,116
PHILADELPHIA PHILLIES,Rhys Hoskins,advanced,Batter,Handedness,2022,vs L,14.9%,22.3%,0.67,0.286,0.404,0.597,1.002,0.312,0.327,19,8.5,0.423,174
PHILADELPHIA PHILLIES,Rhys Hoskins,advanced,Batter,Handedness,2022,vs R,10.9%,26.4%,0.41,0.241,0.322,0.453,0.776,0.212,0.288,38,6.0,0.338,116
PHILADELPHIA PHILLIES,Nick Castellanos,advanced,Batter,Handedness,2022,vs L as R,5.7%,18.4%,0.31,0.296,0.333,0.395,0.728,0.099,0.344,11,0.7,0.32,104
PHILADELPHIA PHILLIES,Nick Castellanos,advanced,Batter,Handedness,2022,vs R as R,5.8%,25.3%,0.23,0.236,0.285,0.368,0.653,0.132,0.301,27,-5.1,0.287,82
PHILADELPHIA PHILLIES,Nick Castellanos,advanced,Batter,Handedness,2022,vs L,5.7%,18.4%,0.31,0.296,0.333,0.395,0.728,0.099,0.344,11,0.7,0.32,104
PHILADELPHIA PHILLIES,Nick Castellanos,advanced,Batter,Handedness,2022,vs R,5.8%,25.3%,0.23,0.236,0.285,0.368,0.653,0.132,0.301,27,-5.1,0.287,82
PHILADELPHIA PHILLIES,Darick Hall,advanced,Batter,Handedness,2022,vs L as L,0.0%,100.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2,0.0,-100
PHILADELPHIA PHILLIES,Darick Hall,advanced,Batter,Handedness,2022,vs R as L,2.0%,32.0%,0.06,0.265,0.28,0.571,0.851,0.306,0.31,8,2.0,0.361,132
PHILADELPHIA PHILLIES,Darick Hall,advanced,Batter,Handedness,2022,vs L,0.0%,100.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2,0.0,-100
PHILADELPHIA PHILLIES,Darick Hall,advanced,Batter,Handedness,2022,vs R,2.0%,32.0%,0.06,0.265,0.28,0.571,0.851,0.306,0.31,8,2.0,0.361,132
PHILADELPHIA PHILLIES,Bryson Stott,advanced,Batter,Handedness,2022,vs L as L,12.8%,29.8%,0.43,0.171,0.277,0.293,0.569,0.122,0.231,4,-1.8,0.261,64
PHILADELPHIA PHILLIES,Bryson Stott,advanced,Batter,Handedness,2022,vs R as L,7.5%,16.8%,0.44,0.188,0.248,0.282,0.53,0.094,0.203,10,-9.1,0.239,49
PHILADELPHIA PHILLIES,Bryson Stott,advanced,Batter,Handedness,2022,vs L,12.8%,29.8%,0.43,0.171,0.277,0.293,0.569,0.122,0.231,4,-1.8,0.261,64
PHILADELPHIA PHILLIES,Bryson Stott,advanced,Batter,Handedness,2022,vs R,7.5%,16.8%,0.44,0.188,0.248,0.282,0.53,0.094,0.203,10,-9.1,0.239,49
PHILADELPHIA PHILLIES,Matt Vierling,advanced,Batter,Handedness,2022,vs L as R,11.1%,20.4%,0.55,0.283,0.352,0.413,0.765,0.13,0.333,7,1.0,0.332,112
PHILADELPHIA PHILLIES,Matt Vierling,advanced,Batter,Handedness,2022,vs R as R,9.5%,21.4%,0.44,0.216,0.298,0.324,0.622,0.108,0.255,8,-2.0,0.28,77
PHILADELPHIA PHILLIES,Matt Vierling,advanced,Batter,Handedness,2022,vs L,11.1%,20.4%,0.55,0.283,0.352,0.413,0.765,0.13,0.333,7,1.0,0.332,112
PHILADELPHIA PHILLIES,Matt Vierling,advanced,Batter,Handedness,2022,vs R,9.5%,21.4%,0.44,0.216,0.298,0.324,0.622,0.108,0.255,8,-2.0,0.28,77
PHILADELPHIA PHILLIES,Didi Gregorius,advanced,Batter,Handedness,2022,vs L as L,4.8%,19.0%,0.25,0.189,0.286,0.243,0.529,0.054,0.241,3,-2.0,0.25,56
PHILADELPHIA PHILLIES,Didi Gregorius,advanced,Batter,Handedness,2022,vs R as L,7.4%,15.4%,0.48,0.256,0.309,0.376,0.685,0.12,0.305,15,-1.2,0.299,90
