Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
CLEVELAND GUARDIANS,Steven Kwan,advanced,Batter,Handedness,2022,vs L as L,4.8%,17.7%,0.27,.304,.355,.304,.658,.000,.370,7,-0.5,.299,94
CLEVELAND GUARDIANS,Steven Kwan,advanced,Batter,Handedness,2022,vs R as L,11.8%,5.5%,2.15,.279,.371,.377,.749,.098,.292,32,4.4,.333,118
CLEVELAND GUARDIANS,Steven Kwan,advanced,Batter,Handedness,2022,vs L,4.8%,17.7%,0.27,.304,.355,.304,.658,.000,.370,7,-0.5,.299,94
CLEVELAND GUARDIANS,Steven Kwan,advanced,Batter,Handedness,2022,vs R,11.8%,5.5%,2.15,.279,.371,.377,.749,.098,.292,32,4.4,.333,118
CLEVELAND GUARDIANS,Amed Rosario,advanced,Batter,Handedness,2022,vs L as R,9.2%,11.5%,0.80,.282,.345,.449,.794,.167,.299,12,2.4,.344,125
CLEVELAND GUARDIANS,Amed Rosario,advanced,Batter,Handedness,2022,vs R as R,3.5%,15.6%,0.23,.283,.313,.377,.690,.094,.330,28,-1.7,.302,96
CLEVELAND GUARDIANS,Amed Rosario,advanced,Batter,Handedness,2022,vs L,9.2%,11.5%,0.80,.282,.345,.449,.794,.167,.299,12,2.4,.344,125
CLEVELAND GUARDIANS,Amed Rosario,advanced,Batter,Handedness,2022,vs R,3.5%,15.6%,0.23,.283,.313,.377,.690,.094,.330,28,-1.7,.302,96
CLEVELAND GUARDIANS,José Ramírez,advanced,Batter,Handedness,2022,vs R as L,11.8%,9.5%,1.24,.307,.389,.623,1.012,.316,.293,54,23.7,.424,181
CLEVELAND GUARDIANS,José Ramírez,advanced,Batter,Handedness,2022,vs L as R,8.2%,11.3%,0.73,.241,.320,.437,.756,.195,.247,12,0.7,.319,108
CLEVELAND GUARDIANS,José Ramírez,advanced,Batter,Handedness,2022,vs L,8.2%,11.3%,0.73,.241,.320,.437,.756,.195,.247,12,0.7,.319,108
CLEVELAND GUARDIANS,José Ramírez,advanced,Batter,Handedness,2022,vs R,11.8%,9.5%,1.24,.307,.389,.623,1.012,.316,.293,54,23.7,.424,181
CLEVELAND GUARDIANS,Josh Naylor,advanced,Batter,Handedness,2022,vs L as L,9.1%,28.8%,0.32,.207,.288,.293,.581,.086,.282,5,-2.4,.264,69
CLEVELAND GUARDIANS,Josh Naylor,advanced,Batter,Handedness,2022,vs R as L,6.7%,11.0%,0.61,.307,.354,.580,.934,.273,.290,30,11.0,.394,160
CLEVELAND GUARDIANS,Josh Naylor,advanced,Batter,Handedness,2022,vs L,9.1%,28.8%,0.32,.207,.288,.293,.581,.086,.282,5,-2.4,.264,69
CLEVELAND GUARDIANS,Josh Naylor,advanced,Batter,Handedness,2022,vs R,6.7%,11.0%,0.61,.307,.354,.580,.934,.273,.290,30,11.0,.394,160
CLEVELAND GUARDIANS,Franmil Reyes,advanced,Batter,Handedness,2022,vs L as R,5.1%,37.3%,0.14,.179,.220,.268,.488,.089,.273,2,-4.3,.218,37
CLEVELAND GUARDIANS,Franmil Reyes,advanced,Batter,Handedness,2022,vs R as R,5.8%,40.9%,0.14,.234,.281,.405,.686,.171,.361,18,-1.7,.298,93
CLEVELAND GUARDIANS,Franmil Reyes,advanced,Batter,Handedness,2022,vs L,5.1%,37.3%,0.14,.179,.220,.268,.488,.089,.273,2,-4.3,.218,37
CLEVELAND GUARDIANS,Franmil Reyes,advanced,Batter,Handedness,2022,vs R,5.8%,40.9%,0.14,.234,.281,.405,.686,.171,.361,18,-1.7,.298,93
CLEVELAND GUARDIANS,Andrés Giménez,advanced,Batter,Handedness,2022,vs L as L,3.3%,15.0%,0.22,.278,.328,.370,.698,.093,.318,7,0.0,.311,102
CLEVELAND GUARDIANS,Andrés Giménez,advanced,Batter,Handedness,2022,vs R as L,5.2%,23.1%,0.22,.295,.355,.489,.845,.195,.356,34,9.1,.364,139
CLEVELAND GUARDIANS,Andrés Giménez,advanced,Batter,Handedness,2022,vs L,3.3%,15.0%,0.22,.278,.328,.370,.698,.093,.318,7,0.0,.311,102
CLEVELAND GUARDIANS,Andrés Giménez,advanced,Batter,Handedness,2022,vs R,5.2%,23.1%,0.22,.295,.355,.489,.845,.195,.356,34,9.1,.364,139
CLEVELAND GUARDIANS,Nolan Jones,advanced,Batter,Handedness,2022,vs R as L,15.0%,25.0%,0.60,.412,.500,.706,1.206,.294,.545,5,3.2,.510,242
CLEVELAND GUARDIANS,Nolan Jones,advanced,Batter,Handedness,2022,vs R,15.0%,25.0%,0.60,.412,.500,.706,1.206,.294,.545,5,3.2,.510,242
CLEVELAND GUARDIANS,Austin Hedges,advanced,Batter,Handedness,2022,vs L as R,12.5%,22.9%,0.55,.125,.234,.275,.509,.150,.107,3,-3.0,.233,47
CLEVELAND GUARDIANS,Austin Hedges,advanced,Batter,Handedness,2022,vs R as R,3.3%,26.4%,0.13,.168,.210,.257,.467,.088,.205,4,-9.7,.210,31
CLEVELAND GUARDIANS,Austin Hedges,advanced,Batter,Handedness,2022,vs L,12.5%,22.9%,0.55,.125,.234,.275,.509,.150,.107,3,-3.0,.233,47
CLEVELAND GUARDIANS,Austin Hedges,advanced,Batter,Handedness,2022,vs R,3.3%,26.4%,0.13,.168,.210,.257,.467,.088,.205,4,-9.7,.210,31
CLEVELAND GUARDIANS,Myles Straw,advanced,Batter,Handedness,2022,vs L as R,11.1%,21.1%,0.53,.213,.300,.275,.575,.063,.279,7,-3.3,.265,70
CLEVELAND GUARDIANS,Myles Straw,advanced,Batter,Handedness,2022,vs R as R,11.5%,13.5%,0.85,.209,.302,.255,.556,.045,.245,19,-10.4,.259,65
CLEVELAND GUARDIANS,Myles Straw,advanced,Batter,Handedness,2022,vs L,11.1%,21.1%,0.53,.213,.300,.275,.575,.063,.279,7,-3.3,.265,70
CLEVELAND GUARDIANS,Myles Straw,advanced,Batter,Handedness,2022,vs R,11.5%,13.5%,0.85,.209,.302,.255,.556,.045,.245,19,-10.4,.259,65
CLEVELAND GUARDIANS,Luke Maile,advanced,Batter,Handedness,2022,vs L as R,8.3%,12.5%,0.67,.150,.208,.300,.508,.150,.158,1,-1.8,.215,35
CLEVELAND GUARDIANS,Luke Maile,advanced,Batter,Handedness,2022,vs R as R,13.2%,31.6%,0.42,.182,.289,.258,.547,.076,.286,5,-3.3,.255,63
CLEVELAND GUARDIANS,Luke Maile,advanced,Batter,Handedness,2022,vs L,8.3%,12.5%,0.67,.150,.208,.300,.508,.150,.158,1,-1.8,.215,35
CLEVELAND GUARDIANS,Luke Maile,advanced,Batter,Handedness,2022,vs R,13.2%,31.6%,0.42,.182,.289,.258,.547,.076,.286,5,-3.3,.255,63
CLEVELAND GUARDIANS,Ernie Clement,advanced,Batter,Handedness,2022,vs L as R,2.9%,12.9%,0.22,.200,.246,.215,.462,.015,.232,3,-5.4,.213,33
CLEVELAND GUARDIANS,Ernie Clement,advanced,Batter,Handedness,2022,vs R as R,10.0%,14.3%,0.70,.226,.300,.258,.558,.032,.264,5,-3.0,.257,64
CLEVELAND GUARDIANS,Ernie Clement,advanced,Batter,Handedness,2022,vs L,2.9%,12.9%,0.22,.200,.246,.215,.462,.015,.232,3,-5.4,.213,33
CLEVELAND GUARDIANS,Ernie Clement,advanced,Batter,Handedness,2022,vs R,10.0%,14.3%,0.70,.226,.300,.258,.558,.032,.264,5,-3.0,.257,64
CLEVELAND GUARDIANS,Owen Miller,advanced,Batter,Handedness,2022,vs L as R,10.8%,22.6%,0.48,.200,.290,.338,.628,.138,.237,8,-2.6,.275,77
CLEVELAND GUARDIANS,Owen Miller,advanced,Batter,Handedness,2022,vs R as R,5.4%,18.6%,0.29,.265,.304,.378,.682,.114,.311,21,-2.3,.296,91
CLEVELAND GUARDIANS,Owen Miller,advanced,Batter,Handedness,2022,vs L,10.8%,22.6%,0.48,.200,.290,.338,.628,.138,.237,8,-2.6,.275,77
CLEVELAND GUARDIANS,Owen Miller,advanced,Batter,Handedness,2022,vs R,5.4%,18.6%,0.29,.265,.304,.378,.682,.114,.311,21,-2.3,.296,91
CLEVELAND GUARDIANS,Alex Call,advanced,Batter,Handedness,2022,vs L as R,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,.000,0,-0.2,.000,-100
CLEVELAND GUARDIANS,Alex Call,advanced,Batter,Handedness,2022,vs R as R,33.3%,33.3%,1.00,.000,.333,.000,.333,.000,.000,0,-0.2,.230,45
CLEVELAND GUARDIANS,Alex Call,advanced,Batter,Handedness,2022,vs L,0.0%,0.0%,0.00,.000,.000,.000,.000,.000,.000,0,-0.2,.000,-100
CLEVELAND GUARDIANS,Alex Call,advanced,Batter,Handedness,2022,vs R,33.3%,33.3%,1.00,.000,.333,.000,.333,.000,.000,0,-0.2,.230,45
CLEVELAND GUARDIANS,Oscar Gonzalez,advanced,Batter,Handedness,2022,vs L as R,4.5%,29.5%,0.15,.268,.318,.390,.708,.122,.370,5,0.1,.313,103
CLEVELAND GUARDIANS,Oscar Gonzalez,advanced,Batter,Handedness,2022,vs R as R,3.5%,17.4%,0.20,.293,.314,.451,.765,.159,.343,11,1.3,.328,114
CLEVELAND GUARDIANS,Oscar Gonzalez,advanced,Batter,Handedness,2022,vs L,4.5%,29.5%,0.15,.268,.318,.390,.708,.122,.370,5,0.1,.313,103
CLEVELAND GUARDIANS,Oscar Gonzalez,advanced,Batter,Handedness,2022,vs R,3.5%,17.4%,0.20,.293,.314,.451,.765,.159,.343,11,1.3,.328,114
