Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
KANSAS CITY ROYALS,Whit Merrifield,advanced,Batter,Handedness,2022,vs L as R,8.4%,13.1%,0.64,0.221,0.28,0.347,0.628,0.126,0.232,9,-3.0,0.275,75
KANSAS CITY ROYALS,Whit Merrifield,advanced,Batter,Handedness,2022,vs R as R,7.1%,15.0%,0.48,0.247,0.297,0.342,0.639,0.095,0.279,25,-6.0,0.282,80
KANSAS CITY ROYALS,Whit Merrifield,advanced,Batter,Handedness,2022,vs L,8.4%,13.1%,0.64,0.221,0.28,0.347,0.628,0.126,0.232,9,-3.0,0.275,75
KANSAS CITY ROYALS,Whit Merrifield,advanced,Batter,Handedness,2022,vs R,7.1%,15.0%,0.48,0.247,0.297,0.342,0.639,0.095,0.279,25,-6.0,0.282,80
KANSAS CITY ROYALS,Andrew Benintendi,advanced,Batter,Handedness,2022,vs L as L,9.7%,11.7%,0.83,0.261,0.34,0.315,0.655,0.054,0.291,11,-0.9,0.299,92
KANSAS CITY ROYALS,Andrew Benintendi,advanced,Batter,Handedness,2022,vs R as L,10.5%,15.2%,0.69,0.336,0.402,0.434,0.836,0.097,0.394,41,11.8,0.368,140
KANSAS CITY ROYALS,Andrew Benintendi,advanced,Batter,Handedness,2022,vs L,9.7%,11.7%,0.83,0.261,0.34,0.315,0.655,0.054,0.291,11,-0.9,0.299,92
KANSAS CITY ROYALS,Andrew Benintendi,advanced,Batter,Handedness,2022,vs R,10.5%,15.2%,0.69,0.336,0.402,0.434,0.836,0.097,0.394,41,11.8,0.368,140
KANSAS CITY ROYALS,Bobby Witt Jr.,advanced,Batter,Handedness,2022,vs R as L,0.0%,100.0%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.2,0.0,-100
KANSAS CITY ROYALS,Bobby Witt Jr.,advanced,Batter,Handedness,2022,vs L as R,4.6%,27.6%,0.17,0.183,0.218,0.39,0.609,0.207,0.214,6,-3.9,0.253,60
KANSAS CITY ROYALS,Bobby Witt Jr.,advanced,Batter,Handedness,2022,vs R as R,6.2%,21.2%,0.29,0.272,0.323,0.469,0.792,0.197,0.316,37,6.5,0.342,122
KANSAS CITY ROYALS,Bobby Witt Jr.,advanced,Batter,Handedness,2022,vs L,4.6%,27.6%,0.17,0.183,0.218,0.39,0.609,0.207,0.214,6,-3.9,0.253,60
KANSAS CITY ROYALS,Bobby Witt Jr.,advanced,Batter,Handedness,2022,vs R,6.1%,21.5%,0.29,0.271,0.322,0.467,0.789,0.196,0.316,36,6.3,0.34,121
KANSAS CITY ROYALS,Hunter Dozier,advanced,Batter,Handedness,2022,vs L as R,9.8%,22.0%,0.44,0.264,0.354,0.389,0.743,0.125,0.34,11,1.4,0.331,114
KANSAS CITY ROYALS,Hunter Dozier,advanced,Batter,Handedness,2022,vs R as R,6.7%,22.9%,0.29,0.261,0.314,0.454,0.768,0.193,0.311,30,4.1,0.333,116
KANSAS CITY ROYALS,Hunter Dozier,advanced,Batter,Handedness,2022,vs L,9.8%,22.0%,0.44,0.264,0.354,0.389,0.743,0.125,0.34,11,1.4,0.331,114
KANSAS CITY ROYALS,Hunter Dozier,advanced,Batter,Handedness,2022,vs R,6.7%,22.9%,0.29,0.261,0.314,0.454,0.768,0.193,0.311,30,4.1,0.333,116
KANSAS CITY ROYALS,Vinnie Pasquantino,advanced,Batter,Handedness,2022,vs L as L,14.3%,14.3%,1.0,0.333,0.429,0.5,0.929,0.167,0.4,1,0.5,0.405,166
KANSAS CITY ROYALS,Vinnie Pasquantino,advanced,Batter,Handedness,2022,vs R as L,14.5%,16.4%,0.89,0.178,0.327,0.311,0.638,0.133,0.176,6,-0.5,0.298,91
