Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,BB%,K%,BB/K,AVG,OBP,SLG,OPS,ISO,BABIP,wRC,wRAA,wOBA,wRC+
LOS ANGELES DODGERS,Mookie Betts,advanced,Batter,Handedness,2022,vs L as R,9.9%,16.5%,0.6,0.309,0.374,0.556,0.929,0.247,0.323,17,6.3,0.397,160
LOS ANGELES DODGERS,Mookie Betts,advanced,Batter,Handedness,2022,vs R as R,9.8%,17.8%,0.55,0.256,0.338,0.533,0.87,0.276,0.248,37,11.3,0.373,144
LOS ANGELES DODGERS,Mookie Betts,advanced,Batter,Handedness,2022,vs L,9.9%,16.5%,0.6,0.309,0.374,0.556,0.929,0.247,0.323,17,6.3,0.397,160
LOS ANGELES DODGERS,Mookie Betts,advanced,Batter,Handedness,2022,vs R,9.8%,17.8%,0.55,0.256,0.338,0.533,0.87,0.276,0.248,37,11.3,0.373,144
LOS ANGELES DODGERS,Trea Turner,advanced,Batter,Handedness,2022,vs L as R,8.7%,18.3%,0.47,0.293,0.365,0.5,0.865,0.207,0.329,17,5.0,0.371,143
LOS ANGELES DODGERS,Trea Turner,advanced,Batter,Handedness,2022,vs R as R,6.2%,19.9%,0.31,0.307,0.347,0.476,0.823,0.169,0.361,42,9.9,0.355,132
LOS ANGELES DODGERS,Trea Turner,advanced,Batter,Handedness,2022,vs L,8.7%,18.3%,0.47,0.293,0.365,0.5,0.865,0.207,0.329,17,5.0,0.371,143
LOS ANGELES DODGERS,Trea Turner,advanced,Batter,Handedness,2022,vs R,6.2%,19.9%,0.31,0.307,0.347,0.476,0.823,0.169,0.361,42,9.9,0.355,132
LOS ANGELES DODGERS,Freddie Freeman,advanced,Batter,Handedness,2022,vs L as L,9.9%,24.8%,0.4,0.283,0.364,0.453,0.816,0.17,0.365,18,4.5,0.357,133
LOS ANGELES DODGERS,Freddie Freeman,advanced,Batter,Handedness,2022,vs R as L,10.9%,13.1%,0.83,0.323,0.397,0.536,0.933,0.213,0.347,49,18.3,0.396,160
LOS ANGELES DODGERS,Freddie Freeman,advanced,Batter,Handedness,2022,vs L,9.9%,24.8%,0.4,0.283,0.364,0.453,0.816,0.17,0.365,18,4.5,0.357,133
LOS ANGELES DODGERS,Freddie Freeman,advanced,Batter,Handedness,2022,vs R,10.9%,13.1%,0.83,0.323,0.397,0.536,0.933,0.213,0.347,49,18.3,0.396,160
LOS ANGELES DODGERS,Will Smith,advanced,Batter,Handedness,2022,vs L as R,12.7%,8.5%,1.5,0.317,0.423,0.55,0.973,0.233,0.3,14,6.1,0.418,175
LOS ANGELES DODGERS,Will Smith,advanced,Batter,Handedness,2022,vs R as R,11.3%,17.4%,0.65,0.244,0.33,0.423,0.753,0.179,0.26,30,3.8,0.331,115
LOS ANGELES DODGERS,Will Smith,advanced,Batter,Handedness,2022,vs L,12.7%,8.5%,1.5,0.317,0.423,0.55,0.973,0.233,0.3,14,6.1,0.418,175
LOS ANGELES DODGERS,Will Smith,advanced,Batter,Handedness,2022,vs R,11.3%,17.4%,0.65,0.244,0.33,0.423,0.753,0.179,0.26,30,3.8,0.331,115
LOS ANGELES DODGERS,Justin Turner,advanced,Batter,Handedness,2022,vs L as R,10.5%,22.1%,0.48,0.229,0.305,0.325,0.631,0.096,0.274,9,-2.4,0.278,80
LOS ANGELES DODGERS,Justin Turner,advanced,Batter,Handedness,2022,vs R as R,9.4%,15.3%,0.61,0.255,0.323,0.428,0.751,0.173,0.276,30,3.0,0.326,112
LOS ANGELES DODGERS,Justin Turner,advanced,Batter,Handedness,2022,vs L,10.5%,22.1%,0.48,0.229,0.305,0.325,0.631,0.096,0.274,9,-2.4,0.278,80
LOS ANGELES DODGERS,Justin Turner,advanced,Batter,Handedness,2022,vs R,9.4%,15.3%,0.61,0.255,0.323,0.428,0.751,0.173,0.276,30,3.0,0.326,112
LOS ANGELES DODGERS,Cody Bellinger,advanced,Batter,Handedness,2022,vs L as L,5.0%,29.0%,0.17,0.191,0.23,0.287,0.517,0.096,0.262,5,-6.5,0.228,46
LOS ANGELES DODGERS,Cody Bellinger,advanced,Batter,Handedness,2022,vs R as L,8.7%,30.6%,0.28,0.217,0.288,0.429,0.717,0.212,0.27,25,0.2,0.311,102
LOS ANGELES DODGERS,Cody Bellinger,advanced,Batter,Handedness,2022,vs L,5.0%,29.0%,0.17,0.191,0.23,0.287,0.517,0.096,0.262,5,-6.5,0.228,46
LOS ANGELES DODGERS,Cody Bellinger,advanced,Batter,Handedness,2022,vs R,8.7%,30.6%,0.28,0.217,0.288,0.429,0.717,0.212,0.27,25,0.2,0.311,102
LOS ANGELES DODGERS,Max Muncy,advanced,Batter,Handedness,2022,vs L as L,14.9%,18.9%,0.79,0.148,0.27,0.311,0.582,0.164,0.13,6,-2.8,0.263,70
LOS ANGELES DODGERS,Max Muncy,advanced,Batter,Handedness,2022,vs R as L,19.0%,25.2%,0.75,0.166,0.329,0.308,0.636,0.142,0.207,22,-2.5,0.295,91
LOS ANGELES DODGERS,Max Muncy,advanced,Batter,Handedness,2022,vs L,14.9%,18.9%,0.79,0.148,0.27,0.311,0.582,0.164,0.13,6,-2.8,0.263,70
LOS ANGELES DODGERS,Max Muncy,advanced,Batter,Handedness,2022,vs R,19.0%,25.2%,0.75,0.166,0.329,0.308,0.636,0.142,0.207,22,-2.5,0.295,91
LOS ANGELES DODGERS,Jake Lamb,advanced,Batter,Handedness,2022,vs R as L,13.8%,31.0%,0.44,0.25,0.379,0.625,1.004,0.375,0.308,6,2.6,0.422,177
LOS ANGELES DODGERS,Jake Lamb,advanced,Batter,Handedness,2022,vs R,13.8%,31.0%,0.44,0.25,0.379,0.625,1.004,0.375,0.308,6,2.6,0.422,177
LOS ANGELES DODGERS,Gavin Lux,advanced,Batter,Handedness,2022,vs L as L,9.4%,23.4%,0.4,0.293,0.359,0.345,0.704,0.052,0.395,8,0.4,0.317,106
LOS ANGELES DODGERS,Gavin Lux,advanced,Batter,Handedness,2022,vs R as L,11.1%,16.7%,0.67,0.305,0.38,0.442,0.822,0.137,0.359,33,8.5,0.36,135
LOS ANGELES DODGERS,Gavin Lux,advanced,Batter,Handedness,2022,vs L,9.4%,23.4%,0.4,0.293,0.359,0.345,0.704,0.052,0.395,8,0.4,0.317,106
LOS ANGELES DODGERS,Gavin Lux,advanced,Batter,Handedness,2022,vs R,11.1%,16.7%,0.67,0.305,0.38,0.442,0.822,0.137,0.359,33,8.5,0.36,135
LOS ANGELES DODGERS,Austin Barnes,advanced,Batter,Handedness,2022,vs L as R,18.6%,18.6%,1.0,0.114,0.279,0.257,0.536,0.143,0.115,3,-1.9,0.256,65
LOS ANGELES DODGERS,Austin Barnes,advanced,Batter,Handedness,2022,vs R as R,10.4%,17.9%,0.58,0.193,0.299,0.368,0.667,0.175,0.186,7,-0.7,0.297,93
LOS ANGELES DODGERS,Austin Barnes,advanced,Batter,Handedness,2022,vs L,18.6%,18.6%,1.0,0.114,0.279,0.257,0.536,0.143,0.115,3,-1.9,0.256,65
LOS ANGELES DODGERS,Austin Barnes,advanced,Batter,Handedness,2022,vs R,10.4%,17.9%,0.58,0.193,0.299,0.368,0.667,0.175,0.186,7,-0.7,0.297,93
LOS ANGELES DODGERS,Hanser Alberto,advanced,Batter,Handedness,2022,vs L as R,0.0%,19.3%,0.0,0.246,0.246,0.333,0.579,0.088,0.289,4,-2.7,0.251,62
LOS ANGELES DODGERS,Hanser Alberto,advanced,Batter,Handedness,2022,vs R as R,4.0%,16.0%,0.25,0.167,0.2,0.375,0.575,0.208,0.158,2,-1.3,0.247,58
LOS ANGELES DODGERS,Hanser Alberto,advanced,Batter,Handedness,2022,vs L,0.0%,19.3%,0.0,0.246,0.246,0.333,0.579,0.088,0.289,4,-2.7,0.251,62
LOS ANGELES DODGERS,Hanser Alberto,advanced,Batter,Handedness,2022,vs R,4.0%,16.0%,0.25,0.167,0.2,0.375,0.575,0.208,0.158,2,-1.3,0.247,58
LOS ANGELES DODGERS,Zach McKinstry,advanced,Batter,Handedness,2022,vs R as L,0.0%,42.9%,0.0,0.143,0.143,0.571,0.714,0.429,0.0,1,-0.1,0.295,91
LOS ANGELES DODGERS,Zach McKinstry,advanced,Batter,Handedness,2022,vs R,0.0%,42.9%,0.0,0.143,0.143,0.571,0.714,0.429,0.0,1,-0.1,0.295,91
LOS ANGELES DODGERS,Trayce Thompson,advanced,Batter,Handedness,2022,vs L as R,3.4%,41.4%,0.08,0.185,0.241,0.37,0.612,0.185,0.286,2,-1.0,0.268,75
LOS ANGELES DODGERS,Trayce Thompson,advanced,Batter,Handedness,2022,vs R as R,14.3%,28.6%,0.5,0.267,0.371,0.433,0.805,0.167,0.368,5,1.3,0.356,133
LOS ANGELES DODGERS,Trayce Thompson,advanced,Batter,Handedness,2022,vs L,3.4%,41.4%,0.08,0.185,0.241,0.37,0.612,0.185,0.286,2,-1.0,0.268,75
LOS ANGELES DODGERS,Trayce Thompson,advanced,Batter,Handedness,2022,vs R,14.3%,28.6%,0.5,0.267,0.371,0.433,0.805,0.167,0.368,5,1.3,0.356,133
LOS ANGELES DODGERS,Edwin Ríos,advanced,Batter,Handedness,2022,vs L as L,0.0%,30.8%,0.0,0.231,0.231,0.692,0.923,0.462,0.143,2,0.8,0.386,153
LOS ANGELES DODGERS,Edwin Ríos,advanced,Batter,Handedness,2022,vs R as L,6.3%,40.5%,0.16,0.247,0.304,0.466,0.77,0.219,0.361,10,1.2,0.329,115
LOS ANGELES DODGERS,Edwin Ríos,advanced,Batter,Handedness,2022,vs L,0.0%,30.8%,0.0,0.231,0.231,0.692,0.923,0.462,0.143,2,0.8,0.386,153
LOS ANGELES DODGERS,Edwin Ríos,advanced,Batter,Handedness,2022,vs R,6.3%,40.5%,0.16,0.247,0.304,0.466,0.77,0.219,0.361,10,1.2,0.329,115
LOS ANGELES DODGERS,Kevin Pillar,advanced,Batter,Handedness,2022,vs L as R,25.0%,25.0%,1.0,0.333,0.5,0.667,1.167,0.333,0.5,1,0.6,0.488,222
LOS ANGELES DODGERS,Kevin Pillar,advanced,Batter,Handedness,2022,vs R as R,0.0%,33.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-2.2,0.0,-100
LOS ANGELES DODGERS,Kevin Pillar,advanced,Batter,Handedness,2022,vs L,25.0%,25.0%,1.0,0.333,0.5,0.667,1.167,0.333,0.5,1,0.6,0.488,222
LOS ANGELES DODGERS,Kevin Pillar,advanced,Batter,Handedness,2022,vs R,0.0%,33.3%,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-2.2,0.0,-100
LOS ANGELES DODGERS,Chris Taylor,advanced,Batter,Handedness,2022,vs L as R,13.4%,31.7%,0.42,0.239,0.341,0.408,0.75,0.169,0.349,10,0.8,0.323,110
LOS ANGELES DODGERS,Chris Taylor,advanced,Batter,Handedness,2022,vs R as R,8.9%,36.9%,0.24,0.238,0.31,0.409,0.719,0.171,0.375,24,0.6,0.314,104
LOS ANGELES DODGERS,Chris Taylor,advanced,Batter,Handedness,2022,vs L,13.4%,31.7%,0.42,0.239,0.341,0.408,0.75,0.169,0.349,10,0.8,0.323,110
LOS ANGELES DODGERS,Chris Taylor,advanced,Batter,Handedness,2022,vs R,8.9%,36.9%,0.24,0.238,0.31,0.409,0.719,0.171,0.375,24,0.6,0.314,104
LOS ANGELES DODGERS,Danny Duffy,advanced,Batter,Handedness,2022,vs L as L,3.8%,34.6%,0.11,.160,.192,.200,.392,.040,.250,0,-2.8,.177,3
LOS ANGELES DODGERS,Danny Duffy,advanced,Batter,Handedness,2022,vs R as L,7.4%,21.0%,0.35,.311,.370,.500,.870,.189,.393,14,4.2,.376,143
LOS ANGELES DODGERS,Danny Duffy,advanced,Batter,Handedness,2022,vs L,3.8%,34.6%,0.11,.160,.192,.200,.392,.040,.250,0,-2.8,.177,3
LOS ANGELES DODGERS,Danny Duffy,advanced,Batter,Handedness,2022,vs R,7.4%,21.0%,0.35,.311,.370,.500,.870,.189,.393,14,4.2,.376,143
LOS ANGELES DODGERS,Victor González,advanced,Batter,Handedness,2022,vs L as L,3.0%,26.3%,0.12,.309,.343,.489,.833,.181,.400,15,4.0,.361,133
LOS ANGELES DODGERS,Victor González,advanced,Batter,Handedness,2022,vs R as L,7.9%,15.0%,0.53,.335,.397,.636,1.033,.302,.346,57,26.5,.435,185
LOS ANGELES DODGERS,Victor González,advanced,Batter,Handedness,2022,vs L,3.0%,26.3%,0.12,.309,.343,.489,.833,.181,.400,15,4.0,.361,133
LOS ANGELES DODGERS,Victor González,advanced,Batter,Handedness,2022,vs R,7.9%,15.0%,0.53,.335,.397,.636,1.033,.302,.346,57,26.5,.435,185
LOS ANGELES DODGERS,Brusdar Graterol,advanced,Batter,Handedness,2022,vs L as R,15.8%,17.1%,0.92,.375,.474,.609,1.083,.234,.449,18,9.1,.461,203
LOS ANGELES DODGERS,Brusdar Graterol,advanced,Batter,Handedness,2022,vs R as R,7.1%,25.3%,0.28,.288,.346,.457,.803,.169,.368,39,8.2,.349,124
LOS ANGELES DODGERS,Brusdar Graterol,advanced,Batter,Handedness,2022,vs L,15.8%,17.1%,0.92,.375,.474,.609,1.083,.234,.449,18,9.1,.461,203
LOS ANGELES DODGERS,Brusdar Graterol,advanced,Batter,Handedness,2022,vs R,7.1%,25.3%,0.28,.288,.346,.457,.803,.169,.368,39,8.2,.349,124
LOS ANGELES DODGERS,Daniel Hudson,advanced,Batter,Handedness,2022,vs L as R,14.6%,13.4%,1.09,.377,.476,.551,1.026,.174,.429,18,8.7,.444,191
LOS ANGELES DODGERS,Daniel Hudson,advanced,Batter,Handedness,2022,vs R as R,8.5%,21.6%,0.39,.300,.367,.432,.799,.132,.372,41,8.8,.350,125
LOS ANGELES DODGERS,Daniel Hudson,advanced,Batter,Handedness,2022,vs L,14.6%,13.4%,1.09,.377,.476,.551,1.026,.174,.429,18,8.7,.444,191
LOS ANGELES DODGERS,Daniel Hudson,advanced,Batter,Handedness,2022,vs R,8.5%,21.6%,0.39,.300,.367,.432,.799,.132,.372,41,8.8,.350,125
LOS ANGELES DODGERS,Tommy Kahnle,advanced,Batter,Handedness,2022,vs L as L,8.6%,9.7%,0.89,.310,.366,.405,.770,.095,.342,13,2.1,.339,117
LOS ANGELES DODGERS,Tommy Kahnle,advanced,Batter,Handedness,2022,vs R as L,5.4%,10.9%,0.50,.254,.295,.375,.670,.121,.263,26,-4.2,.290,83
LOS ANGELES DODGERS,Tommy Kahnle,advanced,Batter,Handedness,2022,vs L,8.6%,9.7%,0.89,.310,.366,.405,.770,.095,.342,13,2.1,.339,117
LOS ANGELES DODGERS,Tommy Kahnle,advanced,Batter,Handedness,2022,vs R,5.4%,10.9%,0.50,.254,.295,.375,.670,.121,.263,26,-4.2,.290,83
LOS ANGELES DODGERS,Jimmy Nelson,advanced,Batter,Handedness,2022,vs L as R,8.3%,34.5%,0.24,.237,.310,.539,.849,.303,.293,12,2.7,.351,125
LOS ANGELES DODGERS,Jimmy Nelson,advanced,Batter,Handedness,2022,vs R as R,8.1%,29.5%,0.28,.216,.283,.385,.668,.169,.273,26,-4.1,.291,83
LOS ANGELES DODGERS,Jimmy Nelson,advanced,Batter,Handedness,2022,vs L,8.3%,34.5%,0.24,.237,.310,.539,.849,.303,.293,12,2.7,.351,125
LOS ANGELES DODGERS,Jimmy Nelson,advanced,Batter,Handedness,2022,vs R,8.1%,29.5%,0.28,.216,.283,.385,.668,.169,.273,26,-4.1,.291,83
LOS ANGELES DODGERS,Blake Treinen,advanced,Batter,Handedness,2022,vs L as L,10.5%,39.5%,0.27,.152,.263,.242,.506,.091,.235,2,-2.2,.239,47
LOS ANGELES DODGERS,Blake Treinen,advanced,Batter,Handedness,2022,vs R as L,9.3%,28.5%,0.33,.250,.318,.414,.732,.164,.343,21,1.2,.319,103
LOS ANGELES DODGERS,Blake Treinen,advanced,Batter,Handedness,2022,vs L,10.5%,39.5%,0.27,.152,.263,.242,.506,.091,.235,2,-2.2,.239,47
