Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
LOS ANGELES DODGERS,Mookie Betts,batted-ball,Batter,Handedness,2022,vs L as R,0.86,19.4%,37.3%,43.3%,6.9%,17.2%,12.0%,0.0%,46.3%,28.4%,25.4%,17.9%,52.2%,29.9%,352,146,206
LOS ANGELES DODGERS,Mookie Betts,batted-ball,Batter,Handedness,2022,vs R as R,0.73,15.6%,35.6%,48.8%,6.4%,19.2%,5.3%,0.0%,46.9%,30.6%,22.5%,11.9%,51.2%,36.9%,886,350,536
LOS ANGELES DODGERS,Mookie Betts,batted-ball,Batter,Handedness,2022,vs L,0.86,19.4%,37.3%,43.3%,6.9%,17.2%,12.0%,0.0%,46.3%,28.4%,25.4%,17.9%,52.2%,29.9%,352,146,206
LOS ANGELES DODGERS,Mookie Betts,batted-ball,Batter,Handedness,2022,vs R,0.73,15.6%,35.6%,48.8%,6.4%,19.2%,5.3%,0.0%,46.9%,30.6%,22.5%,11.9%,51.2%,36.9%,886,350,536
LOS ANGELES DODGERS,Trea Turner,batted-ball,Batter,Handedness,2022,vs L as R,1.03,20.3%,40.5%,39.2%,0.0%,13.8%,13.3%,0.0%,48.6%,31.1%,20.3%,13.5%,48.6%,37.8%,418,154,264
LOS ANGELES DODGERS,Trea Turner,batted-ball,Batter,Handedness,2022,vs R as R,1.31,23.3%,43.6%,33.2%,3.0%,11.9%,13.6%,0.0%,40.1%,34.7%,25.2%,16.8%,52.0%,31.2%,1046,371,675
LOS ANGELES DODGERS,Trea Turner,batted-ball,Batter,Handedness,2022,vs L,1.03,20.3%,40.5%,39.2%,0.0%,13.8%,13.3%,0.0%,48.6%,31.1%,20.3%,13.5%,48.6%,37.8%,418,154,264
LOS ANGELES DODGERS,Trea Turner,batted-ball,Batter,Handedness,2022,vs R,1.31,23.3%,43.6%,33.2%,3.0%,11.9%,13.6%,0.0%,40.1%,34.7%,25.2%,16.8%,52.0%,31.2%,1046,371,675
LOS ANGELES DODGERS,Freddie Freeman,batted-ball,Batter,Handedness,2022,vs L as L,1.6,32.5%,41.6%,26.0%,0.0%,15.0%,3.1%,0.0%,40.3%,27.3%,32.5%,6.5%,61.0%,32.5%,542,206,336
LOS ANGELES DODGERS,Freddie Freeman,batted-ball,Batter,Handedness,2022,vs R as L,1.0,27.7%,36.1%,36.1%,2.7%,12.3%,9.6%,0.0%,32.2%,34.2%,33.7%,9.9%,54.0%,36.1%,983,389,594
LOS ANGELES DODGERS,Freddie Freeman,batted-ball,Batter,Handedness,2022,vs L,1.6,32.5%,41.6%,26.0%,0.0%,15.0%,3.1%,0.0%,40.3%,27.3%,32.5%,6.5%,61.0%,32.5%,542,206,336
LOS ANGELES DODGERS,Freddie Freeman,batted-ball,Batter,Handedness,2022,vs R,1.0,27.7%,36.1%,36.1%,2.7%,12.3%,9.6%,0.0%,32.2%,34.2%,33.7%,9.9%,54.0%,36.1%,983,389,594
LOS ANGELES DODGERS,Will Smith,batted-ball,Batter,Handedness,2022,vs L as R,0.54,25.9%,25.9%,48.1%,7.7%,15.4%,0.0%,0.0%,29.6%,44.4%,25.9%,14.8%,57.4%,27.8%,302,126,176
LOS ANGELES DODGERS,Will Smith,batted-ball,Batter,Handedness,2022,vs R as R,0.65,22.1%,30.7%,47.2%,6.5%,11.7%,2.0%,0.0%,38.0%,33.7%,28.2%,11.7%,55.8%,32.5%,973,395,578
LOS ANGELES DODGERS,Will Smith,batted-ball,Batter,Handedness,2022,vs L,0.54,25.9%,25.9%,48.1%,7.7%,15.4%,0.0%,0.0%,29.6%,44.4%,25.9%,14.8%,57.4%,27.8%,302,126,176
LOS ANGELES DODGERS,Will Smith,batted-ball,Batter,Handedness,2022,vs R,0.65,22.1%,30.7%,47.2%,6.5%,11.7%,2.0%,0.0%,38.0%,33.7%,28.2%,11.7%,55.8%,32.5%,973,395,578
LOS ANGELES DODGERS,Justin Turner,batted-ball,Batter,Handedness,2022,vs L as R,0.92,21.9%,37.5%,40.6%,0.0%,7.7%,4.2%,0.0%,39.1%,28.1%,32.8%,10.9%,56.3%,32.8%,396,149,247
LOS ANGELES DODGERS,Justin Turner,batted-ball,Batter,Handedness,2022,vs R as R,0.67,25.0%,30.1%,44.9%,8.9%,7.6%,0.0%,0.0%,34.1%,37.5%,28.4%,11.4%,58.0%,30.7%,938,373,565
LOS ANGELES DODGERS,Justin Turner,batted-ball,Batter,Handedness,2022,vs L,0.92,21.9%,37.5%,40.6%,0.0%,7.7%,4.2%,0.0%,39.1%,28.1%,32.8%,10.9%,56.3%,32.8%,396,149,247
LOS ANGELES DODGERS,Justin Turner,batted-ball,Batter,Handedness,2022,vs R,0.67,25.0%,30.1%,44.9%,8.9%,7.6%,0.0%,0.0%,34.1%,37.5%,28.4%,11.4%,58.0%,30.7%,938,373,565
LOS ANGELES DODGERS,Cody Bellinger,batted-ball,Batter,Handedness,2022,vs L as L,1.12,16.7%,43.9%,39.4%,11.5%,3.8%,3.4%,0.0%,42.4%,36.4%,21.2%,10.6%,51.5%,37.9%,386,129,257
LOS ANGELES DODGERS,Cody Bellinger,batted-ball,Batter,Handedness,2022,vs R as L,0.65,17.4%,32.6%,50.0%,18.2%,15.2%,9.3%,0.0%,46.2%,31.1%,22.7%,12.9%,53.8%,33.3%,961,355,606
LOS ANGELES DODGERS,Cody Bellinger,batted-ball,Batter,Handedness,2022,vs L,1.12,16.7%,43.9%,39.4%,11.5%,3.8%,3.4%,0.0%,42.4%,36.4%,21.2%,10.6%,51.5%,37.9%,386,129,257
LOS ANGELES DODGERS,Cody Bellinger,batted-ball,Batter,Handedness,2022,vs R,0.65,17.4%,32.6%,50.0%,18.2%,15.2%,9.3%,0.0%,46.2%,31.1%,22.7%,12.9%,53.8%,33.3%,961,355,606
LOS ANGELES DODGERS,Max Muncy,batted-ball,Batter,Handedness,2022,vs L as L,1.33,14.3%,49.0%,36.7%,0.0%,16.7%,8.3%,0.0%,46.9%,36.7%,16.3%,10.2%,59.2%,30.6%,293,112,181
LOS ANGELES DODGERS,Max Muncy,batted-ball,Batter,Handedness,2022,vs R as L,0.48,14.8%,27.8%,57.4%,10.6%,7.6%,3.1%,100.0%,44.8%,31.9%,23.3%,14.7%,47.4%,37.9%,881,388,493
LOS ANGELES DODGERS,Max Muncy,batted-ball,Batter,Handedness,2022,vs L,1.33,14.3%,49.0%,36.7%,0.0%,16.7%,8.3%,0.0%,46.9%,36.7%,16.3%,10.2%,59.2%,30.6%,293,112,181
LOS ANGELES DODGERS,Max Muncy,batted-ball,Batter,Handedness,2022,vs R,0.48,14.8%,27.8%,57.4%,10.6%,7.6%,3.1%,100.0%,44.8%,31.9%,23.3%,14.7%,47.4%,37.9%,881,388,493
LOS ANGELES DODGERS,Jake Lamb,batted-ball,Batter,Handedness,2022,vs R as L,1.17,13.3%,46.7%,40.0%,0.0%,33.3%,0.0%,0.0%,33.3%,33.3%,33.3%,0.0%,66.7%,33.3%,112,47,65
LOS ANGELES DODGERS,Jake Lamb,batted-ball,Batter,Handedness,2022,vs R,1.17,13.3%,46.7%,40.0%,0.0%,33.3%,0.0%,0.0%,33.3%,33.3%,33.3%,0.0%,66.7%,33.3%,112,47,65
LOS ANGELES DODGERS,Gavin Lux,batted-ball,Batter,Handedness,2022,vs L as L,2.0,23.3%,51.2%,25.6%,9.1%,0.0%,18.2%,0.0%,44.2%,44.2%,11.6%,30.2%,46.5%,23.3%,258,101,157
LOS ANGELES DODGERS,Gavin Lux,batted-ball,Batter,Handedness,2022,vs R as L,1.38,23.7%,44.2%,32.1%,12.0%,6.0%,10.1%,0.0%,39.7%,39.7%,20.5%,17.3%,50.6%,32.1%,836,335,501
LOS ANGELES DODGERS,Gavin Lux,batted-ball,Batter,Handedness,2022,vs L,2.0,23.3%,51.2%,25.6%,9.1%,0.0%,18.2%,0.0%,44.2%,44.2%,11.6%,30.2%,46.5%,23.3%,258,101,157
LOS ANGELES DODGERS,Gavin Lux,batted-ball,Batter,Handedness,2022,vs R,1.38,23.7%,44.2%,32.1%,12.0%,6.0%,10.1%,0.0%,39.7%,39.7%,20.5%,17.3%,50.6%,32.1%,836,335,501
LOS ANGELES DODGERS,Austin Barnes,batted-ball,Batter,Handedness,2022,vs L as R,1.08,7.4%,48.1%,44.4%,8.3%,8.3%,0.0%,0.0%,44.4%,29.6%,25.9%,14.8%,44.4%,40.7%,177,80,97
LOS ANGELES DODGERS,Austin Barnes,batted-ball,Batter,Handedness,2022,vs R as R,1.21,6.7%,51.1%,42.2%,15.8%,15.8%,8.7%,0.0%,45.7%,26.1%,28.3%,19.6%,52.2%,28.3%,274,105,169
LOS ANGELES DODGERS,Austin Barnes,batted-ball,Batter,Handedness,2022,vs L,1.08,7.4%,48.1%,44.4%,8.3%,8.3%,0.0%,0.0%,44.4%,29.6%,25.9%,14.8%,44.4%,40.7%,177,80,97
LOS ANGELES DODGERS,Austin Barnes,batted-ball,Batter,Handedness,2022,vs R,1.21,6.7%,51.1%,42.2%,15.8%,15.8%,8.7%,0.0%,45.7%,26.1%,28.3%,19.6%,52.2%,28.3%,274,105,169
LOS ANGELES DODGERS,Hanser Alberto,batted-ball,Batter,Handedness,2022,vs L as R,1.47,17.8%,48.9%,33.3%,6.7%,6.7%,4.5%,0.0%,50.0%,28.3%,21.7%,19.6%,58.7%,21.7%,194,61,133
LOS ANGELES DODGERS,Hanser Alberto,batted-ball,Batter,Handedness,2022,vs R as R,2.2,15.8%,57.9%,26.3%,20.0%,20.0%,0.0%,0.0%,40.0%,30.0%,30.0%,15.0%,60.0%,25.0%,84,20,64
