Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
TORONTO BLUE JAYS,George Springer,batted-ball,Batter,Handedness,2022,vs L as R,1.05,12.2%,44.9%,42.9%,9.5%,14.3%,0.0%,0.0%,36.7%,40.8%,22.4%,16.3%,42.9%,40.8%,306,124,182
TORONTO BLUE JAYS,George Springer,batted-ball,Batter,Handedness,2022,vs R as R,1.13,18.8%,43.1%,38.1%,11.6%,20.3%,9.0%,0.0%,51.4%,24.3%,24.3%,21.0%,49.7%,29.3%,967,361,606
TORONTO BLUE JAYS,George Springer,batted-ball,Batter,Handedness,2022,vs L,1.05,12.2%,44.9%,42.9%,9.5%,14.3%,0.0%,0.0%,36.7%,40.8%,22.4%,16.3%,42.9%,40.8%,306,124,182
TORONTO BLUE JAYS,George Springer,batted-ball,Batter,Handedness,2022,vs R,1.14,18.7%,43.4%,37.9%,11.6%,20.3%,8.9%,0.0%,51.4%,24.3%,24.3%,21.0%,49.7%,29.3%,968,361,607
TORONTO BLUE JAYS,Bo Bichette,batted-ball,Batter,Handedness,2022,vs L as R,1.27,17.1%,46.3%,36.6%,6.7%,13.3%,10.5%,0.0%,41.5%,26.8%,31.7%,14.6%,56.1%,29.3%,246,80,166
TORONTO BLUE JAYS,Bo Bichette,batted-ball,Batter,Handedness,2022,vs R as R,1.61,19.6%,49.6%,30.9%,4.2%,16.9%,1.8%,0.0%,31.3%,39.6%,29.1%,9.6%,55.2%,35.2%,1168,376,792
TORONTO BLUE JAYS,Bo Bichette,batted-ball,Batter,Handedness,2022,vs L,1.27,17.1%,46.3%,36.6%,6.7%,13.3%,10.5%,0.0%,41.5%,26.8%,31.7%,14.6%,56.1%,29.3%,246,80,166
TORONTO BLUE JAYS,Bo Bichette,batted-ball,Batter,Handedness,2022,vs R,1.61,19.6%,49.6%,30.9%,4.2%,16.9%,1.8%,0.0%,31.3%,39.6%,29.1%,9.6%,55.2%,35.2%,1168,376,792
TORONTO BLUE JAYS,Vladimir Guerrero Jr.,batted-ball,Batter,Handedness,2022,vs L as R,1.93,18.0%,54.0%,28.0%,7.1%,28.6%,0.0%,0.0%,26.0%,54.0%,20.0%,12.0%,50.0%,38.0%,227,91,136
TORONTO BLUE JAYS,Vladimir Guerrero Jr.,batted-ball,Batter,Handedness,2022,vs R as R,1.53,17.7%,49.8%,32.6%,11.4%,21.4%,5.6%,0.0%,37.7%,38.6%,23.7%,17.2%,45.6%,37.2%,1189,453,736
