Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
TAMPA BAY RAYS,Brett Phillips,advanced,Pitcher,Handedness,2022,vs L,0.0,13.5,0.0,6.75,0.0%,16.7%,-16.7%,0.6,6.0,0.556,90.9%,17.36,14.32
TAMPA BAY RAYS,Brett Phillips,advanced,Pitcher,Handedness,2022,vs R,0.0,0.0,0.0,6.75,0.0%,0.0%,0.0%,0.3,1.13,0.125,-1500.0%,12.86,6.46
TAMPA BAY RAYS,Christian Bethancourt,advanced,Pitcher,Handedness,2022,vs L,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.0,0.0,0.0,100.0%,3.11,3.11
TAMPA BAY RAYS,Christian Bethancourt,advanced,Pitcher,Handedness,2022,vs R,0.0,13.5,0.0,0.0,0.0%,33.3%,-33.3%,0.0,1.5,0.0,100.0%,7.61,12.08
TAMPA BAY RAYS,Shane McClanahan,advanced,Pitcher,Handedness,2022,vs L,10.54,0.66,16.0,1.32,30.8%,1.9%,28.8%,0.2,0.8,0.25,97.8%,3.11,1.86
TAMPA BAY RAYS,Shane McClanahan,advanced,Pitcher,Handedness,2022,vs R,12.41,1.79,6.94,0.99,36.8%,5.3%,31.5%,0.174,0.82,0.246,86.7%,2.38,2.0
TAMPA BAY RAYS,Drew Rasmussen,advanced,Pitcher,Handedness,2022,vs L,6.83,3.58,1.91,0.33,17.8%,9.3%,8.5%,0.229,1.27,0.274,78.0%,3.36,4.08
TAMPA BAY RAYS,Drew Rasmussen,advanced,Pitcher,Handedness,2022,vs R,8.31,2.08,4.0,1.38,22.9%,5.7%,17.2%,0.238,1.13,0.274,73.0%,3.96,3.33
TAMPA BAY RAYS,Shane Baz,advanced,Pitcher,Handedness,2022,vs L,10.97,4.22,2.6,1.69,28.9%,11.1%,17.8%,0.175,1.13,0.2,54.3%,4.52,3.76
TAMPA BAY RAYS,Shane Baz,advanced,Pitcher,Handedness,2022,vs R,9.37,2.2,4.25,1.65,23.6%,5.6%,18.1%,0.299,1.47,0.362,81.7%,4.33,3.22
TAMPA BAY RAYS,Corey Kluber,advanced,Pitcher,Handedness,2022,vs L,8.62,1.36,6.33,0.45,23.3%,3.7%,19.6%,0.253,1.11,0.316,79.2%,2.53,3.72
TAMPA BAY RAYS,Corey Kluber,advanced,Pitcher,Handedness,2022,vs R,7.63,1.49,5.13,1.3,21.0%,4.1%,16.9%,0.238,1.08,0.27,65.6%,3.92,3.79
TAMPA BAY RAYS,Colin Poche,advanced,Pitcher,Handedness,2022,vs L,12.79,4.26,3.0,2.84,34.6%,11.5%,23.1%,0.182,1.11,0.167,95.2%,5.79,4.51
TAMPA BAY RAYS,Colin Poche,advanced,Pitcher,Handedness,2022,vs R,6.75,3.38,2.0,1.27,18.8%,9.4%,9.4%,0.158,0.94,0.158,89.3%,4.7,4.62
TAMPA BAY RAYS,Jason Adam,advanced,Pitcher,Handedness,2022,vs L,10.66,2.13,5.0,0.71,33.3%,6.7%,26.7%,0.143,0.71,0.192,92.1%,2.48,2.75
TAMPA BAY RAYS,Jason Adam,advanced,Pitcher,Handedness,2022,vs R,11.12,1.99,5.6,0.0,32.9%,5.9%,27.1%,0.149,0.71,0.229,80.0%,1.83,3.34
TAMPA BAY RAYS,Brooks Raley,advanced,Pitcher,Handedness,2022,vs L,13.0,3.0,4.33,0.0,38.2%,8.8%,29.4%,0.103,0.67,0.176,57.1%,1.55,2.71
TAMPA BAY RAYS,Brooks Raley,advanced,Pitcher,Handedness,2022,vs R,12.23,3.06,4.0,0.0,30.8%,7.7%,23.1%,0.197,1.08,0.302,66.7%,2.26,3.36
TAMPA BAY RAYS,Matt Wisler,advanced,Pitcher,Handedness,2022,vs L,9.68,2.55,3.8,0.51,27.1%,7.1%,20.0%,0.2,1.02,0.267,72.3%,2.54,4.25
TAMPA BAY RAYS,Matt Wisler,advanced,Pitcher,Handedness,2022,vs R,5.4,3.74,1.44,2.08,14.6%,10.1%,4.5%,0.195,1.11,0.161,70.6%,6.16,5.63
TAMPA BAY RAYS,Jalen Beeks,advanced,Pitcher,Handedness,2022,vs L,14.29,3.18,4.5,2.38,39.1%,8.7%,30.4%,0.214,1.15,0.286,90.9%,4.43,2.96
TAMPA BAY RAYS,Jalen Beeks,advanced,Pitcher,Handedness,2022,vs R,9.76,2.93,3.33,0.65,27.0%,8.1%,18.9%,0.218,1.12,0.29,92.5%,2.96,3.26
TAMPA BAY RAYS,Ryan Thompson,advanced,Pitcher,Handedness,2022,vs L,5.91,1.69,3.5,0.84,17.1%,4.9%,12.2%,0.205,0.94,0.226,23.3%,3.58,4.18
TAMPA BAY RAYS,Ryan Thompson,advanced,Pitcher,Handedness,2022,vs R,9.0,4.0,2.25,1.5,20.7%,9.2%,11.5%,0.256,1.56,0.298,68.5%,4.78,4.27
TAMPA BAY RAYS,Shawn Armstrong,advanced,Pitcher,Handedness,2022,vs L,11.05,3.68,3.0,1.23,22.5%,7.5%,15.0%,0.371,2.18,0.48,78.3%,4.47,3.92
TAMPA BAY RAYS,Shawn Armstrong,advanced,Pitcher,Handedness,2022,vs R,8.31,2.08,4.0,1.04,21.9%,5.5%,16.4%,0.246,1.15,0.286,52.1%,3.8,3.94
TAMPA BAY RAYS,Ralph Garza Jr.,advanced,Pitcher,Handedness,2022,vs L,6.94,4.63,1.5,2.31,15.5%,10.3%,5.2%,0.346,2.06,0.375,96.0%,6.45,5.41
TAMPA BAY RAYS,Ralph Garza Jr.,advanced,Pitcher,Handedness,2022,vs R,2.79,4.19,0.67,0.47,7.7%,11.5%,-3.8%,0.242,1.29,0.25,74.2%,4.87,5.35
TAMPA BAY RAYS,Tommy Romero,advanced,Pitcher,Handedness,2022,vs L,13.5,27.0,0.5,27.0,14.3%,28.6%,-14.3%,0.6,7.5,0.5,45.5%,48.11,15.82
TAMPA BAY RAYS,Tommy Romero,advanced,Pitcher,Handedness,2022,vs R,9.0,9.0,1.0,0.0,27.3%,27.3%,0.0%,0.0,1.0,0.0,100.0%,4.11,5.6
TAMPA BAY RAYS,Josh Fleming,advanced,Pitcher,Handedness,2022,vs L,12.1,0.93,13.0,0.0,31.7%,2.4%,29.3%,0.275,1.24,0.407,25.0%,0.73,1.35
TAMPA BAY RAYS,Josh Fleming,advanced,Pitcher,Handedness,2022,vs R,5.94,5.4,1.1,1.62,12.1%,11.0%,1.1%,0.38,2.4,0.409,51.6%,6.11,5.11
TAMPA BAY RAYS,Luis Patiño,advanced,Pitcher,Handedness,2022,vs L,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.0,0.0,0.0,100.0%,3.11,5.35
TAMPA BAY RAYS,Luis Patiño,advanced,Pitcher,Handedness,2022,vs R,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,1.0,1.0,1.0,100.0%,3.11,3.11
TAMPA BAY RAYS,Jeffrey Springs,advanced,Pitcher,Handedness,2022,vs L,9.53,2.65,3.6,2.12,26.9%,7.5%,19.4%,0.21,1.06,0.225,96.8%,4.93,3.45
TAMPA BAY RAYS,Jeffrey Springs,advanced,Pitcher,Handedness,2022,vs R,9.96,1.91,5.2,1.15,28.0%,5.4%,22.6%,0.223,1.04,0.28,91.1%,3.19,3.09
TAMPA BAY RAYS,JT Chargois,advanced,Pitcher,Handedness,2022,vs R,13.5,0.0,1.0,0.0,50.0%,0.0%,50.0%,0.0,0.0,0.0,100.0%,0.11,0.11
TAMPA BAY RAYS,J.P. Feyereisen,advanced,Pitcher,Handedness,2022,vs L,7.88,2.25,3.5,0.0,24.1%,6.9%,17.2%,0.111,0.63,0.15,100.0%,2.11,3.79
TAMPA BAY RAYS,J.P. Feyereisen,advanced,Pitcher,Handedness,2022,vs R,9.92,1.65,6.0,0.0,31.6%,5.3%,26.3%,0.074,0.43,0.111,85.7%,1.46,3.46
TAMPA BAY RAYS,Andrew Kittredge,advanced,Pitcher,Handedness,2022,vs L,6.75,2.25,3.0,3.38,20.0%,6.7%,13.3%,0.143,0.75,0.053,100.0%,7.23,4.04
TAMPA BAY RAYS,Andrew Kittredge,advanced,Pitcher,Handedness,2022,vs R,6.0,0.0,8.0,0.75,17.8%,0.0%,17.8%,0.244,0.92,0.278,72.9%,2.86,3.64
TAMPA BAY RAYS,Luke Bard,advanced,Pitcher,Handedness,2022,vs L,6.75,4.73,1.43,0.68,16.1%,11.3%,4.8%,.278,1.65,.318,72.8%,4.16,5.30
TAMPA BAY RAYS,Luke Bard,advanced,Pitcher,Handedness,2022,vs R,10.27,3.04,3.38,0.00,27.0%,8.0%,19.0%,.256,1.31,.365,60.6%,2.09,3.10
TAMPA BAY RAYS,Mike Zunino,advanced,Pitcher,Handedness,2022,vs L,9.70,3.38,2.88,0.84,26.7%,9.3%,17.4%,.247,1.27,.321,78.5%,3.29,2.98
TAMPA BAY RAYS,Mike Zunino,advanced,Pitcher,Handedness,2022,vs R,8.28,3.60,2.30,3.24,18.3%,7.9%,10.3%,.402,2.20,.444,59.5%,7.51,4.91
TAMPA BAY RAYS,Brandon Lowe,advanced,Pitcher,Handedness,2022,vs L,0.00,20.25,0.00,0.00,0.0%,33.3%,-33.3%,.333,3.75,.333,60.0%,9.86,10.97
TAMPA BAY RAYS,Brandon Lowe,advanced,Pitcher,Handedness,2022,vs R,6.00,9.00,0.67,0.00,12.5%,18.8%,-6.2%,.250,2.00,.300,57.1%,5.77,7.76
TAMPA BAY RAYS,Wander Franco,advanced,Pitcher,Handedness,2022,vs L,3.86,3.86,1.00,0.00,11.1%,11.1%,0.0%,.143,0.86,.143,0.0%,3.54,5.45
TAMPA BAY RAYS,Wander Franco,advanced,Pitcher,Handedness,2022,vs R,9.53,1.59,6.00,0.00,24.0%,4.0%,20.0%,.292,1.41,.389,87.5%,1.52,3.10
TAMPA BAY RAYS,Kevin Kiermaier,advanced,Pitcher,Handedness,2022,vs L,7.56,5.40,1.40,1.08,16.7%,11.9%,4.8%,.314,1.92,.370,48.2%,5.51,6.27
TAMPA BAY RAYS,Kevin Kiermaier,advanced,Pitcher,Handedness,2022,vs R,9.39,3.52,2.67,1.76,23.2%,8.7%,14.5%,.246,1.37,.286,74.5%,5.13,4.82
TAMPA BAY RAYS,Manuel Margot,advanced,Pitcher,Handedness,2022,vs L,5.40,2.70,2.00,0.00,12.5%,6.3%,6.3%,.333,1.80,.385,66.7%,2.81,5.04
TAMPA BAY RAYS,Manuel Margot,advanced,Pitcher,Handedness,2022,vs R,7.71,6.43,1.20,3.86,17.6%,14.7%,2.9%,.321,2.00,.316,55.6%,9.54,6.09
