Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
BOSTON RED SOX,Jackie Bradley Jr.,advanced,Pitcher,Handedness,2022,vs L,0.0,27.0,0.0,0.0,0.0%,50.0%,-50.0%,0.0,3.0,0.0,100.0%,12.11,16.58
BOSTON RED SOX,Jackie Bradley Jr.,advanced,Pitcher,Handedness,2022,vs R,13.5,27.0,0.5,0.0,20.0%,40.0%,-20.0%,0.333,4.5,0.5,66.7%,9.11,9.11
BOSTON RED SOX,Kevin Plawecki,advanced,Pitcher,Handedness,2022,vs L,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.0,0.0,0.0,100.0%,3.11,7.58
BOSTON RED SOX,Kevin Plawecki,advanced,Pitcher,Handedness,2022,vs R,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.333,1.5,0.333,100.0%,3.11,7.58
BOSTON RED SOX,Nick Pivetta,advanced,Pitcher,Handedness,2022,vs L,7.65,4.28,1.79,1.35,20.2%,11.3%,8.9%,0.211,1.25,0.231,72.8%,4.86,4.92
BOSTON RED SOX,Nick Pivetta,advanced,Pitcher,Handedness,2022,vs R,9.33,2.4,3.88,0.85,25.2%,6.5%,18.7%,0.245,1.19,0.312,73.7%,3.2,3.66
BOSTON RED SOX,Chris Sale,advanced,Pitcher,Handedness,2022,vs L,20.25,0.0,3.0,0.0,75.0%,0.0%,75.0%,0.0,0.0,0.0,100.0%,-1.39,-1.39
BOSTON RED SOX,Chris Sale,advanced,Pitcher,Handedness,2022,vs R,4.91,2.45,2.0,0.0,13.3%,6.7%,6.7%,0.214,1.09,0.25,100.0%,2.84,4.06
BOSTON RED SOX,Josh Winckowski,advanced,Pitcher,Handedness,2022,vs L,7.11,5.68,1.25,1.42,17.5%,14.0%,3.5%,0.271,1.66,0.297,87.9%,5.48,5.19
BOSTON RED SOX,Josh Winckowski,advanced,Pitcher,Handedness,2022,vs R,5.4,1.96,2.75,0.49,13.9%,5.1%,8.9%,0.301,1.42,0.333,61.0%,3.27,3.78
BOSTON RED SOX,Kutter Crawford,advanced,Pitcher,Handedness,2022,vs L,12.21,5.79,2.11,2.57,30.2%,14.3%,15.9%,0.222,1.5,0.258,77.9%,6.04,4.56
BOSTON RED SOX,Kutter Crawford,advanced,Pitcher,Handedness,2022,vs R,10.69,3.38,3.17,0.56,27.5%,8.7%,18.8%,0.254,1.38,0.349,72.8%,2.67,3.82
BOSTON RED SOX,Tanner Houck,advanced,Pitcher,Handedness,2022,vs L,8.84,5.12,1.73,0.93,21.6%,12.5%,9.1%,0.263,1.6,0.327,71.9%,4.35,4.01
BOSTON RED SOX,Tanner Houck,advanced,Pitcher,Handedness,2022,vs R,9.56,1.97,4.86,0.0,27.6%,5.7%,22.0%,0.209,0.94,0.295,76.5%,2.02,3.13
BOSTON RED SOX,John Schreiber,advanced,Pitcher,Handedness,2022,vs L,10.57,4.7,2.25,0.0,29.0%,12.9%,16.1%,0.115,0.91,0.176,87.5%,2.72,3.88
BOSTON RED SOX,John Schreiber,advanced,Pitcher,Handedness,2022,vs R,11.28,0.81,14.0,0.4,35.9%,2.6%,33.3%,0.12,0.49,0.174,94.3%,1.59,1.87
BOSTON RED SOX,Matt Strahm,advanced,Pitcher,Handedness,2022,vs L,9.39,2.35,4.0,0.0,23.5%,5.9%,17.6%,0.267,1.3,0.348,72.7%,2.2,4.34
BOSTON RED SOX,Matt Strahm,advanced,Pitcher,Handedness,2022,vs R,10.8,2.25,4.8,0.9,28.6%,6.0%,22.6%,0.241,1.2,0.321,56.6%,2.76,3.4
BOSTON RED SOX,Jake Diekman,advanced,Pitcher,Handedness,2022,vs L,11.68,2.92,4.0,0.0,34.8%,8.7%,26.1%,0.195,0.97,0.32,84.6%,1.73,2.34
BOSTON RED SOX,Jake Diekman,advanced,Pitcher,Handedness,2022,vs R,12.05,9.64,1.25,1.93,27.2%,21.7%,5.4%,0.209,1.82,0.256,74.1%,7.07,6.05
BOSTON RED SOX,Austin Davis,advanced,Pitcher,Handedness,2022,vs L,7.88,1.69,4.67,0.0,23.3%,5.0%,18.3%,0.164,0.75,0.214,84.6%,2.11,3.88
BOSTON RED SOX,Austin Davis,advanced,Pitcher,Handedness,2022,vs R,11.07,5.75,1.92,0.89,26.6%,13.8%,12.8%,0.247,1.57,0.327,83.3%,4.14,4.62
BOSTON RED SOX,Hirokazu Sawamura,advanced,Pitcher,Handedness,2022,vs L,7.3,3.65,2.0,1.46,20.0%,10.0%,10.0%,0.163,0.97,0.152,65.2%,4.81,4.28
BOSTON RED SOX,Hirokazu Sawamura,advanced,Pitcher,Handedness,2022,vs R,7.29,3.43,2.13,0.0,19.8%,9.3%,10.5%,0.234,1.24,0.295,76.9%,2.63,3.77
BOSTON RED SOX,Ryan Brasier,advanced,Pitcher,Handedness,2022,vs L,9.0,1.8,5.0,0.9,22.2%,4.4%,17.8%,0.317,1.5,0.375,73.5%,3.01,3.8
BOSTON RED SOX,Ryan Brasier,advanced,Pitcher,Handedness,2022,vs R,8.87,1.54,5.75,1.54,24.5%,4.3%,20.2%,0.258,1.16,0.302,60.7%,3.88,3.25
BOSTON RED SOX,Kaleb Ort,advanced,Pitcher,Handedness,2022,vs L,0.0,0.0,0.0,0.0,0.0%,0.0%,0.0%,0.0,0.0,0.0,100.0%,3.11,4.6
BOSTON RED SOX,Kaleb Ort,advanced,Pitcher,Handedness,2022,vs R,5.4,0.0,1.0,0.0,16.7%,0.0%,16.7%,0.333,1.2,0.4,100.0%,1.91,3.7
BOSTON RED SOX,Phillips Valdez,advanced,Pitcher,Handedness,2022,vs L,7.04,3.52,2.0,0.0,19.4%,9.7%,9.7%,0.111,0.78,0.143,42.9%,3.11,4.47
BOSTON RED SOX,Phillips Valdez,advanced,Pitcher,Handedness,2022,vs R,8.22,3.52,2.33,0.0,18.9%,8.1%,10.8%,0.321,1.57,0.409,58.8%,4.41,5.58
BOSTON RED SOX,Nathan Eovaldi,advanced,Pitcher,Handedness,2022,vs L,11.14,1.69,6.6,2.36,31.4%,4.8%,26.7%,0.224,1.01,0.254,76.9%,4.72,3.15
BOSTON RED SOX,Nathan Eovaldi,advanced,Pitcher,Handedness,2022,vs R,8.42,1.08,7.8,1.94,22.4%,2.9%,19.5%,0.256,1.15,0.281,96.0%,4.41,3.06
BOSTON RED SOX,Rich Hill,advanced,Pitcher,Handedness,2022,vs L,9.58,3.48,2.75,0.87,26.2%,9.5%,16.7%,0.211,1.16,0.269,47.2%,3.4,3.73
BOSTON RED SOX,Rich Hill,advanced,Pitcher,Handedness,2022,vs R,7.01,2.83,2.47,1.04,18.4%,7.4%,10.9%,0.256,1.31,0.294,72.0%,4.15,4.42
BOSTON RED SOX,Connor Seabold,advanced,Pitcher,Handedness,2022,vs L,3.38,6.75,0.5,0.0,5.9%,11.8%,-5.9%,0.5,3.38,0.538,70.0%,5.73,10.21
BOSTON RED SOX,Connor Seabold,advanced,Pitcher,Handedness,2022,vs R,12.46,3.12,4.0,4.15,26.1%,6.5%,19.6%,0.405,2.31,0.5,58.4%,7.72,3.62
BOSTON RED SOX,Michael Wacha,advanced,Pitcher,Handedness,2022,vs L,7.15,3.18,2.25,0.79,21.1%,9.4%,11.7%,0.155,0.88,0.174,96.9%,3.73,4.25
BOSTON RED SOX,Michael Wacha,advanced,Pitcher,Handedness,2022,vs R,5.7,2.48,2.3,0.99,14.7%,6.4%,8.3%,0.264,1.32,0.288,71.4%,4.18,4.35
BOSTON RED SOX,Garrett Whitlock,advanced,Pitcher,Handedness,2022,vs L,8.49,1.16,7.33,0.39,24.7%,3.4%,21.3%,0.198,0.86,0.254,80.6%,2.17,3.65
BOSTON RED SOX,Garrett Whitlock,advanced,Pitcher,Handedness,2022,vs R,9.59,2.84,3.38,1.78,24.5%,7.3%,17.3%,0.27,1.38,0.319,69.0%,4.61,3.34
BOSTON RED SOX,Matt Barnes,advanced,Pitcher,Handedness,2022,vs L,9.0,10.8,0.83,1.8,17.9%,21.4%,-3.6%,0.273,2.4,0.313,18.9%,7.31,6.8
BOSTON RED SOX,Matt Barnes,advanced,Pitcher,Handedness,2022,vs R,6.75,4.5,1.5,0.75,17.0%,11.3%,5.7%,0.25,1.42,0.278,60.2%,4.44,5.22
BOSTON RED SOX,Tyler Danish,advanced,Pitcher,Handedness,2022,vs L,5.4,3.6,1.5,0.9,14.3%,9.5%,4.8%,0.184,1.1,0.194,72.9%,4.41,4.75
BOSTON RED SOX,Tyler Danish,advanced,Pitcher,Handedness,2022,vs R,8.02,1.69,4.75,1.69,21.6%,4.5%,17.0%,0.238,1.08,0.263,74.8%,4.89,3.78
BOSTON RED SOX,Darwinzon Hernandez,advanced,Pitcher,Handedness,2022,vs L,6.75,4.73,1.43,0.68,16.1%,11.3%,4.8%,.278,1.65,.318,72.8%,4.16,5.30
BOSTON RED SOX,Darwinzon Hernandez,advanced,Pitcher,Handedness,2022,vs R,10.27,3.04,3.38,0.00,27.0%,8.0%,19.0%,.256,1.31,.365,60.6%,2.09,3.10
BOSTON RED SOX,Christian Arroyo,advanced,Pitcher,Handedness,2022,vs L,9.70,3.38,2.88,0.84,26.7%,9.3%,17.4%,.247,1.27,.321,78.5%,3.29,2.98
BOSTON RED SOX,Christian Arroyo,advanced,Pitcher,Handedness,2022,vs R,8.28,3.60,2.30,3.24,18.3%,7.9%,10.3%,.402,2.20,.444,59.5%,7.51,4.91
BOSTON RED SOX,Enrique Hernández,advanced,Pitcher,Handedness,2022,vs L,0.00,20.25,0.00,0.00,0.0%,33.3%,-33.3%,.333,3.75,.333,60.0%,9.86,10.97
BOSTON RED SOX,Enrique Hernández,advanced,Pitcher,Handedness,2022,vs R,6.00,9.00,0.67,0.00,12.5%,18.8%,-6.2%,.250,2.00,.300,57.1%,5.77,7.76
BOSTON RED SOX,James Paxton,advanced,Pitcher,Handedness,2022,vs L,7.56,5.40,1.40,1.08,16.7%,11.9%,4.8%,.314,1.92,.370,48.2%,5.51,6.27
BOSTON RED SOX,James Paxton,advanced,Pitcher,Handedness,2022,vs R,9.39,3.52,2.67,1.76,23.2%,8.7%,14.5%,.246,1.37,.286,74.5%,5.13,4.82
