Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
SEATTLE MARINERS,Matthew Festa,advanced,Pitcher,Handedness,2022,vs R,15.34,2.45,6.25,1.84,41.7%,6.7%,35.0%,0.232,1.16,0.357,78.1%,3.18,2.14
SEATTLE MARINERS,Tommy Milone,advanced,Pitcher,Handedness,2022,vs L,7.71,0.0,2.0,3.86,20.0%,0.0%,20.0%,0.3,1.29,0.286,62.5%,6.97,3.95
SEATTLE MARINERS,Tommy Milone,advanced,Pitcher,Handedness,2022,vs R,2.35,0.0,2.0,1.17,7.4%,0.0%,7.4%,0.154,0.52,0.125,76.9%,4.28,5.12
SEATTLE MARINERS,Danny Young,advanced,Pitcher,Handedness,2022,vs L,16.2,10.8,1.5,0.0,37.5%,25.0%,12.5%,0.167,1.8,0.333,100.0%,3.11,4.0
SEATTLE MARINERS,Danny Young,advanced,Pitcher,Handedness,2022,vs R,9.0,0.0,2.0,4.5,16.7%,0.0%,16.7%,0.5,3.0,0.556,65.2%,7.61,3.35
SEATTLE MARINERS,Ken Giles,advanced,Pitcher,Handedness,2022,vs L,13.5,3.38,4.0,0.0,44.4%,11.1%,33.3%,0.0,0.38,0.0,100.0%,1.23,1.79
SEATTLE MARINERS,Ken Giles,advanced,Pitcher,Handedness,2022,vs R,10.8,16.2,0.67,0.0,22.2%,33.3%,-11.1%,0.167,2.4,0.25,100.0%,6.11,7.9
SEATTLE MARINERS,Tom Murphy,advanced,Pitcher,Handedness,2022,vs L,9.70,3.38,2.88,0.84,26.7%,9.3%,17.4%,.247,1.27,.321,78.5%,3.29,2.98
SEATTLE MARINERS,Tom Murphy,advanced,Pitcher,Handedness,2022,vs R,8.28,3.60,2.30,3.24,18.3%,7.9%,10.3%,.402,2.20,.444,59.5%,7.51,4.91
SEATTLE MARINERS,Evan White,advanced,Pitcher,Handedness,2022,vs L,0.00,20.25,0.00,0.00,0.0%,33.3%,-33.3%,.333,3.75,.333,60.0%,9.86,10.97
SEATTLE MARINERS,Evan White,advanced,Pitcher,Handedness,2022,vs R,6.00,9.00,0.67,0.00,12.5%,18.8%,-6.2%,.250,2.00,.300,57.1%,5.77,7.76
SEATTLE MARINERS,Mitch Haniger,advanced,Pitcher,Handedness,2022,vs L,3.86,3.86,1.00,0.00,11.1%,11.1%,0.0%,.143,0.86,.143,0.0%,3.54,5.45
SEATTLE MARINERS,Mitch Haniger,advanced,Pitcher,Handedness,2022,vs R,9.53,1.59,6.00,0.00,24.0%,4.0%,20.0%,.292,1.41,.389,87.5%,1.52,3.10
SEATTLE MARINERS,Kyle Lewis,advanced,Pitcher,Handedness,2022,vs L,7.56,5.40,1.40,1.08,16.7%,11.9%,4.8%,.314,1.92,.370,48.2%,5.51,6.27
SEATTLE MARINERS,Kyle Lewis,advanced,Pitcher,Handedness,2022,vs R,9.39,3.52,2.67,1.76,23.2%,8.7%,14.5%,.246,1.37,.286,74.5%,5.13,4.82
SEATTLE MARINERS,Taylor Trammell,advanced,Pitcher,Handedness,2022,vs L,5.40,2.70,2.00,0.00,12.5%,6.3%,6.3%,.333,1.80,.385,66.7%,2.81,5.04
SEATTLE MARINERS,Taylor Trammell,advanced,Pitcher,Handedness,2022,vs R,7.71,6.43,1.20,3.86,17.6%,14.7%,2.9%,.321,2.00,.316,55.6%,9.54,6.09
