Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,FIP,xFIP
SEATTLE MARINERS,Robbie Ray,advanced,Pitcher,Handedness,2022,vs L,10.89,0.95,11.5,1.42,32.4%,2.8%,29.6%,0.179,0.74,0.22,76.3%,3.37,2.89
SEATTLE MARINERS,Robbie Ray,advanced,Pitcher,Handedness,2022,vs R,9.85,3.55,2.78,1.28,26.7%,9.6%,17.1%,0.216,1.18,0.266,79.7%,4.05,3.75
SEATTLE MARINERS,Logan Gilbert,advanced,Pitcher,Handedness,2022,vs L,9.18,2.57,3.57,0.55,26.3%,7.4%,18.9%,0.189,0.96,0.244,84.1%,2.72,3.51
SEATTLE MARINERS,Logan Gilbert,advanced,Pitcher,Handedness,2022,vs R,7.89,2.37,3.33,1.42,20.2%,6.1%,14.2%,0.272,1.35,0.312,80.1%,4.36,4.05
SEATTLE MARINERS,Chris Flexen,advanced,Pitcher,Handedness,2022,vs L,6.92,4.15,1.67,0.69,18.1%,10.8%,7.2%,0.231,1.33,0.27,85.8%,3.96,4.91
SEATTLE MARINERS,Chris Flexen,advanced,Pitcher,Handedness,2022,vs R,6.35,2.47,2.57,1.41,16.3%,6.3%,10.0%,0.293,1.45,0.321,72.1%,4.62,4.89
SEATTLE MARINERS,Marco Gonzales,advanced,Pitcher,Handedness,2022,vs L,6.0,4.8,1.25,1.8,13.0%,10.4%,2.6%,0.308,1.87,0.315,85.3%,6.38,5.57
SEATTLE MARINERS,Marco Gonzales,advanced,Pitcher,Handedness,2022,vs R,4.42,2.72,1.63,1.25,11.9%,7.3%,4.6%,0.241,1.21,0.243,75.1%,4.91,4.88
SEATTLE MARINERS,Paul Sewald,advanced,Pitcher,Handedness,2022,vs L,12.79,2.13,6.0,0.71,36.7%,6.1%,30.6%,0.174,0.87,0.259,83.3%,2.0,2.63
SEATTLE MARINERS,Paul Sewald,advanced,Pitcher,Handedness,2022,vs R,8.71,1.74,5.0,1.74,26.3%,5.3%,21.1%,0.114,0.58,0.087,95.2%,4.56,3.63
SEATTLE MARINERS,Diego Castillo,advanced,Pitcher,Handedness,2022,vs L,4.82,4.82,1.0,0.0,12.2%,12.2%,0.0%,0.278,1.61,0.323,80.0%,3.65,5.24
SEATTLE MARINERS,Diego Castillo,advanced,Pitcher,Handedness,2022,vs R,10.72,3.18,3.38,0.79,29.0%,8.6%,20.4%,0.217,1.15,0.291,49.6%,3.07,3.1
SEATTLE MARINERS,Andrés Muñoz,advanced,Pitcher,Handedness,2022,vs L,15.0,2.4,6.25,1.2,42.4%,6.8%,35.6%,0.208,1.0,0.333,75.8%,2.51,2.07
SEATTLE MARINERS,Andrés Muñoz,advanced,Pitcher,Handedness,2022,vs R,13.5,2.41,5.6,1.45,38.4%,6.8%,31.5%,0.239,1.13,0.361,78.7%,3.16,1.87
SEATTLE MARINERS,Erik Swanson,advanced,Pitcher,Handedness,2022,vs L,16.55,1.74,9.5,0.0,46.3%,4.9%,41.5%,0.179,0.87,0.35,100.0%,0.01,1.02
SEATTLE MARINERS,Erik Swanson,advanced,Pitcher,Handedness,2022,vs R,9.49,2.19,4.33,1.46,27.7%,6.4%,21.3%,0.182,0.89,0.207,100.0%,3.84,3.79
SEATTLE MARINERS,Matt Brash,advanced,Pitcher,Handedness,2022,vs L,14.09,10.57,1.33,1.17,30.0%,22.5%,7.5%,0.258,2.22,0.389,64.1%,5.2,4.47
SEATTLE MARINERS,Matt Brash,advanced,Pitcher,Handedness,2022,vs R,6.08,5.4,1.13,1.35,15.5%,13.8%,1.7%,0.327,1.8,0.368,67.6%,5.73,4.57
SEATTLE MARINERS,Penn Murfee,advanced,Pitcher,Handedness,2022,vs L,13.5,0.0,14.0,0.0,35.9%,0.0%,35.9%,0.263,1.07,0.417,81.8%,0.43,2.03
SEATTLE MARINERS,Penn Murfee,advanced,Pitcher,Handedness,2022,vs R,9.59,2.84,3.38,1.07,30.0%,8.9%,21.1%,0.098,0.63,0.096,84.7%,3.46,3.81
SEATTLE MARINERS,Ryan Borucki,advanced,Pitcher,Handedness,2022,vs L,9.58,1.74,5.5,0.87,28.9%,5.3%,23.7%,0.171,0.77,0.217,78.9%,3.11,2.57
SEATTLE MARINERS,Ryan Borucki,advanced,Pitcher,Handedness,2022,vs R,8.1,6.75,1.2,2.7,16.7%,13.9%,2.8%,0.367,2.4,0.391,68.2%,7.46,5.35
SEATTLE MARINERS,Matthew Festa,advanced,Pitcher,Handedness,2022,vs L,9.0,3.86,2.33,2.57,23.3%,10.0%,13.3%,0.16,1.0,0.125,80.6%,6.97,5.17
