Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
ST. LOUIS CARDINALS,Johan Oviedo,batted-ball,Pitcher,Handedness,2022,vs R,1.27,17.1%,46.3%,36.6%,13.3%,20.0%,21.1%,0.0%,58.5%,31.7%,9.8%,24.4%,46.3%,29.3%,263,84,179
ST. LOUIS CARDINALS,T.J. McFarland,batted-ball,Pitcher,Handedness,2022,vs L,1.89,18.8%,53.1%,28.1%,0.0%,11.1%,11.8%,0.0%,45.5%,33.3%,21.2%,9.1%,54.5%,36.4%,148,53,95
ST. LOUIS CARDINALS,T.J. McFarland,batted-ball,Pitcher,Handedness,2022,vs R,2.36,24.2%,53.2%,22.6%,7.1%,21.4%,9.1%,0.0%,45.2%,40.3%,14.5%,17.7%,41.9%,40.3%,267,102,165
ST. LOUIS CARDINALS,Packy Naughton,batted-ball,Pitcher,Handedness,2022,vs L,1.75,0.0%,63.6%,36.4%,12.5%,12.5%,7.1%,0.0%,31.8%,50.0%,18.2%,22.7%,59.1%,18.2%,133,50,83
ST. LOUIS CARDINALS,Packy Naughton,batted-ball,Pitcher,Handedness,2022,vs R,2.0,25.0%,50.0%,25.0%,0.0%,10.0%,10.0%,0.0%,60.0%,30.0%,10.0%,15.0%,65.0%,20.0%,203,77,126
ST. LOUIS CARDINALS,Drew VerHagen,batted-ball,Pitcher,Handedness,2022,vs L,2.0,33.3%,44.4%,22.2%,0.0%,16.7%,0.0%,0.0%,42.9%,39.3%,17.9%,14.3%,50.0%,35.7%,154,63,91
ST. LOUIS CARDINALS,Drew VerHagen,batted-ball,Pitcher,Handedness,2022,vs R,0.58,18.9%,29.7%,51.4%,21.1%,15.8%,9.1%,0.0%,50.0%,28.9%,21.1%,39.5%,31.6%,28.9%,233,93,140
ST. LOUIS CARDINALS,Yadier Molina,batted-ball,Pitcher,Handedness,2022,vs L,0.5,50.0%,16.7%,33.3%,0.0%,100.0%,0.0%,0.0%,33.3%,50.0%,16.7%,0.0%,0.0%,100.0%,25,9,16
ST. LOUIS CARDINALS,Yadier Molina,batted-ball,Pitcher,Handedness,2022,vs R,2.0,40.0%,40.0%,20.0%,0.0%,0.0%,0.0%,0.0%,40.0%,40.0%,20.0%,0.0%,60.0%,40.0%,15,4,11
ST. LOUIS CARDINALS,Jack Flaherty,batted-ball,Pitcher,Handedness,2022,vs L,2.0,7.7%,61.5%,30.8%,0.0%,0.0%,25.0%,100.0%,33.3%,46.7%,20.0%,13.3%,73.3%,13.3%,90,38,52
ST. LOUIS CARDINALS,Jack Flaherty,batted-ball,Pitcher,Handedness,2022,vs R,0.43,9.1%,27.3%,63.6%,0.0%,14.3%,0.0%,0.0%,36.4%,45.5%,18.2%,9.1%,45.5%,45.5%,90,41,49
ST. LOUIS CARDINALS,Steven Matz,batted-ball,Pitcher,Handedness,2022,vs L,2.0,47.8%,34.8%,17.4%,0.0%,25.0%,12.5%,0.0%,26.1%,30.4%,43.5%,26.1%,56.5%,17.4%,163,51,112
ST. LOUIS CARDINALS,Steven Matz,batted-ball,Pitcher,Handedness,2022,vs R,0.97,23.9%,37.5%,38.6%,5.9%,20.6%,6.1%,0.0%,44.3%,34.1%,21.6%,13.6%,55.7%,30.7%,510,167,343
ST. LOUIS CARDINALS,Zack Thompson,batted-ball,Pitcher,Handedness,2022,vs L,1.64,23.7%,47.4%,28.9%,9.1%,0.0%,0.0%,0.0%,42.1%,31.6%,26.3%,18.4%,63.2%,18.4%,225,83,142
ST. LOUIS CARDINALS,Zack Thompson,batted-ball,Pitcher,Handedness,2022,vs R,1.28,18.0%,46.0%,36.0%,11.1%,16.7%,13.0%,0.0%,48.0%,32.0%,20.0%,24.0%,48.0%,28.0%,297,112,185
ST. LOUIS CARDINALS,Harrison Bader,batted-ball,Pitcher,Handedness,2022,vs L,3.00,33.3%,50.0%,16.7%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,16.7%,50.0%,33.3%,28,15,13
ST. LOUIS CARDINALS,Harrison Bader,batted-ball,Pitcher,Handedness,2022,vs R,1.25,10.0%,50.0%,40.0%,0.0%,0.0%,20.0%,0.0%,40.0%,40.0%,20.0%,20.0%,70.0%,10.0%,55,25,30
ST. LOUIS CARDINALS,Juan Yepez,batted-ball,Pitcher,Handedness,2022,vs L,1.00,14.3%,42.9%,42.9%,0.0%,0.0%,0.0%,0.0%,57.1%,28.6%,14.3%,14.3%,57.1%,28.6%,36,13,23
ST. LOUIS CARDINALS,Juan Yepez,batted-ball,Pitcher,Handedness,2022,vs R,1.17,27.8%,38.9%,33.3%,33.3%,0.0%,14.3%,0.0%,55.6%,27.8%,16.7%,33.3%,44.4%,22.2%,99,34,65
