Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
KANSAS CITY ROYALS,Michael A. Taylor,batted-ball,Pitcher,Handedness,2022,vs L,2.0,25.0%,50.0%,25.0%,0.0%,0.0%,0.0%,0.0%,25.0%,50.0%,25.0%,25.0%,75.0%,0.0%,15,6,9
KANSAS CITY ROYALS,Michael A. Taylor,batted-ball,Pitcher,Handedness,2022,vs R,0.33,20.0%,20.0%,60.0%,0.0%,33.3%,0.0%,0.0%,40.0%,40.0%,20.0%,0.0%,40.0%,60.0%,22,7,15
KANSAS CITY ROYALS,Zack Greinke,batted-ball,Pitcher,Handedness,2022,vs L,1.59,23.1%,47.2%,29.6%,9.4%,12.5%,0.0%,0.0%,38.5%,35.8%,25.7%,19.3%,52.3%,28.4%,515,199,316
KANSAS CITY ROYALS,Zack Greinke,batted-ball,Pitcher,Handedness,2022,vs R,0.75,23.8%,32.7%,43.5%,12.5%,9.4%,6.3%,0.0%,40.8%,32.0%,27.2%,19.7%,53.7%,26.5%,707,246,461
KANSAS CITY ROYALS,Brad Keller,batted-ball,Pitcher,Handedness,2022,vs L,1.71,19.6%,50.7%,29.7%,7.3%,17.1%,2.9%,0.0%,42.8%,38.4%,18.8%,15.9%,60.1%,23.9%,696,260,436
KANSAS CITY ROYALS,Brad Keller,batted-ball,Pitcher,Handedness,2022,vs R,1.78,18.2%,52.4%,29.4%,8.0%,8.0%,5.6%,0.0%,39.2%,36.3%,24.6%,16.4%,55.6%,28.1%,813,305,508
KANSAS CITY ROYALS,Daniel Lynch,batted-ball,Pitcher,Handedness,2022,vs L,1.17,23.5%,41.2%,35.3%,16.7%,0.0%,14.3%,50.0%,47.4%,31.6%,21.1%,21.1%,52.6%,26.3%,115,51,64
KANSAS CITY ROYALS,Daniel Lynch,batted-ball,Pitcher,Handedness,2022,vs R,0.85,19.1%,37.2%,43.6%,6.1%,11.0%,7.1%,0.0%,42.0%,34.6%,23.4%,11.7%,50.0%,38.3%,1153,409,744
KANSAS CITY ROYALS,Kris Bubic,batted-ball,Pitcher,Handedness,2022,vs L,1.47,17.8%,48.9%,33.3%,6.7%,26.7%,9.1%,0.0%,34.8%,37.0%,28.3%,23.9%,28.3%,47.8%,275,115,160
KANSAS CITY ROYALS,Kris Bubic,batted-ball,Pitcher,Handedness,2022,vs R,1.18,25.6%,40.3%,34.1%,2.3%,11.4%,7.7%,100.0%,43.1%,33.1%,23.8%,16.2%,48.5%,35.4%,782,302,480
