Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
CINCINNATI REDS,Matt Reynolds,batted-ball,Pitcher,Handedness,2022,vs L,0.0,33.3%,0.0%,66.7%,0.0%,0.0%,0.0%,0.0%,66.7%,0.0%,33.3%,33.3%,0.0%,66.7%,9,3,6
CINCINNATI REDS,Matt Reynolds,batted-ball,Pitcher,Handedness,2022,vs R,3.0,0.0%,75.0%,25.0%,0.0%,0.0%,0.0%,0.0%,50.0%,25.0%,25.0%,25.0%,50.0%,25.0%,12,4,8
CINCINNATI REDS,Luis Castillo,batted-ball,Pitcher,Handedness,2022,vs L,1.63,21.1%,48.9%,30.0%,7.4%,11.1%,6.8%,33.3%,36.6%,41.9%,21.5%,9.7%,54.8%,35.5%,621,230,391
CINCINNATI REDS,Luis Castillo,batted-ball,Pitcher,Handedness,2022,vs R,1.67,19.2%,50.5%,30.3%,13.3%,6.7%,10.0%,0.0%,46.5%,30.3%,23.2%,18.2%,57.6%,24.2%,604,208,396
CINCINNATI REDS,Hunter Greene,batted-ball,Pitcher,Handedness,2022,vs L,0.46,21.8%,24.8%,53.5%,7.4%,16.7%,12.0%,100.0%,38.2%,32.4%,29.4%,11.8%,56.9%,31.4%,811,329,482
CINCINNATI REDS,Hunter Greene,batted-ball,Pitcher,Handedness,2022,vs R,0.59,21.0%,29.4%,49.6%,11.9%,22.0%,8.6%,0.0%,44.5%,31.9%,23.5%,13.4%,51.3%,35.3%,735,264,471
CINCINNATI REDS,Nick Lodolo,batted-ball,Pitcher,Handedness,2022,vs L,2.0,0.0%,66.7%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,55.6%,44.4%,44.4%,44.4%,11.1%,73,31,42
CINCINNATI REDS,Nick Lodolo,batted-ball,Pitcher,Handedness,2022,vs R,1.28,30.5%,39.0%,30.5%,16.7%,22.2%,8.7%,0.0%,39.0%,40.7%,20.3%,22.0%,44.1%,33.9%,367,128,239
CINCINNATI REDS,Graham Ashcraft,batted-ball,Pitcher,Handedness,2022,vs L,2.9,20.4%,59.2%,20.4%,15.0%,5.0%,1.7%,0.0%,31.3%,42.4%,26.3%,26.3%,59.6%,14.1%,452,149,303
CINCINNATI REDS,Graham Ashcraft,batted-ball,Pitcher,Handedness,2022,vs R,1.42,20.2%,46.8%,33.0%,6.5%,12.9%,13.6%,0.0%,40.4%,34.0%,25.5%,14.9%,44.7%,40.4%,461,167,294
CINCINNATI REDS,Mike Minor,batted-ball,Pitcher,Handedness,2022,vs L,0.79,8.1%,40.5%,51.4%,10.5%,15.8%,6.7%,100.0%,44.7%,31.6%,23.7%,15.8%,52.6%,31.6%,216,78,138
CINCINNATI REDS,Mike Minor,batted-ball,Pitcher,Handedness,2022,vs R,0.61,21.4%,29.8%,48.8%,17.1%,22.0%,8.0%,0.0%,50.0%,32.1%,17.9%,13.1%,51.2%,35.7%,423,163,260
CINCINNATI REDS,Alexis Díaz,batted-ball,Pitcher,Handedness,2022,vs L,0.36,15.0%,22.5%,62.5%,8.0%,8.0%,22.2%,0.0%,37.5%,37.5%,25.0%,15.0%,52.5%,32.5%,312,120,192
CINCINNATI REDS,Alexis Díaz,batted-ball,Pitcher,Handedness,2022,vs R,0.93,12.9%,41.9%,45.2%,7.1%,7.1%,7.7%,0.0%,41.9%,25.8%,32.3%,16.1%,64.5%,19.4%,265,103,162
CINCINNATI REDS,Hunter Strickland,batted-ball,Pitcher,Handedness,2022,vs L,0.94,20.5%,38.6%,40.9%,5.6%,11.1%,5.9%,0.0%,52.3%,34.1%,13.6%,11.4%,59.1%,29.5%,290,108,182
CINCINNATI REDS,Hunter Strickland,batted-ball,Pitcher,Handedness,2022,vs R,0.67,32.7%,26.9%,40.4%,23.8%,4.8%,7.1%,0.0%,36.5%,36.5%,26.9%,21.2%,48.1%,30.8%,293,114,179
CINCINNATI REDS,Jeff Hoffman,batted-ball,Pitcher,Handedness,2022,vs L,0.9,19.1%,38.3%,42.6%,15.0%,0.0%,16.7%,0.0%,44.7%,34.0%,21.3%,12.8%,61.7%,25.5%,340,137,203
CINCINNATI REDS,Jeff Hoffman,batted-ball,Pitcher,Handedness,2022,vs R,0.43,16.2%,25.0%,58.8%,12.5%,7.5%,5.9%,0.0%,42.6%,32.4%,25.0%,22.1%,39.7%,38.2%,434,168,266
CINCINNATI REDS,Reiver Sanmartin,batted-ball,Pitcher,Handedness,2022,vs L,2.33,9.1%,63.6%,27.3%,0.0%,11.1%,9.5%,0.0%,60.6%,27.3%,12.1%,21.2%,60.6%,18.2%,210,78,132
CINCINNATI REDS,Reiver Sanmartin,batted-ball,Pitcher,Handedness,2022,vs R,2.25,24.6%,52.2%,23.2%,6.3%,18.8%,8.3%,0.0%,43.5%,33.3%,23.2%,13.0%,55.1%,31.9%,341,136,205
CINCINNATI REDS,Ian Gibaut,batted-ball,Pitcher,Handedness,2022,vs L,3.0,20.0%,60.0%,20.0%,0.0%,0.0%,33.3%,0.0%,20.0%,40.0%,40.0%,20.0%,80.0%,0.0%,48,19,29
CINCINNATI REDS,Ian Gibaut,batted-ball,Pitcher,Handedness,2022,vs R,1.0,40.0%,30.0%,30.0%,66.7%,0.0%,33.3%,0.0%,10.0%,40.0%,50.0%,40.0%,20.0%,40.0%,45,11,34
CINCINNATI REDS,Joel Kuhnel,batted-ball,Pitcher,Handedness,2022,vs L,1.23,21.6%,43.2%,35.1%,0.0%,15.4%,6.3%,0.0%,21.6%,51.4%,27.0%,10.8%,54.1%,35.1%,188,69,119
CINCINNATI REDS,Joel Kuhnel,batted-ball,Pitcher,Handedness,2022,vs R,1.58,13.9%,52.8%,33.3%,16.7%,25.0%,15.8%,0.0%,36.1%,38.9%,25.0%,16.7%,47.2%,36.1%,189,57,132
CINCINNATI REDS,Dauri Moreta,batted-ball,Pitcher,Handedness,2022,vs L,0.75,17.6%,35.3%,47.1%,6.3%,31.3%,0.0%,0.0%,41.2%,38.2%,20.6%,14.7%,52.9%,32.4%,196,79,117
CINCINNATI REDS,Dauri Moreta,batted-ball,Pitcher,Handedness,2022,vs R,0.35,22.9%,20.0%,57.1%,15.0%,20.0%,14.3%,0.0%,48.6%,31.4%,20.0%,28.6%,31.4%,40.0%,234,91,143
CINCINNATI REDS,Buck Farmer,batted-ball,Pitcher,Handedness,2022,vs L,1.25,30.8%,38.5%,30.8%,25.0%,0.0%,0.0%,0.0%,69.2%,23.1%,7.7%,15.4%,46.2%,38.5%,103,46,57
CINCINNATI REDS,Buck Farmer,batted-ball,Pitcher,Handedness,2022,vs R,1.0,30.4%,34.8%,34.8%,25.0%,25.0%,0.0%,0.0%,47.8%,30.4%,21.7%,21.7%,47.8%,30.4%,167,61,106
CINCINNATI REDS,Vladimir Gutierrez,batted-ball,Pitcher,Handedness,2022,vs L,0.45,25.0%,23.3%,51.7%,6.5%,16.1%,21.4%,0.0%,36.1%,37.7%,26.2%,14.8%,54.1%,31.1%,399,172,227
CINCINNATI REDS,Vladimir Gutierrez,batted-ball,Pitcher,Handedness,2022,vs R,1.0,11.9%,44.1%,44.1%,11.5%,11.5%,7.7%,0.0%,44.1%,28.8%,27.1%,20.3%,50.8%,28.8%,288,106,182
CINCINNATI REDS,Tyler Mahle,batted-ball,Pitcher,Handedness,2022,vs L,0.77,14.1%,37.5%,48.4%,14.5%,8.1%,4.2%,0.0%,42.0%,29.8%,28.2%,22.9%,51.9%,25.2%,910,361,549
CINCINNATI REDS,Tyler Mahle,batted-ball,Pitcher,Handedness,2022,vs R,0.7,23.4%,31.5%,45.2%,10.7%,8.9%,12.8%,0.0%,37.9%,33.1%,29.0%,15.3%,53.2%,31.5%,762,275,487
CINCINNATI REDS,Connor Overton,batted-ball,Pitcher,Handedness,2022,vs L,0.89,20.9%,37.2%,41.9%,5.6%,0.0%,6.3%,0.0%,39.5%,37.2%,23.3%,11.6%,62.8%,25.6%,198,77,121
CINCINNATI REDS,Connor Overton,batted-ball,Pitcher,Handedness,2022,vs R,1.88,20.7%,51.7%,27.6%,37.5%,0.0%,0.0%,0.0%,34.5%,48.3%,17.2%,17.2%,55.2%,27.6%,141,47,94
CINCINNATI REDS,Luis Cessa,batted-ball,Pitcher,Handedness,2022,vs L,2.45,15.6%,60.0%,24.4%,0.0%,9.1%,7.4%,0.0%,37.8%,48.9%,13.3%,8.9%,62.2%,28.9%,216,80,136
