Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
CHICAGO WHITE SOX,Josh Harrison,batted-ball,Pitcher,Handedness,2022,vs L,0.0,33.3%,0.0%,66.7%,0.0%,0.0%,0.0%,0.0%,33.3%,66.7%,0.0%,33.3%,66.7%,0.0%,10,4,6
CHICAGO WHITE SOX,Josh Harrison,batted-ball,Pitcher,Handedness,2022,vs R,0.5,25.0%,25.0%,50.0%,0.0%,50.0%,0.0%,0.0%,50.0%,50.0%,0.0%,0.0%,50.0%,50.0%,19,8,11
CHICAGO WHITE SOX,Dylan Cease,batted-ball,Pitcher,Handedness,2022,vs L,1.18,24.8%,40.7%,34.5%,5.1%,5.1%,2.2%,0.0%,48.7%,30.1%,21.2%,14.2%,59.3%,26.5%,846,318,528
CHICAGO WHITE SOX,Dylan Cease,batted-ball,Pitcher,Handedness,2022,vs R,1.16,12.8%,46.8%,40.4%,9.1%,13.6%,9.8%,0.0%,45.5%,29.1%,25.5%,17.3%,55.5%,27.3%,902,332,570
CHICAGO WHITE SOX,Lucas Giolito,batted-ball,Pitcher,Handedness,2022,vs L,0.79,22.8%,34.2%,43.0%,2.9%,8.8%,3.7%,0.0%,37.5%,35.0%,27.5%,12.5%,57.5%,30.0%,567,197,370
CHICAGO WHITE SOX,Lucas Giolito,batted-ball,Pitcher,Handedness,2022,vs R,0.82,23.2%,34.5%,42.3%,5.0%,21.7%,0.0%,100.0%,41.3%,33.6%,25.2%,13.3%,52.4%,34.3%,809,309,500
CHICAGO WHITE SOX,Johnny Cueto,batted-ball,Pitcher,Handedness,2022,vs L,1.15,12.3%,46.9%,40.7%,0.0%,12.1%,7.9%,0.0%,46.9%,33.3%,19.8%,13.6%,48.1%,38.3%,415,159,256
CHICAGO WHITE SOX,Johnny Cueto,batted-ball,Pitcher,Handedness,2022,vs R,1.11,21.8%,41.2%,37.0%,4.5%,11.4%,2.0%,0.0%,38.7%,44.5%,16.8%,14.3%,52.1%,33.6%,596,200,396
CHICAGO WHITE SOX,Michael Kopech,batted-ball,Pitcher,Handedness,2022,vs L,0.28,23.1%,16.7%,60.3%,8.5%,10.6%,0.0%,100.0%,34.2%,34.2%,31.6%,12.7%,57.0%,30.4%,581,228,353
CHICAGO WHITE SOX,Michael Kopech,batted-ball,Pitcher,Handedness,2022,vs R,0.81,12.5%,39.1%,48.4%,11.3%,8.1%,6.0%,0.0%,43.8%,33.6%,22.7%,15.6%,60.2%,24.2%,713,269,444
CHICAGO WHITE SOX,Lance Lynn,batted-ball,Pitcher,Handedness,2022,vs L,1.09,14.3%,44.6%,41.1%,8.7%,13.0%,12.0%,0.0%,35.1%,42.1%,22.8%,21.1%,54.4%,24.6%,302,115,187
CHICAGO WHITE SOX,Lance Lynn,batted-ball,Pitcher,Handedness,2022,vs R,1.46,28.9%,42.2%,28.9%,7.7%,7.7%,15.8%,0.0%,37.8%,33.3%,28.9%,11.1%,46.7%,42.2%,289,108,181
