Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Chase%,IZ_Contact%,oppHandedness,Cluster
MIAMI MARLINS,Sandy Alcantara,advanced,Pitcher,Handedness,2022,vs R,8.68,2.25,3.86,0.48,0.255,0.066,0.18899999999999997,0.191,0.91,0.248,0.8859999999999999,0.107,0.586,0.307,0.233,0.07,0.098,0.47100000000000003,0.32899999999999996,0.2,0.2,0.557,0.243,33.2,80.5,R,15
NEW YORK METS,Chris Bassitt,advanced,Pitcher,Handedness,2022,vs R,8.89,1.75,5.09,0.79,0.251,0.049,0.20199999999999999,0.215,0.99,0.268,0.765,0.16399999999999998,0.507,0.32899999999999996,0.12,0.1,0.065,0.409,0.318,0.273,0.253,0.44799999999999995,0.299,25.7,78.8,R,15
BALTIMORE ORIOLES,Tyler Wells,advanced,Pitcher,Handedness,2022,vs L,7.17,1.19,6.0,0.96,0.207,0.034,0.172,0.203,0.88,0.229,0.845,0.157,0.40700000000000003,0.435,0.213,0.085,0.045,0.45,0.294,0.257,0.257,0.505,0.239,30.2,82.3,L,15
BALTIMORE ORIOLES,John Means,advanced,Pitcher,Handedness,2022,vs R,9.53,1.59,6.0,0.0,0.24,0.04,0.2,0.292,1.41,0.389,0.875,0.278,0.389,0.33299999999999996,0.33299999999999996,0.0,0.14300000000000002,0.556,0.278,0.16699999999999998,0.33299999999999996,0.444,0.222,31.3,80.8,R,15
SAN DIEGO PADRES,Joe Musgrove,advanced,Pitcher,Handedness,2022,vs L,9.39,2.68,3.5,0.5,0.264,0.075,0.18899999999999997,0.187,0.97,0.246,0.846,0.25,0.419,0.331,0.156,0.067,0.018000000000000002,0.46,0.314,0.226,0.226,0.474,0.299,32.6,82.3,L,15
SAN DIEGO PADRES,Yu Darvish,advanced,Pitcher,Handedness,2022,vs R,8.08,1.29,6.29,1.29,0.222,0.035,0.187,0.236,1.02,0.269,0.649,0.163,0.348,0.489,0.043,0.10099999999999999,0.061,0.376,0.355,0.27,0.255,0.48200000000000004,0.262,28.4,80.8,R,15
PHILADELPHIA PHILLIES,Zach Eflin,advanced,Pitcher,Handedness,2022,vs R,7.2,1.54,4.67,1.03,0.201,0.043,0.158,0.223,1.0,0.25,0.6579999999999999,0.163,0.529,0.308,0.094,0.125,0.0,0.442,0.298,0.26,0.298,0.51,0.192,29.5,83.3,R,15
PHILADELPHIA PHILLIES,Kyle Gibson,advanced,Pitcher,Handedness,2022,vs L,7.17,1.19,6.0,0.96,0.207,0.034,0.172,0.203,0.88,0.229,0.845,0.157,0.40700000000000003,0.435,0.213,0.085,0.045,0.45,0.294,0.257,0.257,0.505,0.239,30.2,83.7,L,15
TAMPA BAY RAYS,Corey Kluber,advanced,Pitcher,Handedness,2022,vs R,7.63,1.49,5.13,1.3,0.21,0.040999999999999995,0.16899999999999998,0.238,1.08,0.27,0.6559999999999999,0.201,0.40299999999999997,0.396,0.228,0.12300000000000001,0.034,0.396,0.361,0.243,0.19399999999999998,0.479,0.326,33.9,84.2,R,15
TAMPA BAY RAYS,Colin Poche,advanced,Pitcher,Handedness,2022,vs R,6.75,3.38,2.0,1.27,0.188,0.094,0.094,0.158,0.94,0.158,0.893,0.183,0.4,0.41700000000000004,0.24,0.12,0.16699999999999998,0.467,0.3,0.233,0.233,0.55,0.217,34.7,76.0,R,15
BOSTON RED SOX,Nathan Eovaldi,advanced,Pitcher,Handedness,2022,vs R,8.42,1.08,7.8,1.94,0.22399999999999998,0.028999999999999998,0.195,0.256,1.15,0.281,0.96,0.2,0.485,0.315,0.171,0.22,0.079,0.408,0.354,0.23800000000000002,0.138,0.45399999999999996,0.408,31.6,80.0,R,15
BOSTON RED SOX,Michael Wacha,advanced,Pitcher,Handedness,2022,vs L,7.15,3.18,2.25,0.79,0.21100000000000002,0.094,0.11699999999999999,0.155,0.88,0.174,0.9690000000000001,0.23600000000000002,0.337,0.42700000000000005,0.184,0.079,0.033,0.483,0.292,0.225,0.213,0.494,0.292,25.8,86.2,L,15
CINCINNATI REDS,Mike Minor,advanced,Pitcher,Handedness,2022,vs L,8.78,1.35,6.5,2.03,0.245,0.038,0.20800000000000002,0.216,0.98,0.229,1.0,0.081,0.405,0.514,0.105,0.158,0.067,0.447,0.316,0.237,0.158,0.526,0.316,26.1,85.9,L,15
DETROIT TIGERS,Matt Manning,advanced,Pitcher,Handedness,2022,vs R,4.5,0.0,2.0,2.25,0.133,0.0,0.133,0.2,0.75,0.167,0.625,0.0,0.5379999999999999,0.462,0.5,0.16699999999999998,0.14300000000000002,0.308,0.462,0.231,0.462,0.154,0.385,35.6,85.0,R,15
MINNESOTA TWINS,Sonny Gray,advanced,Pitcher,Handedness,2022,vs L,7.0,2.0,3.5,0.67,0.2,0.057,0.14300000000000002,0.214,1.0,0.25,0.62,0.205,0.359,0.436,0.147,0.059000000000000004,0.036000000000000004,0.397,0.41,0.192,0.218,0.5379999999999999,0.244,27.1,85.7,L,15
MINNESOTA TWINS,Sonny Gray,advanced,Pitcher,Handedness,2022,vs R,9.19,2.78,3.3,0.84,0.24600000000000002,0.075,0.172,0.217,1.11,0.267,0.858,0.17,0.489,0.341,0.2,0.1,0.07,0.41600000000000004,0.36,0.225,0.20199999999999999,0.42700000000000005,0.371,27.1,85.7,R,15
MINNESOTA TWINS,Dylan Bundy,advanced,Pitcher,Handedness,2022,vs R,8.44,2.11,4.0,1.27,0.223,0.055999999999999994,0.168,0.247,1.2,0.285,0.728,0.17800000000000002,0.33299999999999996,0.488,0.111,0.095,0.11599999999999999,0.48100000000000004,0.271,0.248,0.17800000000000002,0.519,0.302,34.5,84.0,R,15
NEW YORK YANKEES,Jameson Taillon,advanced,Pitcher,Handedness,2022,vs L,7.82,1.66,4.71,1.66,0.20600000000000002,0.044000000000000004,0.162,0.268,1.24,0.297,0.7909999999999999,0.259,0.345,0.397,0.174,0.152,0.05,0.449,0.34700000000000003,0.203,0.212,0.475,0.314,31.2,82.4,L,15
