Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Chase%,IZ_Contact%,oppHandedness,Cluster
CLEVELAND GUARDIANS,Zach Plesac,advanced,Pitcher,Handedness,2022,vs L,4.35,3.48,1.25,1.52,0.109,0.087,0.022000000000000002,0.268,1.45,0.268,0.733,0.217,0.35700000000000004,0.42700000000000005,0.049,0.115,0.039,0.49,0.28300000000000003,0.228,0.11699999999999999,0.5589999999999999,0.324,31.6,83.9,L,6
SEATTLE MARINERS,Logan Gilbert,advanced,Pitcher,Handedness,2022,vs R,7.89,2.37,3.33,1.42,0.20199999999999999,0.061,0.142,0.272,1.35,0.312,0.8009999999999999,0.247,0.376,0.376,0.134,0.134,0.11900000000000001,0.46399999999999997,0.33,0.207,0.156,0.475,0.369,24.8,81.0,R,6
MIAMI MARLINS,Cody Poteet,advanced,Pitcher,Handedness,2022,vs L,5.14,3.86,1.33,0.0,0.157,0.11800000000000001,0.039,0.156,0.93,0.189,0.846,0.162,0.541,0.297,0.0,0.0,0.05,0.541,0.324,0.135,0.10800000000000001,0.568,0.324,26.9,73.8,L,6
MIAMI MARLINS,Cody Poteet,advanced,Pitcher,Handedness,2022,vs R,9.0,3.75,2.4,1.5,0.24,0.1,0.14,0.2,1.17,0.226,0.804,0.152,0.5760000000000001,0.273,0.0,0.222,0.053,0.515,0.242,0.242,0.121,0.5760000000000001,0.303,26.9,73.8,R,6
SAN DIEGO PADRES,Sean Manaea,advanced,Pitcher,Handedness,2022,vs L,7.96,4.15,1.92,1.04,0.223,0.11699999999999999,0.107,0.165,1.04,0.185,0.746,0.185,0.4,0.415,0.111,0.111,0.077,0.5,0.324,0.17600000000000002,0.147,0.588,0.265,27.4,79.5,L,6
PHILADELPHIA PHILLIES,Aaron Nola,advanced,Pitcher,Handedness,2022,vs L,7.51,4.06,1.85,1.83,0.188,0.102,0.086,0.273,1.51,0.295,0.6559999999999999,0.23,0.385,0.385,0.115,0.17300000000000001,0.077,0.449,0.348,0.203,0.174,0.493,0.33299999999999996,32.5,80.9,L,6
PITTSBURGH PIRATES,Zach Thompson,advanced,Pitcher,Handedness,2022,vs R,6.32,3.45,1.83,2.3,0.159,0.087,0.07200000000000001,0.294,1.56,0.302,0.794,0.221,0.47100000000000003,0.308,0.094,0.25,0.02,0.596,0.212,0.192,0.154,0.519,0.327,28.4,85.8,R,6
BOSTON RED SOX,Josh Winckowski,advanced,Pitcher,Handedness,2022,vs L,7.11,5.68,1.25,1.42,0.175,0.14,0.035,0.271,1.66,0.297,0.879,0.128,0.48700000000000004,0.385,0.0,0.133,0.105,0.48700000000000004,0.282,0.231,0.256,0.462,0.282,21.8,86.5,L,6
BOSTON RED SOX,Michael Wacha,advanced,Pitcher,Handedness,2022,vs L,7.15,3.18,2.25,0.79,0.21100000000000002,0.094,0.11699999999999999,0.155,0.88,0.174,0.9690000000000001,0.23600000000000002,0.337,0.42700000000000005,0.184,0.079,0.033,0.483,0.292,0.225,0.213,0.494,0.292,25.8,86.2,L,6
CINCINNATI REDS,Mike Minor,advanced,Pitcher,Handedness,2022,vs L,8.78,1.35,6.5,2.03,0.245,0.038,0.20800000000000002,0.216,0.98,0.229,1.0,0.081,0.405,0.514,0.105,0.158,0.067,0.447,0.316,0.237,0.158,0.526,0.316,26.1,85.9,L,6
COLORADO ROCKIES,Chad Kuhl,advanced,Pitcher,Handedness,2022,vs L,6.89,4.6,1.5,1.34,0.17,0.113,0.057,0.259,1.53,0.283,0.74,0.245,0.358,0.397,0.11699999999999999,0.11699999999999999,0.019,0.45399999999999996,0.309,0.237,0.151,0.474,0.375,26.2,83.1,L,6
DETROIT TIGERS,Michael Pineda,advanced,Pitcher,Handedness,2022,vs L,4.42,2.45,1.8,2.45,0.115,0.064,0.051,0.274,1.36,0.254,0.833,0.188,0.375,0.43799999999999994,0.14300000000000002,0.179,0.042,0.43799999999999994,0.313,0.25,0.109,0.531,0.359,23.9,89.4,L,6
DETROIT TIGERS,Beau Brieske,advanced,Pitcher,Handedness,2022,vs R,5.56,2.38,2.33,1.99,0.14800000000000002,0.063,0.085,0.26,1.26,0.254,0.75,0.23,0.35100000000000003,0.419,0.113,0.161,0.038,0.392,0.37799999999999995,0.23,0.155,0.473,0.37200000000000005,25.5,83.4,R,6
MINNESOTA TWINS,Devin Smeltzer,advanced,Pitcher,Handedness,2022,vs L,5.91,2.53,2.33,2.53,0.152,0.065,0.087,0.262,1.31,0.25,0.9259999999999999,0.17600000000000002,0.382,0.441,0.067,0.2,0.154,0.457,0.4,0.14300000000000002,0.028999999999999998,0.5429999999999999,0.429,32.2,83.7,L,6
MINNESOTA TWINS,Devin Smeltzer,advanced,Pitcher,Handedness,2022,vs R,5.33,2.2,2.42,1.84,0.149,0.062,0.08800000000000001,0.239,1.12,0.231,0.805,0.139,0.377,0.483,0.12300000000000001,0.13699999999999998,0.035,0.484,0.275,0.242,0.196,0.49,0.314,32.2,83.7,R,6
CHICAGO WHITE SOX,Johnny Cueto,advanced,Pitcher,Handedness,2022,vs L,5.86,2.93,2.0,1.3,0.165,0.083,0.083,0.212,1.08,0.221,0.9840000000000001,0.12300000000000001,0.469,0.40700000000000003,0.0,0.121,0.079,0.469,0.33299999999999996,0.198,0.136,0.48100000000000004,0.38299999999999995,32.4,86.3,L,6
NEW YORK YANKEES,Luis Severino,advanced,Pitcher,Handedness,2022,vs L,6.75,2.0,3.38,1.75,0.18899999999999997,0.055999999999999994,0.133,0.216,1.03,0.218,0.846,0.18100000000000002,0.371,0.44799999999999995,0.021,0.149,0.051,0.444,0.29600000000000004,0.259,0.157,0.491,0.35200000000000004,27.5,79.3,L,6
