Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Chase%,IZ_Contact%,oppHandedness,Cluster
LOS ANGELES DODGERS,Walker Buehler,advanced,Pitcher,Handedness,2022,vs L,7.61,2.45,3.1,0.98,0.19899999999999998,0.064,0.135,0.271,1.34,0.321,0.7709999999999999,0.214,0.5,0.28600000000000003,0.031,0.125,0.018000000000000002,0.46,0.336,0.204,0.18600000000000003,0.522,0.292,32.0,85.1,L,3
LOS ANGELES DODGERS,Walker Buehler,advanced,Pitcher,Handedness,2022,vs R,8.58,2.22,3.86,1.27,0.22899999999999998,0.059000000000000004,0.16899999999999998,0.252,1.24,0.3,0.7140000000000001,0.179,0.452,0.369,0.129,0.129,0.079,0.33299999999999996,0.35700000000000004,0.31,0.179,0.488,0.33299999999999996,32.0,85.1,R,3
CLEVELAND GUARDIANS,Aaron Civale,advanced,Pitcher,Handedness,2022,vs R,7.8,2.1,3.71,1.5,0.193,0.052000000000000005,0.141,0.303,1.47,0.348,0.595,0.20600000000000002,0.402,0.392,0.158,0.132,0.051,0.45399999999999996,0.32,0.22699999999999998,0.14400000000000002,0.5770000000000001,0.278,29.7,85.2,R,3
CLEVELAND GUARDIANS,Zach Plesac,advanced,Pitcher,Handedness,2022,vs R,8.27,1.29,6.43,0.73,0.226,0.035,0.191,0.237,1.06,0.291,0.682,0.214,0.455,0.331,0.063,0.083,0.03,0.47600000000000003,0.31,0.214,0.131,0.545,0.324,31.6,83.9,R,3
CLEVELAND GUARDIANS,Cal Quantrill,advanced,Pitcher,Handedness,2022,vs R,4.67,1.67,2.8,1.0,0.124,0.044000000000000004,0.08,0.274,1.24,0.288,0.767,0.221,0.42,0.359,0.10800000000000001,0.092,0.039,0.41,0.344,0.24600000000000002,0.19699999999999998,0.519,0.284,32.7,86.0,R,3
MIAMI MARLINS,Braxton Garrett,advanced,Pitcher,Handedness,2022,vs R,8.06,2.1,3.83,1.05,0.207,0.054000000000000006,0.153,0.291,1.4,0.351,0.769,0.213,0.38799999999999996,0.4,0.094,0.094,0.065,0.363,0.375,0.263,0.2,0.475,0.325,36.0,88.4,R,3
NEW YORK METS,David Peterson,advanced,Pitcher,Handedness,2022,vs R,10.26,4.32,2.38,0.54,0.261,0.11,0.151,0.237,1.36,0.318,0.785,0.22,0.523,0.258,0.11800000000000001,0.08800000000000001,0.087,0.402,0.386,0.212,0.19699999999999998,0.462,0.341,28.0,84.0,R,3
NEW YORK METS,Chris Bassitt,advanced,Pitcher,Handedness,2022,vs R,8.89,1.75,5.09,0.79,0.251,0.049,0.20199999999999999,0.215,0.99,0.268,0.765,0.16399999999999998,0.507,0.32899999999999996,0.12,0.1,0.065,0.409,0.318,0.273,0.253,0.44799999999999995,0.299,25.7,78.8,R,3
NEW YORK METS,Carlos Carrasco,advanced,Pitcher,Handedness,2022,vs R,8.52,1.99,4.27,0.91,0.22,0.051,0.168,0.278,1.33,0.34,0.794,0.21899999999999997,0.424,0.358,0.14800000000000002,0.09300000000000001,0.094,0.384,0.325,0.29100000000000004,0.205,0.536,0.258,36.1,81.8,R,3
NEW YORK METS,Taijuan Walker,advanced,Pitcher,Handedness,2022,vs R,6.38,1.47,4.33,0.33,0.184,0.042,0.142,0.228,1.0,0.273,0.695,0.222,0.506,0.272,0.159,0.045,0.061,0.46,0.35,0.19,0.19,0.521,0.28800000000000003,32.2,83.9,R,3
WASHINGTON NATIONALS,Paolo Espino,advanced,Pitcher,Handedness,2022,vs R,7.85,2.51,3.13,1.26,0.205,0.066,0.139,0.265,1.33,0.306,0.772,0.20199999999999999,0.36,0.43799999999999994,0.10300000000000001,0.10300000000000001,0.094,0.43799999999999994,0.36,0.20199999999999999,0.18,0.506,0.315,24.9,84.5,R,3
BALTIMORE ORIOLES,Jordan Lyles,advanced,Pitcher,Handedness,2022,vs R,7.27,1.78,4.08,0.59,0.19,0.047,0.14300000000000002,0.273,1.29,0.326,0.7559999999999999,0.196,0.433,0.371,0.139,0.055999999999999994,0.083,0.45399999999999996,0.35100000000000003,0.196,0.191,0.531,0.278,27.6,85.2,R,3
BALTIMORE ORIOLES,Tyler Wells,advanced,Pitcher,Handedness,2022,vs L,7.17,1.19,6.0,0.96,0.207,0.034,0.172,0.203,0.88,0.229,0.845,0.157,0.40700000000000003,0.435,0.213,0.085,0.045,0.45,0.294,0.257,0.257,0.505,0.239,30.2,82.3,L,3
BALTIMORE ORIOLES,John Means,advanced,Pitcher,Handedness,2022,vs R,9.53,1.59,6.0,0.0,0.24,0.04,0.2,0.292,1.41,0.389,0.875,0.278,0.389,0.33299999999999996,0.33299999999999996,0.0,0.14300000000000002,0.556,0.278,0.16699999999999998,0.33299999999999996,0.444,0.222,31.3,80.8,R,3
SAN DIEGO PADRES,Joe Musgrove,advanced,Pitcher,Handedness,2022,vs L,9.39,2.68,3.5,0.5,0.264,0.075,0.18899999999999997,0.187,0.97,0.246,0.846,0.25,0.419,0.331,0.156,0.067,0.018000000000000002,0.46,0.314,0.226,0.226,0.474,0.299,32.6,82.3,L,3
SAN DIEGO PADRES,Yu Darvish,advanced,Pitcher,Handedness,2022,vs R,8.08,1.29,6.29,1.29,0.222,0.035,0.187,0.236,1.02,0.269,0.649,0.163,0.348,0.489,0.043,0.10099999999999999,0.061,0.376,0.355,0.27,0.255,0.48200000000000004,0.262,28.4,80.8,R,3
PHILADELPHIA PHILLIES,Aaron Nola,advanced,Pitcher,Handedness,2022,vs R,7.27,1.78,4.08,0.59,0.19,0.047,0.14300000000000002,0.273,1.29,0.326,0.7559999999999999,0.196,0.433,0.371,0.139,0.055999999999999994,0.083,0.45399999999999996,0.35100000000000003,0.196,0.191,0.546,0.263,32.5,80.9,R,3
PHILADELPHIA PHILLIES,Kyle Gibson,advanced,Pitcher,Handedness,2022,vs L,7.17,1.19,6.0,0.96,0.207,0.034,0.172,0.203,0.88,0.229,0.845,0.157,0.40700000000000003,0.435,0.213,0.085,0.045,0.45,0.294,0.257,0.257,0.505,0.239,30.2,83.7,L,3
PITTSBURGH PIRATES,JT Brubaker,advanced,Pitcher,Handedness,2022,vs R,9.15,4.14,2.21,0.87,0.21100000000000002,0.095,0.11599999999999999,0.273,1.62,0.336,0.652,0.222,0.48100000000000004,0.29600000000000004,0.15,0.1,0.10800000000000001,0.489,0.341,0.17,0.193,0.556,0.252,29.9,85.4,R,3
TEXAS RANGERS,Dane Dunning,advanced,Pitcher,Handedness,2022,vs R,8.27,2.2,3.75,0.73,0.221,0.059000000000000004,0.162,0.235,1.12,0.283,0.7170000000000001,0.129,0.6,0.271,0.079,0.105,0.095,0.496,0.319,0.184,0.19899999999999998,0.461,0.34,31.6,84.7,R,3
TAMPA BAY RAYS,Drew Rasmussen,advanced,Pitcher,Handedness,2022,vs R,8.31,2.08,4.0,1.38,0.22899999999999998,0.057,0.172,0.238,1.13,0.274,0.73,0.25,0.429,0.321,0.111,0.16699999999999998,0.063,0.384,0.313,0.304,0.17,0.46399999999999997,0.366,31.9,84.7,R,3
TAMPA BAY RAYS,Corey Kluber,advanced,Pitcher,Handedness,2022,vs L,8.62,1.36,6.33,0.45,0.233,0.037000000000000005,0.196,0.253,1.11,0.316,0.792,0.23,0.336,0.434,0.14300000000000002,0.040999999999999995,0.026000000000000002,0.44,0.379,0.18100000000000002,0.19,0.509,0.302,33.9,84.2,L,3
TAMPA BAY RAYS,Corey Kluber,advanced,Pitcher,Handedness,2022,vs R,7.63,1.49,5.13,1.3,0.21,0.040999999999999995,0.16899999999999998,0.238,1.08,0.27,0.6559999999999999,0.201,0.40299999999999997,0.396,0.228,0.12300000000000001,0.034,0.396,0.361,0.243,0.19399999999999998,0.479,0.326,33.9,84.2,R,3
TAMPA BAY RAYS,Colin Poche,advanced,Pitcher,Handedness,2022,vs R,6.75,3.38,2.0,1.27,0.188,0.094,0.094,0.158,0.94,0.158,0.893,0.183,0.4,0.41700000000000004,0.24,0.12,0.16699999999999998,0.467,0.3,0.233,0.233,0.55,0.217,34.7,76.0,R,3
BOSTON RED SOX,Nick Pivetta,advanced,Pitcher,Handedness,2022,vs R,9.33,2.4,3.88,0.85,0.252,0.065,0.187,0.245,1.19,0.312,0.737,0.233,0.358,0.409,0.16699999999999998,0.083,0.048,0.40299999999999997,0.369,0.22699999999999998,0.165,0.449,0.386,25.9,82.4,R,3
BOSTON RED SOX,Nathan Eovaldi,advanced,Pitcher,Handedness,2022,vs R,8.42,1.08,7.8,1.94,0.22399999999999998,0.028999999999999998,0.195,0.256,1.15,0.281,0.96,0.2,0.485,0.315,0.171,0.22,0.079,0.408,0.354,0.23800000000000002,0.138,0.45399999999999996,0.408,31.6,80.0,R,3
KANSAS CITY ROYALS,Zack Greinke,advanced,Pitcher,Handedness,2022,vs R,5.91,1.48,4.0,1.27,0.152,0.038,0.114,0.285,1.31,0.305,0.726,0.23800000000000002,0.327,0.435,0.125,0.094,0.063,0.408,0.32,0.272,0.19699999999999998,0.537,0.265,30.5,88.6,R,3
DETROIT TIGERS,Matt Manning,advanced,Pitcher,Handedness,2022,vs R,4.5,0.0,2.0,2.25,0.133,0.0,0.133,0.2,0.75,0.167,0.625,0.0,0.5379999999999999,0.462,0.5,0.16699999999999998,0.14300000000000002,0.308,0.462,0.231,0.462,0.154,0.385,35.6,85.0,R,3
MINNESOTA TWINS,Sonny Gray,advanced,Pitcher,Handedness,2022,vs L,7.0,2.0,3.5,0.67,0.2,0.057,0.14300000000000002,0.214,1.0,0.25,0.62,0.205,0.359,0.436,0.147,0.059000000000000004,0.036000000000000004,0.397,0.41,0.192,0.218,0.5379999999999999,0.244,27.1,85.7,L,3
MINNESOTA TWINS,Sonny Gray,advanced,Pitcher,Handedness,2022,vs R,9.19,2.78,3.3,0.84,0.24600000000000002,0.075,0.172,0.217,1.11,0.267,0.858,0.17,0.489,0.341,0.2,0.1,0.07,0.41600000000000004,0.36,0.225,0.20199999999999999,0.42700000000000005,0.371,27.1,85.7,R,3
MINNESOTA TWINS,Dylan Bundy,advanced,Pitcher,Handedness,2022,vs L,4.73,1.67,2.83,1.39,0.122,0.043,0.079,0.3,1.39,0.309,0.6409999999999999,0.221,0.451,0.327,0.10800000000000001,0.135,0.02,0.409,0.348,0.243,0.13,0.522,0.348,34.5,84.0,L,3
MINNESOTA TWINS,Dylan Bundy,advanced,Pitcher,Handedness,2022,vs R,8.44,2.11,4.0,1.27,0.223,0.055999999999999994,0.168,0.247,1.2,0.285,0.728,0.17800000000000002,0.33299999999999996,0.488,0.111,0.095,0.11599999999999999,0.48100000000000004,0.271,0.248,0.17800000000000002,0.519,0.302,34.5,84.0,R,3
CHICAGO WHITE SOX,Johnny Cueto,advanced,Pitcher,Handedness,2022,vs R,7.81,2.01,3.89,1.12,0.215,0.055,0.16,0.255,1.19,0.298,0.7559999999999999,0.218,0.41200000000000003,0.37,0.045,0.114,0.02,0.387,0.445,0.168,0.14300000000000002,0.521,0.336,32.4,86.3,R,3
NEW YORK YANKEES,Jameson Taillon,advanced,Pitcher,Handedness,2022,vs L,7.82,1.66,4.71,1.66,0.20600000000000002,0.044000000000000004,0.162,0.268,1.24,0.297,0.7909999999999999,0.259,0.345,0.397,0.174,0.152,0.05,0.449,0.34700000000000003,0.203,0.212,0.475,0.314,31.2,82.4,L,3
NEW YORK YANKEES,Jameson Taillon,advanced,Pitcher,Handedness,2022,vs R,7.03,0.8,8.8,0.96,0.18899999999999997,0.021,0.16699999999999998,0.266,1.14,0.301,0.7290000000000001,0.19,0.441,0.369,0.136,0.091,0.063,0.425,0.326,0.249,0.16,0.525,0.315,31.2,82.4,R,3
