Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Chase%,IZ_Contact%,oppHandedness,Cluster
LOS ANGELES ANGELS,Michael Lorenzen,advanced,Pitcher,Handedness,2022,vs L,6.21,6.21,1.0,1.55,0.146,0.146,0.0,0.284,1.83,0.308,0.83,0.168,0.526,0.305,0.069,0.172,0.08,0.41700000000000004,0.344,0.24,0.146,0.531,0.32299999999999995,28.9,83.1,L,18
MILWAUKEE BREWERS,Jason Alexander,advanced,Pitcher,Handedness,2022,vs L,5.19,4.67,1.11,1.56,0.115,0.10300000000000001,0.011000000000000001,0.347,1.96,0.349,0.6920000000000001,0.172,0.375,0.45299999999999996,0.034,0.10300000000000001,0.125,0.318,0.28800000000000003,0.39399999999999996,0.152,0.5,0.348,25.6,90.5,L,18
MILWAUKEE BREWERS,Adrian Houser,advanced,Pitcher,Handedness,2022,vs L,7.96,4.55,1.75,1.42,0.184,0.105,0.079,0.311,1.83,0.359,0.745,0.21,0.44799999999999995,0.34299999999999997,0.139,0.139,0.043,0.37,0.361,0.26899999999999996,0.16699999999999998,0.47200000000000003,0.361,26.9,85.1,L,18
ST. LOUIS CARDINALS,Andre Pallante,advanced,Pitcher,Handedness,2022,vs R,7.41,4.54,1.63,1.19,0.182,0.11199999999999999,0.071,0.298,1.7,0.348,0.8420000000000001,0.217,0.608,0.175,0.095,0.23800000000000002,0.027000000000000003,0.41700000000000004,0.258,0.325,0.133,0.575,0.292,21.8,86.9,R,18
ARIZONA DIAMONDBACKS,Dallas Keuchel,advanced,Pitcher,Handedness,2022,vs L,4.82,7.71,0.63,0.0,0.10400000000000001,0.16699999999999998,-0.062,0.325,2.25,0.371,0.81,0.257,0.5429999999999999,0.2,0.0,0.0,0.158,0.629,0.257,0.114,0.22899999999999998,0.5429999999999999,0.22899999999999998,29.7,87.7,L,18
SEATTLE MARINERS,Marco Gonzales,advanced,Pitcher,Handedness,2022,vs L,6.0,4.8,1.25,1.8,0.13,0.10400000000000001,0.026000000000000002,0.308,1.87,0.315,0.853,0.268,0.41100000000000003,0.321,0.16699999999999998,0.16699999999999998,0.13,0.386,0.35100000000000003,0.263,0.193,0.526,0.281,29.6,84.8,L,18
MIAMI MARLINS,Anthony Bender,advanced,Pitcher,Handedness,2022,vs L,4.26,2.84,1.5,1.42,0.111,0.07400000000000001,0.037000000000000005,0.4,1.89,0.429,0.943,0.22699999999999998,0.545,0.22699999999999998,0.0,0.2,0.083,0.409,0.22699999999999998,0.364,0.091,0.727,0.182,29.5,79.3,L,18
WASHINGTON NATIONALS,Erick Fedde,advanced,Pitcher,Handedness,2022,vs R,8.42,4.97,1.7,1.3,0.204,0.12,0.084,0.28,1.68,0.333,0.795,0.217,0.442,0.341,0.159,0.136,0.08800000000000001,0.395,0.326,0.27899999999999997,0.19399999999999998,0.519,0.287,22.2,85.4,R,18
WASHINGTON NATIONALS,Patrick Corbin,advanced,Pitcher,Handedness,2022,vs L,6.86,3.86,1.78,1.29,0.158,0.08900000000000001,0.069,0.315,1.81,0.356,0.562,0.2,0.52,0.28,0.14300000000000002,0.14300000000000002,0.128,0.342,0.368,0.289,0.11800000000000001,0.539,0.342,28.1,85.8,L,18
WASHINGTON NATIONALS,Stephen Strasburg,advanced,Pitcher,Handedness,2022,vs R,9.0,4.5,2.0,0.0,0.235,0.11800000000000001,0.11800000000000001,0.286,1.5,0.4,0.429,0.3,0.4,0.3,0.33299999999999996,0.0,0.25,0.4,0.4,0.2,0.1,0.6,0.3,16.7,91.7,R,18
WASHINGTON NATIONALS,Jackson Tetreault,advanced,Pitcher,Handedness,2022,vs R,3.97,5.56,0.71,3.18,0.086,0.121,-0.034,0.347,2.12,0.31,0.652,0.28300000000000003,0.457,0.261,0.16699999999999998,0.33299999999999996,0.14300000000000002,0.391,0.326,0.28300000000000003,0.087,0.5429999999999999,0.37,20.5,87.6,R,18
TAMPA BAY RAYS,Josh Fleming,advanced,Pitcher,Handedness,2022,vs R,5.94,5.4,1.1,1.62,0.121,0.11,0.011000000000000001,0.38,2.4,0.409,0.516,0.217,0.565,0.217,0.067,0.2,0.10300000000000001,0.406,0.304,0.29,0.11599999999999999,0.551,0.33299999999999996,33.1,85.1,R,18
BOSTON RED SOX,Josh Winckowski,advanced,Pitcher,Handedness,2022,vs L,7.11,5.68,1.25,1.42,0.175,0.14,0.035,0.271,1.66,0.297,0.879,0.128,0.48700000000000004,0.385,0.0,0.133,0.105,0.48700000000000004,0.282,0.231,0.256,0.462,0.282,21.8,86.5,L,18
CINCINNATI REDS,Vladimir Gutierrez,advanced,Pitcher,Handedness,2022,vs L,8.5,8.5,1.0,2.5,0.179,0.179,0.0,0.364,2.5,0.411,0.6579999999999999,0.25,0.233,0.517,0.065,0.161,0.214,0.361,0.377,0.262,0.14800000000000002,0.541,0.311,21.0,85.1,L,18
COLORADO ROCKIES,Antonio Senzatela,advanced,Pitcher,Handedness,2022,vs L,4.88,3.45,1.42,0.57,0.11599999999999999,0.08199999999999999,0.034,0.351,1.85,0.386,0.6940000000000001,0.263,0.465,0.272,0.129,0.065,0.057,0.319,0.379,0.302,0.18100000000000002,0.517,0.302,24.8,90.5,L,18
KANSAS CITY ROYALS,Daniel Lynch,advanced,Pitcher,Handedness,2022,vs L,4.76,9.53,0.5,0.0,0.107,0.214,-0.107,0.238,1.94,0.263,0.818,0.235,0.41200000000000003,0.353,0.16699999999999998,0.0,0.14300000000000002,0.474,0.316,0.21100000000000002,0.21100000000000002,0.526,0.263,30.4,82.3,L,18
KANSAS CITY ROYALS,Kris Bubic,advanced,Pitcher,Handedness,2022,vs L,6.17,8.49,0.73,3.09,0.12300000000000001,0.16899999999999998,-0.046,0.407,2.83,0.429,0.7659999999999999,0.17800000000000002,0.489,0.33299999999999996,0.067,0.267,0.091,0.348,0.37,0.28300000000000003,0.239,0.28300000000000003,0.478,18.7,82.2,L,18
KANSAS CITY ROYALS,Kris Bubic,advanced,Pitcher,Handedness,2022,vs R,8.23,4.85,1.7,1.05,0.203,0.12,0.083,0.271,1.59,0.32,0.607,0.256,0.40299999999999997,0.341,0.023,0.114,0.077,0.431,0.331,0.23800000000000002,0.162,0.485,0.354,18.7,82.2,R,18
