Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Chase%,IZ_Contact%,oppHandedness,Cluster
LOS ANGELES DODGERS,Andrew Heaney,advanced,Pitcher,Handedness,2022,vs L,15.43,1.93,8.0,0.0,0.444,0.055999999999999994,0.389,0.118,0.64,0.222,0.667,0.33299999999999996,0.444,0.222,0.0,0.0,0.25,0.444,0.444,0.111,0.111,0.556,0.33299999999999996,34.7,78.6,L,4
LOS ANGELES DODGERS,Andrew Heaney,advanced,Pitcher,Handedness,2022,vs R,12.66,2.53,5.0,0.84,0.33299999999999996,0.067,0.267,0.179,0.94,0.25,0.943,0.2,0.32,0.48,0.083,0.083,0.0,0.64,0.08,0.28,0.16,0.48,0.36,34.7,78.6,R,4
SEATTLE MARINERS,Robbie Ray,advanced,Pitcher,Handedness,2022,vs L,10.89,0.95,11.5,1.42,0.324,0.027999999999999997,0.29600000000000004,0.179,0.74,0.22,0.763,0.159,0.386,0.455,0.1,0.15,0.0,0.5,0.295,0.205,0.159,0.545,0.295,31.0,75.5,L,4
MIAMI MARLINS,Tanner Scott,advanced,Pitcher,Handedness,2022,vs L,13.91,4.91,2.83,0.82,0.37,0.13,0.239,0.132,1.0,0.19,0.5660000000000001,0.22699999999999998,0.455,0.318,0.14300000000000002,0.14300000000000002,0.2,0.5,0.273,0.22699999999999998,0.182,0.636,0.182,30.4,74.9,L,4
NEW YORK METS,Max Scherzer,advanced,Pitcher,Handedness,2022,vs L,10.99,2.51,4.38,1.57,0.31,0.071,0.239,0.18,0.91,0.213,0.7829999999999999,0.231,0.231,0.5379999999999999,0.114,0.14300000000000002,0.0,0.424,0.303,0.273,0.182,0.561,0.258,33.7,75.5,L,4
NEW YORK METS,Max Scherzer,advanced,Pitcher,Handedness,2022,vs R,11.65,0.79,14.67,0.26,0.35200000000000004,0.024,0.32799999999999996,0.19,0.76,0.289,0.898,0.16899999999999998,0.39,0.442,0.147,0.028999999999999998,0.133,0.39,0.325,0.28600000000000003,0.28600000000000003,0.455,0.26,33.7,75.5,R,4
NEW YORK METS,Tylor Megill,advanced,Pitcher,Handedness,2022,vs R,12.84,1.77,7.25,0.89,0.37200000000000005,0.051,0.321,0.194,0.89,0.279,0.526,0.273,0.43200000000000005,0.295,0.077,0.154,0.105,0.444,0.267,0.289,0.133,0.556,0.311,25.7,77.0,R,4
WASHINGTON NATIONALS,Josiah Gray,advanced,Pitcher,Handedness,2022,vs R,10.25,2.22,4.62,1.2,0.28600000000000003,0.062,0.22399999999999998,0.201,0.97,0.246,0.73,0.258,0.28800000000000003,0.455,0.083,0.11699999999999999,0.026000000000000002,0.455,0.33299999999999996,0.212,0.22,0.49200000000000005,0.28800000000000003,28.9,78.8,R,4
PHILADELPHIA PHILLIES,Zack Wheeler,advanced,Pitcher,Handedness,2022,vs R,10.0,1.4,7.14,0.2,0.275,0.038,0.23600000000000002,0.246,1.09,0.342,0.795,0.19,0.496,0.314,0.132,0.026000000000000002,0.067,0.34700000000000003,0.322,0.331,0.231,0.529,0.24,33.4,81.0,R,4
TAMPA BAY RAYS,Shane McClanahan,advanced,Pitcher,Handedness,2022,vs L,10.54,0.66,16.0,1.32,0.308,0.019,0.28800000000000003,0.2,0.8,0.25,0.978,0.20600000000000002,0.618,0.17600000000000002,0.16699999999999998,0.33299999999999996,0.048,0.529,0.294,0.17600000000000002,0.20600000000000002,0.47100000000000003,0.324,33.0,72.0,L,4
TAMPA BAY RAYS,Shane McClanahan,advanced,Pitcher,Handedness,2022,vs R,12.41,1.79,6.94,0.99,0.368,0.053,0.315,0.174,0.82,0.246,0.867,0.185,0.48700000000000004,0.32799999999999996,0.063,0.156,0.042,0.37799999999999995,0.35700000000000004,0.265,0.11199999999999999,0.617,0.27,33.0,72.0,R,4
TAMPA BAY RAYS,Jeffrey Springs,advanced,Pitcher,Handedness,2022,vs L,9.53,2.65,3.6,2.12,0.26899999999999996,0.075,0.19399999999999998,0.21,1.06,0.225,0.968,0.205,0.386,0.409,0.055999999999999994,0.222,0.0,0.386,0.43200000000000005,0.182,0.114,0.5,0.386,35.3,75.8,L,4
TAMPA BAY RAYS,Jeffrey Springs,advanced,Pitcher,Handedness,2022,vs R,9.96,1.91,5.2,1.15,0.28,0.054000000000000006,0.226,0.223,1.04,0.28,0.9109999999999999,0.18,0.418,0.402,0.14300000000000002,0.122,0.039,0.47200000000000003,0.325,0.203,0.203,0.504,0.293,35.3,75.8,R,4
BOSTON RED SOX,Nathan Eovaldi,advanced,Pitcher,Handedness,2022,vs L,11.14,1.69,6.6,2.36,0.314,0.048,0.267,0.224,1.01,0.254,0.769,0.10800000000000001,0.385,0.508,0.0,0.212,0.04,0.318,0.5,0.182,0.091,0.515,0.39399999999999996,31.6,80.0,L,4
MINNESOTA TWINS,Bailey Ober,advanced,Pitcher,Handedness,2022,vs R,9.0,0.9,10.0,0.9,0.267,0.027000000000000003,0.24,0.222,0.9,0.275,0.461,0.20800000000000002,0.358,0.434,0.043,0.087,0.053,0.34,0.396,0.264,0.113,0.509,0.377,34.6,80.6,R,4
CHICAGO WHITE SOX,Dylan Cease,advanced,Pitcher,Handedness,2022,vs R,13.92,3.91,3.57,1.02,0.381,0.107,0.27399999999999997,0.168,1.04,0.25,0.794,0.128,0.46799999999999997,0.40399999999999997,0.091,0.136,0.098,0.455,0.29100000000000004,0.255,0.17300000000000001,0.555,0.273,31.4,73.3,R,4
CHICAGO WHITE SOX,Lucas Giolito,advanced,Pitcher,Handedness,2022,vs L,13.5,2.29,5.89,0.76,0.373,0.063,0.31,0.227,1.1,0.351,0.69,0.228,0.342,0.43,0.028999999999999998,0.08800000000000001,0.037000000000000005,0.375,0.35,0.275,0.125,0.575,0.3,27.6,80.9,L,4
NEW YORK YANKEES,Gerrit Cole,advanced,Pitcher,Handedness,2022,vs L,12.34,3.22,3.83,1.61,0.363,0.095,0.268,0.14,0.83,0.16,0.85,0.11699999999999999,0.35,0.534,0.127,0.16399999999999998,0.027999999999999997,0.38799999999999996,0.301,0.311,0.204,0.515,0.282,32.4,74.8,L,4
NEW YORK YANKEES,Gerrit Cole,advanced,Pitcher,Handedness,2022,vs R,10.61,1.93,5.5,1.13,0.28300000000000003,0.052000000000000005,0.23199999999999998,0.241,1.16,0.313,0.836,0.20800000000000002,0.5,0.292,0.067,0.156,0.065,0.37,0.364,0.266,0.14300000000000002,0.604,0.253,32.4,74.8,R,4
NEW YORK YANKEES,Luis Severino,advanced,Pitcher,Handedness,2022,vs R,12.56,2.81,4.47,0.75,0.345,0.077,0.268,0.195,1.02,0.288,0.7809999999999999,0.15,0.47700000000000004,0.374,0.025,0.1,0.059000000000000004,0.39799999999999996,0.40700000000000003,0.19399999999999998,0.157,0.537,0.306,27.5,79.3,R,4
NEW YORK YANKEES,Jordan Montgomery,advanced,Pitcher,Handedness,2022,vs L,11.74,0.0,20.0,0.0,0.35100000000000003,0.0,0.35100000000000003,0.196,0.72,0.297,0.727,0.314,0.514,0.171,0.0,0.0,0.055999999999999994,0.43200000000000005,0.324,0.243,0.27,0.568,0.162,33.7,79.5,L,4
