Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Chase%,IZ_Contact%,oppHandedness,Cluster
ARIZONA DIAMONDBACKS,Humberto Castellanos,advanced,Pitcher,Handedness,2022,vs R,7.71,2.31,3.33,1.16,0.187,0.055999999999999994,0.131,0.316,1.54,0.365,0.726,0.273,0.33799999999999997,0.39,0.067,0.1,0.0,0.40299999999999997,0.35100000000000003,0.247,0.16899999999999998,0.48100000000000004,0.35100000000000003,26.9,87.7,R,2
SAN FRANCISCO GIANTS,Anthony DeSclafani,advanced,Pitcher,Handedness,2022,vs L,6.48,1.08,6.0,3.24,0.162,0.027000000000000003,0.135,0.382,1.68,0.37,0.612,0.16699999999999998,0.433,0.4,0.083,0.25,0.077,0.36700000000000005,0.433,0.2,0.133,0.5670000000000001,0.3,30.6,86.3,L,2
SAN FRANCISCO GIANTS,Anthony DeSclafani,advanced,Pitcher,Handedness,2022,vs R,9.28,2.53,3.67,0.84,0.193,0.053,0.14,0.431,2.34,0.512,0.528,0.22,0.439,0.341,0.0,0.071,0.055999999999999994,0.452,0.35700000000000004,0.19,0.095,0.619,0.28600000000000003,30.6,86.3,R,2
SEATTLE MARINERS,Marco Gonzales,advanced,Pitcher,Handedness,2022,vs L,6.0,4.8,1.25,1.8,0.13,0.10400000000000001,0.026000000000000002,0.308,1.87,0.315,0.853,0.268,0.41100000000000003,0.321,0.16699999999999998,0.16699999999999998,0.13,0.386,0.35100000000000003,0.263,0.193,0.526,0.281,29.6,84.8,L,2
MIAMI MARLINS,Anthony Bender,advanced,Pitcher,Handedness,2022,vs L,4.26,2.84,1.5,1.42,0.111,0.07400000000000001,0.037000000000000005,0.4,1.89,0.429,0.943,0.22699999999999998,0.545,0.22699999999999998,0.0,0.2,0.083,0.409,0.22699999999999998,0.364,0.091,0.727,0.182,29.5,79.3,L,2
WASHINGTON NATIONALS,Erick Fedde,advanced,Pitcher,Handedness,2022,vs R,8.42,4.97,1.7,1.3,0.204,0.12,0.084,0.28,1.68,0.333,0.795,0.217,0.442,0.341,0.159,0.136,0.08800000000000001,0.395,0.326,0.27899999999999997,0.19399999999999998,0.519,0.287,22.2,85.4,R,2
WASHINGTON NATIONALS,Patrick Corbin,advanced,Pitcher,Handedness,2022,vs L,6.86,3.86,1.78,1.29,0.158,0.08900000000000001,0.069,0.315,1.81,0.356,0.562,0.2,0.52,0.28,0.14300000000000002,0.14300000000000002,0.128,0.342,0.368,0.289,0.11800000000000001,0.539,0.342,28.1,85.8,L,2
WASHINGTON NATIONALS,Patrick Corbin,advanced,Pitcher,Handedness,2022,vs R,8.19,2.93,2.79,1.47,0.19699999999999998,0.071,0.126,0.309,1.63,0.359,0.6779999999999999,0.225,0.434,0.34,0.07200000000000001,0.145,0.12300000000000001,0.40700000000000003,0.374,0.22,0.13,0.48,0.39,28.1,85.8,R,2
WASHINGTON NATIONALS,Stephen Strasburg,advanced,Pitcher,Handedness,2022,vs R,9.0,4.5,2.0,0.0,0.235,0.11800000000000001,0.11800000000000001,0.286,1.5,0.4,0.429,0.3,0.4,0.3,0.33299999999999996,0.0,0.25,0.4,0.4,0.2,0.1,0.6,0.3,16.7,91.7,R,2
WASHINGTON NATIONALS,Jackson Tetreault,advanced,Pitcher,Handedness,2022,vs R,3.97,5.56,0.71,3.18,0.086,0.121,-0.034,0.347,2.12,0.31,0.652,0.28300000000000003,0.457,0.261,0.16699999999999998,0.33299999999999996,0.14300000000000002,0.391,0.326,0.28300000000000003,0.087,0.5429999999999999,0.37,20.5,87.6,R,2
BALTIMORE ORIOLES,Jordan Lyles,advanced,Pitcher,Handedness,2022,vs L,7.51,4.06,1.85,1.83,0.188,0.102,0.086,0.273,1.51,0.295,0.6559999999999999,0.23,0.385,0.385,0.115,0.17300000000000001,0.077,0.449,0.348,0.203,0.174,0.493,0.33299999999999996,27.6,85.2,L,2
BALTIMORE ORIOLES,Austin Voth,advanced,Pitcher,Handedness,2022,vs R,7.71,4.34,1.78,1.93,0.17800000000000002,0.1,0.078,0.325,1.88,0.361,0.47600000000000003,0.231,0.4,0.369,0.125,0.16699999999999998,0.0,0.33799999999999997,0.446,0.215,0.185,0.49200000000000005,0.32299999999999995,23.1,81.4,R,2
BALTIMORE ORIOLES,Kyle Bradish,advanced,Pitcher,Handedness,2022,vs R,8.28,3.6,2.3,3.24,0.183,0.079,0.10300000000000001,0.402,2.2,0.444,0.595,0.267,0.344,0.389,0.057,0.257,0.129,0.322,0.37799999999999995,0.3,0.122,0.5,0.37799999999999995,26.3,87.5,R,2
PITTSBURGH PIRATES,Mitch Keller,advanced,Pitcher,Handedness,2022,vs R,8.73,3.05,2.87,1.02,0.221,0.077,0.14400000000000002,0.277,1.44,0.341,0.617,0.209,0.5,0.29100000000000004,0.10300000000000001,0.128,0.045,0.299,0.455,0.24600000000000002,0.16399999999999998,0.5,0.336,25.5,85.0,R,2
TEXAS RANGERS,Spencer Howard,advanced,Pitcher,Handedness,2022,vs R,11.17,1.86,6.0,6.52,0.25,0.042,0.20800000000000002,0.391,2.07,0.407,0.784,0.20600000000000002,0.441,0.353,0.0,0.583,0.067,0.441,0.382,0.17600000000000002,0.11800000000000001,0.47100000000000003,0.41200000000000003,27.0,88.2,R,2
TEXAS RANGERS,Dane Dunning,advanced,Pitcher,Handedness,2022,vs L,7.52,4.82,1.56,1.35,0.179,0.115,0.064,0.298,1.74,0.343,0.745,0.247,0.466,0.28800000000000003,0.048,0.16699999999999998,0.07400000000000001,0.46,0.36700000000000005,0.17300000000000001,0.09300000000000001,0.5529999999999999,0.353,31.6,84.7,L,2
TAMPA BAY RAYS,Josh Fleming,advanced,Pitcher,Handedness,2022,vs R,5.94,5.4,1.1,1.62,0.121,0.11,0.011000000000000001,0.38,2.4,0.409,0.516,0.217,0.565,0.217,0.067,0.2,0.10300000000000001,0.406,0.304,0.29,0.11599999999999999,0.551,0.33299999999999996,33.1,85.1,R,2
BOSTON RED SOX,Connor Seabold,advanced,Pitcher,Handedness,2022,vs R,12.46,3.12,4.0,4.15,0.261,0.065,0.196,0.405,2.31,0.5,0.584,0.2,0.433,0.36700000000000005,0.182,0.364,0.0,0.433,0.433,0.133,0.16699999999999998,0.4,0.433,26.3,79.5,R,2
CINCINNATI REDS,Graham Ashcraft,advanced,Pitcher,Handedness,2022,vs R,5.96,2.38,2.5,1.59,0.128,0.051,0.077,0.349,1.94,0.378,0.693,0.20199999999999999,0.46799999999999997,0.33,0.065,0.129,0.136,0.40399999999999997,0.34,0.255,0.149,0.447,0.40399999999999997,30.0,88.9,R,2
CINCINNATI REDS,Mike Minor,advanced,Pitcher,Handedness,2022,vs R,6.93,3.65,1.9,3.28,0.162,0.085,0.077,0.31,1.66,0.293,0.648,0.214,0.298,0.488,0.171,0.22,0.08,0.5,0.321,0.179,0.131,0.512,0.35700000000000004,26.1,85.9,R,2
CINCINNATI REDS,Vladimir Gutierrez,advanced,Pitcher,Handedness,2022,vs L,8.5,8.5,1.0,2.5,0.179,0.179,0.0,0.364,2.5,0.411,0.6579999999999999,0.25,0.233,0.517,0.065,0.161,0.214,0.361,0.377,0.262,0.14800000000000002,0.541,0.311,21.0,85.1,L,2
COLORADO ROCKIES,Austin Gomber,advanced,Pitcher,Handedness,2022,vs R,6.79,2.83,2.4,1.84,0.171,0.071,0.1,0.314,1.57,0.338,0.5920000000000001,0.221,0.43799999999999994,0.341,0.042,0.183,0.055,0.46,0.341,0.19899999999999998,0.161,0.531,0.308,27.3,85.1,R,2
COLORADO ROCKIES,Kyle Freeland,advanced,Pitcher,Handedness,2022,vs L,8.06,2.42,3.33,2.01,0.187,0.055999999999999994,0.131,0.323,1.66,0.366,0.743,0.267,0.33299999999999996,0.4,0.1,0.16699999999999998,0.12,0.316,0.526,0.158,0.171,0.5,0.32899999999999996,26.2,87.7,L,2
COLORADO ROCKIES,Antonio Senzatela,advanced,Pitcher,Handedness,2022,vs L,4.88,3.45,1.42,0.57,0.11599999999999999,0.08199999999999999,0.034,0.351,1.85,0.386,0.6940000000000001,0.263,0.465,0.272,0.129,0.065,0.057,0.319,0.379,0.302,0.18100000000000002,0.517,0.302,24.8,90.5,L,2
COLORADO ROCKIES,Antonio Senzatela,advanced,Pitcher,Handedness,2022,vs R,5.34,0.94,5.67,0.94,0.131,0.023,0.10800000000000001,0.379,1.74,0.411,0.721,0.299,0.43,0.271,0.034,0.10300000000000001,0.043,0.327,0.4,0.273,0.08199999999999999,0.509,0.409,24.8,90.5,R,2
KANSAS CITY ROYALS,Kris Bubic,advanced,Pitcher,Handedness,2022,vs L,6.17,8.49,0.73,3.09,0.12300000000000001,0.16899999999999998,-0.046,0.407,2.83,0.429,0.7659999999999999,0.17800000000000002,0.489,0.33299999999999996,0.067,0.267,0.091,0.348,0.37,0.28300000000000003,0.239,0.28300000000000003,0.478,18.7,82.2,L,2
KANSAS CITY ROYALS,Kris Bubic,advanced,Pitcher,Handedness,2022,vs R,8.23,4.85,1.7,1.05,0.203,0.12,0.083,0.271,1.59,0.32,0.607,0.256,0.40299999999999997,0.341,0.023,0.114,0.077,0.431,0.331,0.23800000000000002,0.162,0.485,0.354,18.7,82.2,R,2
DETROIT TIGERS,Elvin Rodriguez,advanced,Pitcher,Handedness,2022,vs L,8.1,4.05,2.0,4.05,0.207,0.10300000000000001,0.10300000000000001,0.308,1.65,0.294,0.147,0.105,0.474,0.42100000000000004,0.25,0.375,0.0,0.6,0.15,0.25,0.2,0.5,0.3,22.0,88.7,L,2
DETROIT TIGERS,Elvin Rodriguez,advanced,Pitcher,Handedness,2022,vs R,6.59,3.95,1.67,3.95,0.149,0.09,0.06,0.333,1.9,0.318,0.591,0.14,0.34,0.52,0.154,0.231,0.0,0.44,0.34,0.22,0.14,0.54,0.32,22.0,88.7,R,2
DETROIT TIGERS,Casey Mize,advanced,Pitcher,Handedness,2022,vs R,4.76,0.0,3.0,0.0,0.107,0.0,0.107,0.393,1.94,0.44,0.636,0.2,0.36,0.44,0.091,0.0,0.111,0.2,0.44,0.36,0.12,0.52,0.36,18.8,95.0,R,2
CHICAGO WHITE SOX,Lucas Giolito,advanced,Pitcher,Handedness,2022,vs R,8.49,4.24,2.0,2.51,0.21,0.105,0.105,0.308,1.69,0.338,0.7440000000000001,0.23199999999999998,0.345,0.423,0.05,0.217,0.0,0.413,0.336,0.252,0.133,0.524,0.34299999999999997,27.6,80.9,R,2
CHICAGO WHITE SOX,Lance Lynn,advanced,Pitcher,Handedness,2022,vs L,6.0,2.4,2.5,1.8,0.13699999999999998,0.055,0.08199999999999999,0.328,1.73,0.352,0.63,0.14300000000000002,0.446,0.41100000000000003,0.087,0.13,0.12,0.35100000000000003,0.42100000000000004,0.228,0.21100000000000002,0.544,0.24600000000000002,26.3,78.4,L,2
