Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
WASHINGTON NATIONALS,Alcides Escobar,batted-ball,Pitcher,Handedness,2022,vs L,2.0,25.0%,50.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,25.0%,0.0%,100.0%,0.0%,13,7,6
WASHINGTON NATIONALS,Alcides Escobar,batted-ball,Pitcher,Handedness,2022,vs R,1.0,75.0%,25.0%,0.0%,0.0%,0.0%,0.0%,0.0%,75.0%,25.0%,0.0%,0.0%,75.0%,25.0%,11,4,7
WASHINGTON NATIONALS,Ehire Adrianza,batted-ball,Pitcher,Handedness,2022,vs L,0.0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,100.0%,0.0%,1,0,1
WASHINGTON NATIONALS,Ehire Adrianza,batted-ball,Pitcher,Handedness,2022,vs R,0.0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,11,7,4
WASHINGTON NATIONALS,Josiah Gray,batted-ball,Pitcher,Handedness,2022,vs L,0.41,19.1%,23.4%,57.4%,18.5%,20.4%,4.5%,50.0%,32.3%,42.7%,25.0%,21.9%,49.0%,29.2%,663,286,377
WASHINGTON NATIONALS,Josiah Gray,batted-ball,Pitcher,Handedness,2022,vs R,0.63,25.8%,28.8%,45.5%,8.3%,11.7%,2.6%,0.0%,45.5%,33.3%,21.2%,22.0%,49.2%,28.8%,820,282,538
WASHINGTON NATIONALS,Erick Fedde,batted-ball,Pitcher,Handedness,2022,vs L,1.06,16.7%,42.9%,40.5%,9.8%,11.8%,1.9%,100.0%,37.8%,43.3%,18.9%,20.5%,50.4%,29.1%,716,281,435
WASHINGTON NATIONALS,Erick Fedde,batted-ball,Pitcher,Handedness,2022,vs R,1.3,21.7%,44.2%,34.1%,15.9%,13.6%,8.8%,0.0%,39.5%,32.6%,27.9%,19.4%,51.9%,28.7%,829,331,498
WASHINGTON NATIONALS,Patrick Corbin,batted-ball,Pitcher,Handedness,2022,vs L,1.86,20.0%,52.0%,28.0%,14.3%,14.3%,12.8%,100.0%,34.2%,36.8%,28.9%,11.8%,53.9%,34.2%,408,155,253
WASHINGTON NATIONALS,Patrick Corbin,batted-ball,Pitcher,Handedness,2022,vs R,1.28,22.5%,43.4%,34.0%,7.2%,14.5%,12.3%,50.0%,40.7%,37.4%,22.0%,13.0%,48.0%,39.0%,1198,418,780
WASHINGTON NATIONALS,Paolo Espino,batted-ball,Pitcher,Handedness,2022,vs L,0.72,18.4%,34.2%,47.4%,0.0%,11.1%,0.0%,0.0%,35.5%,39.5%,25.0%,11.8%,50.0%,38.2%,380,140,240
