Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
COLORADO ROCKIES,Randal Grichuk,batted-ball,Pitcher,Handedness,2022,vs R,2.0,0.0%,66.7%,33.3%,0.0%,0.0%,0.0%,0.0%,0.0%,66.7%,33.3%,33.3%,33.3%,33.3%,10,4,6
COLORADO ROCKIES,Germán Márquez,batted-ball,Pitcher,Handedness,2022,vs L,1.6,21.2%,48.5%,30.3%,0.0%,14.0%,6.3%,0.0%,39.2%,38.0%,22.9%,8.4%,55.4%,36.1%,891,326,565
COLORADO ROCKIES,Germán Márquez,batted-ball,Pitcher,Handedness,2022,vs R,1.53,18.0%,49.6%,32.4%,13.3%,24.4%,7.2%,0.0%,45.0%,26.4%,28.6%,16.4%,51.4%,32.1%,650,221,429
COLORADO ROCKIES,José Ureña,batted-ball,Pitcher,Handedness,2022,vs L,2.25,25.7%,51.4%,22.9%,0.0%,25.0%,11.1%,0.0%,62.9%,20.0%,17.1%,22.9%,51.4%,25.7%,142,54,88
COLORADO ROCKIES,José Ureña,batted-ball,Pitcher,Handedness,2022,vs R,0.94,11.4%,42.9%,45.7%,0.0%,0.0%,0.0%,0.0%,17.1%,42.9%,40.0%,22.9%,48.6%,28.6%,158,61,97
COLORADO ROCKIES,Austin Gomber,batted-ball,Pitcher,Handedness,2022,vs L,0.92,20.0%,38.3%,41.7%,8.0%,4.0%,0.0%,0.0%,38.3%,33.3%,28.3%,15.0%,53.3%,31.7%,339,120,219
COLORADO ROCKIES,Austin Gomber,batted-ball,Pitcher,Handedness,2022,vs R,1.28,22.1%,43.8%,34.1%,4.2%,18.3%,5.5%,66.7%,46.0%,34.1%,19.9%,16.1%,53.1%,30.8%,1052,381,671
COLORADO ROCKIES,Chad Kuhl,batted-ball,Pitcher,Handedness,2022,vs L,0.9,24.5%,35.8%,39.7%,11.7%,11.7%,1.9%,0.0%,45.4%,30.9%,23.7%,15.1%,47.4%,37.5%,826,335,491
COLORADO ROCKIES,Chad Kuhl,batted-ball,Pitcher,Handedness,2022,vs R,0.88,20.3%,37.4%,42.3%,9.6%,5.8%,6.5%,0.0%,37.1%,31.5%,31.5%,15.3%,57.3%,27.4%,599,210,389
COLORADO ROCKIES,Kyle Freeland,batted-ball,Pitcher,Handedness,2022,vs L,0.83,26.7%,33.3%,40.0%,10.0%,16.7%,12.0%,100.0%,31.6%,52.6%,15.8%,17.1%,50.0%,32.9%,381,131,250
COLORADO ROCKIES,Kyle Freeland,batted-ball,Pitcher,Handedness,2022,vs R,1.36,22.0%,44.9%,33.1%,11.1%,7.4%,3.6%,50.0%,47.0%,31.2%,21.9%,13.8%,53.0%,33.2%,1149,443,706
COLORADO ROCKIES,Daniel Bard,batted-ball,Pitcher,Handedness,2022,vs L,2.36,15.9%,59.1%,25.0%,9.1%,18.2%,11.5%,0.0%,31.8%,47.7%,20.5%,15.9%,52.3%,31.8%,298,108,190
COLORADO ROCKIES,Daniel Bard,batted-ball,Pitcher,Handedness,2022,vs R,1.5,11.8%,52.9%,35.3%,25.0%,8.3%,5.6%,0.0%,40.0%,42.9%,17.1%,22.9%,62.9%,14.3%,247,94,153
COLORADO ROCKIES,Alex Colomé,batted-ball,Pitcher,Handedness,2022,vs L,3.11,11.9%,66.7%,21.4%,0.0%,0.0%,7.1%,0.0%,45.2%,42.9%,11.9%,23.8%,40.5%,35.7%,261,107,154
COLORADO ROCKIES,Alex Colomé,batted-ball,Pitcher,Handedness,2022,vs R,1.52,23.2%,46.4%,30.4%,4.8%,0.0%,9.4%,0.0%,53.6%,23.2%,23.2%,15.9%,43.5%,40.6%,273,101,172
COLORADO ROCKIES,Carlos Estévez,batted-ball,Pitcher,Handedness,2022,vs L,0.74,18.4%,34.7%,46.9%,4.3%,17.4%,0.0%,0.0%,50.0%,26.0%,24.0%,16.0%,48.0%,36.0%,267,107,160
COLORADO ROCKIES,Carlos Estévez,batted-ball,Pitcher,Handedness,2022,vs R,0.86,27.8%,33.3%,38.9%,7.1%,0.0%,0.0%,0.0%,27.0%,32.4%,40.5%,21.6%,45.9%,32.4%,277,111,166
COLORADO ROCKIES,Lucas Gilbreath,batted-ball,Pitcher,Handedness,2022,vs L,1.71,20.8%,50.0%,29.2%,28.6%,0.0%,8.3%,0.0%,16.7%,54.2%,29.2%,12.5%,58.3%,29.2%,215,90,125
COLORADO ROCKIES,Lucas Gilbreath,batted-ball,Pitcher,Handedness,2022,vs R,1.46,25.6%,44.2%,30.2%,23.1%,15.4%,10.5%,0.0%,25.6%,41.9%,32.6%,27.9%,44.2%,27.9%,276,109,167
COLORADO ROCKIES,Robert Stephenson,batted-ball,Pitcher,Handedness,2022,vs L,0.59,18.6%,30.2%,51.2%,9.1%,4.5%,0.0%,0.0%,30.2%,37.2%,32.6%,16.3%,46.5%,37.2%,213,72,141
COLORADO ROCKIES,Robert Stephenson,batted-ball,Pitcher,Handedness,2022,vs R,0.89,23.4%,36.2%,40.4%,10.5%,21.1%,17.6%,0.0%,57.4%,17.0%,25.5%,10.6%,51.1%,38.3%,235,84,151
COLORADO ROCKIES,Jake Bird,batted-ball,Pitcher,Handedness,2022,vs L,2.25,13.3%,60.0%,26.7%,0.0%,50.0%,0.0%,0.0%,40.0%,46.7%,13.3%,6.7%,40.0%,53.3%,66,26,40
COLORADO ROCKIES,Jake Bird,batted-ball,Pitcher,Handedness,2022,vs R,2.25,18.8%,56.3%,25.0%,0.0%,25.0%,11.1%,0.0%,43.8%,31.3%,25.0%,18.8%,43.8%,37.5%,86,33,53
COLORADO ROCKIES,Ty Blach,batted-ball,Pitcher,Handedness,2022,vs L,0.95,22.9%,37.5%,39.6%,10.5%,10.5%,0.0%,0.0%,41.7%,22.9%,35.4%,16.7%,56.3%,27.1%,227,74,153
COLORADO ROCKIES,Ty Blach,batted-ball,Pitcher,Handedness,2022,vs R,1.21,17.9%,44.9%,37.2%,6.9%,6.9%,2.9%,50.0%,33.8%,37.5%,28.7%,16.3%,46.3%,37.5%,334,107,227
COLORADO ROCKIES,Jhoulys Chacín,batted-ball,Pitcher,Handedness,2022,vs L,0.86,29.3%,32.8%,37.9%,4.5%,13.6%,0.0%,0.0%,37.9%,37.9%,24.1%,15.5%,51.7%,32.8%,279,117,162
COLORADO ROCKIES,Jhoulys Chacín,batted-ball,Pitcher,Handedness,2022,vs R,0.9,17.9%,38.8%,43.3%,3.4%,10.3%,3.8%,100.0%,42.6%,39.7%,17.6%,13.2%,51.5%,35.3%,336,113,223
COLORADO ROCKIES,Antonio Senzatela,batted-ball,Pitcher,Handedness,2022,vs L,1.71,26.3%,46.5%,27.2%,12.9%,6.5%,5.7%,50.0%,31.9%,37.9%,30.2%,18.1%,51.7%,30.2%,588,236,352
COLORADO ROCKIES,Antonio Senzatela,batted-ball,Pitcher,Handedness,2022,vs R,1.59,29.9%,43.0%,27.1%,3.4%,10.3%,4.3%,33.3%,32.7%,40.0%,27.3%,8.2%,50.9%,40.9%,429,139,290
COLORADO ROCKIES,Tyler Kinley,batted-ball,Pitcher,Handedness,2022,vs L,1.45,12.9%,51.6%,35.5%,0.0%,0.0%,12.5%,0.0%,51.6%,41.9%,6.5%,6.5%,64.5%,29.0%,172,58,114
COLORADO ROCKIES,Tyler Kinley,batted-ball,Pitcher,Handedness,2022,vs R,0.83,37.1%,28.6%,34.3%,25.0%,0.0%,20.0%,0.0%,28.6%,48.6%,22.9%,22.9%,51.4%,25.7%,205,70,135
COLORADO ROCKIES,Chad Smith,batted-ball,Pitcher,Handedness,2022,vs L,0.63,31.1%,26.7%,42.2%,0.0%,5.3%,8.3%,0.0%,35.6%,40.0%,24.4%,22.2%,46.7%,31.1%,239,101,138
COLORADO ROCKIES,Chad Smith,batted-ball,Pitcher,Handedness,2022,vs R,2.06,22.2%,52.4%,25.4%,31.3%,0.0%,9.1%,0.0%,44.4%,38.1%,17.5%,15.9%,50.8%,33.3%,420,156,264
COLORADO ROCKIES,Sean Bouchard,batted-ball,Pitcher,Handedness,2022,vs L,2.31,21.8%,54.5%,23.6%,0.0%,15.4%,3.3%,0.0%,43.6%,38.2%,18.2%,7.3%,56.4%,36.4%,356,145,211
COLORADO ROCKIES,Sean Bouchard,batted-ball,Pitcher,Handedness,2022,vs R,0.89,26.7%,34.4%,38.9%,5.7%,25.7%,12.9%,0.0%,32.2%,37.8%,30.0%,12.2%,50.0%,37.8%,476,178,298
COLORADO ROCKIES,Helcris Olivarez,batted-ball,Pitcher,Handedness,2022,vs L,3.00,33.3%,50.0%,16.7%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,16.7%,50.0%,33.3%,28,15,13
COLORADO ROCKIES,Helcris Olivarez,batted-ball,Pitcher,Handedness,2022,vs R,1.25,10.0%,50.0%,40.0%,0.0%,0.0%,20.0%,0.0%,40.0%,40.0%,20.0%,20.0%,70.0%,10.0%,55,25,30
COLORADO ROCKIES,Ryan Rolison,batted-ball,Pitcher,Handedness,2022,vs L,1.00,14.3%,42.9%,42.9%,0.0%,0.0%,0.0%,0.0%,57.1%,28.6%,14.3%,14.3%,57.1%,28.6%,36,13,23
COLORADO ROCKIES,Ryan Rolison,batted-ball,Pitcher,Handedness,2022,vs R,1.17,27.8%,38.9%,33.3%,33.3%,0.0%,14.3%,0.0%,55.6%,27.8%,16.7%,33.3%,44.4%,22.2%,99,34,65
COLORADO ROCKIES,Scott Oberg,batted-ball,Pitcher,Handedness,2022,vs L,2.00,0.0%,66.7%,33.3%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,66.7%,33.3%,18,7,11
COLORADO ROCKIES,Scott Oberg,batted-ball,Pitcher,Handedness,2022,vs R,0.50,14.3%,28.6%,57.1%,0.0%,25.0%,0.0%,0.0%,57.1%,0.0%,42.9%,0.0%,57.1%,42.9%,48,9,39
