Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
SAN DIEGO PADRES,Matthew Batten,batted-ball,Pitcher,Handedness,2022,vs L,0.0,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,50.0%,0.0%,50.0%,0.0%,100.0%,0.0%,5,2,3
SAN DIEGO PADRES,Matthew Batten,batted-ball,Pitcher,Handedness,2022,vs R,0.0,0.0%,0.0%,100.0%,0.0%,50.0%,0.0%,0.0%,50.0%,0.0%,50.0%,0.0%,50.0%,50.0%,4,1,3
SAN DIEGO PADRES,Joe Musgrove,batted-ball,Pitcher,Handedness,2022,vs L,1.27,25.0%,41.9%,33.1%,15.6%,6.7%,1.8%,0.0%,46.0%,31.4%,22.6%,22.6%,47.4%,29.9%,810,275,535
SAN DIEGO PADRES,Joe Musgrove,batted-ball,Pitcher,Handedness,2022,vs R,1.45,15.6%,50.0%,34.4%,11.9%,14.3%,3.3%,0.0%,37.7%,36.1%,26.2%,18.9%,61.5%,19.7%,638,201,437
SAN DIEGO PADRES,Blake Snell,batted-ball,Pitcher,Handedness,2022,vs L,1.88,0.0%,65.2%,34.8%,12.5%,12.5%,0.0%,0.0%,30.4%,52.2%,17.4%,8.7%,47.8%,43.5%,204,75,129
SAN DIEGO PADRES,Blake Snell,batted-ball,Pitcher,Handedness,2022,vs R,0.83,19.4%,36.6%,44.1%,9.8%,9.8%,11.8%,0.0%,37.6%,32.3%,30.1%,16.1%,51.6%,32.3%,668,265,403
SAN DIEGO PADRES,Yu Darvish,batted-ball,Pitcher,Handedness,2022,vs L,1.11,21.7%,41.3%,37.1%,3.8%,3.8%,3.4%,100.0%,46.2%,27.6%,26.2%,13.1%,62.8%,24.1%,817,274,543
SAN DIEGO PADRES,Yu Darvish,batted-ball,Pitcher,Handedness,2022,vs R,0.71,16.3%,34.8%,48.9%,4.3%,10.1%,6.1%,0.0%,37.6%,35.5%,27.0%,25.5%,48.2%,26.2%,738,247,491
SAN DIEGO PADRES,Sean Manaea,batted-ball,Pitcher,Handedness,2022,vs L,0.96,18.5%,40.0%,41.5%,11.1%,11.1%,7.7%,66.7%,50.0%,32.4%,17.6%,14.7%,58.8%,26.5%,410,139,271
SAN DIEGO PADRES,Sean Manaea,batted-ball,Pitcher,Handedness,2022,vs R,0.97,20.0%,39.5%,40.5%,9.1%,13.0%,6.7%,0.0%,40.8%,35.1%,24.1%,15.2%,52.4%,32.5%,1068,365,703
SAN DIEGO PADRES,Mike Clevinger,batted-ball,Pitcher,Handedness,2022,vs L,0.79,20.6%,34.9%,44.4%,7.1%,17.9%,0.0%,0.0%,42.2%,31.3%,26.6%,14.1%,51.6%,34.4%,384,137,247
SAN DIEGO PADRES,Mike Clevinger,batted-ball,Pitcher,Handedness,2022,vs R,1.53,14.0%,52.0%,34.0%,5.9%,0.0%,11.5%,0.0%,49.0%,27.5%,23.5%,19.6%,58.8%,21.6%,321,120,201
SAN DIEGO PADRES,Taylor Rogers,batted-ball,Pitcher,Handedness,2022,vs L,1.11,24.0%,40.0%,36.0%,11.1%,0.0%,0.0%,0.0%,36.0%,48.0%,16.0%,12.0%,64.0%,24.0%,154,59,95
SAN DIEGO PADRES,Taylor Rogers,batted-ball,Pitcher,Handedness,2022,vs R,1.6,21.2%,48.5%,30.3%,5.0%,5.0%,3.1%,0.0%,39.4%,39.4%,21.2%,13.6%,51.5%,34.8%,424,143,281
SAN DIEGO PADRES,Luis García,batted-ball,Pitcher,Handedness,2022,vs L,2.55,13.3%,62.2%,24.4%,9.1%,9.1%,3.6%,0.0%,34.0%,46.8%,19.1%,10.6%,51.1%,38.3%,275,107,168
SAN DIEGO PADRES,Luis García,batted-ball,Pitcher,Handedness,2022,vs R,2.27,26.5%,51.0%,22.4%,9.1%,9.1%,8.0%,0.0%,40.8%,36.7%,22.4%,20.4%,46.9%,32.7%,275,94,181
SAN DIEGO PADRES,Nabil Crismatt,batted-ball,Pitcher,Handedness,2022,vs L,2.83,20.7%,58.6%,20.7%,8.3%,8.3%,2.9%,0.0%,42.1%,38.6%,19.3%,19.3%,61.4%,19.3%,271,106,165
SAN DIEGO PADRES,Nabil Crismatt,batted-ball,Pitcher,Handedness,2022,vs R,1.28,16.3%,46.9%,36.7%,11.1%,0.0%,13.0%,0.0%,48.0%,34.0%,18.0%,10.0%,56.0%,34.0%,342,114,228
SAN DIEGO PADRES,Adrian Morejon,batted-ball,Pitcher,Handedness,2022,vs L,5.0,14.3%,71.4%,14.3%,0.0%,0.0%,40.0%,0.0%,85.7%,14.3%,0.0%,0.0%,71.4%,28.6%,19,4,15
SAN DIEGO PADRES,Adrian Morejon,batted-ball,Pitcher,Handedness,2022,vs R,0.5,10.0%,30.0%,60.0%,0.0%,16.7%,0.0%,0.0%,10.0%,50.0%,40.0%,30.0%,40.0%,30.0%,53,20,33
SAN DIEGO PADRES,Tim Hill,batted-ball,Pitcher,Handedness,2022,vs L,1.55,15.2%,51.5%,33.3%,27.3%,0.0%,0.0%,0.0%,30.3%,24.2%,45.5%,30.3%,54.5%,15.2%,151,61,90
SAN DIEGO PADRES,Tim Hill,batted-ball,Pitcher,Handedness,2022,vs R,3.09,11.8%,66.7%,21.6%,9.1%,0.0%,11.8%,0.0%,41.2%,33.3%,25.5%,21.6%,51.0%,27.5%,214,70,144
SAN DIEGO PADRES,Tayler Scott,batted-ball,Pitcher,Handedness,2022,vs L,0.25,28.6%,14.3%,57.1%,25.0%,0.0%,0.0%,0.0%,0.0%,71.4%,28.6%,14.3%,57.1%,28.6%,36,15,21
SAN DIEGO PADRES,Tayler Scott,batted-ball,Pitcher,Handedness,2022,vs R,3.0,20.0%,60.0%,20.0%,0.0%,0.0%,33.3%,0.0%,80.0%,0.0%,20.0%,20.0%,80.0%,0.0%,67,25,42
SAN DIEGO PADRES,MacKenzie Gore,batted-ball,Pitcher,Handedness,2022,vs L,1.19,16.7%,45.2%,38.1%,0.0%,0.0%,0.0%,0.0%,28.6%,40.5%,31.0%,16.7%,52.4%,31.0%,304,126,178
SAN DIEGO PADRES,MacKenzie Gore,batted-ball,Pitcher,Handedness,2022,vs R,0.9,25.2%,35.4%,39.5%,10.3%,10.3%,7.7%,0.0%,36.9%,32.9%,30.2%,14.1%,51.0%,34.9%,901,317,584
SAN DIEGO PADRES,Nick Martinez,batted-ball,Pitcher,Handedness,2022,vs L,1.29,19.3%,45.5%,35.2%,3.2%,22.6%,10.0%,0.0%,42.0%,39.8%,18.2%,9.1%,62.5%,28.4%,590,216,374
SAN DIEGO PADRES,Nick Martinez,batted-ball,Pitcher,Handedness,2022,vs R,1.54,18.1%,49.6%,32.3%,7.3%,12.2%,3.2%,0.0%,41.4%,40.6%,18.0%,18.0%,52.3%,29.7%,618,208,410
SAN DIEGO PADRES,Wil Myers,batted-ball,Pitcher,Handedness,2022,vs L,0.0,0.0%,0.0%,100.0%,0.0%,100.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,100.0%,7,2,5
SAN DIEGO PADRES,Wil Myers,batted-ball,Pitcher,Handedness,2022,vs R,0.0,0.0%,0.0%,100.0%,0.0%,25.0%,0.0%,0.0%,50.0%,25.0%,25.0%,25.0%,25.0%,50.0%,15,4,11
SAN DIEGO PADRES,Austin Adams,batted-ball,Pitcher,Handedness,2022,vs L,0.0,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,22,11,11
SAN DIEGO PADRES,Austin Adams,batted-ball,Pitcher,Handedness,2022,vs R,4.0,0.0%,100.0%,0.0%,0.0%,0.0%,0.0%,0.0%,25.0%,25.0%,50.0%,0.0%,75.0%,25.0%,25,10,15
SAN DIEGO PADRES,Pierce Johnson,batted-ball,Pitcher,Handedness,2022,vs L,4.0,28.6%,57.1%,14.3%,0.0%,0.0%,0.0%,0.0%,42.9%,28.6%,28.6%,14.3%,85.7%,0.0%,94,37,57
SAN DIEGO PADRES,Pierce Johnson,batted-ball,Pitcher,Handedness,2022,vs R,4.0,16.7%,66.7%,16.7%,100.0%,0.0%,25.0%,0.0%,33.3%,33.3%,33.3%,33.3%,16.7%,50.0%,44,17,27
SAN DIEGO PADRES,Craig Stammen,batted-ball,Pitcher,Handedness,2022,vs L,1.13,20.0%,42.5%,37.5%,0.0%,20.0%,0.0%,0.0%,39.0%,46.3%,14.6%,12.2%,63.4%,24.4%,225,92,133
SAN DIEGO PADRES,Craig Stammen,batted-ball,Pitcher,Handedness,2022,vs R,2.06,14.8%,57.4%,27.9%,0.0%,17.6%,8.6%,0.0%,41.0%,39.3%,19.7%,8.2%,54.1%,37.7%,320,116,204
SAN DIEGO PADRES,Robert Suarez,batted-ball,Pitcher,Handedness,2022,vs L,0.9,24.0%,36.0%,40.0%,0.0%,0.0%,0.0%,0.0%,24.0%,60.0%,16.0%,16.0%,64.0%,20.0%,189,74,115
SAN DIEGO PADRES,Robert Suarez,batted-ball,Pitcher,Handedness,2022,vs R,1.1,16.0%,44.0%,40.0%,10.0%,40.0%,9.1%,0.0%,44.0%,24.0%,32.0%,12.0%,56.0%,32.0%,210,83,127
SAN DIEGO PADRES,Steven Wilson,batted-ball,Pitcher,Handedness,2022,vs L,0.58,24.0%,28.0%,48.0%,8.3%,0.0%,0.0%,100.0%,23.1%,34.6%,42.3%,23.1%,69.2%,7.7%,160,57,103
SAN DIEGO PADRES,Steven Wilson,batted-ball,Pitcher,Handedness,2022,vs R,0.35,14.6%,22.0%,63.4%,23.1%,19.2%,0.0%,0.0%,42.9%,31.0%,26.2%,21.4%,54.8%,23.8%,272,98,174
SAN DIEGO PADRES,Fernando Tatis Jr.,batted-ball,Pitcher,Handedness,2022,vs L,2.31,21.8%,54.5%,23.6%,0.0%,15.4%,3.3%,0.0%,43.6%,38.2%,18.2%,7.3%,56.4%,36.4%,356,145,211
