Team,Player,Stat_cat,Bat/Pitch,Stat,Season,Split,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,Pitches,Balls,Strikes
SEATTLE MARINERS,Robbie Ray,batted-ball,Pitcher,Handedness,2022,vs L,0.85,15.9%,38.6%,45.5%,10.0%,15.0%,0.0%,0.0%,50.0%,29.5%,20.5%,15.9%,54.5%,29.5%,254,80,174
SEATTLE MARINERS,Robbie Ray,batted-ball,Pitcher,Handedness,2022,vs R,1.01,18.4%,41.0%,40.6%,10.5%,13.7%,5.2%,100.0%,46.0%,32.3%,21.7%,16.6%,49.4%,34.0%,1454,535,919
SEATTLE MARINERS,Logan Gilbert,batted-ball,Pitcher,Handedness,2022,vs L,0.88,21.0%,37.1%,41.9%,5.8%,5.8%,0.0%,0.0%,31.0%,38.9%,30.2%,15.9%,50.8%,33.3%,779,278,501
SEATTLE MARINERS,Logan Gilbert,batted-ball,Pitcher,Handedness,2022,vs R,1.0,24.7%,37.6%,37.6%,13.4%,13.4%,11.9%,100.0%,46.4%,33.0%,20.7%,15.6%,47.5%,36.9%,975,335,640
SEATTLE MARINERS,Chris Flexen,batted-ball,Pitcher,Handedness,2022,vs L,0.67,25.4%,29.8%,44.7%,15.7%,5.9%,8.8%,50.0%,34.7%,32.2%,33.1%,18.6%,58.5%,22.9%,623,234,389
SEATTLE MARINERS,Chris Flexen,batted-ball,Pitcher,Handedness,2022,vs R,0.73,18.9%,34.3%,46.7%,7.6%,10.1%,3.4%,0.0%,33.5%,37.6%,28.8%,12.9%,48.2%,38.8%,810,321,489
SEATTLE MARINERS,Marco Gonzales,batted-ball,Pitcher,Handedness,2022,vs L,1.28,26.8%,41.1%,32.1%,16.7%,16.7%,13.0%,0.0%,38.6%,35.1%,26.3%,19.3%,52.6%,28.1%,286,104,182
SEATTLE MARINERS,Marco Gonzales,batted-ball,Pitcher,Handedness,2022,vs R,1.33,16.4%,47.7%,35.9%,11.7%,11.7%,8.0%,0.0%,47.3%,31.7%,21.0%,17.2%,53.8%,29.0%,1208,428,780
SEATTLE MARINERS,Paul Sewald,batted-ball,Pitcher,Handedness,2022,vs L,0.5,22.2%,25.9%,51.9%,28.6%,7.1%,0.0%,0.0%,39.3%,25.0%,35.7%,21.4%,46.4%,32.1%,196,65,131
SEATTLE MARINERS,Paul Sewald,batted-ball,Pitcher,Handedness,2022,vs R,0.95,14.0%,42.0%,44.0%,27.3%,18.2%,0.0%,0.0%,50.0%,24.0%,26.0%,26.0%,46.0%,28.0%,323,118,205
SEATTLE MARINERS,Diego Castillo,batted-ball,Pitcher,Handedness,2022,vs L,1.2,29.0%,38.7%,32.3%,30.0%,0.0%,8.3%,0.0%,45.2%,41.9%,12.9%,25.8%,51.6%,22.6%,159,66,93
SEATTLE MARINERS,Diego Castillo,batted-ball,Pitcher,Handedness,2022,vs R,1.39,24.6%,43.9%,31.6%,11.1%,11.1%,8.0%,0.0%,54.4%,29.8%,15.8%,19.3%,54.4%,26.3%,352,111,241
SEATTLE MARINERS,Andrés Muñoz,batted-ball,Pitcher,Handedness,2022,vs L,0.69,24.1%,31.0%,44.8%,7.7%,15.4%,0.0%,0.0%,41.4%,24.1%,34.5%,20.7%,41.4%,37.9%,269,80,189
SEATTLE MARINERS,Andrés Muñoz,batted-ball,Pitcher,Handedness,2022,vs R,2.3,15.4%,59.0%,25.6%,0.0%,30.0%,8.7%,0.0%,30.8%,38.5%,30.8%,28.2%,46.2%,25.6%,308,111,197
SEATTLE MARINERS,Erik Swanson,batted-ball,Pitcher,Handedness,2022,vs L,1.0,30.0%,35.0%,35.0%,14.3%,0.0%,0.0%,0.0%,40.0%,25.0%,35.0%,20.0%,55.0%,25.0%,195,57,138
SEATTLE MARINERS,Erik Swanson,batted-ball,Pitcher,Handedness,2022,vs R,0.47,19.4%,25.8%,54.8%,11.8%,11.8%,0.0%,0.0%,35.5%,29.0%,35.5%,29.0%,35.5%,35.5%,205,67,138
SEATTLE MARINERS,Matt Brash,batted-ball,Pitcher,Handedness,2022,vs L,2.2,15.8%,57.9%,26.3%,20.0%,20.0%,9.1%,0.0%,36.8%,42.1%,21.1%,21.1%,57.9%,21.1%,173,74,99
SEATTLE MARINERS,Matt Brash,batted-ball,Pitcher,Handedness,2022,vs R,3.29,25.0%,57.5%,17.5%,0.0%,28.6%,8.7%,0.0%,47.5%,27.5%,25.0%,10.0%,60.0%,30.0%,238,87,151
SEATTLE MARINERS,Penn Murfee,batted-ball,Pitcher,Handedness,2022,vs L,0.8,25.0%,33.3%,41.7%,10.0%,0.0%,12.5%,0.0%,25.0%,50.0%,25.0%,8.3%,70.8%,20.8%,140,33,107
SEATTLE MARINERS,Penn Murfee,batted-ball,Pitcher,Handedness,2022,vs R,0.5,12.7%,29.1%,58.2%,9.4%,9.4%,0.0%,0.0%,27.3%,30.9%,41.8%,16.4%,61.8%,21.8%,341,117,224
SEATTLE MARINERS,Ryan Borucki,batted-ball,Pitcher,Handedness,2022,vs L,3.4,8.3%,70.8%,20.8%,0.0%,20.0%,0.0%,0.0%,45.8%,45.8%,8.3%,12.5%,62.5%,25.0%,137,50,87
SEATTLE MARINERS,Ryan Borucki,batted-ball,Pitcher,Handedness,2022,vs R,0.88,37.5%,29.2%,33.3%,12.5%,25.0%,14.3%,0.0%,36.0%,40.0%,24.0%,8.0%,64.0%,28.0%,150,57,93
SEATTLE MARINERS,Matthew Festa,batted-ball,Pitcher,Handedness,2022,vs L,0.67,11.8%,35.3%,52.9%,11.1%,22.2%,0.0%,100.0%,38.9%,38.9%,22.2%,27.8%,50.0%,22.2%,116,41,75
SEATTLE MARINERS,Matthew Festa,batted-ball,Pitcher,Handedness,2022,vs R,0.69,12.9%,35.5%,51.6%,12.5%,18.8%,18.2%,0.0%,48.4%,19.4%,32.3%,12.9%,58.1%,29.0%,266,93,173
SEATTLE MARINERS,Tommy Milone,batted-ball,Pitcher,Handedness,2022,vs L,0.5,25.0%,25.0%,50.0%,0.0%,25.0%,0.0%,0.0%,62.5%,37.5%,0.0%,0.0%,62.5%,37.5%,44,17,27
SEATTLE MARINERS,Tommy Milone,batted-ball,Pitcher,Handedness,2022,vs R,0.62,12.5%,33.3%,54.2%,15.4%,7.7%,12.5%,0.0%,28.0%,48.0%,24.0%,24.0%,36.0%,40.0%,85,24,61
SEATTLE MARINERS,Danny Young,batted-ball,Pitcher,Handedness,2022,vs L,1.0,33.3%,33.3%,33.3%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,0.0%,100.0%,0.0%,37,14,23
SEATTLE MARINERS,Danny Young,batted-ball,Pitcher,Handedness,2022,vs R,2.0,10.0%,60.0%,30.0%,0.0%,33.3%,16.7%,0.0%,40.0%,40.0%,20.0%,30.0%,40.0%,30.0%,38,6,32
SEATTLE MARINERS,Ken Giles,batted-ball,Pitcher,Handedness,2022,vs L,3.0,0.0%,75.0%,25.0%,0.0%,0.0%,0.0%,0.0%,100.0%,0.0%,0.0%,0.0%,75.0%,25.0%,31,10,21
SEATTLE MARINERS,Ken Giles,batted-ball,Pitcher,Handedness,2022,vs R,0.0,50.0%,0.0%,50.0%,0.0%,0.0%,0.0%,0.0%,25.0%,50.0%,25.0%,0.0%,50.0%,50.0%,32,13,19
SEATTLE MARINERS,Tom Murphy,batted-ball,Pitcher,Handedness,2022,vs L,2.31,21.8%,54.5%,23.6%,0.0%,15.4%,3.3%,0.0%,43.6%,38.2%,18.2%,7.3%,56.4%,36.4%,356,145,211
SEATTLE MARINERS,Tom Murphy,batted-ball,Pitcher,Handedness,2022,vs R,0.89,26.7%,34.4%,38.9%,5.7%,25.7%,12.9%,0.0%,32.2%,37.8%,30.0%,12.2%,50.0%,37.8%,476,178,298
SEATTLE MARINERS,Evan White,batted-ball,Pitcher,Handedness,2022,vs L,3.00,33.3%,50.0%,16.7%,0.0%,0.0%,0.0%,0.0%,33.3%,33.3%,33.3%,16.7%,50.0%,33.3%,28,15,13
SEATTLE MARINERS,Evan White,batted-ball,Pitcher,Handedness,2022,vs R,1.25,10.0%,50.0%,40.0%,0.0%,0.0%,20.0%,0.0%,40.0%,40.0%,20.0%,20.0%,70.0%,10.0%,55,25,30
SEATTLE MARINERS,Mitch Haniger,batted-ball,Pitcher,Handedness,2022,vs L,1.00,14.3%,42.9%,42.9%,0.0%,0.0%,0.0%,0.0%,57.1%,28.6%,14.3%,14.3%,57.1%,28.6%,36,13,23
SEATTLE MARINERS,Mitch Haniger,batted-ball,Pitcher,Handedness,2022,vs R,1.17,27.8%,38.9%,33.3%,33.3%,0.0%,14.3%,0.0%,55.6%,27.8%,16.7%,33.3%,44.4%,22.2%,99,34,65
SEATTLE MARINERS,Kyle Lewis,batted-ball,Pitcher,Handedness,2022,vs L,0.54,28.6%,25.0%,46.4%,7.7%,7.7%,0.0%,0.0%,46.4%,32.1%,21.4%,17.9%,39.3%,42.9%,169,66,103
SEATTLE MARINERS,Kyle Lewis,batted-ball,Pitcher,Handedness,2022,vs R,0.52,20.5%,27.3%,52.3%,0.0%,13.0%,16.7%,0.0%,48.9%,31.1%,20.0%,6.7%,48.9%,44.4%,281,110,171
SEATTLE MARINERS,Taylor Trammell,batted-ball,Pitcher,Handedness,2022,vs L,1.00,23.1%,38.5%,38.5%,0.0%,0.0%,0.0%,0.0%,61.5%,23.1%,15.4%,0.0%,53.8%,46.2%,56,18,38
SEATTLE MARINERS,Taylor Trammell,batted-ball,Pitcher,Handedness,2022,vs R,0.70,22.7%,31.8%,45.5%,10.0%,30.0%,0.0%,0.0%,18.2%,59.1%,22.7%,18.2%,40.9%,40.9%,152,60,92
